,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
597,4,-1,-4,-3,-3,-8,-3,0,8,-3,-3,-2,-3,-7,-5,-4,-5,-6
598,9,1,-5,-4,0,-8,-2,2,7,-4,-5,-2,0,-5,-3,-2,-6,-4
599,8,-2,-1,-5,1,-8,-4,2,8,-1,-4,-1,-2,-4,-2,-1,-7,-4
600,8,0,-1,-1,2,-5,0,4,8,1,-3,0,-1,-5,-3,3,-6,-3
601,9,-1,-3,0,2,-4,2,3,9,0,-3,1,-1,-5,-2,5,-3,-2
602,9,1,0,1,4,-4,3,2,7,1,-3,2,1,1,-1,4,-3,-2
603,7,0,-1,1,3,2,4,4,6,2,-1,3,1,1,3,4,-2,1
604,8,-2,-3,0,4,2,4,5,6,1,2,3,2,4,5,6,-2,1
605,6,1,0,2,5,2,3,4,3,3,2,5,4,3,5,7,1,3
606,5,2,1,5,3,5,3,5,4,1,1,6,5,2,6,7,1,3
607,3,2,5,3,5,6,8,3,0,2,3,4,4,3,6,9,0,3
608,1,2,6,2,7,7,5,6,-1,5,3,4,6,5,5,7,2,4
609,-1,5,4,4,5,9,3,5,0,6,6,4,9,6,7,9,5,5
610,-1,2,4,5,4,8,4,6,-1,4,5,6,5,6,9,9,6,5
611,-5,3,2,3,3,8,7,6,-4,5,5,1,5,5,8,8,5,3
612,-7,4,4,3,0,10,4,7,-3,5,6,1,4,6,5,7,5,2
613,-9,5,3,6,3,8,2,5,-4,5,5,0,4,5,3,8,7,4
614,-10,2,3,5,2,6,1,4,-4,4,4,-2,0,6,3,6,5,6
615,-9,1,1,2,1,7,0,4,-4,4,4,-3,3,3,1,4,6,4
616,-11,1,2,2,3,3,-1,0,-5,0,4,-3,-1,1,-1,2,6,2
617,-9,1,2,1,-1,4,-2,-1,-5,-1,2,-1,-2,2,0,4,4,2
618,-9,1,1,0,-1,3,-1,0,-6,-1,0,-1,0,1,0,0,2,-1
619,-8,-2,1,-2,-3,2,0,-5,-5,-3,1,-3,-1,0,-3,-1,3,-1
620,-6,-5,3,1,-1,2,-2,-9,-2,-2,2,-3,-4,0,-6,0,1,-2
621,-4,-5,0,0,-3,3,-1,-9,0,-2,-1,-4,-4,-2,-5,0,-1,-6
622,-3,-4,-2,-1,-5,2,-2,-9,1,-2,0,-2,-1,0,-4,-2,3,-4
623,0,-1,0,-3,0,1,0,-11,2,0,1,-1,-3,0,-6,-3,0,-4
624,-3,1,2,0,0,1,-1,-10,2,0,0,2,-4,-1,-6,-2,1,-3
625,1,-1,1,-1,-1,1,0,-12,4,-2,-1,4,-2,-2,-3,-2,0,-2
626,0,-2,-1,1,-1,0,-1,-11,4,0,0,3,-5,-2,-5,-4,1,-1
627,-3,1,1,1,1,1,1,-9,1,0,3,2,-1,-1,-3,-5,1,0
628,-1,1,2,0,0,2,1,-8,4,1,3,5,2,-2,-1,0,2,3
629,2,1,1,0,2,-1,2,-9,4,3,1,3,2,-1,-1,0,3,5
630,3,1,2,0,4,-1,1,-5,3,2,0,4,1,1,0,1,3,3
631,5,0,4,1,5,-1,2,-2,1,3,1,4,2,2,0,1,1,2
632,6,0,2,-1,0,1,-2,-1,3,3,2,2,2,2,1,-2,0,5
633,6,0,-1,-2,2,0,-2,-1,1,0,-2,3,4,1,2,0,2,6
634,6,1,1,-2,2,1,-1,2,1,0,0,1,4,0,2,1,4,4
635,6,2,0,0,1,-1,-1,5,2,1,-1,1,3,0,2,-1,-2,4
636,5,-1,1,-1,-1,1,-2,7,1,-1,-3,0,2,-1,3,-1,-1,0
637,2,1,-1,-3,-1,0,-3,8,0,-1,-3,-2,0,0,4,-1,-1,1
638,3,0,-2,-1,-1,-2,-6,11,0,-2,-4,-3,-1,-3,1,-2,-1,0
639,2,-3,-3,-2,-4,-2,-7,11,-1,-3,-3,-5,-2,-5,1,-1,-2,-2
640,0,-3,-6,-7,-5,-5,-7,10,-3,-4,-6,-7,-3,-9,-2,-4,-3,-3
641,-2,-4,-7,-7,-7,-4,-7,11,-3,-5,-6,-6,-3,-7,-2,-3,-3,-4
642,-2,-5,-7,-8,-6,-5,-7,11,-5,-7,-6,-7,-4,-8,-2,-4,-3,-4
643,-6,-5,-8,-10,-7,-5,-7,10,-6,-6,-6,-10,-5,-9,-6,-2,-5,-8
644,-4,-5,-8,-6,-9,-8,-7,6,-6,-7,-6,-11,-7,-11,-5,-2,-4,-6
645,-4,-4,-7,-3,-5,-7,-7,6,-6,-7,-5,-6,-9,-10,-4,0,-4,-4
646,-1,-3,-7,-4,-5,-5,-6,5,-7,-8,-6,-6,-9,-7,-2,-2,-3,-6
647,-4,-4,-5,-3,-4,-4,-3,2,-7,-4,-6,-4,-9,-8,-4,-3,-3,-7
648,-4,-2,-3,-1,-3,-3,-1,2,-7,-5,-5,-1,-7,-5,-3,-1,-5,-5
649,-1,0,-1,0,0,-2,-5,0,-4,-3,-3,0,-5,-2,0,-2,-2,-4
650,0,1,1,2,0,1,-1,-2,-2,1,-4,5,-3,0,-3,-1,0,-3
651,1,1,6,0,5,-1,1,-3,-4,1,-1,7,-3,2,-3,-1,3,-2
652,4,5,7,2,4,2,2,-4,0,2,-1,6,-2,4,1,0,4,-2
653,4,5,7,2,3,5,4,-4,-2,2,1,6,-1,5,2,2,6,-2
654,5,5,7,3,2,4,5,-5,2,3,5,7,1,7,1,0,6,1
655,7,3,7,4,6,4,4,-5,3,3,3,7,1,6,2,1,7,1
656,10,4,4,5,3,4,4,-4,5,4,1,6,3,7,2,0,5,3
657,13,4,4,6,5,4,7,-4,8,5,3,6,2,9,3,1,5,1
658,8,2,5,5,4,3,6,-4,8,5,4,6,5,7,1,-1,6,2
659,11,1,3,5,5,6,6,-4,7,4,5,2,5,6,2,1,5,2
660,9,1,1,3,5,5,3,-1,10,4,2,1,5,6,4,4,2,6
661,7,1,-2,4,1,4,4,-1,9,5,2,-2,6,5,2,1,-2,5
662,8,-1,-6,1,2,0,5,-2,8,3,2,1,5,2,1,0,-1,5
663,7,1,-5,1,1,1,4,-3,5,2,3,0,3,3,-2,0,0,3
664,5,0,-5,0,1,1,2,-3,5,1,2,-2,2,1,1,1,1,2
665,4,-2,-7,-3,-2,-1,1,-2,3,0,3,-3,1,0,-1,-2,-2,2
666,0,-3,-7,-3,-2,-3,-1,-2,1,-2,0,-4,-1,0,-1,1,-1,0
667,-3,-3,-8,-4,-5,-3,-3,-2,-1,-4,-2,-3,-2,-4,1,-1,-1,-1
668,-4,-3,-9,-5,-5,-2,-4,-3,-2,-5,-4,-7,-2,-4,2,-1,-2,-3
669,-7,-5,-8,-4,-6,-6,-4,-3,-3,-5,-5,-5,-3,-5,-1,-2,-3,-3
670,-6,-3,-6,-5,-5,-7,-4,-5,-6,-6,-3,-5,-5,-5,-3,-4,-4,-2
671,-6,-3,-5,-6,-4,-5,-2,-4,-6,-8,-6,-3,-5,-6,-4,-4,-4,1
672,-9,-3,-5,-5,-4,-3,-3,-5,-5,-6,-6,-5,-8,-5,-4,-4,-6,-1
673,-9,-3,-4,-4,-3,-5,-1,-5,-8,-6,-2,-3,-3,-4,-5,-4,-7,-1
674,-8,0,-2,-4,-2,-6,-4,-6,-7,-5,-3,-1,-2,-1,-6,-7,-5,-1
675,-9,1,0,-1,-2,-3,-4,-6,-8,-5,-2,-2,-3,0,-5,-5,-4,-2
676,-6,0,1,1,-2,0,-3,-6,-8,-4,-1,-2,-2,-1,-4,-2,-4,-2
677,-6,1,1,2,0,0,-3,-2,-7,-3,-1,-2,-3,0,-6,-1,-1,-2
678,-6,0,2,1,-2,0,-3,1,-6,-2,1,-1,-3,3,-2,-3,-1,-1
679,-7,2,3,3,-1,0,-2,-1,-5,1,1,-1,-2,0,-3,-3,0,-1
680,-4,3,5,4,2,3,1,-2,-5,0,2,-1,-1,4,-3,1,0,-2
681,0,2,6,2,3,6,1,1,-2,3,1,1,0,2,-2,0,2,-2
682,3,4,5,5,4,8,2,2,-1,4,5,0,-1,2,-1,6,3,-2
683,3,4,4,2,2,5,2,5,0,5,2,2,0,3,-1,6,3,-2
684,4,5,7,3,5,4,4,3,3,5,2,3,2,5,-3,7,3,1
685,9,6,7,3,1,6,4,5,4,8,5,6,3,6,1,7,4,2
686,10,5,6,2,3,6,3,5,7,7,3,6,3,6,3,10,4,0
687,8,8,5,4,4,3,6,5,8,6,4,4,4,5,5,7,5,4
688,5,8,6,2,7,4,5,6,9,6,5,5,3,3,5,9,2,5
689,8,6,3,4,4,5,7,5,9,7,3,5,3,5,4,7,5,2
690,4,8,3,3,3,1,8,3,10,7,3,3,4,5,7,3,5,4
691,4,6,5,6,3,0,7,2,9,7,2,3,7,3,8,2,4,3
692,4,3,2,3,5,1,5,-1,10,5,3,2,5,2,8,1,7,3
693,2,2,1,3,4,0,6,1,8,7,1,3,6,2,6,-1,5,3
694,0,0,1,2,2,-1,5,0,6,3,2,3,1,1,6,-3,4,4
695,-3,-2,0,3,3,-3,6,-4,4,3,0,3,3,3,4,-3,2,4
696,-4,-4,0,1,1,0,4,-4,1,4,-2,1,4,2,5,-3,3,2
697,-5,-2,0,-1,0,1,4,-4,2,4,-2,2,2,0,6,-7,1,1
698,-8,-2,-1,-3,0,-2,4,-5,-2,1,1,2,1,-2,2,-9,1,0
699,-7,-3,-3,-2,0,1,3,-5,-5,-1,0,1,0,-2,2,-9,1,3
700,-10,-3,-3,-3,-1,0,0,-4,-6,0,-2,0,0,-2,1,-9,1,-1
701,-9,-3,-1,-4,-1,2,1,-4,-5,-2,-2,-1,-1,-4,2,-13,0,-1
702,-9,0,-1,-2,-4,0,-2,-3,-7,-2,-1,-4,-3,-4,-1,-12,-1,-1
703,-6,-1,-2,-3,-4,0,-2,0,-10,-5,-3,-5,-3,-4,-4,-10,-2,-3
704,-5,-4,-3,-5,-5,0,-3,-2,-11,-5,-3,-6,-5,-5,-4,-10,-3,-3
705,-3,-5,-7,-5,-9,-3,-4,-1,-11,-5,-3,-9,-4,-7,-6,-9,-7,-4
706,-2,-5,-5,-7,-7,-3,-7,0,-9,-7,-4,-7,-5,-6,-7,-10,-4,-6
707,2,-7,-7,-6,-8,-4,-8,0,-8,-9,-5,-7,-7,-6,-8,-4,-7,-7
708,2,-6,-7,-9,-8,-6,-8,0,-8,-7,-5,-9,-8,-7,-8,-4,-9,-7
709,4,-6,-6,-6,-9,-5,-9,1,-5,-10,-7,-8,-8,-7,-9,1,-8,-8
710,7,-6,-6,-6,-8,-6,-11,1,-5,-10,-8,-9,-11,-8,-9,2,-9,-7
711,8,-5,-6,-6,-8,-7,-10,1,-1,-8,-7,-8,-8,-6,-10,6,-10,-7
712,9,-5,-4,-7,-6,-5,-6,0,-1,-9,-5,-7,-9,-7,-9,8,-9,-7
713,8,-4,-4,-5,-4,-6,-7,1,0,-6,-3,-5,-9,-5,-8,7,-7,-8
714,7,-2,-5,-4,-3,-4,-4,0,2,-5,-2,-5,-9,-5,-6,10,-4,-7
715,5,-2,-3,-4,-2,-5,-4,1,2,-4,0,-1,-8,-4,-4,10,-3,-5
716,6,0,1,-1,0,-1,-3,3,2,-6,1,0,-4,-2,-4,10,-3,-3
717,4,1,0,-1,2,2,1,3,3,-1,1,3,-2,-1,-3,11,-1,-3
718,2,4,3,3,4,3,1,5,6,0,1,5,-1,1,1,11,-1,1
719,1,3,3,2,3,3,1,4,4,3,3,5,1,2,0,10,1,1
720,0,5,5,5,6,4,3,4,3,3,3,5,2,5,1,9,5,3
721,-1,6,4,6,6,6,5,3,4,7,1,9,5,6,6,4,5,2
722,-3,6,6,9,7,7,3,6,5,7,3,8,6,8,7,2,4,5
723,-4,5,8,6,8,10,3,3,4,9,2,10,7,9,10,0,5,7
724,-3,7,8,8,8,9,3,7,4,10,3,11,9,10,9,-3,7,6
725,-1,6,8,10,10,9,7,3,3,9,6,9,10,8,11,-3,6,8
726,-1,5,8,8,11,8,7,4,5,10,6,11,11,8,11,-6,6,9
727,-3,7,8,6,9,8,5,3,4,9,7,8,11,9,11,-7,7,8
728,-2,7,6,6,7,9,6,3,1,6,5,9,9,6,9,-7,8,8
729,-5,4,5,7,7,8,6,1,1,7,6,6,9,3,9,-8,9,7
730,-4,2,5,3,4,6,4,2,0,4,6,3,10,0,6,-10,8,6
731,-3,2,1,3,3,5,4,2,1,5,7,3,8,3,5,-11,7,8
732,-3,1,0,1,0,6,3,1,1,1,4,3,5,-1,4,-8,6,6
733,-4,0,-1,-1,0,1,4,0,-2,0,2,-1,3,-4,2,-9,3,5
734,-3,-3,-3,-1,-1,1,3,-4,-4,1,2,-4,2,-7,2,-4,2,2
735,-1,-2,-2,-2,-4,-1,1,-3,-5,-1,-1,-5,0,-10,0,-1,-1,2
736,0,-2,-3,-5,-5,-2,-1,-4,-4,-5,-3,-5,0,-8,-2,1,-2,-2
737,-1,-3,-7,-5,-4,-5,-2,-6,-3,-6,-2,-5,-2,-10,-5,2,-5,-3
738,1,-3,-5,-4,-4,-5,-3,-6,-3,-9,-1,-5,-5,-8,-5,3,-3,-4
739,4,-4,-4,-3,-6,-5,-3,-8,-2,-8,-5,-6,-6,-6,-5,5,-5,-3
740,1,-3,-5,-3,-7,-4,-3,-7,-1,-7,-7,-5,-8,-6,-8,6,-6,-3
741,2,-4,-4,-4,-7,-4,-6,-8,0,-8,-5,-3,-8,-4,-9,8,-4,-4
742,1,-3,-3,-4,-7,-3,-3,-5,0,-6,-5,-4,-7,-3,-7,12,-1,-4
743,2,-5,-4,-2,-7,-4,-6,-5,-1,-7,-6,-1,-5,-3,-6,11,-1,-3
744,2,-2,-5,-2,-7,-3,-4,-4,1,-5,-5,0,-5,-2,-7,10,-2,-5
745,1,-1,-3,-1,-2,-2,-2,-4,3,-5,-4,3,-5,-1,-6,11,-1,-5
746,1,-2,1,-1,-5,-2,-2,-3,7,-4,-4,5,-5,2,-5,11,0,-4
747,2,-1,4,-2,-5,0,-2,-1,7,-3,-1,4,-3,3,-2,9,-1,-4
748,1,1,4,1,0,1,1,1,9,-4,1,5,-1,3,-1,6,0,-2
749,1,1,4,3,1,0,2,2,8,-2,2,5,-1,3,-3,6,0,-3
750,1,5,6,2,2,2,4,2,7,2,0,5,1,3,1,1,0,-3
751,0,3,5,4,2,2,4,5,7,3,3,4,4,4,0,1,-1,0
752,-1,4,5,5,4,1,3,7,5,8,3,5,5,4,1,0,2,1
753,-4,2,5,8,4,5,8,9,6,8,2,5,3,6,2,-2,2,3
754,-3,4,3,3,4,6,8,8,3,4,5,4,4,6,6,-7,3,4
755,-3,7,2,5,6,7,7,9,1,4,6,6,5,5,4,-7,2,4
756,-2,4,1,2,3,4,5,8,1,5,6,4,4,5,4,-10,5,4
757,-5,2,-2,3,0,3,3,9,-1,4,4,0,5,3,7,-12,5,4
758,-7,1,-3,1,2,4,3,8,-2,4,2,1,5,4,4,-13,3,3
759,-5,1,-6,-2,1,0,3,5,-7,4,2,0,3,1,4,-12,5,2
760,-3,0,-5,1,2,-1,5,5,-9,2,3,0,2,2,6,-11,3,5
761,-3,-1,-7,-3,-1,-2,3,5,-8,1,1,-2,1,1,4,-11,3,2
762,-4,-4,-7,-2,-1,-2,4,2,-11,1,3,-3,-2,0,3,-9,2,1
763,-2,-4,-7,-1,0,-4,0,-1,-10,-2,-2,-3,1,-3,2,-9,-2,-1
764,-1,-6,-5,-2,-3,-2,-1,-1,-8,-1,-1,-3,-1,-3,1,-7,-2,-1
765,0,-4,-6,-2,-1,-2,-2,-2,-10,-1,-2,-7,-1,-5,-3,-6,-4,0
766,0,-5,-4,-3,-1,-3,-3,-6,-7,-3,-3,-6,0,-5,-3,-5,-6,3
767,3,-5,-3,-3,-1,-3,-4,-5,-5,-5,-2,-5,-2,-4,-5,-4,-5,2
768,2,-4,-2,-4,-3,-5,-3,-4,-6,-5,-2,-6,-3,-4,-5,-3,-4,3
769,3,-4,-2,-5,-3,-4,-2,-7,-4,-3,-3,-6,0,-3,-7,-1,-4,2
770,2,-2,1,-5,-3,-3,-2,-5,-2,-4,-3,-6,-1,-4,-8,0,-5,0
771,6,0,1,-5,-2,-1,-2,-5,1,-5,-2,-4,-2,-2,-7,6,-5,-2
772,5,-1,-1,-2,-1,0,-2,-5,4,-3,-2,-6,-2,-1,-8,4,-5,-1
773,5,2,2,-2,1,1,1,-6,7,-3,0,-5,-2,2,-9,4,-3,-1
774,6,3,5,1,3,2,-1,-6,7,-2,0,-3,-3,3,-6,6,-4,-3
775,7,3,5,3,1,7,0,-3,8,1,1,-1,-1,2,-5,7,0,-1
776,5,4,3,3,3,6,2,-3,9,2,1,0,-1,2,-5,7,-2,-2
777,6,4,5,3,1,5,2,-2,9,1,2,2,0,4,-3,4,1,-2
778,6,6,5,6,-1,6,1,-3,12,1,4,4,2,4,0,4,3,-1
779,3,8,7,3,2,3,1,1,11,2,4,4,1,4,1,3,4,-1
780,2,8,5,3,1,3,2,2,9,3,2,2,3,2,2,2,2,-2
781,1,6,4,2,3,1,0,1,7,0,4,2,1,3,4,2,3,1
782,1,6,3,1,3,1,-2,1,5,2,4,1,2,3,4,2,1,0
783,-2,3,0,0,1,2,-2,4,5,2,1,-1,1,0,3,0,0,1
784,-4,1,0,0,0,-1,0,4,2,-1,2,-1,1,-1,1,-2,1,2
785,-5,0,-1,-1,-2,-2,-2,4,1,-2,1,0,0,-1,4,-5,1,2
786,-5,-3,0,-3,-3,-3,-3,5,-2,-1,0,-1,-2,-2,5,-8,0,1
787,-7,-5,-4,-5,-3,-2,-2,3,-3,-2,-2,-3,-3,-2,2,-5,1,-1
788,-7,-6,-3,-3,-2,-5,-2,2,-5,-3,-3,-2,-4,-5,1,-5,-1,0
789,-6,-7,-3,-3,-2,-6,-5,2,-5,-2,-1,-2,-4,-2,0,-4,0,-2
790,-5,-7,-4,-2,-2,-5,-4,0,-6,-3,-5,0,-1,-4,1,-3,-3,-2
791,-6,-4,-5,-5,-2,-5,-5,3,-9,-2,-4,-2,-1,-5,0,0,-3,-4
792,-7,-4,-5,-5,-3,-5,-1,2,-6,-2,-3,-1,-3,-4,-3,3,-4,-2
793,-4,-7,-4,-3,-1,-1,1,2,-8,-2,-4,0,-2,-3,-1,1,-3,-3
794,-2,-4,-4,-2,0,-2,-1,2,-10,-3,-6,0,-1,-4,-2,-1,-2,-4
795,2,-1,-3,-2,0,-1,-1,0,-8,-1,-3,1,0,-3,-2,6,-4,0
796,2,-2,-1,-2,2,2,0,-1,-7,-1,-2,0,-1,-3,-4,7,-3,-2
797,5,-2,0,-2,-1,2,-2,-2,-6,0,-4,-1,2,-2,-2,7,-2,-2
798,8,0,-1,-1,3,3,0,-4,-3,0,-2,1,1,-1,-3,7,-1,0
799,9,2,-1,2,4,4,-1,-4,-2,0,2,3,1,1,-1,9,-2,2
800,10,2,2,3,4,5,1,-4,-1,0,1,4,2,1,0,10,-2,3
801,10,0,4,3,5,5,3,-5,1,2,3,3,5,3,0,12,0,2
802,10,1,5,1,5,5,4,-5,3,4,8,3,4,2,1,10,1,4
803,10,4,6,4,4,7,6,-6,6,6,8,5,2,5,4,9,2,6
804,7,5,8,4,3,7,7,-8,9,6,10,5,3,6,5,9,3,4
805,8,5,8,5,5,6,7,-6,8,6,10,5,6,6,5,2,4,5
806,6,5,8,5,5,9,4,-5,10,6,9,5,5,7,6,2,4,5
807,6,6,6,5,8,8,2,-4,8,5,8,2,4,6,7,2,7,7
808,3,6,4,7,4,8,4,-3,9,4,5,3,6,7,7,1,7,6
809,0,6,3,6,3,7,2,-1,8,5,6,4,6,5,4,-1,6,5
810,-2,6,3,6,1,6,2,-1,5,3,5,2,2,4,5,-2,7,3
811,-3,5,3,3,2,6,0,1,2,3,3,2,3,5,5,-3,8,2
812,-2,3,1,4,0,4,1,2,3,3,4,3,2,4,3,-3,8,0
813,-1,-2,1,2,-1,4,-2,1,0,3,3,0,1,2,3,-6,7,0
814,-1,0,0,1,-4,4,-5,1,-1,2,1,-2,2,4,0,-6,5,0
815,-4,-2,-1,1,-4,3,-4,1,-4,3,0,-2,0,0,0,-7,2,1
816,-5,-1,-4,-3,-3,-2,-6,-1,-6,0,1,-2,-1,-1,1,-10,2,-1
817,-6,-1,-1,-2,-2,-3,-7,2,-8,-1,-2,-2,-2,-2,-1,-9,0,-4
818,-5,-2,-2,-5,-4,-3,-8,3,-7,-2,-3,-4,-5,-4,-3,-8,-3,-5
819,-6,-6,-3,-4,-6,-4,-5,2,-11,-4,-5,-6,-7,-7,-3,-7,-5,-2
820,-8,-7,-6,-5,-6,-6,-5,1,-9,-6,-7,-7,-7,-9,-5,-6,-5,-4
821,-9,-6,-6,-9,-8,-5,-4,2,-7,-5,-10,-6,-7,-11,-3,-3,-5,-6
822,-5,-6,-7,-9,-6,-8,-4,-1,-9,-5,-9,-7,-8,-13,-8,-2,-6,-8
823,-5,-6,-7,-11,-6,-8,-3,4,-9,-6,-6,-7,-7,-12,-9,0,-7,-8
824,-5,-6,-7,-9,-5,-8,-3,2,-8,-5,-10,-5,-6,-13,-10,3,-7,-8
825,-2,-8,-5,-10,-6,-7,-4,1,-7,-7,-8,-4,-8,-10,-7,4,-9,-11
826,1,-5,-4,-6,-5,-7,-4,-1,-2,-8,-8,-5,-6,-13,-8,2,-9,-9
827,-1,-4,-4,-4,0,-8,-2,0,-2,-6,-6,-2,-4,-11,-6,5,-9,-5
828,1,-3,-2,-3,1,-6,-1,1,2,-4,-6,0,-5,-9,-5,5,-8,-5
829,2,-1,1,-2,2,-3,1,0,3,-2,-5,0,-3,-8,-4,8,-6,-4
830,3,-1,1,0,2,-5,2,-1,6,-1,-3,2,0,-1,-3,4,-6,-3
831,4,1,2,3,5,-3,4,0,4,0,-1,4,2,1,-1,3,-3,-1
832,3,5,5,3,4,0,4,3,7,3,0,5,2,3,2,4,1,3
833,4,4,4,5,5,3,3,6,9,5,3,4,1,3,1,3,-1,4
834,2,4,8,5,6,4,5,5,8,4,4,7,5,4,3,1,3,3
835,3,6,8,6,7,2,7,7,7,5,5,9,6,8,5,0,7,4
836,3,5,5,8,7,4,8,8,8,4,6,6,4,10,8,-1,10,4
837,2,8,5,7,8,8,7,6,7,5,8,9,6,9,8,-5,10,4
838,0,7,3,6,5,5,6,4,8,7,8,9,7,11,7,-5,9,5
839,1,7,3,6,6,7,7,6,4,5,8,6,7,12,6,-3,10,5
840,2,5,3,4,5,5,6,5,4,4,7,3,6,8,7,-5,8,6
841,-2,5,4,7,2,4,5,6,2,3,4,3,6,7,8,-5,4,5
842,-3,5,5,5,1,4,4,4,0,3,4,-2,4,6,4,-6,6,2
843,-1,2,4,5,1,4,3,3,0,1,4,-5,2,5,1,-5,4,3
844,-2,0,2,-2,0,2,1,1,-2,0,4,-8,0,2,-1,-3,3,1
845,-2,-2,-1,-1,-4,1,-1,0,-3,-2,2,-6,-1,0,-2,-3,0,-1
846,-4,-5,-1,-2,-4,1,-3,-1,-5,-3,2,-8,-3,-1,-3,-4,0,-3
847,-4,-6,-5,-5,-6,-1,-5,-1,-2,-3,-1,-9,-3,-3,-3,-2,-1,-6
848,-1,-6,-8,-3,-7,-5,-7,-2,-4,-5,-2,-10,-4,-5,-7,0,-3,-7
849,-3,-5,-8,-4,-8,-5,-5,-6,-5,-5,-6,-10,-8,-8,-8,2,-5,-8
850,-4,-6,-10,-6,-6,-6,-8,-6,-6,-4,-7,-11,-9,-6,-2,2,-7,-10
851,-2,-6,-10,-7,-8,-5,-7,-7,-6,-6,-9,-9,-7,-6,-5,1,-7,-9
852,0,-9,-11,-7,-8,-6,-7,-8,-5,-6,-8,-7,-8,-8,-7,5,-8,-8
853,0,-7,-9,-7,-7,-5,-8,-6,-4,-8,-8,-4,-8,-7,-6,5,-10,-9
854,2,-8,-11,-4,-5,-4,-4,-7,-1,-6,-8,-2,-5,-6,-6,6,-9,-8
855,2,-6,-8,-2,-1,-4,-3,-8,-1,-3,-7,-1,-4,-5,-5,7,-6,-8
856,2,-5,-4,-4,1,-4,-1,-8,2,-3,-7,3,-4,-3,-5,6,-7,-4
857,3,-1,-3,-1,1,-2,0,-7,3,-3,-4,3,-2,-3,-3,5,-4,-1
858,3,0,-1,-1,2,1,0,-4,4,2,-1,5,-1,0,-1,5,-3,1
859,4,2,0,0,4,0,4,-3,5,2,0,6,5,-1,-3,2,-2,1
860,5,4,4,4,4,1,6,-1,4,2,0,6,6,3,0,6,-1,4
861,4,7,5,5,7,3,6,0,5,6,3,8,5,5,1,3,-1,6
862,6,8,6,6,10,7,8,0,4,6,6,7,6,6,2,3,2,10
863,6,8,8,10,10,5,11,3,5,9,7,9,9,8,2,4,4,14
864,9,9,9,13,10,7,10,4,5,10,6,9,9,9,2,2,5,13
865,8,9,11,10,12,9,11,6,6,10,9,9,10,9,4,1,9,14
866,6,10,10,9,13,6,12,8,4,11,12,9,12,8,4,-1,8,14
867,4,11,12,7,10,7,12,8,3,8,11,8,12,11,7,-3,8,12
868,4,9,10,8,10,10,10,8,3,8,12,7,8,9,7,-2,8,10
869,1,9,8,8,6,11,10,5,3,8,10,5,8,9,7,0,11,8
870,0,9,4,8,3,10,5,5,0,7,9,2,9,8,8,-2,9,8
871,-3,8,5,4,1,10,4,5,-1,5,7,-2,6,6,6,-3,10,6
872,-5,6,3,0,-1,7,3,4,-5,4,5,-3,6,3,8,-3,7,2
873,-6,5,0,-3,-2,1,-1,3,-6,0,4,-7,6,0,5,-4,4,1
874,-9,-1,-2,-3,-3,-1,-4,1,-7,-3,2,-8,1,-3,4,-3,1,-2
875,-11,-5,-4,-7,-8,-4,-7,1,-8,-6,-1,-8,-2,-6,2,-3,1,-6
876,-9,-7,-6,-9,-9,-6,-10,-3,-6,-8,-3,-12,-7,-8,0,-3,-2,-9
877,-11,-9,-8,-10,-13,-8,-10,-5,-9,-10,-2,-11,-7,-8,-3,-1,-3,-10
878,-10,-12,-10,-10,-12,-10,-11,-5,-11,-11,-7,-13,-9,-8,-4,-2,-5,-12
879,-10,-12,-12,-12,-10,-13,-11,-4,-10,-10,-7,-11,-12,-10,-5,0,-6,-12
880,-9,-14,-13,-12,-12,-15,-11,-6,-8,-11,-8,-11,-12,-12,-5,1,-10,-11
881,-8,-12,-12,-11,-9,-14,-13,-8,-4,-12,-9,-10,-12,-11,-4,1,-11,-15
882,-5,-12,-10,-10,-9,-14,-11,-8,-4,-10,-11,-10,-13,-9,-7,2,-9,-14
883,-2,-10,-8,-11,-8,-13,-10,-5,-2,-10,-11,-9,-10,-10,-5,1,-9,-12
884,-2,-9,-10,-10,-7,-13,-8,-5,-1,-7,-9,-5,-10,-9,-5,3,-8,-10
885,3,-6,-6,-7,-4,-9,-5,-2,3,-7,-11,-3,-9,-7,-4,3,-8,-9
886,6,-6,-3,-4,0,-6,-4,-1,2,-5,-11,0,-7,-4,-5,4,-5,-8
887,9,-3,-2,-3,-1,-4,-3,-1,2,-2,-5,3,-6,-4,-6,3,-7,-7
888,12,-1,-1,-3,2,-3,1,-1,5,-2,-3,4,-4,-2,-3,3,-4,-6
889,13,0,1,0,5,1,2,3,5,1,-1,7,-1,2,-3,4,-3,-4
890,13,3,5,3,8,4,2,4,7,6,3,8,0,2,-2,2,-1,-1
891,11,3,7,3,7,8,7,2,8,6,7,11,4,3,0,1,0,3
892,8,6,7,8,9,6,12,2,7,7,7,11,8,5,0,2,3,6
893,9,7,7,8,10,9,10,3,7,8,9,12,7,7,2,-1,5,5
894,8,6,7,8,10,12,12,6,5,9,10,10,9,8,5,0,7,9
895,7,7,10,8,9,11,10,6,3,11,13,12,11,9,6,-2,9,10
896,5,7,8,9,10,12,8,5,1,7,9,11,10,8,5,-1,9,10
897,3,7,11,8,8,10,7,5,1,6,9,8,9,7,4,-5,10,12
898,2,6,8,7,4,9,4,6,-2,4,6,5,8,7,4,-4,10,11
