,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
438,7,8,5,15,9,5,9,5,3,8,10,3,-6,8,-3,8,3,7,5,21,7,5,9,11,14,6,7,6,6,11,6,14,2,8,8,10,6
439,8,4,6,13,8,-1,7,2,0,5,11,1,-7,7,0,8,-3,5,5,20,4,2,7,6,18,2,8,5,5,9,6,19,0,5,7,9,5
440,10,3,7,11,5,-3,5,-1,-6,1,9,-3,-10,7,1,5,-9,2,7,18,1,-1,9,4,21,0,4,5,-1,9,5,20,-4,3,9,8,4
441,7,-2,7,7,3,-5,-1,-3,-7,-4,7,-4,-14,6,2,3,-8,-1,2,17,-2,-3,6,1,23,-1,4,2,-4,8,3,19,-10,6,7,7,1
442,5,-6,4,5,0,-6,-1,-6,-10,-7,4,-5,-13,4,5,0,-10,-3,1,14,-5,-7,2,-5,22,-3,1,-1,-6,6,1,21,-12,4,2,8,-2
443,1,-7,3,0,-6,-9,-6,-11,-18,-10,1,-9,-16,2,7,-5,-13,-6,-5,9,-7,-9,0,-7,20,-7,1,-2,-10,5,-4,20,-15,0,-1,3,-3
444,-1,-11,3,-4,-10,-12,-9,-13,-18,-12,-2,-13,-17,-1,9,-8,-13,-9,-8,5,-9,-13,-3,-9,22,-11,-2,-2,-13,5,-4,18,-16,-4,-2,-1,-10
445,-4,-13,-1,-7,-10,-13,-14,-14,-17,-12,-5,-13,-15,-4,11,-14,-14,-13,-10,-1,-12,-14,-6,-13,20,-16,-6,-5,-15,2,-11,15,-15,-6,-4,-3,-12
446,-9,-17,-5,-10,-16,-15,-15,-13,-18,-14,-8,-17,-14,-9,12,-16,-14,-17,-11,-7,-13,-16,-9,-15,16,-16,-10,-7,-16,-2,-15,11,-19,-8,-9,-9,-15
447,-15,-15,-9,-12,-20,-14,-18,-13,-17,-17,-10,-20,-11,-10,10,-21,-14,-21,-16,-11,-14,-14,-17,-18,12,-16,-13,-5,-15,-2,-18,5,-18,-12,-13,-14,-19
448,-16,-17,-13,-14,-21,-11,-18,-14,-14,-16,-13,-21,-9,-14,8,-22,-9,-25,-17,-11,-13,-15,-20,-16,10,-14,-18,-7,-14,-2,-20,2,-12,-16,-17,-16,-23
449,-19,-17,-15,-15,-23,-10,-18,-13,-11,-13,-15,-20,-3,-16,4,-22,-8,-25,-20,-14,-12,-14,-18,-14,1,-12,-19,-6,-14,-7,-22,-3,-11,-21,-21,-22,-23
450,-21,-13,-18,-15,-25,-7,-13,-10,-7,-9,-16,-21,1,-20,2,-24,-4,-25,-18,-15,-11,-15,-21,-15,-2,-12,-24,-5,-12,-8,-24,-5,-9,-20,-23,-23,-27
451,-25,-12,-22,-14,-25,-4,-12,-3,-4,-6,-17,-20,5,-21,-2,-22,2,-25,-20,-13,-8,-11,-27,-13,-6,-10,-25,-2,-6,-8,-24,-8,-6,-21,-25,-24,-27
452,-25,-8,-24,-12,-24,1,-9,0,0,-4,-15,-18,10,-22,-5,-20,5,-22,-22,-15,-6,-4,-26,-8,-11,-5,-27,-3,-3,-7,-25,-9,-1,-23,-23,-25,-26
453,-23,-2,-24,-9,-20,5,-7,2,6,2,-9,-14,12,-22,-12,-20,8,-20,-18,-16,-1,-3,-22,-7,-13,-1,-23,-1,0,-6,-24,-15,2,-23,-24,-24,-22
454,-23,1,-24,-6,-17,9,-3,5,10,4,-5,-10,16,-22,-15,-17,12,-18,-14,-13,0,0,-21,-2,-13,5,-24,4,7,-2,-22,-13,9,-19,-22,-21,-17
455,-20,3,-24,-3,-14,12,4,10,13,8,-2,-4,17,-22,-14,-11,15,-15,-11,-8,7,9,-16,3,-13,9,-18,6,9,-2,-18,-11,13,-21,-20,-20,-14
456,-17,12,-19,1,-10,13,9,13,15,14,2,1,20,-18,-18,-7,17,-7,-9,-5,10,11,-12,9,-12,13,-13,8,14,0,-13,-8,14,-18,-17,-17,-8
457,-13,14,-17,4,-3,16,12,14,16,16,3,7,21,-14,-20,-2,21,-1,-4,-4,13,14,-4,13,-12,17,-8,9,14,0,-8,-3,19,-15,-12,-13,-4
458,-7,17,-12,8,2,19,16,18,21,17,6,11,21,-11,-19,4,21,6,0,1,15,18,-1,15,-9,16,-6,10,19,5,-5,-3,20,-8,-8,-6,2
459,-2,18,-6,10,9,19,17,18,20,21,7,13,16,-4,-19,8,20,11,6,6,20,20,3,18,-6,20,1,10,21,6,2,1,22,-4,-2,-1,4
460,2,22,-1,11,12,19,21,20,20,23,13,15,14,0,-14,12,19,13,11,7,21,21,6,18,-3,21,8,8,21,7,8,6,22,1,5,2,10
461,8,24,3,12,17,17,21,20,20,19,14,17,11,4,-10,15,17,16,13,10,21,20,10,23,2,20,13,7,17,7,14,8,20,7,9,7,15
462,12,21,9,13,18,15,23,18,18,17,17,19,9,11,-7,19,13,20,17,9,19,21,15,23,5,18,17,8,16,9,20,11,17,10,15,10,20
463,16,19,14,11,20,11,22,15,12,15,18,22,4,15,-2,21,8,21,18,9,18,19,19,23,10,17,19,9,17,10,21,14,16,16,20,15,22
464,20,18,19,12,25,7,19,10,9,12,17,22,-1,18,2,21,5,24,19,11,13,13,20,20,11,16,20,4,12,11,22,13,12,16,25,20,22
465,20,14,21,7,22,4,16,7,3,9,14,19,-3,19,8,19,1,23,18,11,11,13,21,15,16,11,18,3,7,10,22,16,5,19,25,21,25
466,17,10,23,5,22,1,12,2,-1,4,11,17,-9,19,10,21,-4,21,18,9,3,8,20,11,16,6,19,4,5,10,21,18,2,21,26,21,22
467,18,5,23,2,18,-4,9,-1,-4,4,9,13,-12,21,16,18,-5,17,16,8,2,2,18,7,19,5,16,4,1,8,19,17,-2,20,27,20,20
468,16,2,22,-2,14,-9,3,-7,-7,1,7,11,-14,21,20,14,-8,12,12,8,-4,-3,14,3,17,-1,12,3,-5,7,14,16,-6,21,22,21,16
469,16,-5,16,-4,11,-11,-1,-12,-11,-5,5,4,-16,19,22,11,-12,6,8,5,-9,-6,10,-4,17,-5,10,2,-9,5,11,12,-9,18,18,18,10
470,14,-10,16,-7,6,-12,-6,-13,-12,-8,-1,2,-17,14,22,7,-14,2,3,3,-9,-11,7,-6,15,-8,6,2,-12,3,9,11,-14,15,13,15,6
471,10,-10,12,-14,-1,-12,-11,-13,-14,-11,-3,-4,-16,10,22,2,-16,-5,1,-3,-10,-14,5,-8,9,-11,3,0,-15,1,3,6,-15,11,7,10,3
472,6,-11,5,-14,-3,-14,-12,-16,-15,-15,-4,-8,-15,8,21,-2,-14,-7,-1,-7,-15,-16,2,-12,6,-13,-1,1,-16,1,-2,2,-15,7,1,5,-4
473,2,-15,2,-15,-7,-16,-17,-16,-15,-14,-8,-10,-13,3,17,-10,-14,-10,-6,-10,-15,-18,-1,-15,3,-16,-2,-2,-14,-1,-8,-1,-16,2,-4,0,-8
474,-4,-15,-3,-19,-11,-16,-17,-13,-15,-16,-10,-13,-10,-2,17,-12,-15,-13,-9,-11,-14,-18,-6,-16,-2,-18,-7,-2,-17,0,-10,-5,-18,-2,-8,2,-13
475,-6,-15,-8,-16,-13,-13,-19,-16,-14,-14,-11,-14,-6,-5,16,-15,-12,-16,-12,-16,-15,-17,-9,-15,-7,-15,-11,-2,-17,-2,-16,-10,-15,-5,-13,-4,-15
476,-13,-12,-11,-15,-14,-11,-17,-11,-10,-14,-12,-13,-4,-8,8,-15,-10,-17,-14,-14,-15,-14,-11,-17,-11,-12,-14,-6,-14,-3,-17,-10,-15,-9,-15,-7,-16
477,-14,-12,-13,-16,-15,-7,-16,-7,-8,-13,-13,-12,-3,-11,5,-13,-5,-16,-14,-11,-13,-13,-13,-17,-12,-13,-13,-6,-12,-3,-17,-14,-11,-13,-16,-8,-17
478,-13,-9,-16,-11,-15,-4,-16,-8,-4,-10,-13,-11,1,-13,0,-11,-2,-11,-12,-11,-9,-10,-11,-15,-14,-11,-11,-5,-8,-4,-18,-15,-9,-14,-18,-10,-16
479,-14,-9,-16,-7,-14,-1,-13,-4,-3,-8,-11,-8,0,-13,-2,-11,-1,-9,-10,-9,-6,-9,-11,-12,-16,-8,-11,-5,-5,-4,-15,-14,-5,-14,-18,-9,-15
480,-15,-5,-13,-6,-10,5,-9,-1,0,0,-12,-7,4,-16,-6,-8,3,-6,-10,-7,-5,-5,-9,-8,-15,-4,-10,-3,-4,-6,-10,-16,-2,-14,-15,-9,-14
481,-11,-2,-12,0,-7,6,-4,3,2,1,-6,-4,8,-16,-11,-4,7,-1,-8,-4,-2,0,-6,-6,-14,0,-8,-3,0,-4,-9,-14,1,-10,-12,-11,-9
482,-8,1,-11,5,-2,5,-3,5,7,3,-3,4,10,-13,-12,1,7,2,-1,0,2,2,-5,1,-14,0,-2,-3,3,-4,-6,-11,7,-9,-9,-8,-5
483,-2,2,-8,9,2,9,2,6,7,6,1,7,12,-8,-15,3,6,2,1,2,6,4,-1,2,-12,4,0,2,5,-4,1,-6,12,-4,-5,-6,2
484,0,2,-3,10,7,10,6,8,9,8,2,10,10,-5,-14,7,7,10,9,4,8,6,3,4,-11,8,2,-2,7,-1,6,-5,13,-1,2,-4,5
485,4,5,2,15,13,10,7,10,11,11,6,13,10,-2,-15,12,8,12,12,7,9,8,7,7,-5,10,8,0,9,-1,10,1,14,3,6,0,9
486,8,7,6,19,15,10,8,9,10,11,7,17,8,2,-14,17,7,15,16,12,13,9,8,8,-1,9,13,-2,12,-2,13,6,15,8,11,5,14
487,12,8,11,23,17,11,9,10,10,9,8,17,6,7,-11,19,7,18,18,12,13,11,14,9,4,11,17,0,11,-2,16,10,15,12,13,11,17
488,13,9,14,20,21,9,9,9,9,12,10,18,3,9,-8,19,7,18,18,15,10,11,16,10,7,12,20,-1,12,1,18,11,13,13,17,15,18
489,17,9,16,17,21,7,11,7,9,10,11,18,2,14,-9,18,6,20,20,15,8,12,14,11,9,10,20,-1,10,0,20,13,12,14,17,15,20
490,18,8,20,18,20,7,8,6,6,8,13,19,-2,19,-3,17,2,18,19,14,6,10,17,10,13,8,20,-3,9,1,18,13,9,21,18,18,21
491,19,8,23,15,19,3,8,3,4,5,13,15,-4,20,-1,18,1,19,18,12,6,8,15,8,15,7,19,-3,7,-2,18,13,5,19,17,18,20
492,18,3,19,12,19,0,5,0,3,4,11,11,-4,19,1,15,-1,16,15,11,2,6,15,8,14,5,20,-5,6,-1,16,16,3,17,18,16,15
493,17,4,15,7,12,1,5,-2,1,2,10,7,-5,18,4,14,-4,13,12,8,2,0,11,6,12,2,18,-8,3,-3,14,14,0,17,15,14,12
494,14,1,16,5,10,-5,3,-4,-1,-1,6,3,-9,18,3,10,-6,10,9,7,-1,-1,9,3,11,0,14,-9,1,-5,6,10,-5,15,11,14,8
495,11,1,13,-1,4,-6,1,-6,-3,-3,4,-1,-10,12,5,6,-5,3,2,1,-4,-3,8,1,10,-2,12,-9,-1,-5,5,7,-9,12,8,11,5
496,5,0,8,-6,1,-8,-1,-6,-3,-4,3,-6,-10,9,9,-1,-6,0,-2,-2,-5,-4,4,1,7,-6,6,-11,-2,-6,-1,3,-10,6,5,6,0
497,2,-5,4,-10,-4,-4,-4,-8,-4,-6,0,-8,-7,5,7,-7,-7,-4,-9,-3,-8,-4,-1,1,6,-5,0,-11,-6,-8,-3,0,-12,2,0,1,-7
498,-1,-8,-1,-13,-6,-4,-4,-7,-7,-9,-2,-11,-5,-1,6,-5,-10,-9,-10,-7,-6,-6,-3,-4,1,-7,-3,-11,-7,-8,-7,-4,-14,-5,-3,0,-8
499,-8,-7,-4,-18,-11,-4,-6,-8,-8,-9,-3,-14,-5,-6,5,-10,-6,-12,-12,-9,-9,-6,-11,-4,-4,-9,-4,-11,-8,-8,-11,-6,-13,-8,-5,-5,-13
500,-10,-7,-10,-17,-15,-4,-7,-9,-5,-9,-6,-16,-5,-10,2,-16,-7,-15,-17,-11,-9,-5,-12,-6,-7,-8,-10,-12,-10,-10,-12,-11,-14,-9,-10,-8,-15
501,-14,-9,-12,-18,-15,-2,-8,-8,-4,-7,-7,-17,-1,-11,2,-15,-4,-14,-15,-10,-9,-6,-13,-8,-11,-6,-13,-10,-10,-8,-14,-12,-11,-13,-12,-12,-16
502,-16,-6,-15,-17,-15,0,-8,-7,-2,-5,-9,-16,0,-13,3,-16,-3,-13,-15,-11,-5,-7,-15,-9,-10,-4,-13,-7,-7,-11,-15,-16,-12,-14,-14,-12,-17
503,-17,-5,-15,-16,-16,1,-7,-7,0,-4,-10,-14,6,-18,-1,-17,0,-14,-14,-11,-4,-3,-16,-8,-13,-4,-17,-5,-6,-10,-14,-16,-9,-15,-16,-16,-17
504,-16,-5,-15,-13,-14,4,-4,-3,-2,-3,-10,-13,7,-16,-3,-18,1,-13,-12,-10,0,-4,-15,-7,-13,-4,-19,-2,-3,-10,-16,-17,-6,-16,-15,-18,-16
505,-17,-3,-16,-9,-12,6,-4,1,2,-1,-8,-9,6,-16,-6,-15,5,-10,-11,-5,0,-3,-11,-6,-12,-1,-15,5,-1,-8,-13,-17,-3,-15,-13,-15,-14
506,-14,-2,-17,-7,-9,7,-5,2,3,3,-8,-5,8,-18,-4,-11,5,-9,-6,-5,0,-1,-7,-3,-10,1,-15,7,-1,-5,-10,-14,3,-14,-12,-13,-10
507,-10,-1,-12,-2,-7,7,0,4,4,4,-4,-4,7,-12,-5,-8,7,-8,-6,-3,1,0,-4,1,-11,2,-10,8,4,-4,-8,-11,4,-9,-9,-10,-6
508,-9,2,-11,1,1,9,2,5,3,3,-2,4,8,-8,-5,-3,7,-2,1,1,2,3,-2,2,-8,5,-5,10,4,-1,-3,-7,7,-6,-6,-6,-1
509,-4,2,-8,5,3,9,4,9,5,6,0,6,8,-4,-6,0,10,3,8,3,6,5,0,3,-7,5,-2,13,6,3,0,-6,8,-5,-4,-3,2
510,0,5,-4,9,7,8,6,9,6,8,5,10,8,1,-8,4,12,6,11,4,5,7,5,3,-2,5,1,15,7,10,2,-2,9,0,-1,2,8
511,4,6,-1,12,7,9,9,10,6,7,7,10,7,4,-4,7,10,8,13,5,7,6,7,7,-1,8,5,19,7,11,7,5,11,6,3,3,9
512,7,7,2,12,8,9,9,12,5,8,6,11,5,7,-3,10,10,10,14,9,7,9,13,10,4,10,9,21,9,15,9,10,12,7,4,8,10
513,10,8,7,14,11,8,11,11,8,7,6,15,6,8,-1,11,9,12,15,9,7,7,13,7,6,10,10,22,11,18,12,9,11,11,9,10,10
514,12,9,12,15,11,7,10,12,7,8,5,16,5,12,1,13,8,10,16,8,8,6,15,8,8,7,14,22,8,21,11,14,11,11,10,13,11
515,12,7,13,14,10,7,11,11,9,9,8,14,3,12,1,12,7,10,16,11,7,7,15,9,8,7,12,22,7,24,11,17,10,13,12,14,13
516,13,9,12,10,10,7,9,11,8,8,8,13,2,13,4,9,5,8,14,10,8,8,14,8,11,5,13,21,5,23,12,17,9,12,12,14,9
517,11,7,13,10,8,2,7,8,6,8,8,12,1,13,2,10,2,8,9,10,6,7,13,7,12,5,11,17,3,25,9,18,9,12,10,12,7
518,11,4,13,8,5,0,7,6,2,9,6,8,3,10,1,7,1,4,5,7,7,7,10,6,12,4,11,12,1,26,6,18,8,10,9,11,6
519,9,4,9,7,4,1,5,3,1,5,7,7,5,12,0,5,0,3,2,5,2,6,9,7,11,1,9,6,3,23,5,19,7,8,7,9,3
520,6,4,9,1,2,0,2,2,3,4,9,2,0,7,2,1,0,1,-4,0,4,5,5,5,11,0,7,3,2,21,2,15,4,6,7,6,1
521,2,2,8,-2,-1,-1,1,1,2,5,5,-1,2,6,1,-1,2,-3,-8,-3,2,3,1,6,9,-1,4,-1,2,16,0,11,6,0,2,4,-2
522,1,0,5,-5,-7,-1,1,-2,-2,0,5,-8,0,2,0,-7,-1,-5,-10,-5,0,2,-4,5,7,-1,1,-4,0,10,-4,9,6,-4,-1,0,-3
523,-3,0,2,-8,-9,-5,1,-1,1,0,5,-12,0,0,1,-10,-1,-8,-15,-8,1,3,-8,5,5,-3,-4,-12,-1,6,-8,4,2,-6,-2,-4,-7
524,-8,0,-1,-11,-9,-2,-4,-2,1,-2,3,-13,-3,-4,0,-10,-4,-12,-18,-12,-3,1,-10,3,-1,0,-6,-17,0,1,-8,2,-1,-8,-8,-8,-9
525,-10,-2,-4,-14,-14,-1,-1,-4,0,-2,3,-15,0,-7,0,-12,-3,-13,-17,-14,-2,-1,-13,2,1,-3,-11,-21,-1,-5,-12,-2,0,-10,-10,-12,-11
526,-14,-2,-8,-15,-14,-3,1,-3,-2,-2,2,-18,1,-12,2,-15,-2,-14,-20,-15,-2,-2,-17,1,-3,-4,-12,-23,1,-10,-12,-6,-2,-9,-9,-15,-14
527,-14,-3,-11,-15,-14,-4,-1,-5,-2,-5,3,-17,-1,-12,2,-15,-2,-14,-20,-16,-2,-2,-17,0,-4,-4,-11,-25,-1,-15,-12,-7,-5,-11,-12,-17,-13
528,-14,-3,-13,-15,-14,-4,-2,-5,-2,-2,0,-19,-1,-11,-1,-13,-1,-12,-17,-16,-4,-2,-16,-1,-6,-4,-12,-28,-3,-20,-12,-10,-4,-11,-13,-16,-13
529,-13,-4,-14,-14,-14,-8,-2,-6,-1,-5,-1,-16,-2,-13,3,-12,-1,-12,-15,-14,-3,-1,-16,-1,-8,-3,-13,-26,-1,-25,-12,-11,-3,-11,-12,-14,-14
530,-15,-4,-15,-12,-12,-4,-2,-7,-2,-5,-2,-13,-3,-13,3,-11,-3,-7,-9,-14,-3,-2,-14,-3,-6,-2,-14,-26,-2,-28,-11,-14,-4,-12,-13,-17,-10
531,-13,1,-13,-10,-9,-3,-3,-4,0,-5,-3,-10,-4,-10,2,-6,-2,-4,-3,-11,-3,-2,-9,-3,-7,-1,-11,-27,-3,-28,-9,-15,-2,-10,-9,-14,-9
532,-11,-2,-11,-4,-5,-5,-3,-1,-1,-4,-3,-7,-1,-10,6,-4,-2,-1,-1,-6,-4,-2,-7,-1,-8,0,-10,-25,-1,-30,-4,-13,-3,-10,-8,-13,-6
533,-6,-4,-9,-1,-2,-4,-3,-3,-3,-5,-5,-3,1,-9,7,2,-1,1,2,-2,-7,-1,-3,-4,-6,1,-4,-16,-4,-31,0,-11,-4,-9,-8,-7,-3
534,-3,0,-7,1,1,-2,-2,-4,-2,-3,-4,2,-1,-6,8,2,-1,4,8,1,-4,-2,1,-3,-3,2,0,-12,-4,-29,3,-8,-4,-6,-4,-3,3
535,-1,2,-3,6,4,-3,-3,-2,-1,-3,-4,6,-1,-2,8,7,-1,10,11,7,-2,-4,6,0,-4,3,2,-8,-3,-24,6,-6,-4,-2,1,2,4
536,4,1,2,11,8,-3,-3,-2,1,-4,-3,11,0,-1,7,8,0,11,13,12,-2,-2,7,-2,-1,1,4,-3,-3,-21,9,-1,-6,1,5,4,8
537,6,-1,4,12,10,0,-2,-2,-1,-3,-3,13,-1,2,4,11,-2,13,17,16,-2,-3,11,-1,5,2,5,4,-1,-16,9,1,-2,6,11,6,15
538,10,0,8,14,11,-2,-3,-1,-2,-5,-1,15,-1,5,3,13,-2,14,18,18,-1,-3,13,-2,6,1,8,10,-1,-11,13,4,-2,8,10,9,15
539,11,1,11,19,14,-2,-4,-4,-4,-2,-4,17,-4,10,2,14,-1,15,22,20,-1,-4,15,-3,9,-2,14,12,-3,-5,14,6,-2,14,15,13,17
540,15,-3,15,19,15,-1,-2,-2,-3,-2,-4,15,-4,13,-2,17,-3,14,22,21,0,-5,15,-2,9,-1,14,17,-3,1,15,9,-1,14,16,15,15
541,18,-3,14,17,12,-3,0,1,-4,-4,2,15,-6,15,-4,15,-2,15,18,23,-1,-3,19,-2,11,-1,15,20,-4,6,15,8,-2,13,15,17,16
542,15,-3,15,17,11,-2,-4,-2,-5,-5,1,13,-10,15,-8,16,-3,16,16,20,-1,-5,16,0,11,-2,15,22,-2,12,14,10,-2,14,18,17,17
543,13,-3,18,13,10,-4,-3,-2,-7,-2,1,11,-10,15,-9,13,-6,11,15,18,-4,-4,16,-4,13,-3,12,24,-3,16,12,11,-3,16,16,17,12
544,14,-4,15,12,8,-5,-2,-1,-10,-4,1,11,-10,15,-10,9,-7,8,11,15,-3,-5,15,-4,13,-1,10,21,-3,17,9,11,-5,16,12,15,8
545,12,-5,14,7,6,-6,-6,-5,-8,-7,0,8,-12,12,-11,7,-8,4,9,14,-4,-6,12,-7,9,-4,10,19,-6,20,5,10,-7,12,10,13,5
546,9,-8,9,3,5,-9,-5,-4,-11,-7,-1,3,-12,9,-11,3,-6,0,4,8,-10,-6,6,-9,6,-6,6,17,-7,22,3,11,-7,11,9,9,2
547,9,-7,7,-1,-1,-10,-7,-7,-10,-8,-5,0,-11,7,-9,1,-10,-3,1,3,-8,-8,3,-7,3,-7,3,12,-9,21,1,8,-7,6,4,5,-1
548,6,-9,5,-5,-4,-10,-7,-9,-10,-9,-3,-2,-11,6,-9,-1,-10,-4,-4,-2,-9,-9,2,-7,3,-7,-1,10,-9,20,-3,5,-7,4,1,3,-1
549,3,-10,2,-7,-6,-10,-7,-6,-11,-8,-6,-7,-11,3,-6,-4,-13,-7,-7,-6,-10,-9,-2,-11,-2,-9,-3,8,-11,17,-6,1,-10,1,-3,0,-7
550,-3,-11,1,-9,-9,-11,-9,-10,-10,-8,-8,-8,-9,-1,-5,-7,-13,-10,-10,-9,-10,-12,-6,-12,-6,-10,-4,6,-8,14,-8,0,-8,-4,-4,-2,-11
551,-6,-11,-4,-13,-8,-11,-9,-9,-10,-10,-10,-10,-9,-6,0,-10,-9,-12,-11,-13,-12,-11,-10,-12,-7,-10,-7,0,-11,12,-10,-7,-6,-8,-6,-6,-12
552,-6,-13,-7,-16,-9,-10,-8,-6,-9,-10,-13,-11,-4,-7,1,-9,-9,-13,-12,-17,-10,-9,-11,-11,-7,-9,-6,-2,-7,9,-10,-9,-7,-9,-7,-9,-9
553,-9,-10,-9,-16,-11,-9,-7,-5,-6,-8,-12,-11,-1,-10,3,-9,-6,-14,-13,-17,-9,-7,-11,-10,-14,-6,-7,-3,-6,5,-11,-11,-5,-12,-10,-11,-10
554,-10,-8,-10,-15,-11,-8,-5,-3,-5,-7,-12,-10,3,-12,5,-10,-4,-10,-12,-19,-10,-7,-12,-10,-14,-6,-8,-4,-6,2,-10,-13,-4,-14,-11,-13,-12
555,-10,-7,-11,-13,-10,-2,-4,-3,-3,-6,-13,-11,6,-10,8,-7,-1,-11,-14,-19,-5,-3,-14,-6,-16,-4,-9,-6,-4,0,-10,-12,-1,-16,-9,-15,-11
556,-11,-4,-9,-12,-8,1,-5,-1,5,-3,-12,-6,12,-10,11,-8,5,-9,-13,-19,-3,0,-12,-5,-15,0,-6,-7,1,-3,-7,-14,1,-14,-9,-14,-9
557,-10,0,-10,-10,-7,5,-1,4,7,1,-13,-5,17,-10,16,-5,8,-6,-10,-16,1,2,-9,-1,-15,0,-8,-3,3,-4,-4,-14,3,-10,-8,-12,-6
558,-8,2,-7,-8,-7,10,2,8,11,5,-9,-4,18,-8,18,-2,13,-3,-10,-12,4,5,-8,1,-14,6,-9,-3,9,-5,-3,-12,9,-11,-3,-11,-5
559,-6,7,-6,-4,-2,13,4,13,16,9,-5,0,23,-5,17,1,16,0,-5,-9,9,11,-7,6,-13,10,-7,0,12,-4,1,-6,11,-9,-1,-8,-2
560,-3,11,-4,0,4,15,10,12,21,12,-1,3,24,-3,17,3,20,3,-2,-8,13,13,-4,9,-9,12,-1,0,16,-6,4,-5,15,-6,0,-4,2
561,-2,15,-1,3,4,19,15,15,22,14,2,4,26,0,16,4,22,5,3,-3,14,14,0,13,-6,17,-2,4,18,-4,4,-1,20,-2,3,0,5
562,0,19,0,5,6,23,18,19,23,17,5,8,24,1,16,6,26,8,7,3,18,18,2,17,-1,19,2,6,20,0,8,2,22,1,6,5,6
563,4,20,2,6,10,24,20,21,26,22,12,9,27,6,12,11,27,11,7,6,22,24,7,21,1,20,7,9,23,3,9,8,22,3,7,7,9
564,5,25,7,8,12,26,21,25,24,24,19,12,23,6,10,14,26,11,9,8,24,23,11,23,8,22,9,9,26,3,9,11,23,6,7,9,11
565,6,25,7,10,14,25,25,25,22,23,20,13,20,8,5,14,26,12,9,12,26,23,9,25,11,24,9,10,25,4,10,15,24,9,9,14,12
566,9,25,10,6,11,26,24,25,24,22,24,13,17,12,1,15,25,10,11,15,26,24,13,23,15,24,10,11,23,7,12,17,21,12,11,13,11
567,10,25,11,6,13,25,22,23,22,22,28,10,13,9,-5,12,23,11,9,13,26,24,13,27,18,22,9,7,21,8,12,21,20,13,11,13,11
568,12,23,10,6,11,21,24,20,16,26,29,10,10,9,-9,11,19,10,8,13,22,20,11,25,19,20,12,4,18,10,10,22,17,14,11,10,9
569,10,22,10,4,9,17,20,19,11,20,30,8,4,7,-13,10,13,9,8,11,23,17,9,20,21,19,11,3,17,9,9,18,16,11,7,9,8
570,8,18,9,5,8,12,19,13,7,16,30,4,-2,5,-17,8,8,2,4,11,19,17,8,21,22,15,7,0,12,9,8,18,10,10,5,8,4
571,4,14,6,2,4,8,15,6,2,11,29,-1,-7,5,-22,3,1,-1,3,6,16,13,3,17,21,10,8,-2,8,6,3,17,9,7,3,7,0
572,3,10,6,1,1,3,12,4,-5,8,25,-3,-12,3,-25,0,-6,-3,0,4,9,8,2,13,19,5,5,-5,1,4,-2,15,3,6,4,4,-1
573,0,5,2,0,-4,-5,8,-2,-10,1,21,-7,-19,-1,-25,-6,-10,-5,-3,3,2,1,-1,8,14,0,3,-9,-2,-1,-3,12,-3,3,-1,1,-4
574,-3,-2,-3,0,-8,-10,1,-8,-15,-4,18,-10,-24,-4,-24,-10,-14,-9,-6,4,-3,-6,-5,1,12,-7,-1,-16,-8,-4,-6,9,-8,1,-3,-2,-10
575,-6,-9,-2,-2,-12,-17,-5,-13,-20,-9,11,-12,-26,-9,-27,-12,-19,-10,-8,-2,-9,-13,-9,-5,5,-13,-4,-18,-15,-6,-10,4,-14,-5,-8,-8,-10
576,-7,-16,-5,-4,-15,-21,-12,-19,-23,-14,5,-13,-31,-10,-24,-13,-26,-11,-12,-5,-14,-15,-11,-12,2,-17,-7,-21,-21,-10,-11,-2,-19,-7,-11,-8,-15
577,-9,-21,-11,-4,-14,-25,-17,-23,-27,-20,-2,-15,-32,-16,-21,-15,-28,-14,-12,-4,-19,-19,-12,-14,-1,-24,-10,-20,-24,-13,-14,-7,-26,-9,-12,-11,-16
578,-11,-23,-13,-7,-18,-27,-22,-28,-30,-21,-8,-15,-30,-18,-16,-15,-30,-17,-14,-5,-25,-26,-16,-18,-5,-26,-13,-19,-29,-17,-13,-7,-29,-10,-13,-12,-18
579,-10,-27,-14,-6,-18,-29,-25,-30,-31,-24,-15,-14,-31,-18,-11,-16,-30,-19,-13,-6,-28,-31,-15,-25,-13,-30,-13,-18,-32,-19,-16,-10,-31,-10,-18,-15,-15
580,-13,-32,-14,-4,-18,-29,-28,-30,-31,-27,-20,-13,-26,-17,-4,-16,-33,-13,-12,-9,-30,-30,-15,-30,-13,-32,-13,-18,-32,-21,-15,-14,-33,-10,-19,-17,-14
581,-14,-33,-15,-3,-14,-29,-31,-31,-31,-29,-22,-10,-24,-16,2,-11,-30,-14,-8,-7,-29,-30,-15,-31,-15,-33,-14,-14,-30,-22,-10,-15,-35,-12,-18,-12,-13
582,-13,-31,-13,-1,-11,-27,-31,-30,-25,-28,-28,-6,-21,-16,8,-9,-27,-11,-7,-6,-29,-30,-13,-33,-18,-32,-10,-10,-29,-20,-8,-17,-32,-11,-15,-13,-10
583,-12,-29,-14,0,-8,-23,-31,-29,-23,-24,-31,-5,-14,-14,13,-8,-23,-6,-5,-4,-31,-28,-7,-33,-17,-31,-7,-6,-28,-19,-6,-16,-29,-9,-14,-12,-5
