,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
510,3,-6,-3,1,6,-2,-17,-16,7,-18,-3,-11,-17,-5,-19,-4,5,-16,1,-1,-8
511,11,-5,5,12,15,8,-16,-9,13,-12,7,-3,-11,6,-13,2,17,-15,10,4,-6
512,14,6,11,14,20,13,-8,0,13,-4,15,8,-1,15,-3,12,17,-5,14,14,3
513,3,15,12,10,14,7,1,4,1,3,12,14,2,13,2,13,8,3,5,15,13
514,-6,12,4,0,3,-1,6,11,-2,7,4,6,9,6,10,4,-1,11,-1,7,9
515,-4,2,-3,0,3,-3,13,15,2,14,-4,-2,15,0,16,-1,-1,17,3,0,2
516,1,-1,-2,3,9,5,20,16,6,16,4,-3,16,0,15,-1,4,17,5,0,-5
517,2,6,4,6,9,7,16,3,7,7,6,2,6,4,4,4,5,11,6,8,1
518,2,7,2,6,3,3,5,-10,5,-7,4,5,-9,5,-8,4,2,-3,5,5,6
519,2,6,1,5,5,5,-8,-15,8,-15,6,1,-10,3,-12,1,3,-12,6,-2,3
520,5,3,4,7,5,6,-9,-12,7,-11,8,5,-6,3,-11,2,2,-11,8,3,3
521,0,6,6,3,1,4,-5,-8,-4,-5,5,8,-3,3,-8,4,-2,-7,-2,2,6
522,-10,4,-3,-5,-7,-5,-4,-5,-11,-4,-7,3,-1,-1,-5,-1,-10,-6,-7,-3,6
523,-14,-5,-14,-11,-16,-13,-3,-1,-18,0,-13,-7,4,-15,2,-11,-16,-1,-16,-11,-4
524,-13,-14,-17,-15,-16,-11,7,9,-16,10,-15,-16,16,-18,10,-17,-15,11,-17,-12,-12
525,-12,-16,-14,-11,-13,-9,16,16,-14,15,-15,-14,18,-16,15,-14,-13,14,-12,-16,-15
526,-8,-15,-14,-10,-13,-6,16,5,-8,8,-11,-11,9,-13,8,-10,-8,9,-10,-13,-14
527,-4,-12,-8,-6,-7,-5,5,-2,-1,-2,-8,-9,1,-10,-2,-5,-3,0,-4,-8,-9
528,3,-8,0,3,-2,1,-1,-1,1,-4,-3,-5,0,-4,-3,-1,1,-4,2,-4,-8
529,9,-3,6,7,4,7,1,4,8,5,4,2,6,6,7,4,7,1,7,1,-1
530,14,5,12,12,9,13,4,4,14,3,10,8,5,10,8,8,14,6,12,9,3
531,16,7,15,13,13,16,6,2,14,3,13,12,4,12,6,13,14,3,14,17,9
532,18,12,15,16,15,16,1,3,16,5,12,16,5,16,5,18,14,5,15,18,15
533,15,15,12,14,12,18,3,5,13,4,16,17,7,18,9,17,13,4,16,14,15
534,8,13,10,9,8,8,5,0,2,2,13,17,3,12,2,14,3,2,6,12,15
535,-4,10,3,-2,-1,-3,-2,-6,-11,-7,1,10,-7,6,-8,6,-7,-6,-3,5,11
536,-13,-1,-8,-14,-10,-10,-12,-12,-13,-13,-9,-2,-13,-5,-13,-3,-15,-16,-13,-8,5
537,-15,-13,-15,-17,-17,-18,-18,-16,-15,-16,-17,-10,-14,-12,-15,-13,-20,-14,-18,-12,-8
538,-15,-14,-15,-18,-16,-19,-16,-12,-17,-11,-16,-16,-13,-18,-13,-18,-19,-15,-21,-16,-15
539,-13,-17,-14,-14,-14,-15,-15,-9,-12,-5,-17,-19,-7,-18,-8,-17,-15,-12,-15,-16,-16
540,-5,-17,-11,-6,-6,-8,-10,-1,0,-2,-9,-16,-5,-12,-4,-11,-5,-8,-7,-12,-14
541,6,-12,-1,2,5,3,-2,5,9,1,4,-7,1,-3,1,-3,6,-2,4,-2,-10
542,10,2,11,11,12,11,4,11,12,8,11,4,8,7,6,8,10,6,12,8,1
543,11,9,12,12,11,15,7,16,13,14,15,7,11,9,11,12,13,10,12,11,12
544,11,12,12,11,13,12,11,17,15,17,12,11,14,11,17,12,13,17,12,12,15
545,8,14,12,12,11,12,15,19,11,17,13,10,15,12,16,11,9,16,11,12,11
546,3,11,11,8,8,10,13,16,6,16,9,11,15,7,16,11,4,17,10,12,13
547,-1,9,2,1,0,3,11,8,-1,9,3,7,6,5,7,4,-1,11,3,4,10
548,-5,2,-3,-4,-3,-2,5,-5,-4,-2,-2,-1,-4,-4,-2,-2,-3,0,-3,-5,2
549,-6,-1,-6,-1,-2,-6,-6,-14,-5,-9,-4,-8,-12,-5,-11,-4,-5,-8,-4,-3,-1
550,-6,-2,-5,-3,-7,-4,-14,-16,-7,-14,-5,-5,-16,-7,-16,-4,-5,-14,-7,-6,-3
551,-7,-4,-10,-7,-10,-5,-15,-20,-8,-15,-6,-7,-19,-7,-16,-8,-6,-18,-5,-10,-4
552,-6,-3,-8,-6,-7,-7,-16,-18,-4,-16,-5,-10,-16,-9,-16,-9,-6,-15,-6,-9,-7
553,0,-3,-6,-1,-5,-2,-12,-9,2,-4,-2,-9,-7,-8,-7,-8,-1,-9,-1,-6,-7
554,3,-2,1,6,1,5,-1,3,5,5,0,-4,5,1,3,-2,6,3,6,-2,-2
555,5,4,3,8,5,6,9,8,3,9,4,5,10,3,9,3,9,10,7,3,3
556,5,8,5,7,8,9,16,7,5,10,9,3,11,5,11,5,9,15,8,5,7
557,9,8,6,13,6,7,13,9,7,9,7,6,13,5,11,4,12,13,10,6,8
558,9,7,10,12,8,11,15,9,9,12,9,7,11,10,11,8,14,12,12,5,6
559,6,11,8,8,11,12,12,4,2,6,11,10,5,13,7,11,7,9,9,12,10
560,-2,10,3,1,0,3,7,-1,-7,-3,5,8,0,7,-1,5,-3,3,-2,6,9
561,-8,2,-8,-10,-9,-5,-1,-2,-11,-4,-7,-1,-4,-4,-3,-5,-12,-5,-9,-4,6
562,-7,-9,-12,-11,-10,-7,-3,-3,-12,-6,-11,-7,-5,-10,-2,-12,-11,-5,-10,-12,-5
563,-7,-12,-9,-9,-5,-7,-2,-7,-10,-5,-8,-11,-4,-10,-6,-10,-8,-7,-8,-11,-11
564,-5,-9,-4,-6,-5,-5,-5,-8,-8,-6,-8,-9,-7,-6,-10,-7,-7,-7,-8,-7,-8
565,0,-9,-4,-4,-7,-4,-7,-4,-5,-7,-8,-5,-7,-4,-7,-4,-5,-10,-7,-9,-9
566,4,-8,-1,1,1,-1,-4,-2,2,-2,-2,-5,1,-1,-1,-3,3,-3,3,-4,-7
567,11,-2,8,10,8,4,2,6,12,2,7,3,4,7,1,3,9,2,8,5,-2
568,12,6,16,11,12,7,4,9,8,5,11,9,7,13,4,10,9,5,10,10,8
569,5,11,11,3,6,5,3,9,5,7,9,14,5,13,5,13,3,6,3,9,11
570,-2,8,4,-1,4,-3,7,10,-2,9,4,7,9,6,8,5,-1,10,-1,6,7
571,-3,1,2,-3,0,-6,11,11,-1,12,1,-1,11,3,10,1,-2,13,-2,1,4
572,-2,-2,3,-3,-2,-5,11,11,-1,9,1,-1,5,2,7,-1,-4,11,-3,1,-3
573,-6,-2,-3,-8,-3,-8,9,-1,-4,3,-1,-2,-5,-1,-3,-3,-7,2,-8,-2,-2
574,-7,-5,-6,-9,-4,-13,-4,-9,-5,-6,-7,-9,-12,-4,-13,-9,-11,-9,-10,-6,-5
575,-5,-8,-2,-4,0,-9,-11,-9,-1,-9,-7,-6,-12,-3,-13,-6,-4,-12,-7,-6,-9
576,0,-4,-1,-2,5,-3,-11,-8,4,-5,-1,-6,-10,3,-8,-3,4,-9,1,-4,-7
577,3,0,3,-2,3,0,-6,-7,3,-5,3,1,-6,2,-10,2,-1,-3,0,0,-3
578,3,1,1,2,4,-1,-7,-5,5,-4,2,0,-4,2,-8,4,0,-4,-1,3,0
579,6,3,3,6,5,2,-6,4,7,3,2,0,2,5,1,8,6,2,4,4,1
580,5,8,3,5,2,7,4,10,7,12,5,2,10,1,10,6,8,9,5,6,1
581,3,9,2,5,3,7,12,11,5,11,7,4,12,4,11,7,6,15,7,7,6
582,2,7,5,6,1,5,8,7,2,7,4,4,4,3,5,9,3,10,6,2,5
583,-1,6,1,2,-4,4,2,-2,-1,3,0,1,-2,2,1,3,-1,2,2,1,8
584,-7,5,-4,-5,-6,-1,-3,-1,-6,-2,-4,0,-4,-5,0,-1,-6,3,-6,-1,4
585,-12,-1,-11,-8,-15,-8,0,-3,-13,-5,-10,-6,-4,-10,-3,-9,-12,3,-13,-6,-3
586,-18,-8,-13,-14,-20,-12,-4,-6,-15,-5,-19,-12,-6,-16,-7,-13,-15,-1,-15,-13,-8
587,-18,-16,-17,-16,-23,-14,-7,-8,-15,-8,-21,-14,-8,-22,-8,-16,-16,-6,-19,-18,-13
588,-15,-18,-14,-17,-20,-11,-4,-5,-14,-7,-17,-18,-4,-24,-6,-23,-11,-5,-17,-19,-16
589,-6,-17,-10,-7,-14,-5,-1,-1,-6,-2,-16,-15,1,-19,-3,-19,-7,-1,-6,-15,-16
590,6,-11,-3,1,-4,5,3,0,6,-1,-2,-7,1,-8,2,-5,6,-1,3,-7,-10
591,14,1,8,10,9,14,3,1,12,-2,7,3,2,2,2,1,13,0,12,5,-1
592,19,9,15,18,16,17,8,6,17,1,14,11,5,11,4,10,18,5,18,14,8
593,21,16,19,20,18,22,9,7,20,5,17,18,6,19,5,16,21,4,22,18,16
594,22,19,21,17,17,20,7,6,17,4,15,20,5,21,4,19,19,3,21,21,20
595,16,15,16,13,13,16,9,2,7,0,16,19,3,18,3,13,13,1,14,16,21
596,6,16,11,5,9,10,7,1,0,-2,7,13,3,14,1,12,7,1,8,14,16
597,-2,5,3,-2,-3,1,0,-3,-5,-3,0,9,-2,8,-5,6,0,-5,-1,4,11
598,-8,-1,-6,-10,-4,-7,-6,-11,-8,-11,-5,2,-9,0,-12,-5,-4,-11,-8,-3,2
599,-10,-5,-4,-11,-3,-12,-10,-14,-10,-15,-10,-5,-15,-7,-17,-6,-10,-18,-13,-6,-9
600,-14,-9,-10,-15,-6,-13,-16,-18,-12,-19,-14,-9,-18,-6,-18,-8,-10,-20,-15,-10,-9
601,-13,-13,-10,-17,-9,-15,-19,-14,-10,-16,-14,-10,-16,-8,-16,-11,-11,-18,-14,-11,-13
602,-8,-14,-11,-13,-5,-12,-14,-5,-6,-9,-11,-11,-8,-10,-9,-12,-9,-11,-8,-10,-17
603,-5,-11,-7,-6,3,-8,-4,4,-1,1,-6,-10,4,-3,4,-9,-6,-3,-6,-7,-14
604,-1,-9,-1,-3,4,-3,5,15,2,12,-3,-5,10,4,13,1,-3,8,0,-1,-9
605,2,-4,0,-1,4,1,15,17,3,18,1,4,17,6,18,0,2,14,1,2,-3
606,-1,2,5,1,5,2,19,19,3,21,3,1,20,5,21,1,-1,20,2,5,-1
607,0,3,4,3,2,2,19,19,5,18,5,6,20,7,19,2,1,21,4,6,2
608,3,3,3,3,5,2,18,14,7,14,4,5,12,6,14,2,5,16,4,4,2
609,5,3,6,5,6,3,10,7,4,6,4,4,5,6,4,4,3,8,4,4,2
610,-1,5,4,2,3,3,4,-2,0,1,5,3,-3,4,-2,2,1,0,-2,5,2
611,-4,3,0,-2,-4,-1,-2,-6,-3,-5,-1,1,-7,-1,-9,-1,-4,-3,-6,2,3
612,-6,-2,-6,-6,-7,-3,-7,-10,-2,-9,-3,-2,-11,-6,-11,-4,-3,-10,-7,-4,-4
613,-5,-5,-6,-2,-3,-1,-10,-15,0,-13,-4,-6,-11,-7,-14,-6,-3,-14,-4,-4,-6
614,-1,-4,-2,1,-3,0,-13,-13,-1,-12,-4,-2,-11,-5,-13,-4,0,-11,0,-3,-4
615,-3,-3,-2,-2,-3,1,-12,-11,0,-9,1,1,-6,-3,-11,-3,0,-11,0,-4,-2
616,-2,-2,-4,-2,-3,1,-8,-6,-2,-5,-1,-2,-3,-5,-2,-1,0,-7,0,-3,0
617,-1,-1,-4,0,-2,2,-2,-2,0,-1,1,-4,1,-4,0,-3,1,0,2,-4,-4
618,1,0,1,3,1,5,3,0,7,3,3,-4,4,-2,3,0,6,3,6,0,1
619,3,1,2,5,-1,7,4,3,4,2,6,1,5,-1,5,3,7,2,5,1,1
620,-1,3,-1,1,2,5,6,2,3,1,4,4,5,1,6,3,4,3,1,2,5
621,1,5,2,4,1,2,5,2,2,2,1,1,8,0,4,0,2,6,2,3,5
622,6,2,3,5,3,6,5,3,6,3,5,3,3,-1,4,0,6,4,7,1,2
623,6,4,3,7,6,8,4,0,5,1,6,4,3,4,2,3,6,1,9,5,3
624,4,8,7,6,4,5,1,-4,-1,-4,7,6,-3,4,-4,6,1,-2,3,5,6
625,0,4,1,0,-1,-2,-4,-7,-5,-5,-1,5,-4,1,-5,3,-3,-4,-2,2,6
626,3,-3,-1,0,-4,-5,-4,-6,-1,-3,-5,0,-4,-1,-2,-1,-2,-5,-1,-3,0
627,1,-3,-3,0,1,1,-3,-4,-1,-1,-2,0,-1,-2,-2,-3,1,-5,0,-2,-3
628,3,-1,-1,1,1,-2,-1,-5,-1,0,0,1,-1,0,-3,1,-3,-2,0,3,-1
629,2,-1,2,3,1,-1,-3,-2,-3,-1,-1,2,-2,1,-3,1,-3,-4,-2,0,1
630,3,-2,2,2,3,3,-3,-1,1,2,-1,1,0,1,0,1,-2,-4,2,-2,-1
631,7,-1,6,5,9,1,1,3,5,4,5,-2,3,0,0,2,1,3,5,0,-1
632,11,3,11,8,11,6,8,4,7,5,9,7,6,6,3,6,8,4,8,5,3
633,12,7,13,9,12,8,3,3,9,6,11,10,2,12,3,13,7,3,12,10,7
634,9,9,10,6,7,7,-2,3,4,3,10,11,0,11,3,11,5,1,7,10,8
635,3,8,5,0,4,2,3,5,-1,6,7,6,5,7,4,6,-1,5,-1,6,10
636,0,4,5,-2,-2,0,6,7,-3,6,1,2,4,2,6,3,0,7,-1,2,4
637,-3,-1,-1,-4,-2,-3,8,3,-3,4,-1,4,0,-1,5,0,0,4,-2,0,1
638,-9,-2,-4,-9,-5,-9,2,-3,-10,-3,-5,-1,-2,-3,-1,-1,-11,1,-11,-2,-2
639,-15,-3,-8,-12,-11,-16,-2,-3,-14,-5,-12,-7,-3,-11,-1,-9,-12,-3,-16,-10,-4
640,-11,-11,-14,-12,-12,-14,-2,-1,-6,2,-14,-14,2,-15,3,-14,-8,-1,-10,-14,-12
641,1,-11,-8,-2,0,-5,0,-3,1,1,-6,-12,-2,-9,0,-9,1,0,-2,-10,-13
642,2,-5,0,5,3,0,1,-4,2,-1,5,-4,-3,-2,-1,-2,4,1,2,0,-9
643,0,4,4,6,1,1,0,-3,1,0,2,1,0,0,-2,3,0,3,2,2,2
644,0,4,0,3,1,-1,3,2,4,4,2,3,4,0,5,-1,3,5,1,0,4
645,5,0,1,3,3,1,6,7,7,8,4,-1,11,-2,8,-3,5,10,4,0,1
646,4,6,6,9,5,4,12,10,5,10,8,2,11,1,7,2,6,13,4,6,2
647,-3,7,2,3,1,4,12,4,0,8,4,4,8,5,4,3,-1,9,0,4,7
648,-5,5,-5,-5,-7,-2,8,1,-4,1,-4,1,1,-3,1,-2,-3,4,-5,-3,5
649,-8,-3,-9,-8,-8,-6,5,-1,-7,-4,-6,-8,-2,-9,-2,-9,-7,1,-7,-8,-3
650,-9,-4,-7,-9,-6,-7,3,-3,-9,-4,-8,-10,-3,-9,-5,-8,-9,0,-8,-9,-6
651,-10,-7,-9,-10,-11,-8,-2,-9,-14,-10,-10,-6,-11,-8,-12,-8,-10,-7,-7,-14,-9
652,-10,-9,-13,-11,-11,-8,-9,-13,-11,-14,-12,-10,-13,-13,-14,-14,-8,-13,-10,-14,-8
653,-7,-8,-11,-5,-5,-5,-10,-9,-5,-16,-12,-13,-8,-12,-11,-11,-4,-11,-5,-10,-12
654,5,-5,0,4,2,8,-8,-1,3,-6,-3,-3,-1,-5,0,-1,7,-5,4,-5,-6
655,11,2,6,8,10,14,2,1,9,-1,4,5,3,7,5,6,12,2,12,4,3
656,15,9,10,13,11,15,3,1,10,-1,10,11,3,9,0,12,15,-1,15,8,10
657,16,13,15,15,16,19,2,1,13,2,12,13,7,13,1,14,16,1,15,13,14
658,18,16,18,18,18,19,2,7,16,4,17,16,8,19,7,18,16,3,18,15,17
659,17,17,18,15,17,17,4,8,7,5,15,20,5,19,7,17,15,4,16,15,18
660,8,16,10,11,10,11,6,0,3,-2,10,14,2,15,-2,14,4,2,7,15,19
661,-2,11,6,1,-3,0,-3,-5,-8,-5,0,10,-7,7,-8,8,-7,-8,-4,7,13
662,-13,-1,-8,-15,-11,-10,-6,-6,-16,-7,-8,0,-10,-4,-7,-2,-12,-11,-13,-4,3
663,-16,-11,-11,-19,-13,-21,-7,-6,-20,-10,-15,-11,-10,-13,-10,-14,-18,-10,-17,-11,-8
664,-17,-16,-15,-21,-14,-23,-8,-10,-18,-10,-18,-14,-10,-17,-11,-17,-20,-10,-19,-15,-16
665,-15,-16,-15,-18,-12,-21,-11,-9,-12,-9,-19,-17,-9,-15,-10,-17,-17,-12,-17,-16,-18
666,-9,-19,-11,-14,-7,-16,-11,-1,-7,-6,-15,-17,-5,-13,-3,-13,-10,-9,-10,-15,-17
667,-4,-14,-4,-4,1,-10,0,4,3,3,-6,-14,5,-8,4,-10,0,0,-4,-6,-14
668,6,-4,5,6,7,-2,6,13,9,10,1,-4,11,3,7,2,7,9,5,3,-7
669,11,1,8,8,10,4,10,16,11,13,7,6,14,10,13,10,12,11,8,7,3
670,10,9,10,9,10,5,9,18,12,15,10,8,15,13,13,13,8,13,8,10,7
671,6,10,10,6,10,6,15,22,8,19,9,8,18,12,14,11,9,17,6,13,9
672,2,8,10,4,3,2,17,19,6,17,8,7,13,9,15,9,5,17,4,9,11
673,0,7,4,0,0,1,11,11,3,11,4,5,4,3,9,4,3,11,-2,2,6
674,-5,3,0,-4,-7,-3,5,-2,-4,-1,0,-1,-5,-1,-3,-1,-4,3,-5,-1,1
675,-10,1,-4,-8,-9,-8,-8,-11,-6,-11,-3,-7,-13,-5,-14,-6,-12,-4,-10,-3,-3
676,-9,-7,-8,-7,-15,-10,-16,-14,-8,-16,-10,-9,-18,-10,-16,-10,-11,-13,-11,-9,-9
677,-10,-9,-11,-11,-13,-7,-19,-17,-8,-18,-9,-13,-18,-15,-15,-14,-11,-17,-8,-10,-8
678,-10,-10,-10,-6,-12,-9,-17,-15,-8,-19,-7,-12,-16,-12,-17,-13,-8,-11,-8,-10,-10
679,-6,-11,-7,-3,-11,-6,-16,-9,-5,-12,-6,-9,-10,-14,-12,-10,-5,-11,-3,-10,-8
680,-3,-7,-5,0,-6,-1,-9,-3,1,-5,-3,-5,-2,-10,-3,-6,0,-1,2,-7,-6
681,-1,-2,-2,0,0,5,3,4,2,5,1,-3,9,-7,5,-2,1,4,4,-2,-4
682,3,1,3,7,1,6,11,8,4,9,5,0,11,-2,10,-1,8,9,6,1,3
683,8,2,4,9,4,10,13,7,6,9,5,4,11,-1,11,4,11,9,7,0,5
684,8,5,3,6,7,13,13,7,5,10,7,6,10,1,11,6,13,7,8,3,7
685,4,6,6,7,7,10,12,3,5,4,7,6,4,3,6,6,7,6,5,5,6
686,3,5,4,5,2,6,11,1,0,1,3,6,1,1,2,4,5,3,2,2,9
687,0,3,-1,1,2,5,5,-5,-1,-3,-2,3,-2,3,-3,3,3,-4,2,-2,3
688,2,1,-1,-1,2,3,0,-8,-2,-10,-2,3,-7,-2,-7,0,1,-7,1,-2,1
689,-2,0,-2,-3,0,1,-3,-12,-4,-10,-1,3,-9,0,-9,-2,-2,-9,-1,-2,3
690,-3,-2,-5,-4,-3,-3,-10,-11,-3,-10,-5,2,-7,1,-8,-1,-5,-9,-3,-2,-1
691,-2,-5,-8,-4,-2,-2,-7,-11,-1,-6,-5,0,-7,-1,-8,-2,-4,-12,-5,-5,-4
692,3,-3,-2,0,2,2,-6,-10,1,-5,-1,-2,-3,2,-7,-2,2,-8,1,-2,-2
693,8,0,3,4,6,2,-2,-4,6,-2,1,1,0,7,-3,3,1,-4,4,5,1
694,5,5,5,4,6,4,0,-4,3,1,3,6,3,11,2,7,3,0,3,4,5
695,8,4,3,1,3,3,1,-1,3,1,3,6,7,8,4,5,2,4,1,3,5
696,8,3,6,4,7,4,8,2,7,4,6,4,7,10,6,3,6,4,5,3,6
697,11,5,10,9,9,9,8,5,10,9,11,7,9,13,8,9,8,6,7,7,5
698,9,8,9,7,9,9,5,5,7,5,9,10,6,12,7,13,6,3,6,9,6
699,4,9,6,2,3,3,5,1,0,3,7,8,1,11,2,6,2,0,-1,10,6
700,0,6,3,-2,-3,-3,2,1,-1,2,1,-1,-3,7,-1,2,-7,0,-3,5,2
701,-4,-3,-2,-4,-4,-4,2,2,-1,3,-1,-2,-1,3,1,-1,-4,-3,-1,-1,-1
702,-5,-3,-2,-5,-4,-7,-2,1,-6,-2,-2,-2,-1,-1,-3,-3,-5,-4,-5,-2,-3
703,-5,-4,-2,-3,-5,-7,-1,-2,-6,-4,-6,-5,-5,-5,-6,-5,-8,-6,-7,-3,-6
704,-4,-7,-3,-3,-5,-7,-4,-2,-1,-2,-7,-6,-3,-6,-5,-7,-3,-4,-6,-3,-8
705,2,-3,-2,1,-1,0,-2,0,4,1,0,-5,0,-2,0,-2,2,-1,-1,-1,-9
706,4,-1,0,5,4,4,4,5,4,5,4,1,3,1,4,0,4,1,2,2,-5
707,5,6,5,8,7,6,7,6,7,4,6,2,5,3,4,5,5,5,4,8,-2
708,6,5,6,7,4,6,5,6,9,5,7,5,4,3,3,7,8,5,7,9,3
709,5,8,5,5,6,7,6,7,6,8,9,7,7,4,6,6,6,7,4,6,5
710,0,11,3,4,5,5,8,12,2,11,7,4,12,1,10,2,-2,12,2,5,4
711,-5,6,-1,0,-4,1,12,8,-5,12,0,3,11,-2,6,0,-3,13,-4,3,5
712,-7,1,-5,-6,-7,-6,7,4,-6,3,-4,-2,3,-8,1,-5,-8,8,-6,-4,0
713,-6,-5,-9,-6,-9,-6,5,-1,-9,-2,-7,-5,0,-13,-1,-9,-9,1,-8,-9,-6
714,-8,-6,-8,-4,-5,-5,3,-2,-9,-2,-7,-11,0,-12,-5,-8,-8,-2,-9,-8,-7
715,-7,-8,-4,-4,-6,-3,-2,-3,-7,-4,-8,-8,-3,-10,-7,-8,-8,-3,-10,-10,-6
716,-6,-9,-7,-4,-7,-2,-3,-5,-8,-8,-5,-7,-4,-10,-6,-8,-6,-8,-9,-9,-7
717,-3,-7,-6,0,-2,-3,-3,-4,-3,-6,-3,-9,-1,-10,-6,-5,-5,-6,-4,-7,-8
718,1,-3,0,2,-1,3,0,3,1,2,-1,-2,4,-5,-1,1,3,2,2,-2,-5
719,4,0,3,4,3,6,2,4,4,3,-1,3,3,3,3,5,4,4,6,5,2
720,5,2,3,4,5,7,5,5,1,3,4,7,4,3,5,4,6,4,8,3,2
721,7,5,1,5,5,6,10,7,5,4,6,5,7,4,7,3,6,6,7,3,4
722,12,3,8,11,8,9,7,7,13,4,8,7,7,9,5,7,12,7,12,8,6
723,15,6,14,15,14,17,6,2,14,0,11,13,2,12,2,12,16,3,16,10,8
724,14,13,15,15,16,18,2,-3,13,-5,13,15,-4,15,-4,15,13,-1,17,16,15
725,12,16,14,10,11,11,-4,-7,9,-10,10,14,-8,15,-7,16,8,-6,9,13,16
726,7,9,9,5,7,8,-10,-7,4,-9,7,11,-7,13,-6,7,5,-8,5,7,15
727,5,6,7,2,3,6,-7,-10,1,-11,4,7,-5,7,-6,6,-1,-9,4,5,8
728,-1,2,2,-1,1,3,-5,-10,-6,-6,2,3,-6,4,-8,3,-6,-11,-5,2,6
729,-7,-1,-2,-7,-6,-7,-8,-9,-9,-5,-7,-1,-5,-2,-8,-2,-10,-8,-14,-1,2
730,-9,-6,-7,-14,-12,-14,-9,-7,-11,-3,-14,-6,-3,-8,-4,-8,-13,-6,-12,-7,-7
731,-5,-11,-9,-11,-7,-10,-2,-3,-5,0,-10,-11,5,-12,3,-11,-9,-1,-10,-9,-12
732,-1,-8,-5,-3,-1,-7,3,2,2,4,-4,-11,4,-5,6,-6,-3,4,-1,-5,-9
733,6,-3,2,3,3,-1,5,4,3,4,1,-1,4,2,6,1,3,1,1,-1,-5
734,6,0,5,2,5,5,5,2,6,5,1,1,5,4,9,4,6,2,3,3,0
735,11,4,7,5,6,6,6,7,10,9,7,4,10,6,12,5,9,9,8,5,5
736,14,5,12,9,12,12,10,16,13,15,11,7,18,8,15,9,10,13,10,11,5
737,11,13,15,10,11,12,12,16,8,15,13,14,13,11,15,15,11,13,10,14,8
738,3,13,6,3,3,6,12,10,3,12,9,10,7,7,8,12,0,11,-1,7,9
739,-6,6,-1,-6,-4,-5,9,9,-6,7,-1,1,7,-2,6,3,-9,9,-8,2,9
740,-14,-4,-7,-11,-13,-10,5,7,-12,3,-7,-7,2,-11,1,-6,-12,5,-12,-6,-3
741,-18,-10,-14,-15,-17,-12,4,-1,-16,-1,-11,-15,-2,-14,-2,-12,-16,0,-18,-13,-10
742,-20,-12,-19,-19,-23,-22,-2,-5,-21,-10,-18,-17,-8,-16,-12,-16,-19,-6,-20,-18,-15
743,-19,-17,-21,-16,-22,-25,-9,-8,-20,-11,-21,-21,-12,-23,-15,-19,-17,-10,-21,-21,-18
744,-16,-18,-19,-14,-18,-17,-13,-4,-11,-7,-16,-20,-8,-22,-10,-20,-14,-10,-13,-20,-21
745,-8,-18,-14,-7,-11,-7,-5,1,-9,-1,-10,-15,-1,-15,-3,-16,-4,-3,-6,-15,-19
746,-1,-9,-7,-2,-3,-2,3,4,-1,4,-2,-10,3,-9,-1,-8,2,4,-1,-6,-9
747,8,0,2,12,5,5,2,7,8,4,5,-3,6,0,2,1,8,5,12,0,-4
748,14,4,11,17,13,20,5,9,16,7,15,5,10,10,9,10,15,7,19,7,7
749,16,13,17,17,15,22,11,12,13,9,19,13,12,15,12,15,14,11,18,15,14
750,9,19,16,16,12,18,17,9,4,9,16,16,11,15,10,14,12,14,12,15,18
751,2,14,12,10,9,11,10,3,3,4,10,12,4,10,4,11,5,6,11,10,17
752,-1,8,5,3,2,5,0,-6,-3,-8,4,11,-6,7,-7,5,3,-1,5,4,11
753,-6,1,-1,-5,-3,-2,-7,-13,-8,-12,-3,2,-11,1,-10,-2,-6,-10,-4,0,6
754,-10,-3,-6,-7,-6,-10,-12,-15,-11,-15,-9,-4,-14,-6,-15,-7,-9,-12,-6,-8,-1
755,-8,-10,-10,-10,-8,-12,-16,-19,-9,-20,-13,-7,-20,-11,-20,-9,-7,-18,-9,-12,-9
756,-5,-13,-12,-11,-9,-11,-20,-19,-5,-21,-12,-10,-20,-12,-20,-12,-4,-22,-9,-13,-8
757,-4,-8,-7,-4,-6,-10,-19,-14,-1,-17,-9,-8,-15,-9,-17,-7,-1,-19,-4,-10,-9
758,3,-7,-1,1,3,-2,-14,-11,6,-10,-2,-7,-6,-2,-7,-1,2,-11,-1,-6,-4
759,10,0,3,6,6,3,-5,-2,11,-3,3,3,-1,6,-1,7,8,-6,6,3,0
760,10,4,7,10,8,5,2,5,8,8,6,5,10,7,6,12,9,4,8,8,7
761,10,9,12,11,7,4,10,14,13,17,8,8,18,11,13,12,8,12,10,10,9
762,12,9,10,10,6,6,14,18,13,17,9,12,18,16,17,14,9,16,10,12,9
763,7,10,8,7,5,7,16,11,5,13,7,12,13,13,13,12,5,11,3,9,10
764,-1,10,4,2,1,-2,11,9,0,8,1,6,9,11,8,6,-2,9,0,5,10
765,-3,7,2,-1,-3,-5,3,4,-3,4,-3,2,1,5,1,1,-2,5,-3,1,5
766,-6,-1,-4,-5,-7,-7,-5,-3,-3,-3,-4,-2,-7,1,-4,-3,-4,-2,-5,-2,-1
767,-10,-5,-4,-9,-8,-6,-11,-7,-9,-9,-7,-5,-12,-4,-12,-7,-9,-8,-10,-4,-4
768,-11,-6,-6,-9,-8,-5,-13,-9,-5,-10,-8,-10,-9,-7,-12,-11,-7,-9,-8,-6,-6
769,-7,-8,-5,-5,-6,-5,-15,-6,0,-8,-5,-9,-9,-7,-11,-11,-4,-8,-5,-7,-9
