,0,1,2,3,4,5,6,7,8,9,10,11,12,13
769,4,2,-1,1,-2,-2,-3,-5,3,-3,0,0,1,1
770,7,5,2,2,2,-1,4,-3,3,0,0,2,4,1
771,5,3,4,2,3,1,6,1,8,3,3,2,3,4
772,4,4,7,5,7,2,6,2,6,3,6,4,6,5
773,2,5,4,6,8,4,3,2,4,4,7,7,9,8
774,-1,7,9,4,12,5,0,8,1,6,11,5,10,7
775,-6,3,7,0,12,7,-4,8,-4,8,10,5,7,7
776,-6,1,6,-3,9,5,-9,7,-9,2,4,6,5,4
777,-5,-2,2,-4,3,0,-7,5,-8,1,0,1,1,-2
778,-5,-4,-1,-7,2,-1,-7,3,-7,1,-1,-2,-1,-1
779,-4,-3,1,-9,0,-1,-5,1,0,-2,-1,-1,-2,-4
780,-2,-5,-3,-5,0,-1,-1,1,-2,-2,-1,-4,-3,-5
781,-3,-2,-3,-2,-4,-2,-1,2,-1,-4,-3,-3,1,-6
782,-4,5,1,4,-1,3,2,2,-2,2,0,0,3,1
783,-4,5,4,7,3,5,-1,4,-4,4,3,3,8,5
784,-5,9,6,7,4,4,-4,7,-5,5,5,5,7,3
785,-4,6,4,5,6,6,-4,6,-3,8,5,5,6,3
786,0,3,3,1,3,4,-2,5,2,4,3,4,3,4
787,5,-1,2,0,2,7,3,2,4,-1,1,3,-4,-1
788,6,-7,-3,-5,-4,-3,5,-1,8,-6,-6,-1,-6,-9
789,9,-5,-7,-5,-8,-9,9,-7,10,-9,-11,-6,-10,-12
790,10,-6,-10,-2,-8,-9,11,-10,11,-7,-9,-8,-10,-8
791,14,-4,-9,-2,-5,-8,10,-7,13,-3,-6,-7,-7,-3
792,11,-3,-5,-1,-6,-6,8,-8,14,-2,-4,-3,-5,-2
793,8,-2,-1,-1,-2,-3,8,-7,8,0,0,0,-4,1
794,4,-1,-1,-1,0,-2,5,-3,3,-1,-1,1,-5,1
795,2,-1,-2,-4,1,-3,1,-2,0,-1,-2,1,-2,-2
796,0,-3,-3,-5,-4,-5,-1,-2,-1,-1,-2,-2,-5,-1
797,3,-1,-3,0,-3,-3,-1,-4,-3,0,-2,-3,-6,-1
798,3,-2,-3,-1,-5,-1,0,-3,-1,-2,0,-5,-4,1
799,3,1,-6,4,-5,-4,3,-3,1,1,1,-5,1,1
800,7,2,-2,6,-1,0,6,-3,5,4,3,-1,5,7
801,14,6,3,6,-1,4,8,5,9,6,9,4,9,7
802,14,9,5,8,1,7,7,10,8,7,8,6,9,11
803,7,11,9,12,3,6,6,10,5,7,9,5,12,12
804,0,13,13,13,7,12,-2,9,-1,12,10,5,15,12
805,-6,8,12,9,12,13,-9,11,-6,8,14,6,13,13
806,-9,4,6,3,6,8,-12,12,-7,4,9,4,10,5
807,-8,0,2,1,4,5,-8,6,-7,2,3,-1,2,3
808,-6,-4,0,0,2,3,-6,3,-4,-1,2,-1,2,-1
809,1,-8,-1,-2,-3,0,-1,0,3,-6,-1,-5,0,-2
810,4,-7,-4,1,-5,-2,8,-7,6,-3,-2,-6,-1,-2
811,6,-1,1,3,0,-2,9,-3,6,1,-1,-4,1,0
812,4,2,4,8,4,2,7,-1,4,4,4,2,3,6
813,2,4,7,8,7,5,6,3,4,8,6,6,8,6
814,-2,9,10,12,10,9,5,5,0,12,8,5,7,7
815,-4,9,12,9,14,11,-1,9,-4,13,11,11,8,8
816,-10,6,11,0,11,10,-5,12,-12,8,5,13,4,3
817,-11,0,4,-4,6,4,-7,7,-15,4,-2,3,-4,-2
818,-7,-5,-1,-9,-1,-2,-8,-1,-14,-3,-7,-1,-8,-8
819,-4,-6,-6,-5,-5,-5,-6,-5,-9,-6,-9,-4,-9,-8
820,2,-6,-9,-3,-9,-8,-1,-7,-4,-5,-6,-6,-7,-5
821,5,-1,-5,1,-8,-8,4,-5,1,-2,-6,-3,-6,-2
822,10,6,-1,8,-2,-1,11,-2,8,4,1,2,0,4
823,13,5,5,9,2,6,11,4,13,6,3,9,4,7
824,11,7,5,7,5,7,9,9,10,8,4,8,2,7
825,7,2,6,4,4,7,10,5,9,8,4,10,3,6
826,3,0,6,2,4,5,1,5,4,3,4,6,2,4
827,-2,-2,2,-1,4,4,-4,3,0,1,-1,3,1,2
828,-7,-8,-1,-5,-1,-3,-7,-1,-3,-2,-4,-1,-4,-2
829,-10,-10,-6,-7,-4,-8,-8,-7,-4,-5,-8,-5,-7,-5
830,-7,-11,-10,-8,-7,-7,-8,-9,-4,-10,-10,-6,-7,-8
831,-2,-10,-11,-5,-9,-9,-4,-10,0,-8,-9,-7,-5,-7
832,-6,-5,-6,-3,-9,-7,-4,-10,1,-4,-6,-4,-4,-3
833,-6,1,1,3,-4,-5,-5,-6,2,-1,1,0,4,0
834,-2,5,4,10,2,1,-5,-2,-2,7,7,2,6,5
835,-2,10,9,9,7,5,-1,4,1,10,11,6,13,8
836,3,13,14,10,10,11,6,11,6,15,14,10,14,11
837,5,10,16,8,13,14,9,11,9,14,14,13,13,11
838,6,5,10,0,11,10,7,11,9,9,9,11,11,2
839,8,3,6,-4,5,5,12,5,9,4,2,3,4,-2
840,7,-4,1,-7,1,2,11,-1,8,-3,-1,1,-1,-8
841,6,-5,-3,-7,-1,-1,8,-4,4,-7,-8,-4,-8,-9
842,-1,-6,-9,-8,-7,-6,3,-10,-1,-12,-9,-7,-9,-8
843,-7,-5,-7,-7,-9,-8,-5,-8,-4,-11,-10,-10,-10,-7
844,-13,-3,-6,-5,-6,-3,-10,-8,-13,-9,-5,-7,-7,-3
845,-15,-4,-5,-6,-5,-2,-14,-5,-18,-9,-2,-4,-2,-3
846,-21,-3,-5,-5,-3,-3,-17,-2,-17,-8,-3,-6,-2,-5
847,-20,-1,-4,-1,-4,-1,-17,-2,-16,-7,-1,-5,-2,-3
848,-11,4,-2,6,-1,0,-17,-2,-16,-6,0,-2,1,0
849,-6,5,1,8,2,3,-6,1,-10,-1,5,-2,7,6
850,4,10,5,10,7,4,5,3,4,6,7,6,6,7
851,15,10,6,14,12,9,13,7,13,8,11,7,9,9
852,21,11,7,12,9,9,19,10,22,11,10,9,8,12
853,22,10,7,6,7,8,21,13,25,9,7,9,8,9
854,14,6,6,1,9,8,20,10,21,10,5,8,4,6
855,8,0,3,-3,4,5,10,7,11,3,5,7,0,2
856,-1,-7,-3,-11,-4,-2,0,4,-1,-3,-5,-1,-4,-6
857,-12,-11,-9,-14,-11,-9,-8,-4,-10,-7,-11,-8,-11,-13
858,-18,-12,-12,-15,-15,-14,-19,-10,-17,-11,-14,-11,-17,-17
859,-19,-17,-16,-14,-19,-16,-21,-14,-19,-13,-15,-13,-17,-17
860,-12,-14,-17,-13,-22,-19,-16,-13,-13,-14,-17,-19,-17,-16
861,-4,-7,-14,-2,-18,-17,-8,-17,-6,-12,-12,-17,-15,-12
862,3,-1,-8,7,-11,-10,-2,-14,3,-4,-3,-9,-4,-3
863,12,9,1,13,-5,-1,4,-4,8,8,3,-1,6,7
864,14,17,11,20,6,7,10,5,12,16,15,6,14,15
865,14,23,18,22,17,16,11,14,15,21,20,16,20,20
866,9,20,23,15,22,23,8,18,11,23,25,21,21,20
867,2,13,21,5,20,22,4,22,5,18,17,20,16,14
868,-2,5,14,-4,13,16,-2,18,1,8,6,10,4,6
869,-5,-6,4,-13,4,3,-6,6,-5,-4,0,2,-2,-3
870,-7,-19,-6,-23,-7,-7,-9,-3,-5,-15,-12,-8,-13,-15
871,-10,-21,-17,-24,-13,-17,-5,-13,-6,-21,-19,-18,-20,-22
872,-7,-21,-21,-20,-18,-22,-6,-20,-6,-22,-19,-24,-19,-21
873,-3,-12,-18,-11,-18,-19,0,-19,-3,-17,-12,-20,-13,-15
874,-2,-8,-12,-2,-9,-11,3,-14,2,-7,-5,-13,-5,-7
875,-2,0,-4,5,-2,-4,5,-4,4,1,5,-3,2,-1
876,-4,7,6,11,5,7,3,3,3,8,13,4,10,6
877,-1,12,11,12,9,12,1,8,-1,9,15,11,12,10
878,-2,10,13,11,13,13,2,12,1,12,15,13,12,8
879,-2,8,14,5,14,14,3,12,-2,8,13,13,9,6
880,0,1,9,0,8,11,2,9,0,3,7,8,4,0
881,5,-1,2,-2,1,4,5,2,1,1,0,1,-3,-4
882,7,-5,-5,-5,-3,-3,6,-4,4,-3,-5,-1,-7,-8
883,7,-1,-3,-3,-4,-2,7,-8,5,-4,-5,-2,-5,-7
884,6,-3,-4,-5,-5,-3,5,-7,2,-5,-6,-2,-5,-6
885,3,-1,-3,0,-7,-5,2,-5,4,-5,-6,-8,-3,-6
886,2,0,-3,4,-5,-6,3,-6,3,-1,-4,-4,-1,1
887,2,3,-1,7,-1,-1,-4,-1,2,1,1,0,1,4
888,-3,5,-1,3,2,1,-6,5,-6,4,3,1,4,5
889,-7,1,-4,0,4,-3,-8,6,-6,2,-1,1,2,2
890,-3,-1,-4,-1,1,-3,-9,3,-1,0,1,-2,1,4
891,0,0,-5,1,4,-2,-7,3,-1,1,0,-1,-1,4
892,3,-1,-3,1,1,-3,1,2,2,0,0,-2,0,3
893,5,0,-5,4,-1,-2,4,-1,7,2,0,0,0,3
894,7,1,-4,5,3,0,4,2,7,3,4,1,3,7
895,10,6,1,5,2,-2,5,5,7,4,4,1,5,7
896,4,1,2,3,2,1,5,5,4,6,2,4,5,7
897,2,3,3,2,2,2,0,5,2,3,2,4,3,5
898,2,2,0,3,1,4,0,2,0,0,4,4,2,6
899,2,3,3,-1,0,2,-1,2,3,0,3,1,5,2
900,2,-2,1,-4,-3,2,3,-1,5,-4,-1,0,-3,-3
901,6,-7,-2,-3,-4,0,6,-2,6,-8,-4,-3,-9,-6
902,10,-5,-3,-5,-8,-4,6,-7,7,-9,-5,-5,-10,-8
903,7,-3,-4,-3,-8,-4,8,-9,7,-8,-5,-8,-6,-4
904,4,2,-1,1,-5,-1,7,-7,6,-3,-4,-2,-4,1
905,4,5,1,5,1,3,4,-4,-1,-2,2,-1,-1,2
906,1,3,4,9,4,4,2,0,-1,0,4,0,4,7
907,-4,6,8,6,6,6,-5,2,-6,1,6,4,5,7
908,-8,5,9,8,10,10,-7,4,-13,5,9,9,5,7
909,-7,-1,9,2,10,8,-10,6,-11,4,5,9,1,6
910,-4,-1,4,-1,7,4,-4,5,-6,1,2,4,-1,1
911,0,-2,0,-2,4,1,2,1,-3,0,-1,2,-3,0
912,4,-1,2,2,5,2,4,2,-1,-1,1,3,-3,1
913,8,0,1,4,5,1,7,6,2,2,3,4,3,3
914,12,5,3,6,5,2,14,9,10,4,4,6,5,7
915,14,7,9,8,7,8,17,9,12,8,7,7,6,9
916,10,6,10,7,8,9,11,9,8,10,6,10,6,9
917,2,4,4,4,5,7,5,10,0,7,2,8,4,3
918,-6,0,1,3,1,4,-2,4,-6,6,2,5,2,2
919,-6,-2,2,1,-1,0,-7,4,-9,0,0,4,1,1
920,-7,-9,-3,-4,-4,-3,-7,1,-11,-5,-7,-1,-6,-5
921,-11,-9,-9,-7,-9,-8,-12,-7,-11,-8,-11,-4,-7,-9
922,-9,-4,-9,-2,-11,-8,-11,-10,-9,-8,-8,-9,-6,-7
923,-2,1,-6,0,-10,-6,-7,-7,-2,-5,-2,-2,-2,-1
924,10,1,-2,2,-6,-2,5,-2,9,-3,-3,0,3,2
925,14,5,1,9,-1,0,12,1,18,2,1,0,2,5
926,13,11,5,11,3,3,13,2,17,6,7,7,9,10
927,13,13,13,12,7,8,12,8,16,9,9,11,15,15
928,9,12,16,8,13,13,12,12,15,15,13,13,13,15
929,7,7,14,3,14,12,11,11,13,13,10,13,10,10
930,2,0,8,-5,9,7,7,7,7,5,3,9,1,3
931,1,-8,-2,-11,-2,-4,3,0,4,-1,-4,1,-5,-9
932,-1,-9,-6,-13,-8,-6,4,-5,2,-4,-9,-7,-8,-12
933,-2,-13,-12,-14,-10,-9,1,-10,1,-7,-11,-9,-9,-13
934,0,-16,-13,-14,-13,-14,0,-10,-1,-15,-14,-13,-11,-17
935,-2,-10,-14,-5,-14,-15,2,-12,-2,-14,-13,-15,-8,-16
936,-6,0,-7,4,-10,-12,-3,-9,-2,-4,-5,-10,-1,-4
937,-6,10,5,12,2,0,-6,-1,-6,4,8,0,10,8
938,-3,11,12,13,9,13,-5,8,-5,9,12,10,13,10
939,-1,13,14,13,16,14,1,16,-3,9,12,13,14,9
940,2,15,13,13,14,16,3,17,2,9,15,13,12,10
941,3,13,15,11,14,16,4,13,2,7,15,16,13,11
942,5,8,14,6,13,14,4,14,0,6,9,13,11,7
943,6,4,7,1,11,8,6,9,1,1,8,9,6,2
944,7,2,4,1,6,4,6,6,3,-4,3,5,4,1
945,-1,1,0,1,1,3,3,2,-3,-4,2,1,1,1
946,-8,1,-1,-2,-1,1,-5,4,-6,-3,3,-1,0,-1
947,-11,2,-1,-2,-1,0,-8,1,-8,-1,3,0,0,2
948,-11,-4,-1,-3,0,2,-9,-1,-11,-2,3,0,1,0
949,-10,-1,-3,-5,-3,-3,-11,1,-8,-3,-3,-1,0,-2
950,-15,-5,-6,-4,-3,-3,-13,-1,-10,-1,-3,-1,-4,-2
951,-12,-3,-5,1,-2,-6,-14,-2,-10,1,-4,-2,-1,3
952,-1,3,-2,6,-2,-4,-7,-1,-6,4,1,-1,2,6
953,4,2,0,5,-2,-2,4,4,3,7,2,3,6,4
954,8,4,2,6,2,2,8,5,9,6,2,5,4,6
955,9,5,3,8,4,4,12,5,8,8,3,6,5,3
956,15,5,6,7,1,1,15,8,15,7,2,4,7,6
957,13,6,6,5,3,2,15,11,17,10,4,7,4,6
958,8,1,5,-3,4,4,10,9,12,6,2,7,-1,-1
959,5,-5,0,-8,-4,-2,0,4,3,-3,-7,2,-6,-7
