,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
468,-29,-29,-35,-25,-29,-34,-39,-29,-31,-25,-26,-28,-30,-31,-28,-26,-27,-34,-28,-30,-32,-31,-36
469,-35,-36,-39,-31,-33,-37,-39,-33,-37,-33,-34,-36,-32,-37,-33,-33,-33,-36,-33,-36,-35,-36,-25
470,-34,-36,-37,-36,-37,-29,-29,-35,-40,-36,-37,-28,-36,-32,-36,-36,-34,-34,-34,-38,-26,-36,-16
471,-26,-29,-18,-35,-32,-9,-9,-30,-36,-33,-31,-17,-30,-17,-29,-33,-29,-21,-30,-26,-4,-28,-5
472,-12,-13,2,-23,-14,10,7,-13,-16,-13,-17,-8,-16,3,-13,-17,-13,-2,-11,-7,12,-6,16
473,4,7,17,-5,5,19,17,7,2,5,0,7,2,16,4,3,5,13,8,8,23,11,31
474,21,20,28,11,16,31,31,16,14,17,16,27,17,28,14,16,15,22,17,24,36,21,33
475,36,32,40,27,29,43,38,31,26,30,30,35,27,41,29,27,30,37,30,37,43,32,29
476,40,42,39,35,40,33,28,41,38,41,41,32,39,42,37,42,40,39,41,42,35,41,23
477,33,38,21,36,40,15,15,38,39,38,38,28,34,27,34,38,34,24,34,34,14,30,19
478,19,20,8,24,18,0,1,21,21,23,28,25,18,6,21,21,16,11,17,14,3,13,0
479,8,3,-2,14,5,-9,-10,7,5,5,14,12,2,0,4,5,1,2,3,2,-10,1,-28
480,-7,-9,-21,2,-5,-28,-28,-3,-5,-5,-2,-11,-8,-16,-7,-4,-10,-9,-7,-10,-28,-11,-39
481,-22,-25,-38,-18,-21,-37,-35,-20,-20,-21,-20,-33,-22,-35,-18,-20,-27,-29,-27,-26,-36,-29,-33
482,-35,-37,-36,-31,-34,-32,-27,-34,-34,-32,-33,-37,-37,-31,-33,-35,-35,-33,-36,-33,-25,-36,-25
483,-35,-33,-20,-34,-30,-20,-18,-32,-32,-33,-32,-28,-34,-20,-32,-32,-33,-22,-32,-27,-16,-25,-32
484,-18,-22,-14,-25,-18,-11,-8,-21,-22,-23,-21,-31,-19,-12,-20,-22,-25,-16,-22,-14,-8,-15,-25
485,-9,-11,0,-13,-11,2,10,-12,-10,-13,-10,-34,-13,0,-11,-12,-12,-4,-10,-5,10,-4,11
486,5,2,19,0,4,24,29,-1,0,-2,2,-12,-1,20,1,2,0,12,3,11,28,9,54
487,21,21,35,14,23,32,37,20,17,18,15,35,21,32,19,19,18,27,24,26,36,28,61
488,32,35,36,29,37,34,35,31,33,32,29,62,34,32,34,34,28,34,34,38,30,36,26
489,32,35,32,36,33,26,30,30,37,33,34,41,36,27,32,34,35,27,31,36,28,31,0
490,28,30,27,35,28,24,26,25,32,27,30,5,27,21,26,28,31,24,27,27,20,27,8
491,18,27,20,27,25,12,13,20,27,24,23,-2,25,17,22,22,25,18,23,25,9,21,16
492,4,19,-2,17,16,-11,-11,12,19,18,11,15,19,-2,14,15,18,3,11,11,-12,12,-22
493,-11,-3,-32,-1,-7,-33,-36,-8,0,-3,-5,-3,-4,-28,-6,-3,-1,-25,-6,-14,-36,-14,-72
494,-25,-30,-38,-16,-32,-39,-38,-35,-28,-32,-22,-55,-30,-39,-34,-29,-28,-42,-33,-36,-37,-35,-56
495,-33,-37,-32,-28,-39,-27,-27,-41,-37,-38,-31,-72,-37,-32,-41,-39,-40,-36,-36,-36,-26,-37,4
496,-39,-29,-28,-35,-29,-26,-30,-29,-32,-31,-35,-23,-27,-26,-31,-32,-29,-25,-28,-24,-27,-25,23
497,-40,-24,-37,-37,-28,-33,-36,-25,-24,-27,-38,22,-24,-33,-26,-26,-24,-30,-25,-29,-31,-30,-7
498,-24,-32,-29,-30,-35,-16,-17,-36,-35,-35,-26,6,-32,-29,-35,-32,-35,-31,-33,-36,-10,-34,-16
499,-5,-20,13,-13,-23,29,33,-22,-26,-24,-11,-21,-22,12,-22,-27,-23,4,-20,-8,39,-11,34
500,10,24,59,4,21,64,64,23,16,17,6,8,20,58,22,12,18,53,28,38,69,38,69
501,23,64,60,20,63,50,47,60,58,58,18,60,61,62,62,58,57,63,64,68,42,63,30
502,36,57,22,30,55,12,10,56,59,57,32,54,56,23,53,60,54,31,55,43,7,39,-20
503,41,18,0,40,19,1,-1,18,23,20,40,-2,19,-1,19,21,16,4,10,7,3,3,-21
504,31,-2,8,36,-3,14,14,1,-3,-1,30,-29,-2,10,-2,-3,-2,7,-2,5,17,-2,9
505,14,15,14,19,12,5,1,14,8,9,13,-4,10,12,14,12,11,15,16,17,-4,12,5
506,1,9,-27,3,9,-48,-50,10,12,14,2,14,11,-27,7,13,10,-17,7,-3,-55,-6,-32
507,-15,-41,-75,-10,-42,-76,-76,-40,-31,-28,-11,-16,-37,-72,-40,-32,-34,-66,-47,-57,-69,-60,-43
508,-31,-77,-52,-26,-78,-33,-32,-76,-75,-72,-28,-45,-75,-56,-75,-73,-75,-61,-76,-72,-21,-71,-14
509,-36,-41,7,-36,-39,19,22,-39,-51,-45,-36,-31,-43,5,-42,-50,-50,-3,-36,-23,22,-17,21
510,-28,16,23,-33,17,14,13,16,10,13,-27,8,14,23,16,9,10,29,19,22,9,25,15
511,-18,16,-10,-22,20,-18,-20,18,21,24,-19,18,20,-8,18,25,21,-5,12,6,-21,8,0
512,-6,-17,-13,-10,-14,-1,3,-14,-10,-9,-10,3,-15,-14,-16,-5,-12,-18,-17,-19,7,-19,4
513,13,-6,40,1,-4,52,60,-3,-10,-11,8,-4,-8,36,-6,-5,-11,29,-1,10,58,15,19
514,28,51,68,21,52,60,59,50,39,41,24,11,44,69,48,43,43,68,51,61,55,62,30
515,33,66,29,32,66,7,4,65,68,67,37,29,64,28,63,69,65,42,62,51,-3,53,8
516,32,13,-24,34,20,-32,-27,16,27,24,34,21,20,-23,12,29,22,-14,9,-6,-29,-2,-21
517,24,-26,-22,28,-24,-11,-8,-27,-25,-26,28,-11,-27,-22,-29,-24,-29,-21,-29,-29,-4,-26,-24
518,21,-11,11,23,-13,15,14,-17,-21,-22,27,-31,-16,11,-13,-18,-17,9,-11,-2,12,-2,-1
519,6,13,2,15,14,-7,-9,12,13,10,14,-13,12,2,12,13,12,9,13,11,-15,12,3
520,-20,-4,-34,-4,-3,-41,-41,-3,6,3,-12,5,-2,-33,-5,1,0,-26,-7,-17,-43,-16,-20
521,-42,-39,-44,-30,-40,-34,-32,-40,-31,-35,-36,-10,-36,-41,-37,-37,-33,-42,-41,-41,-27,-42,-30
522,-39,-36,-13,-38,-37,5,3,-39,-39,-40,-36,-33,-36,-11,-36,-42,-36,-18,-34,-26,7,-25,-4
523,-27,-4,19,-27,-3,21,21,-4,-7,-8,-24,-20,-2,16,-1,-11,-5,15,2,7,20,11,19
524,-33,22,11,-25,20,10,9,20,21,16,-28,12,22,12,24,14,20,14,21,17,6,20,19
525,-34,10,-5,-35,8,0,-3,8,16,12,-35,23,11,-1,14,11,16,-1,11,5,-2,4,3
526,-2,-1,0,-21,-4,9,9,-2,0,-2,-11,7,-2,4,-2,-2,0,1,-1,-2,13,-4,11
527,43,5,21,24,5,31,29,7,3,3,36,7,4,21,7,3,6,20,10,12,31,12,25
528,66,29,30,63,27,27,24,25,23,25,64,19,25,31,27,23,24,35,29,30,26,30,22
529,38,34,3,58,28,-5,-11,29,33,28,44,27,29,11,29,30,35,13,29,21,-7,20,6
530,6,-1,-28,19,-1,-30,-33,-1,6,3,7,12,1,-26,-3,7,5,-21,-3,-18,-25,-15,-11
531,3,-27,-24,-1,-27,-16,-17,-28,-24,-29,-2,-5,-28,-23,-28,-27,-25,-26,-27,-31,-11,-26,-9
532,14,-15,-1,10,-21,6,2,-19,-22,-25,12,-9,-20,-1,-17,-23,-19,-8,-15,-13,6,-11,-9
533,-9,6,1,9,4,-7,-12,6,0,1,1,-8,1,2,5,1,3,4,5,3,-7,5,-11
534,-64,-4,-28,-40,-2,-31,-34,-2,0,-1,-56,-7,-4,-25,-1,0,0,-18,-2,-10,-30,-11,-15
535,-66,-29,-32,-79,-30,-22,-25,-27,-23,-26,-77,-12,-29,-30,-26,-22,-24,-31,-24,-32,-17,-32,-17
536,-11,-24,-3,-43,-28,7,5,-24,-29,-28,-28,-16,-28,-1,-25,-28,-26,-12,-21,-18,14,-19,-4
537,26,4,19,13,4,22,16,5,-2,-2,23,-7,-3,18,3,-1,-1,17,9,10,20,12,11
538,4,21,11,18,21,10,7,20,17,18,10,6,18,15,19,19,20,17,19,20,9,18,15
539,-20,12,2,-17,11,3,3,13,13,13,-19,18,11,8,15,15,16,7,11,9,5,8,9
540,16,3,11,-6,1,18,14,5,2,5,7,14,-1,11,1,6,1,9,3,3,17,2,4
541,65,16,26,51,15,24,26,15,12,10,60,4,11,27,12,14,11,24,13,17,23,19,13
542,48,28,20,66,28,13,11,26,27,27,57,9,24,20,25,25,24,24,23,25,9,26,15
543,-13,15,2,15,20,-7,-5,17,23,21,1,18,16,3,16,20,20,7,12,12,-8,10,2
544,-30,-4,-10,-28,-1,-11,-12,0,4,-1,-29,12,-4,-11,-3,1,-2,-11,-7,-5,-16,-6,-14
545,5,-12,-11,-15,-12,-11,-11,-9,-10,-12,-4,-8,-8,-12,-12,-9,-11,-11,-14,-11,-13,-11,-13
546,11,-10,-7,13,-11,-9,-8,-7,-9,-9,13,-14,-8,-8,-11,-9,-10,-8,-14,-4,-9,-8,-5
547,-24,-9,-9,-4,-9,-14,-13,-7,-5,-7,-12,-9,-10,-9,-8,-9,-9,-9,-12,-6,-13,-9,-6
548,-46,-14,-14,-37,-12,-20,-13,-12,-10,-12,-42,-5,-10,-15,-14,-11,-13,-15,-15,-10,-15,-11,-13
549,-24,-18,-13,-35,-15,-14,-9,-15,-15,-17,-31,-11,-16,-14,-16,-15,-16,-12,-18,-12,-8,-13,-13
550,9,-14,0,-3,-12,2,4,-11,-15,-13,7,-19,-16,-3,-11,-12,-15,-2,-13,-10,9,-8,1
551,15,2,14,22,5,16,15,2,-4,-1,21,-11,-2,12,3,-1,-4,10,2,8,19,9,16
552,0,17,17,11,18,13,12,16,13,15,7,11,15,15,17,19,13,17,17,19,14,18,17
553,-6,14,7,-1,16,6,5,15,14,18,-2,20,14,8,17,17,16,8,14,15,6,15,5
554,11,7,8,7,8,9,7,8,10,10,12,9,5,5,11,8,12,6,8,7,8,9,0
555,31,9,15,31,7,18,17,5,7,5,32,-1,6,13,7,8,9,8,9,11,18,11,10
556,18,18,15,30,15,13,15,17,14,15,23,6,16,17,16,15,17,16,19,17,11,20,17
557,-23,15,1,-5,11,-4,-9,15,18,17,-11,18,13,1,17,19,17,3,17,9,-5,11,-1
558,-30,-1,-14,-28,-3,-14,-18,-2,0,0,-31,9,-1,-14,2,2,2,-13,-3,-7,-14,-6,-13
559,-7,-12,-15,-18,-15,-10,-11,-15,-11,-14,-13,-8,-17,-14,-13,-9,-12,-16,-10,-16,-9,-14,-1
560,4,-10,-9,4,-16,-4,-5,-11,-13,-11,3,-9,-11,-5,-11,-12,-10,-7,-10,-9,-3,-8,10
561,-18,-4,-10,-3,-8,-6,-11,-5,-6,-7,-10,8,-7,-6,-4,-8,-5,-6,-4,-4,-10,-7,-2
562,-35,-8,-15,-28,-11,-15,-17,-10,-8,-7,-30,7,-9,-15,-6,-7,-8,-12,-8,-12,-15,-13,-17
563,-13,-16,-14,-25,-17,-13,-10,-15,-16,-15,-22,-12,-17,-16,-18,-17,-13,-16,-16,-18,-8,-18,-7
564,14,-12,2,3,-15,9,6,-12,-15,-16,8,-14,-15,1,-10,-16,-10,-2,-13,-8,12,-9,8
565,17,5,20,19,5,23,18,5,1,-2,20,0,5,19,8,-1,5,14,2,10,20,9,7
566,5,17,16,13,19,13,11,21,19,18,11,12,17,18,18,16,20,18,20,19,10,17,-4
567,5,14,1,3,16,2,1,17,18,17,6,1,14,4,17,15,20,8,12,7,2,8,2
568,19,-1,-3,14,2,3,3,3,2,2,20,0,2,3,5,0,7,1,1,0,8,0,18
569,26,2,10,26,1,14,11,4,2,0,31,18,1,13,5,1,3,11,3,5,13,6,15
570,8,14,11,15,13,10,7,17,9,13,14,21,13,14,14,11,13,18,13,14,7,16,-3
571,-11,10,-7,-3,12,-6,-11,14,14,15,-5,11,10,3,12,10,12,5,8,7,-9,7,-13
572,-11,-9,-13,-14,-6,-10,-13,-3,-4,-4,-12,-8,-7,-8,-7,-1,-4,-10,-8,-10,-9,-11,-9
573,-7,-12,-1,-11,-11,3,3,-8,-12,-12,-9,-8,-14,2,-13,-11,-14,-5,-11,-7,3,-6,-5
574,-8,4,10,-9,3,6,5,8,-1,4,-12,-2,-1,12,2,2,-3,12,4,7,1,8,-9
575,-14,7,-7,-13,9,-14,-11,12,7,10,-12,-5,5,-1,6,11,6,0,4,6,-17,5,-8
576,-16,-8,-19,-15,-8,-19,-18,-6,-9,-6,-16,-6,-13,-16,-12,-5,-10,-17,-11,-14,-17,-13,-5
577,-7,-18,-5,-13,-17,-2,1,-17,-20,-20,-10,-1,-21,-8,-22,-15,-21,-11,-18,-14,1,-15,-1
578,9,-2,11,-1,-2,11,13,-2,-7,-4,6,2,-5,10,-8,-6,-8,4,-4,8,9,4,9
579,17,10,8,15,9,4,0,12,11,11,17,5,8,6,8,14,11,7,10,12,-2,10,15
580,10,2,-2,16,5,-4,-1,4,7,8,17,8,3,-5,-1,9,7,-3,-1,3,-3,-1,4
581,7,-1,6,9,-2,11,17,-1,0,-2,9,7,-6,2,-7,-5,-5,4,-6,0,13,1,-4
582,8,11,23,10,9,23,22,7,5,9,13,-6,10,20,8,6,7,19,10,20,24,17,3
583,16,21,17,19,22,8,8,19,23,23,22,-4,20,13,19,22,20,18,21,24,8,23,6
584,10,13,-2,16,12,-8,-11,9,16,13,14,2,12,-7,10,16,11,1,11,7,-8,5,-5
585,-10,-8,-10,0,-4,-10,-10,-13,-4,-5,-3,-5,-6,-16,-7,-6,-8,-12,-8,-7,-9,-8,-9
586,-17,-11,-4,-14,-11,-4,-3,-15,-12,-11,-14,-12,-13,-7,-11,-12,-10,-6,-10,-7,-3,-11,1
587,-8,-6,-4,-11,-5,-8,-6,-8,-5,-4,-7,-6,-5,-5,-6,-7,-8,-6,-4,-5,-6,-6,7
588,-6,-8,-9,-3,-4,-8,-6,-7,-5,-5,-2,1,-4,-9,-7,-8,-8,-8,-6,-5,-5,-5,7
589,-14,-7,-5,-7,-10,-1,-3,-10,-9,-6,-8,1,-6,-5,-5,-9,-10,-5,-6,-5,-2,-5,1
590,-18,-4,0,-16,-6,2,2,-6,-4,-3,-15,1,-1,-3,-1,-6,-5,-4,-2,-5,2,-2,2
591,-6,0,1,-13,-1,7,3,-2,-1,-1,-9,3,0,0,2,-4,-2,-1,1,-2,5,-2,4
592,11,6,7,4,0,15,13,-1,2,4,9,5,6,10,5,-1,1,7,6,7,16,7,0
593,18,15,10,18,9,13,9,11,13,16,19,3,13,16,15,9,17,12,15,18,12,15,-5
594,5,13,2,15,12,4,-6,10,13,16,12,-2,16,0,14,15,15,3,14,8,-2,7,-4
595,-3,4,-5,3,1,-1,0,-1,5,5,-3,-4,5,-4,0,2,0,-7,1,-5,-2,-5,5
596,4,3,2,0,-6,6,5,-3,-1,-1,3,1,0,4,-2,-3,-4,3,1,-3,9,-1,9
597,13,7,3,13,4,1,-1,6,4,6,14,9,6,8,7,6,5,6,9,9,1,4,2
598,0,5,-7,11,1,-9,-10,6,3,5,6,6,1,-7,2,5,3,-7,0,0,-10,-5,-4
599,-11,-6,-10,-8,-10,-6,-9,-9,-7,-7,-9,0,-10,-11,-9,-7,-10,-13,-10,-12,-6,-13,1
600,-7,-7,-1,-13,-8,2,0,-5,-8,-7,-9,2,-9,-2,-11,-12,-9,-2,-11,-4,4,-8,6
601,9,1,2,3,-1,4,1,1,-4,0,7,5,-2,4,0,-1,1,4,1,1,2,0,-3
602,3,1,-2,8,3,1,3,1,1,4,5,0,2,1,2,4,1,2,2,0,0,1,-6
603,-17,2,2,-9,0,0,4,4,0,1,-14,-5,1,2,-1,1,0,2,1,-1,3,0,-3
604,-12,2,5,-20,2,4,2,5,-1,-1,-16,-4,0,4,-1,1,-1,2,0,-2,5,1,1
605,8,0,2,-5,6,2,2,6,0,4,1,-1,1,4,1,4,0,2,0,1,2,0,1
606,11,0,-3,10,6,-5,-2,4,2,1,10,-1,2,0,2,8,-1,2,2,0,-3,1,-1
607,0,-4,-5,3,-1,-8,-7,-3,-3,-1,2,-2,-2,-3,-2,1,-3,-5,-2,-4,-4,-4,-1
608,2,-7,-2,-5,-4,-1,-3,-3,-8,-7,-2,-4,-10,-1,-7,-2,-6,-7,-9,-7,-1,-5,4
609,21,-6,3,9,-2,5,7,-1,-7,-6,15,1,-6,5,-6,-1,-6,0,-3,0,6,0,4
610,21,4,5,22,8,4,6,9,5,6,23,6,5,11,5,5,2,10,5,8,3,10,-1
611,0,5,2,11,8,-1,-1,5,7,7,7,2,5,4,7,7,6,3,6,4,-1,7,-6
612,-13,0,1,-6,1,-1,0,0,2,0,-8,-5,-1,0,-1,1,0,-3,0,-1,-4,1,-8
613,-7,0,3,-12,3,2,4,0,1,-1,-8,-6,-2,2,-1,-1,-1,0,0,-1,1,1,-12
614,-5,4,1,-6,6,0,3,4,4,2,-5,-7,6,5,4,1,1,6,2,4,0,4,-13
615,-10,2,-5,-6,4,-2,-5,1,5,2,-9,-11,3,0,4,2,7,2,3,4,-5,3,-8
616,-8,-1,-6,-5,-1,-1,-5,-4,0,-4,-5,-11,-5,-8,-1,-1,-2,-2,-3,-4,-6,-2,2
617,-4,-2,-1,-1,-2,0,0,-6,1,-7,-1,-3,-6,-2,-4,-5,-5,-3,-6,-2,0,-3,7
618,-4,1,0,0,-1,3,-3,-3,3,-4,0,6,-4,-1,4,-1,1,5,-1,4,1,-1,3
619,5,3,0,3,2,0,-2,0,2,-2,5,6,2,0,4,1,0,4,1,3,-2,1,2
620,13,-1,-1,15,2,-2,0,2,2,-2,11,3,0,-4,1,2,3,2,3,0,-2,-2,5
621,6,1,0,13,-2,5,3,-1,-1,-2,9,2,0,0,-1,-3,0,3,-1,-1,1,-2,4
622,-3,2,5,3,2,9,6,0,1,-1,-2,2,1,8,4,0,2,5,3,4,7,3,6
623,3,7,4,0,4,4,3,6,9,3,-1,4,8,4,9,6,4,6,11,7,2,6,5
624,5,2,0,7,3,0,-1,5,6,4,9,4,7,-1,3,5,4,2,7,3,-1,1,3
625,-6,-1,-5,4,-3,-3,-7,1,1,-1,-1,1,-1,-5,0,-4,2,-2,0,-2,-4,-3,6
626,-7,-2,-8,-8,-5,-4,-9,-4,-3,-6,-9,2,-2,-7,-4,-5,-4,-8,-1,-7,-7,-8,-2
627,-1,-5,-11,-7,-6,-10,-12,-5,-5,-8,-6,3,-6,-10,-9,-6,-8,-9,-5,-11,-11,-10,-8
628,1,-10,-14,-3,-11,-6,-12,-10,-10,-10,1,-7,-11,-12,-8,-12,-11,-11,-10,-18,-9,-13,-10
629,2,-11,-8,1,-12,-2,-4,-13,-14,-13,0,-13,-11,-6,-10,-14,-11,-10,-12,-11,0,-10,-7
630,2,-1,3,2,-6,6,1,-3,-8,-5,0,-7,-4,1,-4,-6,-4,1,-4,-5,6,-2,-5
631,2,6,5,1,5,6,5,6,3,4,-1,-4,6,7,6,5,4,5,5,6,5,7,-4
632,2,9,-1,2,8,1,-2,5,7,10,-4,-5,5,4,8,4,7,5,6,6,3,5,4
633,-1,5,0,0,0,2,-2,1,4,4,0,1,1,0,8,4,5,2,4,3,-1,1,7
634,-6,3,2,-4,1,0,4,3,3,1,-4,11,1,5,2,2,2,1,2,3,2,0,3
635,-7,4,3,-6,1,3,1,4,3,2,-9,8,2,6,4,2,3,4,-1,3,0,2,-1
636,3,4,2,-3,2,5,1,0,5,3,0,2,1,3,5,4,3,4,1,5,3,1,0
637,7,3,3,6,2,1,-1,1,6,3,7,4,2,3,3,4,4,3,1,4,3,3,-6
638,5,2,2,7,5,0,2,2,5,4,4,1,0,3,1,5,0,4,0,0,2,3,-10
639,0,3,3,0,5,2,0,4,1,3,-1,-7,0,5,2,5,-1,6,-1,4,1,3,-6
640,2,3,-1,-2,3,-3,-6,3,0,6,1,-7,3,0,1,3,0,2,0,3,-7,0,-2
641,6,-6,-6,5,-1,-10,-8,-5,-4,-1,8,-2,-4,-9,-8,-1,-8,-4,-8,-3,-11,-10,-6
642,1,-12,-9,6,-7,-8,-6,-10,-12,-7,3,-3,-11,-8,-12,-10,-13,-6,-13,-7,-7,-10,-1
643,-5,-9,-5,-1,-7,-3,-4,-7,-11,-6,-3,-5,-5,-4,-7,-9,-8,-2,-10,-1,-5,-7,10
644,-4,-7,-6,-6,-3,-8,-5,-4,-9,-3,-1,4,-4,-2,-6,-5,-5,-3,-8,-2,-5,-5,17
645,0,-9,-5,0,-5,1,3,-4,-8,-6,2,14,-7,0,-6,-5,-8,-3,-9,-1,0,-2,12
646,3,-1,9,2,0,12,10,1,-5,-1,4,16,-2,9,0,-5,-1,8,-2,5,11,8,9
647,-3,7,11,0,10,11,8,12,5,8,1,9,6,12,8,5,9,11,8,13,9,13,17
648,1,7,6,-2,11,2,4,10,8,10,1,13,9,4,8,10,7,7,8,8,2,9,15
649,6,3,4,4,6,1,3,5,4,4,5,15,3,5,1,5,1,3,2,5,4,5,-2
650,3,5,1,8,5,3,2,3,2,4,7,4,1,4,2,4,3,5,4,6,2,5,-14
651,-2,3,-5,4,4,-7,-8,1,2,1,5,-11,1,0,0,4,4,0,2,0,-6,1,-8
652,-5,-4,-10,1,0,-9,-10,-6,-2,-7,0,-8,-5,-10,-4,-3,-4,-10,-5,-8,-8,-6,-4
653,-8,-6,-4,-4,-7,-3,-3,-10,-7,-11,-2,-1,-7,-7,-4,-8,-7,-5,-8,-7,-2,-5,-11
654,-13,-3,-1,-6,-3,-1,-1,-4,-4,-7,-6,-1,-4,-1,-1,-3,0,0,-3,-3,0,-1,-7
655,-16,-2,-3,-9,-3,-3,-4,-3,2,-4,-10,-7,-3,-4,5,1,0,-4,0,-5,-2,-3,3
656,-11,-3,-3,-10,-4,1,5,-5,-2,-6,-9,1,-4,-3,2,0,-4,-4,-3,-4,5,0,12
657,-3,5,9,-4,0,14,14,3,-2,0,1,11,1,11,6,1,3,10,6,5,19,6,9
658,3,15,17,5,11,18,14,14,12,10,10,13,11,19,16,12,17,16,17,15,18,14,9
659,3,18,9,9,15,7,8,19,16,18,6,10,15,12,19,18,20,14,18,15,10,13,8
660,1,11,9,4,8,11,9,12,11,10,3,8,13,8,12,10,14,12,10,7,12,9,3
661,1,9,16,2,6,17,14,10,7,9,2,8,10,18,10,9,11,17,10,13,18,10,-2
662,1,17,11,4,16,10,7,18,13,13,3,1,14,15,14,14,18,15,17,14,4,16,-3
663,5,9,-4,5,7,-9,-10,9,10,10,1,-1,11,-3,7,12,11,-1,8,2,-11,2,-5
664,2,-8,-14,4,-11,-11,-12,-5,-8,-4,-2,-2,-8,-11,-10,-7,-3,-13,-9,-11,-9,-10,-11
665,0,-14,-11,0,-13,-2,-6,-12,-15,-12,0,-7,-16,-2,-17,-15,-14,-12,-11,-12,-3,-11,-12
666,8,-3,-5,4,-4,-5,-7,-3,-8,-6,1,-14,-8,-1,-8,-6,-8,-7,-3,-6,-5,-5,-6
667,4,-4,-13,1,-3,-11,-13,2,-4,-1,-2,-10,-4,-6,-7,-6,-5,-8,-3,-8,-10,-6,5
668,-4,-12,-9,-8,-9,-5,-7,-6,-9,-8,-8,0,-12,-6,-12,-12,-12,-10,-12,-10,1,-12,7
669,-8,-8,4,-12,-5,7,5,-1,-8,-6,-11,6,-9,7,-8,-9,-9,-2,-5,-1,9,-2,8
670,-2,5,11,-9,6,10,9,11,5,5,-7,8,4,8,5,7,4,8,8,10,10,8,12
671,-6,9,9,-6,12,6,7,14,9,13,-7,11,12,9,10,11,8,9,9,13,10,8,20
672,-8,7,8,-9,10,9,8,11,7,9,-8,16,6,12,7,11,9,9,7,10,10,9,15
673,5,7,9,-1,10,5,5,8,8,8,2,16,7,9,6,12,8,8,8,10,6,6,4
674,11,6,3,10,10,0,0,7,8,11,9,9,6,4,6,10,7,5,6,8,1,6,-1
675,5,1,-2,8,2,-4,-6,0,2,4,8,2,-1,-2,3,5,2,-2,0,1,-3,-1,-4
676,3,-3,-3,3,-3,-5,-5,-7,-5,-1,3,-2,-5,-3,-2,-1,-2,-4,-5,-2,-5,-1,-9
677,4,-5,-7,4,-2,-11,-10,-7,-4,-3,2,-5,-7,-8,-4,-4,-3,-7,-4,-6,-11,-4,-16
678,0,-9,-11,0,-6,-14,-12,-13,-6,-8,2,-16,-9,-12,-10,-8,-8,-8,-12,-9,-10,-9,-15
679,-11,-12,-13,-5,-12,-8,-9,-14,-11,-11,-7,-20,-16,-10,-13,-11,-11,-12,-16,-11,-6,-11,-10
680,-10,-11,-6,-10,-13,-1,-4,-15,-11,-10,-7,-14,-14,-7,-12,-10,-12,-6,-14,-11,1,-10,-6
681,-4,-5,3,-1,-1,3,7,-5,-3,-3,0,-10,-3,1,-5,-3,-5,3,-5,-2,8,3,-5
682,-7,7,6,-2,4,8,7,4,7,8,0,-8,6,6,6,4,2,10,4,5,10,7,6
683,-4,6,9,-3,9,8,10,5,8,9,-4,-4,7,7,6,7,7,9,6,6,13,8,15
684,5,8,14,4,13,13,18,9,10,14,3,10,9,14,10,8,10,13,10,13,18,12,15
685,15,15,18,11,16,19,21,17,17,17,15,15,16,20,18,15,15,20,17,20,21,21,10
686,14,19,13,19,21,12,10,20,22,21,13,8,23,18,23,18,23,17,21,22,13,21,16
687,8,15,3,9,15,3,1,13,19,14,8,12,16,3,15,17,19,7,17,13,1,9,17
688,13,2,-1,9,3,2,-1,4,8,5,11,15,5,0,3,6,4,-3,8,5,-1,1,1
689,15,1,-4,16,2,-2,-2,-2,2,-1,12,10,2,-1,1,-3,2,-4,1,1,-4,2,-13
690,1,-1,-12,8,-3,-12,-19,-2,-3,-7,4,-10,-2,-9,0,-1,2,-12,0,-6,-15,-5,-11
691,-13,-11,-17,-9,-12,-17,-21,-10,-11,-16,-11,-16,-11,-20,-14,-12,-10,-21,-10,-16,-19,-15,-9
692,-7,-15,-16,-13,-19,-13,-11,-17,-16,-23,-13,-8,-19,-18,-18,-20,-19,-18,-17,-19,-11,-18,-17
693,-4,-10,-9,-2,-14,-5,-9,-15,-13,-19,-4,-9,-12,-7,-12,-16,-12,-11,-11,-12,-4,-13,-24
694,-9,-4,-9,-5,-10,-5,-11,-7,-8,-10,-7,-18,-7,-8,-2,-9,-6,-8,-2,-8,-7,-8,-7
695,-9,-6,-7,-10,-8,-3,-4,-8,-8,-10,-12,-14,-7,-9,-7,-7,-8,-8,-4,-12,-2,-8,10
696,-2,-2,2,-7,-5,11,9,-6,-6,-7,-6,6,-4,2,-4,-5,-3,3,-2,-2,10,-4,9
697,10,10,13,5,4,18,10,7,3,6,7,13,4,12,6,9,8,14,10,6,15,9,6
698,9,14,11,13,12,8,7,14,10,17,12,7,14,12,13,16,13,12,15,9,11,11,13
699,10,12,6,7,8,9,11,12,7,12,8,10,7,8,11,14,10,8,9,6,10,9,22
700,10,7,11,7,6,15,13,7,4,10,12,18,8,13,10,13,8,15,9,11,17,8,9
701,4,14,15,8,12,8,8,13,11,16,8,17,15,16,11,15,13,15,16,13,9,13,-5
702,0,14,0,2,12,-8,-11,12,13,14,2,-1,8,0,11,17,13,5,9,5,-10,4,-6
703,-4,-6,-13,-2,-3,-16,-13,-6,0,2,-1,-8,-5,-15,-7,-1,-5,-12,-8,-9,-13,-11,-4
704,-7,-15,-11,-7,-16,-12,-9,-13,-12,-14,-7,-4,-19,-11,-14,-13,-17,-10,-14,-12,-8,-14,-8
