,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
565,-16,-11,17,15,-15,-10,14,-4,17,17,5,-12,-14,-18,-9,15,-16,-18,-15
566,-11,-3,23,13,-10,-4,18,0,19,11,9,-7,-10,-10,-2,20,-11,-14,-7
567,-5,4,26,12,-6,0,20,6,21,9,14,1,-4,-4,4,21,-5,-10,-2
568,2,8,27,6,1,6,21,10,22,9,21,8,1,3,8,21,1,-5,6
569,10,14,22,1,6,14,21,16,21,3,27,13,9,8,16,20,10,0,13
570,16,20,20,0,12,21,23,22,20,0,29,20,14,16,21,21,13,7,18
571,20,26,17,-5,19,22,20,25,16,-2,29,24,19,21,26,20,19,14,25
572,24,28,13,-8,23,28,14,31,14,-5,30,28,23,24,29,19,24,19,29
573,27,30,11,-12,27,31,13,32,11,-7,30,30,28,28,32,14,28,22,30
574,27,33,6,-11,30,31,9,34,6,-10,27,32,29,31,31,11,29,26,31
575,30,33,1,-15,29,30,7,32,1,-13,21,30,30,30,31,5,32,30,33
576,31,30,-5,-14,29,29,2,31,-5,-13,14,31,30,32,28,0,32,30,33
577,28,30,-11,-14,29,28,-4,29,-7,-12,11,30,28,32,26,-3,30,30,31
578,26,24,-14,-14,26,23,-9,25,-12,-14,5,27,27,30,24,-8,29,28,28
579,25,21,-17,-10,26,21,-14,18,-18,-12,-3,22,22,24,20,-13,25,27,23
580,19,13,-20,-9,21,15,-17,14,-20,-10,-8,18,19,20,14,-18,23,24,18
581,15,9,-23,-7,16,9,-20,5,-21,-10,-15,11,13,14,6,-23,17,20,13
582,11,0,-25,-2,8,2,-24,1,-22,-4,-20,7,9,9,0,-22,12,19,7
583,4,-4,-24,3,2,-4,-25,-7,-22,1,-23,0,5,2,-7,-24,4,11,-1
584,-2,-9,-23,5,-2,-9,-24,-11,-22,5,-26,-8,0,-4,-14,-24,-3,6,-5
585,-9,-14,-18,9,-8,-13,-21,-16,-21,7,-26,-12,-4,-9,-18,-21,-7,1,-13
586,-14,-19,-18,14,-15,-19,-18,-20,-16,11,-26,-17,-12,-15,-20,-20,-11,-6,-16
587,-17,-21,-10,16,-20,-24,-16,-25,-12,15,-26,-20,-16,-17,-21,-15,-16,-11,-21
588,-20,-24,-6,18,-22,-25,-10,-25,-6,17,-22,-25,-19,-19,-24,-12,-22,-19,-22
589,-21,-25,-4,23,-25,-25,-3,-25,-2,19,-17,-25,-23,-21,-26,-7,-26,-23,-25
590,-23,-24,0,24,-28,-26,0,-25,1,22,-12,-26,-25,-25,-26,-4,-27,-25,-26
591,-24,-23,5,23,-26,-26,3,-25,7,26,-8,-27,-26,-26,-25,0,-27,-27,-25
592,-26,-22,12,25,-23,-23,8,-23,12,23,-2,-24,-24,-24,-21,7,-26,-28,-24
593,-23,-20,13,23,-24,-19,12,-23,15,22,1,-22,-24,-21,-17,10,-25,-26,-22
594,-21,-14,15,20,-18,-15,15,-16,15,19,5,-20,-21,-18,-12,13,-20,-23,-20
595,-16,-8,16,18,-14,-9,17,-11,16,16,12,-14,-16,-13,-5,17,-20,-20,-14
596,-11,-2,17,12,-10,-2,18,-6,18,15,16,-10,-11,-7,-1,22,-14,-13,-8
597,-6,1,16,7,-2,3,18,0,15,11,22,-3,-6,-2,6,20,-9,-10,-3
598,0,7,13,2,3,9,16,6,13,5,24,2,1,2,10,19,-2,-4,2
599,4,14,12,-6,6,14,15,12,14,1,25,8,5,7,15,15,5,1,7
600,9,18,8,-9,12,19,14,18,10,-8,24,15,13,11,19,13,11,7,15
601,14,18,3,-16,16,22,11,21,7,-13,22,19,17,18,20,8,16,12,17
602,17,23,1,-19,20,28,5,24,3,-19,20,22,20,19,23,5,19,14,21
603,21,23,-2,-23,22,27,1,25,1,-24,16,23,23,22,24,0,23,21,25
604,24,26,-4,-24,25,26,-3,26,-5,-28,11,26,24,24,24,-4,25,26,26
605,24,25,-9,-26,23,25,-8,26,-9,-28,7,24,24,24,22,-7,25,24,26
606,24,21,-10,-27,21,23,-8,23,-11,-29,4,24,24,23,19,-12,24,22,25
607,20,19,-16,-26,21,19,-11,17,-17,-27,-3,19,22,22,11,-11,24,21,22
608,16,15,-13,-25,16,12,-15,14,-16,-27,-9,16,17,17,5,-15,21,20,16
609,14,9,-14,-19,9,7,-17,9,-15,-23,-14,10,11,15,3,-15,14,15,11
610,11,4,-15,-13,7,2,-15,3,-14,-16,-19,3,7,8,-2,-17,10,10,6
611,4,-3,-16,-8,2,-5,-14,-3,-15,-12,-21,-1,-1,2,-10,-15,4,6,-1
612,-2,-10,-16,-6,-6,-12,-13,-10,-15,-9,-24,-7,-5,-4,-13,-15,-3,-1,-6
613,-8,-16,-12,0,-12,-18,-15,-14,-13,-1,-27,-11,-8,-9,-16,-16,-7,-6,-9
614,-13,-20,-10,7,-16,-20,-12,-18,-11,5,-29,-18,-17,-14,-21,-11,-11,-10,-15
615,-15,-25,-7,11,-20,-23,-8,-25,-5,10,-27,-22,-20,-18,-25,-9,-20,-16,-19
616,-20,-27,-3,16,-22,-28,-7,-28,-1,15,-24,-23,-23,-21,-26,-5,-23,-17,-23
617,-21,-28,1,21,-24,-28,-4,-28,1,17,-22,-25,-26,-21,-28,-2,-27,-20,-24
618,-23,-26,4,22,-26,-28,0,-30,3,21,-18,-26,-26,-23,-26,0,-26,-24,-27
619,-24,-28,7,20,-26,-26,7,-28,8,23,-13,-26,-26,-25,-24,5,-26,-26,-26
620,-24,-24,11,20,-25,-25,7,-22,9,21,-8,-25,-26,-26,-21,9,-27,-23,-24
621,-21,-22,10,19,-23,-21,10,-21,14,18,0,-22,-24,-23,-18,12,-23,-24,-20
622,-20,-18,13,15,-18,-19,14,-17,16,17,8,-16,-19,-19,-13,13,-17,-20,-17
623,-17,-12,18,10,-16,-12,15,-10,18,14,14,-12,-16,-15,-7,15,-15,-15,-11
624,-12,-8,19,5,-9,-6,18,-3,19,9,21,-7,-9,-11,-2,16,-10,-12,-5
625,-7,-1,20,2,-3,-3,21,1,20,6,25,-2,-3,-3,1,19,-6,-10,1
626,-2,5,20,-5,-1,4,19,5,21,3,28,3,1,0,8,17,0,-5,3
627,4,11,21,-9,4,9,21,12,20,0,29,8,7,6,14,19,6,1,9
628,7,16,17,-13,9,13,21,16,15,-6,31,15,11,13,17,19,12,7,11
629,14,20,15,-16,14,18,15,20,15,-11,31,19,16,15,19,17,18,9,16
630,18,20,13,-21,21,21,12,23,11,-12,30,20,20,17,21,13,22,13,18
631,20,24,10,-22,20,23,9,24,7,-14,25,21,23,21,21,12,23,18,19
632,22,24,6,-22,22,23,9,26,1,-18,20,23,23,22,22,10,25,20,20
633,22,25,2,-22,22,22,5,26,-5,-17,16,22,21,21,22,4,24,22,20
634,20,23,-4,-20,19,22,-1,24,-7,-15,11,19,21,22,21,-1,22,20,20
635,19,22,-11,-18,22,18,-6,20,-10,-17,5,17,22,20,19,-3,22,20,18
636,18,16,-14,-17,19,18,-9,18,-14,-16,0,15,18,20,15,-7,18,18,17
637,16,12,-16,-12,14,13,-14,11,-17,-14,-7,12,16,13,9,-10,15,15,14
638,8,7,-16,-10,13,8,-16,8,-19,-12,-9,7,10,10,5,-15,10,11,10
639,3,5,-20,-5,8,5,-17,1,-21,-7,-16,3,5,5,0,-18,5,10,4
640,1,2,-19,-1,1,-1,-19,-3,-18,-3,-19,1,1,1,-4,-18,0,5,1
641,-3,-4,-18,4,-2,-5,-20,-8,-18,0,-21,-6,-1,-2,-8,-17,-5,1,-4
642,-10,-8,-17,10,-7,-11,-19,-14,-15,4,-21,-8,-7,-8,-13,-16,-7,-5,-7
643,-15,-12,-14,12,-12,-17,-16,-20,-15,8,-23,-11,-12,-14,-18,-15,-11,-11,-13
644,-15,-17,-11,15,-17,-19,-12,-23,-10,10,-23,-14,-16,-17,-22,-10,-14,-14,-17
645,-19,-20,-2,18,-19,-22,-7,-25,-5,14,-21,-18,-19,-20,-22,-8,-19,-18,-18
646,-19,-21,-1,22,-20,-22,-3,-27,0,16,-21,-19,-20,-20,-23,-3,-21,-21,-20
647,-20,-22,4,24,-22,-22,2,-28,3,21,-19,-18,-19,-21,-21,1,-22,-22,-24
648,-20,-22,11,23,-20,-22,6,-24,10,21,-13,-18,-19,-20,-18,9,-23,-23,-21
649,-20,-21,13,23,-18,-17,11,-18,15,19,-5,-15,-18,-17,-16,14,-23,-21,-19
650,-15,-16,21,22,-16,-15,15,-17,16,23,0,-14,-15,-15,-12,16,-20,-20,-16
651,-13,-12,23,22,-12,-10,18,-10,22,20,5,-8,-11,-10,-7,18,-15,-16,-13
652,-7,-3,25,18,-7,-5,21,-4,23,20,9,-7,-9,-7,-2,20,-9,-12,-9
653,-6,1,23,16,-1,0,23,2,25,15,14,-3,-3,0,4,23,-5,-8,-3
654,3,7,23,9,6,7,24,7,23,13,18,5,3,6,12,23,0,-2,3
655,9,13,24,5,10,12,21,14,24,9,21,12,8,9,19,19,6,4,8
656,14,19,20,0,16,19,21,21,21,4,25,17,15,15,22,17,11,9,15
657,18,22,16,-3,20,24,16,26,18,-2,27,22,19,20,27,16,15,15,21
658,23,25,14,-12,25,27,11,26,13,-5,26,26,25,23,31,10,20,20,25
659,27,27,7,-14,27,29,8,28,7,-12,24,26,29,27,30,7,24,23,28
660,28,28,1,-17,30,30,3,30,2,-12,20,28,30,28,31,0,27,27,28
661,29,30,-7,-17,30,30,-5,30,-6,-15,17,30,32,29,30,-4,31,29,28
662,28,27,-13,-21,28,28,-10,27,-13,-16,11,28,32,28,28,-13,30,29,27
663,25,23,-19,-20,25,25,-14,25,-18,-18,7,25,28,25,23,-18,29,29,26
664,23,19,-24,-19,22,21,-20,21,-23,-18,2,21,24,20,18,-21,26,25,23
665,15,14,-29,-17,16,13,-25,15,-27,-16,-5,17,22,16,13,-24,21,22,15
666,12,9,-31,-16,12,7,-28,9,-30,-15,-9,12,17,13,6,-29,18,17,11
667,6,3,-34,-13,4,3,-29,4,-32,-14,-14,5,10,7,-1,-31,12,12,7
668,0,-4,-32,-10,0,-4,-31,-3,-33,-9,-21,-2,7,2,-7,-31,7,7,2
669,-6,-10,-29,-8,-4,-10,-31,-11,-31,-5,-25,-8,0,-5,-12,-29,1,1,-5
670,-12,-14,-29,1,-13,-14,-31,-16,-27,0,-25,-15,-9,-11,-18,-27,-8,-5,-10
671,-18,-22,-23,4,-18,-21,-28,-23,-26,6,-28,-17,-16,-18,-22,-24,-13,-12,-18
672,-22,-26,-15,10,-22,-26,-20,-26,-19,9,-29,-19,-21,-22,-25,-20,-19,-20,-20
673,-26,-30,-12,12,-25,-27,-13,-27,-10,13,-28,-24,-26,-24,-28,-15,-25,-20,-23
674,-28,-30,-3,19,-29,-28,-8,-29,-5,17,-22,-27,-26,-26,-27,-8,-27,-22,-27
675,-30,-30,2,21,-30,-31,-3,-29,3,18,-21,-29,-28,-26,-26,-1,-29,-23,-28
676,-32,-30,8,22,-29,-28,5,-31,12,21,-17,-28,-31,-27,-26,4,-27,-24,-28
677,-29,-29,16,23,-28,-25,11,-26,16,22,-11,-25,-32,-26,-26,9,-28,-24,-26
678,-25,-27,21,20,-24,-23,16,-25,20,21,-4,-23,-29,-23,-21,18,-26,-22,-23
679,-23,-22,25,19,-22,-17,22,-21,25,20,1,-19,-25,-19,-15,20,-24,-21,-19
680,-18,-15,27,16,-18,-14,26,-15,29,17,7,-12,-19,-13,-11,26,-23,-17,-16
681,-13,-8,28,12,-12,-7,28,-8,30,13,13,-8,-16,-10,-3,29,-16,-14,-11
682,-7,-3,29,10,-3,-3,33,-2,30,8,14,-3,-11,-6,1,32,-9,-10,-5
683,1,1,29,2,-1,2,32,2,28,4,19,3,-3,-1,5,33,-6,-3,-2
684,6,9,27,-3,6,10,28,9,27,-3,21,7,3,4,13,30,1,0,3
685,11,13,21,-9,12,13,27,15,22,-8,25,15,10,11,18,28,7,5,9
686,16,19,16,-16,18,18,20,20,17,-12,23,18,16,16,21,21,12,10,16
687,21,23,12,-22,21,22,18,22,9,-17,24,22,19,19,23,14,16,13,19
688,23,25,4,-25,25,23,8,24,4,-24,23,23,23,22,24,10,20,18,24
689,27,27,-2,-28,25,25,4,25,-2,-24,21,22,25,23,25,6,23,23,25
690,29,28,-8,-32,27,24,-4,25,-9,-26,16,25,28,23,24,0,27,25,23
691,26,25,-16,-31,26,23,-12,24,-14,-29,10,24,27,22,25,-7,26,24,26
692,25,21,-21,-29,23,19,-16,19,-21,-29,8,18,24,22,18,-12,23,25,21
693,17,19,-25,-27,18,15,-20,15,-25,-27,4,15,21,17,16,-18,22,21,20
694,16,10,-28,-24,14,12,-26,12,-24,-23,-3,13,16,14,12,-21,19,18,15
695,9,6,-27,-20,8,6,-28,5,-25,-23,-7,4,11,11,5,-25,13,15,11
696,2,-1,-27,-13,5,2,-24,-2,-26,-16,-12,-3,5,5,-3,-25,9,10,5
697,-4,-7,-24,-8,-3,-6,-24,-9,-24,-8,-17,-6,1,-2,-10,-25,2,4,-2
698,-10,-12,-21,-2,-9,-11,-24,-14,-20,-2,-17,-13,-5,-8,-12,-26,-6,-2,-5
699,-16,-17,-17,7,-17,-19,-18,-17,-14,3,-19,-19,-11,-15,-18,-22,-11,-9,-11
700,-22,-23,-11,12,-22,-23,-13,-24,-10,11,-20,-21,-18,-20,-26,-16,-17,-15,-17
701,-27,-29,-4,17,-26,-30,-6,-27,-4,16,-22,-23,-25,-24,-31,-9,-21,-23,-23
702,-28,-29,4,23,-28,-30,1,-29,3,22,-20,-28,-27,-27,-31,-4,-24,-27,-26
703,-30,-29,13,29,-30,-30,9,-29,8,26,-19,-28,-31,-29,-31,3,-28,-27,-27
704,-30,-29,16,30,-32,-31,13,-29,15,27,-14,-27,-29,-29,-28,12,-28,-32,-27
705,-28,-29,22,32,-31,-29,20,-25,22,31,-10,-25,-30,-26,-26,20,-27,-32,-28
706,-28,-24,30,33,-27,-23,24,-19,26,26,-7,-21,-28,-24,-21,24,-26,-29,-23
707,-24,-15,30,31,-25,-21,27,-13,28,24,-1,-17,-24,-19,-18,28,-24,-27,-19
708,-16,-11,32,27,-18,-14,29,-9,30,24,6,-9,-18,-16,-10,28,-18,-25,-15
709,-8,-5,29,19,-9,-8,31,-2,30,19,12,-5,-11,-11,-4,31,-14,-17,-10
710,-1,1,28,13,-1,0,30,6,26,16,18,3,-9,-3,4,28,-6,-10,-3
711,8,9,23,7,6,7,26,13,21,8,22,7,1,6,12,23,-2,-3,7
712,17,16,19,-1,11,14,20,20,21,1,25,16,7,12,17,22,7,3,13
713,22,22,11,-11,18,23,19,25,15,-4,29,23,15,19,23,16,13,10,18
714,26,28,5,-16,26,29,13,30,6,-9,30,26,19,25,28,11,17,18,26
715,28,29,-2,-21,30,32,5,31,3,-16,30,32,26,29,31,2,21,23,26
716,31,33,-7,-27,32,34,-2,33,-2,-20,32,35,29,33,34,-6,28,28,30
717,31,35,-14,-30,37,36,-6,34,-8,-24,31,34,32,35,35,-9,32,35,33
718,31,34,-19,-29,37,34,-12,33,-17,-23,26,32,33,35,33,-16,34,34,33
719,31,31,-23,-30,36,33,-19,31,-24,-25,19,30,37,33,30,-22,29,35,32
720,29,30,-26,-28,32,28,-23,30,-25,-24,12,27,33,31,27,-26,31,34,32
721,25,24,-25,-23,31,24,-23,21,-29,-21,6,23,30,26,21,-27,30,32,30
722,21,18,-27,-20,26,18,-26,19,-30,-16,-3,20,27,20,15,-29,29,31,25
723,16,12,-24,-12,18,12,-27,12,-31,-9,-9,12,22,13,9,-30,27,26,19
724,7,6,-25,-3,10,9,-27,5,-29,-3,-16,6,17,9,6,-25,21,20,12
725,1,1,-22,2,4,1,-24,0,-26,0,-20,4,11,3,-1,-21,14,14,5
726,-5,-5,-14,9,-1,-6,-20,-6,-23,9,-28,-6,4,-4,-7,-20,6,5,-3
727,-10,-11,-9,15,-8,-11,-17,-13,-20,16,-31,-11,-7,-11,-14,-14,-1,-1,-10
728,-16,-16,-6,21,-13,-17,-13,-19,-11,22,-33,-16,-11,-14,-19,-9,-5,-7,-13
729,-21,-21,1,27,-19,-20,-5,-22,-4,26,-35,-21,-16,-18,-21,-5,-13,-11,-20
730,-26,-26,5,31,-27,-26,2,-26,0,29,-35,-24,-20,-23,-25,2,-19,-20,-25
731,-28,-26,11,32,-31,-27,7,-31,9,31,-31,-26,-22,-26,-27,7,-24,-23,-26
732,-29,-27,16,31,-32,-28,11,-33,13,27,-28,-28,-26,-28,-29,14,-28,-27,-24
733,-29,-25,19,30,-34,-29,15,-31,19,26,-22,-28,-26,-29,-27,17,-28,-30,-26
734,-29,-27,24,26,-31,-28,19,-32,23,23,-18,-27,-28,-29,-26,22,-30,-32,-28
735,-29,-23,24,21,-29,-25,23,-28,25,19,-9,-23,-28,-28,-23,25,-27,-32,-26
736,-26,-20,22,16,-24,-22,24,-25,25,14,-2,-22,-25,-25,-22,24,-26,-26,-23
737,-22,-15,21,8,-23,-18,23,-18,27,10,5,-17,-23,-21,-15,22,-20,-26,-19
738,-17,-10,21,3,-19,-11,20,-13,24,3,10,-13,-19,-17,-9,22,-19,-23,-13
739,-12,-4,17,-5,-10,-5,18,-4,21,-3,13,-7,-12,-8,-6,22,-12,-19,-9
740,-1,5,14,-12,-4,1,15,3,17,-9,21,3,-5,-1,3,16,-7,-11,-1
741,4,9,10,-19,4,8,13,9,12,-13,27,7,1,7,11,12,0,-4,5
742,11,14,5,-22,10,16,6,17,6,-22,28,13,7,16,18,7,6,5,10
743,17,21,-1,-24,19,21,1,25,1,-26,29,22,14,20,24,3,13,14,19
744,22,28,-7,-26,24,26,-5,30,-6,-30,28,29,25,28,27,-4,20,17,23
745,30,32,-9,-26,29,33,-11,36,-10,-29,28,32,27,29,32,-8,24,23,29
746,33,32,-15,-27,35,35,-15,40,-16,-28,24,37,31,35,33,-13,28,29,31
747,36,34,-19,-25,38,36,-19,37,-21,-25,20,38,35,37,34,-20,31,33,34
748,36,35,-21,-21,39,35,-21,38,-22,-23,15,37,36,36,35,-23,33,35,32
749,35,33,-21,-18,38,33,-24,34,-26,-19,12,34,37,34,32,-25,33,38,30
750,31,27,-21,-12,33,28,-28,30,-24,-13,5,28,31,32,28,-27,30,37,30
751,27,20,-21,-7,27,22,-28,23,-25,-6,-4,24,28,26,21,-28,27,32,24
752,22,15,-22,-3,22,14,-26,15,-25,1,-9,19,23,20,14,-28,21,28,19
753,14,8,-21,3,15,6,-25,7,-20,6,-18,8,17,12,5,-26,15,22,11
754,4,-2,-19,12,6,-2,-22,-2,-16,11,-22,1,12,4,-4,-23,10,15,4
755,-3,-10,-15,14,-4,-11,-16,-15,-12,16,-28,-6,3,-7,-13,-18,0,7,-6
756,-11,-19,-9,18,-12,-18,-11,-21,-5,20,-28,-16,-6,-16,-19,-14,-9,-1,-14
757,-21,-27,-3,22,-20,-28,-6,-28,-1,23,-29,-25,-16,-23,-29,-9,-16,-10,-22
758,-27,-32,2,24,-30,-35,1,-34,4,27,-33,-31,-22,-30,-36,-1,-24,-20,-28
759,-33,-38,9,24,-36,-38,8,-38,11,24,-29,-36,-28,-37,-40,5,-30,-27,-34
760,-40,-41,14,22,-40,-40,12,-43,16,22,-25,-40,-35,-38,-41,12,-35,-33,-37
761,-42,-41,17,19,-41,-40,18,-43,19,21,-20,-43,-39,-42,-41,17,-38,-38,-40
762,-44,-40,24,17,-43,-43,23,-38,24,18,-14,-44,-41,-43,-40,22,-39,-43,-39
763,-43,-39,28,13,-43,-39,27,-36,27,13,-7,-39,-43,-41,-34,28,-40,-44,-37
764,-40,-34,30,10,-40,-34,28,-32,29,7,1,-34,-39,-37,-31,31,-37,-42,-38
765,-35,-27,31,6,-35,-30,30,-25,29,3,7,-27,-35,-33,-26,31,-37,-40,-31
766,-27,-21,30,-4,-31,-23,28,-18,30,-1,15,-21,-30,-28,-16,33,-31,-34,-25
767,-20,-11,30,-9,-22,-13,29,-9,29,-7,22,-15,-21,-21,-10,32,-25,-26,-17
768,-13,-2,27,-14,-11,-4,26,-3,23,-11,26,-7,-14,-10,-3,31,-16,-22,-6
769,-4,5,23,-19,-4,3,24,3,21,-16,32,2,-6,-2,3,27,-7,-13,-1
770,4,13,19,-22,5,14,19,11,19,-19,35,11,1,7,13,25,1,-4,7
771,11,19,13,-25,12,19,19,20,16,-26,37,18,8,14,21,20,10,6,16
772,20,26,6,-27,19,24,11,25,9,-26,38,23,17,21,27,12,16,14,21
773,29,30,1,-27,27,28,4,25,4,-26,35,30,22,27,30,7,20,22,27
774,32,33,-6,-30,31,32,-1,32,-3,-27,32,33,26,32,35,1,25,25,31
775,36,36,-12,-28,32,33,-3,34,-7,-26,25,33,29,34,35,-7,28,29,33
776,37,34,-18,-25,33,32,-10,32,-11,-21,21,34,31,36,32,-12,33,31,32
777,36,31,-20,-24,33,28,-13,30,-17,-19,15,33,30,36,31,-17,33,32,31
778,33,26,-23,-18,33,27,-20,24,-21,-15,10,28,32,34,29,-22,31,32,28
779,26,23,-26,-10,30,22,-22,18,-24,-9,3,25,28,29,22,-23,29,28,26
780,22,18,-28,-1,25,15,-25,14,-23,-2,-5,18,25,23,16,-25,26,25,21
781,14,13,-25,5,18,11,-27,8,-23,6,-10,10,18,16,9,-24,19,20,15
782,9,5,-25,13,12,3,-24,0,-24,10,-17,5,12,13,2,-25,15,15,7
783,3,-3,-22,17,5,-4,-22,-6,-23,15,-24,1,10,5,-4,-22,8,10,1
784,-2,-9,-17,21,-3,-12,-19,-11,-19,23,-25,-8,-1,-2,-10,-18,0,2,-7
785,-8,-15,-13,26,-9,-16,-16,-16,-13,27,-27,-13,-7,-9,-16,-14,-4,-4,-11
786,-15,-20,-8,31,-12,-19,-11,-21,-10,27,-31,-18,-10,-13,-22,-7,-12,-8,-17
787,-21,-21,-2,29,-20,-24,-8,-23,-3,29,-31,-23,-15,-20,-23,-3,-16,-15,-20
788,-24,-27,3,28,-24,-23,-6,-26,1,30,-32,-27,-19,-23,-24,3,-20,-18,-26
789,-25,-26,9,30,-26,-24,1,-24,7,29,-27,-27,-22,-25,-23,8,-25,-21,-26
790,-27,-25,13,31,-30,-24,7,-26,11,29,-25,-28,-24,-26,-26,11,-26,-25,-25
791,-25,-23,16,28,-28,-20,13,-24,15,26,-18,-25,-24,-25,-22,15,-26,-25,-24
792,-24,-20,20,24,-24,-20,18,-21,19,22,-14,-24,-25,-24,-18,17,-23,-24,-22
793,-20,-15,22,20,-21,-17,21,-15,22,17,-4,-21,-22,-21,-13,18,-23,-21,-19
794,-16,-12,22,19,-19,-12,24,-11,21,14,0,-13,-16,-16,-9,20,-19,-21,-14
795,-10,-5,22,12,-14,-5,24,-2,24,8,7,-7,-12,-11,-3,21,-12,-17,-7
796,-5,3,22,5,-8,1,23,7,23,-1,14,-1,-6,-4,4,21,-6,-13,-2
797,0,10,19,-2,1,9,22,13,19,-4,21,6,-2,2,11,20,2,-5,4
798,8,14,15,-9,7,16,18,15,15,-11,29,13,7,8,18,15,9,2,11
799,14,19,12,-16,14,22,12,21,11,-17,30,18,14,13,22,11,13,9,17
800,19,25,4,-20,20,24,10,27,6,-19,34,24,20,19,25,8,19,13,20
801,23,28,-1,-23,23,28,4,28,-4,-22,37,28,26,25,27,2,24,19,25
802,28,30,-5,-26,27,31,-2,32,-8,-23,38,29,27,26,29,-4,26,24,29
803,30,30,-9,-30,27,32,-5,32,-12,-24,36,31,28,31,31,-8,29,27,32
804,31,31,-15,-29,29,32,-12,31,-16,-24,32,30,29,30,27,-9,31,29,30
805,32,27,-18,-30,29,28,-18,27,-20,-25,24,29,29,29,24,-18,32,29,30
806,30,23,-22,-26,24,24,-20,24,-24,-23,19,27,30,29,20,-21,30,29,26
807,28,20,-24,-23,24,19,-24,21,-26,-18,12,20,25,23,17,-23,25,28,23
808,20,13,-25,-20,18,14,-27,12,-27,-13,3,17,21,20,10,-24,22,22,19
809,15,4,-24,-15,11,4,-27,4,-27,-10,-4,11,15,13,5,-25,16,18,13
810,10,0,-25,-6,5,0,-24,-1,-24,-6,-12,3,8,7,-2,-25,8,12,4
811,2,-9,-20,4,-1,-8,-23,-9,-21,1,-22,-5,0,2,-8,-22,2,9,-2
812,-7,-13,-17,5,-4,-14,-21,-14,-18,7,-29,-10,-3,-7,-15,-21,-4,1,-6
813,-12,-17,-14,13,-12,-17,-19,-17,-13,12,-35,-15,-10,-12,-19,-17,-11,-7,-11
814,-18,-20,-8,19,-17,-21,-15,-22,-10,17,-40,-19,-15,-16,-21,-14,-15,-12,-15
815,-24,-23,-3,22,-21,-24,-6,-23,-6,22,-45,-25,-20,-19,-25,-10,-18,-16,-20
816,-25,-24,1,26,-24,-26,1,-23,-2,25,-45,-25,-22,-23,-23,-4,-21,-21,-19
817,-25,-24,9,26,-25,-27,3,-25,2,25,-42,-26,-24,-28,-23,2,-23,-21,-21
818,-27,-25,12,28,-26,-26,9,-26,4,24,-40,-26,-24,-27,-21,9,-22,-21,-20
819,-28,-24,15,28,-23,-22,16,-25,10,25,-38,-25,-22,-26,-19,13,-21,-25,-23
820,-26,-21,18,25,-21,-18,19,-19,16,23,-30,-21,-19,-26,-16,15,-21,-23,-22
821,-22,-17,21,21,-19,-17,21,-17,17,19,-23,-17,-18,-21,-12,18,-20,-23,-22
822,-18,-12,22,17,-15,-12,23,-13,17,12,-16,-13,-15,-15,-7,19,-18,-19,-17
823,-12,-6,19,10,-12,-8,23,-8,20,7,-5,-9,-12,-10,-2,19,-12,-15,-13
824,-10,1,22,3,-7,-1,22,-3,20,-1,4,-4,-7,-6,3,19,-9,-11,-9
825,-6,7,19,-3,-3,2,18,0,20,-4,13,3,-1,-2,8,18,-3,-8,-2
826,1,11,17,-9,2,7,17,6,16,-9,20,6,1,2,8,16,0,-3,2
827,3,15,13,-16,6,10,15,12,12,-15,23,10,8,9,12,14,5,1,6
828,9,17,10,-20,11,15,13,15,11,-21,30,15,11,11,15,12,8,8,11
829,11,18,4,-23,14,17,7,16,7,-23,33,18,12,14,19,7,12,10,13
830,14,17,0,-28,14,17,2,18,1,-26,35,20,15,16,19,5,15,15,15
831,14,18,-4,-29,16,18,-1,19,-3,-26,35,18,16,18,19,0,17,17,19
832,16,19,-10,-30,17,20,-8,19,-8,-28,32,20,16,19,18,-3,17,17,20
833,15,18,-16,-28,18,17,-11,19,-13,-28,32,21,17,17,17,-7,19,17,21
834,15,14,-17,-25,18,17,-15,18,-14,-25,25,18,18,15,16,-14,18,16,18
835,13,13,-19,-21,15,16,-17,16,-17,-23,20,18,15,16,13,-14,18,17,16
836,11,11,-21,-17,13,10,-16,13,-20,-18,14,13,14,13,10,-16,14,15,13
837,9,7,-21,-12,9,7,-17,9,-22,-11,6,10,14,11,6,-19,11,12,9
838,8,3,-18,-6,5,3,-19,5,-20,-6,0,7,6,6,0,-19,10,8,7
839,3,0,-13,2,3,-2,-17,3,-17,-1,-7,1,5,4,-2,-18,8,7,2
840,-1,-5,-12,4,1,-7,-13,-3,-16,4,-13,-2,0,1,-5,-16,1,3,0
841,-3,-9,-8,12,-4,-8,-10,-5,-10,9,-18,-5,-3,-3,-8,-13,-3,2,-4
842,-5,-11,-2,15,-7,-12,-10,-11,-4,14,-22,-9,-7,-8,-12,-11,-8,-5,-10
843,-10,-14,5,18,-10,-15,-4,-15,3,16,-23,-14,-9,-13,-15,-3,-10,-8,-12
844,-13,-15,7,25,-14,-16,3,-17,6,22,-24,-17,-13,-14,-18,0,-13,-9,-16
845,-17,-19,12,25,-17,-18,7,-19,13,25,-24,-18,-15,-16,-18,9,-19,-14,-20
846,-19,-19,18,24,-16,-21,13,-22,18,25,-23,-20,-20,-18,-22,14,-21,-16,-20
847,-20,-22,20,25,-19,-23,19,-23,23,25,-21,-21,-18,-21,-23,17,-20,-17,-23
