,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
701,31,4,-4,-8,-9,7,24,19,-22,31,-12,-2,0,10,14,13,18,6,30,29,20,3,35,32,7,9,33,5,25,33,32
702,3,-19,-20,-22,-23,-20,-7,-11,-21,14,-14,-9,0,-9,-1,7,5,33,44,42,40,2,23,15,18,18,26,18,34,27,24
703,-25,-29,-28,-28,-25,-30,-31,-31,-20,-2,-12,-12,-3,-22,-16,-9,-12,38,25,24,32,3,1,-8,22,23,9,24,21,10,6
704,-37,-25,-24,-19,-16,-26,-34,-34,-18,-19,-9,-8,-2,-20,-18,-18,-18,22,-5,-9,5,4,-16,-22,4,7,-9,14,-3,-11,-16
705,-29,-7,-4,4,3,-14,-22,-16,-17,-36,-10,5,-4,-6,-11,-14,-12,-4,-29,-33,-21,0,-18,-18,-17,-17,-26,-10,-19,-28,-30
706,-2,18,22,27,31,13,6,14,-14,-50,-7,15,-6,11,-3,-5,1,-31,-40,-38,-43,2,-9,-7,-28,-30,-29,-26,-18,-26,-24
707,27,40,37,32,38,35,34,36,-16,-66,-5,20,-7,28,4,2,16,-43,-32,-29,-42,0,5,4,-19,-19,-8,-19,-10,-7,1
708,41,33,23,7,17,33,40,37,-16,-79,-6,13,-7,26,16,14,26,-33,-9,-6,-14,1,9,14,-3,0,20,-4,-4,22,26
709,30,-1,-12,-25,-17,0,21,16,-15,-95,-2,2,-9,10,17,24,19,3,19,19,28,0,16,20,8,7,36,6,8,35,35
710,4,-29,-34,-38,-32,-29,-7,-12,-13,-109,4,-9,-9,-7,5,16,5,38,35,33,45,1,19,16,10,13,26,10,22,26,19
711,-21,-34,-32,-30,-27,-33,-24,-24,-15,-120,6,-13,-9,-19,-9,2,-12,41,33,32,30,-1,5,-2,14,13,4,12,27,1,-5
712,-28,-23,-17,-16,-11,-20,-31,-27,-16,-134,4,-10,-8,-18,-17,-14,-20,18,12,12,-1,2,-19,-24,13,11,-14,13,7,-16,-19
713,-22,-5,-3,5,6,-7,-25,-17,-11,-144,5,0,-10,-9,-13,-15,-15,-14,-14,-15,-24,-3,-33,-28,1,1,-15,2,-18,-20,-18
714,-10,12,14,22,25,14,-3,4,-8,-152,6,14,-9,5,0,-3,-4,-32,-31,-32,-36,-4,-21,-14,-14,-13,-10,-15,-26,-14,-9
715,17,27,28,32,32,30,25,29,-6,-163,8,20,-7,18,15,10,14,-37,-26,-25,-32,-6,-3,4,-19,-19,-1,-20,-13,-6,-3
716,36,30,25,18,21,32,34,37,-6,-176,9,11,-5,18,23,20,22,-25,-8,-7,-11,-6,6,10,-3,-4,7,-8,2,4,9
717,29,7,-1,-11,-7,10,15,13,-3,-187,10,-1,-4,6,19,23,16,-2,14,14,16,-8,8,9,18,17,19,16,10,18,20
718,-7,-20,-27,-31,-28,-18,-17,-24,-2,-193,11,-12,-1,-10,5,12,-4,25,29,26,36,-4,9,9,23,21,24,24,11,24,20
719,-34,-34,-31,-30,-29,-29,-38,-38,-2,-202,8,-16,3,-17,-12,-5,-23,35,31,31,36,-6,5,6,9,11,10,14,13,8,1
720,-33,-28,-25,-19,-20,-26,-31,-26,-1,-211,4,-14,2,-15,-20,-20,-23,29,23,19,15,-7,-5,-7,-8,-3,-15,2,9,-19,-24
721,-22,-11,-12,2,-2,-14,-14,-10,-1,-219,4,-1,5,-8,-17,-20,-15,5,-4,-6,-9,-6,-16,-19,-8,-5,-28,-1,-3,-30,-31
722,-4,8,17,27,24,9,1,5,-4,-225,4,7,4,7,-4,-11,0,-22,-21,-28,-28,-6,-18,-16,-3,-3,-20,0,-19,-22,-17
723,16,34,38,46,42,35,20,25,-11,-229,4,13,4,18,14,7,16,-28,-25,-26,-27,-5,-1,3,-4,-3,-3,-3,-19,-6,-4
724,32,42,36,29,31,41,32,36,-11,-234,3,13,6,17,24,22,27,-20,-9,-9,-12,-6,18,20,-3,-1,5,-6,1,6,3
725,31,17,7,-2,-1,19,22,16,-9,-237,2,2,7,5,18,22,22,1,11,13,10,-5,24,16,5,8,11,5,23,11,9
726,6,-12,-19,-24,-26,-11,-6,-13,-10,-239,3,-11,6,-5,-2,5,-2,20,30,28,25,0,10,0,18,20,12,15,24,14,14
727,-21,-29,-30,-29,-33,-30,-29,-29,-11,-239,7,-19,5,-12,-21,-12,-18,31,31,28,32,-2,-8,-9,16,14,11,15,7,13,8
728,-30,-32,-31,-25,-28,-32,-32,-28,-16,-240,5,-12,5,-13,-23,-23,-19,31,12,11,23,0,-11,-8,-4,-2,2,0,-3,1,-4
729,-24,-24,-22,-8,-11,-25,-23,-21,-13,-236,6,-3,2,-2,-14,-20,-13,14,-17,-15,-2,1,-5,-7,-21,-17,-14,-17,-4,-17,-19
730,-8,-2,9,21,18,-2,-5,0,-16,-233,5,8,-1,8,0,-9,3,-11,-30,-28,-26,2,-2,-9,-20,-16,-16,-16,-3,-20,-18
731,14,31,38,49,44,30,22,27,-18,-229,6,14,0,15,14,9,17,-25,-24,-22,-28,2,1,-2,-5,-4,-3,-6,-7,-3,0
732,39,46,44,43,43,45,43,45,-16,-223,6,14,-3,12,24,23,23,-23,-10,-7,-13,4,10,12,-2,1,17,0,-4,18,19
733,39,28,22,13,11,32,36,27,-18,-219,8,5,-8,1,19,21,15,-4,6,6,8,5,20,19,-1,0,23,1,8,25,18
734,14,-6,-11,-19,-20,1,2,-5,-20,-211,8,-8,-8,-9,-1,10,-4,18,19,17,26,5,16,10,4,3,10,0,19,10,6
735,-16,-32,-35,-33,-35,-30,-22,-25,-19,-206,9,-16,-8,-16,-19,-10,-18,31,22,23,28,8,0,-10,10,10,-6,13,15,-2,-5
736,-31,-36,-33,-23,-27,-36,-29,-32,-19,-196,11,-13,-10,-13,-24,-22,-23,25,10,10,14,9,-18,-19,8,10,-7,13,-6,-5,-1
737,-31,-18,-14,-3,-5,-20,-29,-28,-18,-186,10,-3,-12,-4,-14,-19,-15,1,-14,-15,-11,9,-15,-12,-9,-9,-5,-3,-19,-2,-2
738,-19,3,9,17,17,1,-14,-11,-18,-176,10,15,-11,9,0,-6,0,-24,-26,-28,-31,8,-4,1,-21,-21,-10,-17,-16,-3,-7
739,4,20,23,29,28,17,17,24,-15,-164,11,21,-11,17,17,11,15,-31,-21,-20,-26,7,4,4,-11,-11,-6,-7,-5,-4,-5
740,35,27,28,30,33,29,43,45,-15,-152,14,14,-11,13,26,22,24,-22,-5,-3,-12,8,5,3,9,7,7,12,-2,8,10
741,44,29,25,22,25,31,42,41,-16,-139,16,6,-7,3,17,22,14,-9,11,10,3,7,8,7,14,11,17,16,-5,19,19
742,27,10,3,-8,-6,11,17,12,-11,-127,17,-2,-6,-10,2,11,-4,7,14,13,18,5,14,13,5,2,15,4,4,17,14
743,-8,-22,-31,-36,-36,-21,-15,-18,-9,-98,19,-10,-5,-16,-16,-9,-18,21,16,14,26,4,8,3,-6,-7,-2,-6,14,-2,-6
744,-33,-40,-43,-37,-38,-40,-34,-32,-6,-85,23,-11,-5,-14,-21,-20,-22,23,8,11,16,7,-6,-17,-5,-10,-19,-6,7,-16,-16
745,-34,-31,-26,-13,-16,-30,-29,-26,-4,-70,23,-8,-4,-4,-15,-22,-12,8,-3,-4,-8,3,-17,-22,-4,-5,-17,-3,-12,-14,-11
746,-16,0,8,19,15,-2,-7,-2,0,-54,22,6,-2,9,1,-8,0,-17,-14,-17,-26,3,-10,-7,2,2,-2,-1,-19,-3,-2
747,4,26,31,35,35,27,11,17,2,-39,24,17,1,19,16,9,12,-25,-10,-11,-23,0,8,9,9,9,3,8,-6,1,1
748,20,39,40,39,40,41,26,26,3,-20,25,18,0,17,21,19,17,-15,6,5,-5,2,13,9,21,19,2,20,12,-2,0
749,31,36,31,25,27,38,27,32,4,-7,24,8,2,5,17,18,7,1,19,16,8,-1,3,-5,24,23,6,25,13,4,4
750,28,12,0,-14,-11,14,24,21,6,11,21,-5,2,-8,-1,7,-6,11,19,20,14,-2,-11,-12,14,15,18,16,-1,12,13
751,7,-25,-39,-44,-44,-21,-2,-10,4,23,20,-8,3,-14,-16,-11,-16,13,19,15,15,-4,-10,-10,-4,-4,12,-3,-7,9,6
752,-25,-48,-49,-47,-48,-49,-33,-37,3,38,16,-10,3,-11,-16,-22,-17,11,9,4,13,-5,-12,-7,-22,-21,-5,-22,-5,-10,-12
753,-40,-37,-31,-18,-21,-41,-39,-38,1,54,10,-5,5,-2,-9,-17,-9,6,-9,-9,0,-6,-10,0,-30,-27,-15,-26,-5,-21,-21
754,-29,-2,0,11,11,-8,-18,-12,2,69,4,3,4,9,2,-5,4,-12,-17,-19,-13,-6,1,12,-13,-10,-7,-12,2,-9,-6
755,0,27,31,38,36,27,12,16,-3,82,2,5,2,15,16,6,15,-20,-9,-12,-14,-3,14,26,15,17,11,14,10,8,12
756,27,44,43,44,41,44,34,34,-3,95,-1,5,5,16,19,17,16,-9,4,2,2,-5,20,25,32,36,12,31,20,10,8
757,40,39,34,24,22,36,42,37,-3,109,-5,3,1,6,13,16,7,4,12,11,15,-6,10,10,26,29,1,29,22,0,-5
758,37,9,0,-15,-13,11,27,21,-8,122,-11,1,0,-9,0,4,-2,14,14,14,17,-6,-7,-10,10,14,-7,15,8,-6,-9
759,9,-26,-35,-48,-48,-27,-6,-15,-6,135,-10,-4,1,-14,-9,-5,-11,15,11,7,15,-6,-26,-28,-9,-3,-6,-4,-12,-5,-8
760,-26,-56,-59,-58,-59,-59,-40,-46,-9,147,-11,-4,-3,-14,-11,-13,-9,13,-4,-6,7,-8,-36,-30,-29,-21,-6,-21,-27,-4,-5
761,-48,-50,-46,-29,-29,-53,-47,-50,-11,158,-14,-1,-6,-3,-8,-11,-6,0,-21,-21,-8,-9,-20,-3,-40,-34,0,-33,-26,0,-1
762,-35,-9,7,25,21,-11,-24,-21,-9,168,-12,6,-7,10,4,0,10,-11,-22,-23,-15,-9,11,24,-32,-25,9,-29,-5,10,10
763,-2,46,58,65,64,44,8,14,-12,179,-12,10,-5,17,12,10,18,-13,-8,-7,-14,-6,31,31,-5,1,17,-3,20,22,22
764,30,72,70,65,64,69,37,38,-13,186,-9,6,-7,18,14,18,17,-5,10,14,-4,-6,32,24,24,29,23,26,35,26,21
765,44,49,41,21,24,51,45,41,-14,196,-9,1,-8,9,4,15,8,7,14,16,10,-6,19,9,30,34,13,33,27,10,6
766,34,0,-11,-28,-29,2,29,20,-14,201,-6,-3,-7,-3,-9,3,-5,15,11,10,12,-5,0,-8,18,20,-8,20,10,-10,-14
767,6,-47,-53,-60,-61,-43,-7,-17,-15,208,-5,-6,-8,-14,-17,-11,-14,16,7,6,10,-5,-18,-28,-6,-3,-25,-2,-6,-26,-28
768,-32,-64,-67,-57,-60,-64,-43,-51,-16,213,-4,-5,-7,-19,-15,-14,-14,8,0,-1,-4,-4,-31,-37,-25,-25,-28,-23,-25,-27,-26
769,-55,-50,-42,-26,-28,-52,-59,-59,-14,219,-2,2,-8,-8,-8,-9,-6,-8,-12,-13,-18,-3,-25,-21,-34,-36,-10,-34,-34,-10,-4
770,-44,-10,4,20,19,-13,-37,-26,-12,222,1,7,-7,10,6,0,4,-21,-16,-16,-25,1,0,7,-32,-31,20,-30,-24,18,20
771,-2,41,50,63,66,38,15,29,-15,223,-1,11,-6,17,13,12,16,-20,-5,-5,-12,0,29,31,-14,-13,33,-15,8,33,32
772,51,75,76,73,79,73,62,66,-17,226,-4,5,-4,14,13,14,16,-2,11,13,5,3,38,31,18,19,29,15,32,27,25
773,70,66,55,37,43,65,69,63,-17,227,-6,0,-3,4,5,9,5,11,19,16,12,5,24,13,44,42,12,41,30,12,5
774,44,12,-4,-29,-20,13,31,21,-15,228,-8,-4,-2,-2,-8,-2,-9,13,11,12,10,5,2,-12,47,42,-4,43,13,-7,-14
775,-5,-46,-60,-67,-63,-44,-21,-31,-17,225,-11,-3,0,-12,-17,-13,-15,6,5,5,7,6,-22,-29,20,17,-22,20,-13,-25,-29
776,-53,-68,-68,-61,-59,-69,-59,-62,-18,225,-13,1,2,-15,-17,-18,-17,1,1,-1,3,11,-31,-35,-18,-19,-34,-16,-27,-36,-36
777,-65,-45,-37,-24,-24,-51,-63,-59,-17,221,-14,10,0,-10,-11,-15,-7,-7,-4,-6,-8,11,-32,-26,-35,-39,-27,-35,-37,-27,-19
778,-47,-4,3,20,18,-4,-34,-25,-14,218,-14,11,0,5,2,-3,6,-14,-10,-11,-14,11,-16,-2,-37,-37,3,-37,-29,3,10
779,-6,38,43,53,53,38,11,23,-13,213,-11,11,2,18,14,11,15,-14,-3,-5,-4,11,13,29,-23,-24,31,-23,-3,31,33
780,45,60,61,59,60,63,58,67,-11,208,-10,4,2,17,16,20,18,-1,10,10,14,8,40,48,4,3,37,0,25,35,30
781,75,53,44,28,31,56,75,76,-7,203,-8,4,2,11,8,17,11,17,20,15,23,6,43,37,37,37,19,32,45,16,10
782,65,11,-4,-23,-21,17,44,37,-5,194,-11,2,-1,-1,-6,5,-2,20,12,8,18,8,20,5,55,53,-2,50,40,-9,-11
783,6,-39,-52,-61,-63,-35,-17,-27,-4,186,-8,1,3,-9,-13,-10,-13,10,-2,-7,7,7,-16,-26,42,41,-22,44,11,-23,-28
784,-50,-65,-65,-63,-64,-65,-63,-64,-3,179,-11,0,2,-12,-14,-15,-16,3,-8,-16,4,5,-40,-39,6,7,-31,9,-22,-33,-36
785,-66,-49,-43,-24,-29,-49,-61,-56,-3,170,-11,1,0,-7,-5,-11,-7,2,-8,-13,-5,3,-42,-34,-28,-30,-31,-29,-39,-29,-27
786,-44,-4,7,25,21,-6,-28,-20,-3,158,-13,5,1,2,4,-1,5,-6,1,-5,-11,3,-28,-16,-50,-50,-11,-52,-33,-9,-4
787,3,42,50,58,57,41,19,23,-6,147,-11,-2,2,6,14,8,16,-10,4,-2,-8,3,-6,13,-47,-47,21,-52,-15,21,28
788,41,65,67,62,60,67,56,58,-5,134,-13,-8,0,7,18,14,18,2,4,0,9,1,26,43,-19,-18,42,-23,13,44,43
789,63,53,40,24,26,54,65,64,-4,120,-15,-9,0,4,11,10,12,18,1,3,19,-1,46,51,22,24,46,17,40,40,34
790,48,2,-18,-35,-35,4,42,31,-8,106,-13,-12,-4,-1,-4,0,2,20,1,3,9,-2,41,28,47,52,20,44,51,12,3
791,1,-55,-65,-70,-70,-52,-14,-23,-9,93,-11,-9,0,-5,-12,-15,-13,8,-2,-2,-5,-3,9,-10,48,50,-17,47,33,-23,-30
792,-46,-72,-70,-62,-58,-70,-57,-62,-7,78,-13,-9,-3,-9,-13,-24,-19,-4,-10,-9,-12,-3,-31,-44,28,29,-38,29,-4,-37,-42
793,-71,-46,-34,-14,-18,-47,-65,-57,-4,65,-14,-5,-3,-6,-6,-19,-13,-13,-13,-11,-12,-5,-53,-55,-3,0,-37,-2,-41,-37,-37
794,-48,1,16,33,31,0,-34,-22,-5,50,-11,-1,-3,2,7,-7,3,-7,-2,0,-7,-6,-52,-44,-38,-35,-22,-33,-56,-21,-18
795,-4,45,57,65,66,46,16,28,-6,36,-8,3,-3,6,16,8,17,-2,10,9,0,-6,-24,-5,-60,-56,3,-56,-44,8,12
796,42,68,73,67,71,70,55,64,-6,22,-3,1,-3,4,20,18,16,0,12,12,0,-6,19,33,-49,-42,34,-47,-9,38,43
797,64,56,48,28,34,57,67,61,-8,7,2,-6,-4,2,11,15,12,2,-2,1,0,-8,50,53,-9,-6,53,-12,31,53,51
798,45,6,-7,-31,-24,10,32,20,-9,-8,4,-6,-5,-1,1,8,0,3,-14,-12,0,-8,56,47,28,29,36,25,49,39,27
799,-6,-49,-61,-71,-68,-48,-27,-36,-7,-22,8,-2,-3,-3,-12,-5,-10,0,-16,-18,-4,-11,36,20,38,44,2,40,44,1,-9
800,-58,-73,-77,-71,-73,-76,-67,-72,-9,-37,10,1,-4,-3,-19,-14,-15,-5,-7,-9,-8,-10,6,-14,33,35,-32,38,24,-34,-40
801,-71,-58,-53,-35,-36,-64,-65,-61,-8,-47,8,4,-2,4,-16,-13,-15,-10,9,6,-11,-8,-29,-47,18,19,-51,22,-9,-50,-53
802,-38,-12,3,24,21,-16,-26,-18,-12,-59,10,9,-2,10,0,-3,-3,-7,22,21,-2,-8,-54,-57,-6,-5,-47,-1,-39,-45,-40
803,8,46,54,70,69,41,24,32,-10,-69,10,8,0,11,14,15,10,3,28,27,9,-6,-48,-36,-31,-31,-17,-25,-51,-13,-4
804,50,79,79,71,76,75,61,63,-7,-82,9,5,2,6,16,22,18,12,15,13,13,-6,-12,6,-37,-38,24,-37,-33,27,33
805,68,62,53,33,41,67,71,67,-13,-95,5,4,2,-2,8,18,12,9,-4,-8,3,-5,27,36,-19,-21,49,-22,6,50,52
806,52,13,0,-19,-14,19,39,28,-11,-105,2,5,4,-5,-1,9,0,-3,-21,-21,-10,-3,44,42,13,12,47,10,34,46,44
807,2,-38,-47,-56,-54,-34,-18,-31,-11,-116,0,4,5,-5,-10,-1,-7,-13,-29,-29,-15,-3,37,32,35,35,28,34,42,25,17
808,-53,-64,-67,-64,-62,-62,-66,-70,-7,-126,-2,4,6,-2,-15,-8,-13,-14,-27,-27,-8,-1,20,11,31,32,-3,31,33,-7,-14
809,-76,-63,-55,-46,-46,-60,-76,-72,-9,-138,-1,6,6,3,-13,-13,-9,-3,-3,-5,7,-1,-7,-16,13,13,-36,15,13,-42,-44
810,-55,-33,-20,1,-5,-32,-45,-32,-8,-147,-6,9,5,9,-6,-10,1,11,24,24,23,-3,-33,-36,-9,-8,-53,-5,-16,-58,-56
811,-6,21,37,59,54,17,11,27,-7,-155,-6,7,6,6,10,5,8,27,36,34,30,2,-42,-36,-24,-23,-41,-20,-36,-41,-33
812,50,73,82,89,85,74,64,69,-4,-164,-7,2,6,6,17,16,7,28,30,26,18,3,-28,-8,-31,-30,-6,-28,-38,-4,7
813,76,82,76,62,59,86,75,75,-7,-169,-11,-1,7,2,12,14,4,11,8,6,-1,1,6,23,-24,-23,29,-21,-13,26,34
814,59,31,12,-6,-8,36,44,36,-8,-175,-9,-1,4,-1,4,5,0,-9,-20,-23,-18,3,31,39,5,3,44,4,17,36,38
815,5,-36,-50,-59,-60,-32,-10,-20,-7,-180,-7,-1,4,-3,-8,-5,-7,-23,-43,-44,-27,4,36,28,37,34,37,35,35,30,29
816,-41,-69,-70,-68,-66,-65,-54,-55,-9,-187,-3,-3,-1,-2,-10,-13,-12,-29,-41,-41,-23,5,15,5,43,41,20,41,27,15,12
817,-61,-63,-54,-42,-44,-61,-67,-63,-10,-191,1,-2,1,5,-4,-15,-6,-20,-14,-12,-5,6,-8,-15,17,14,-6,18,8,-10,-14
818,-58,-28,-18,-3,-4,-29,-52,-45,-10,-193,4,2,-1,8,0,-7,0,5,19,22,22,5,-24,-27,-18,-15,-27,-15,-11,-33,-35
819,-27,20,31,48,46,19,-13,0,-7,-193,6,5,-1,8,8,0,6,30,41,41,37,6,-34,-32,-33,-31,-36,-33,-23,-35,-35
820,29,65,78,82,80,68,44,58,-7,-196,8,-1,-2,2,8,6,8,37,42,42,33,4,-30,-17,-29,-31,-17,-35,-29,-16,-11
821,82,81,76,61,64,82,84,87,-6,-196,10,-4,-2,0,4,4,4,27,23,19,12,5,-3,15,-18,-19,12,-21,-19,14,17
822,82,38,20,-5,-4,41,65,55,-3,-195,12,-5,-3,-3,4,1,-2,3,-13,-16,-16,3,33,41,3,6,33,0,13,33,31
823,26,-33,-50,-65,-62,-29,1,-14,-2,-193,15,-4,-5,-2,-1,-3,-7,-28,-41,-44,-41,5,45,33,33,33,29,25,38,31,22
824,-36,-73,-72,-68,-72,-74,-54,-64,-1,-191,15,-8,-5,-4,-7,-8,-7,-45,-44,-44,-44,3,20,0,39,41,9,36,35,11,3
825,-65,-61,-49,-33,-37,-61,-71,-69,1,-187,16,-6,-5,-5,-6,-10,-2,-34,-22,-20,-19,1,-17,-28,17,21,-12,20,6,-12,-14
826,-55,-15,-5,14,8,-18,-50,-41,5,-182,13,1,-4,0,4,-3,6,-5,12,13,14,2,-37,-38,-13,-10,-26,-10,-22,-24,-26
827,-20,32,42,55,49,30,-10,-2,3,-178,12,6,-4,2,9,4,12,28,42,42,38,3,-36,-31,-30,-30,-29,-30,-34,-28,-28
828,25,63,63,64,61,59,38,51,5,-170,15,6,-3,1,9,10,11,44,54,55,41,1,-23,-14,-26,-24,-24,-26,-27,-22,-18
829,73,55,47,33,32,54,79,81,7,-164,15,2,-2,-6,4,7,3,40,38,37,23,-1,1,14,-10,-6,3,-8,-13,6,12
830,80,11,-2,-15,-19,15,70,57,7,-157,14,-3,1,-8,-3,1,-4,11,-4,-8,-11,-2,31,37,12,12,34,8,10,36,40
831,30,-36,-45,-53,-53,-37,5,-8,6,-148,14,-2,0,-6,-6,-5,-5,-25,-46,-49,-40,-3,42,34,29,29,41,26,33,38,30
832,-38,-59,-61,-54,-59,-59,-58,-66,8,-138,12,1,0,-3,-8,-8,-2,-47,-57,-57,-46,-4,23,9,33,34,14,32,32,11,1
833,-73,-49,-42,-27,-32,-49,-73,-71,10,-126,16,3,1,0,-4,-4,4,-41,-29,-26,-27,-3,-9,-23,15,16,-18,18,7,-19,-26
834,-54,-13,2,17,13,-14,-43,-33,8,-114,15,4,5,2,4,1,8,-13,11,14,6,-2,-31,-33,-14,-13,-32,-10,-22,-33,-32
835,-9,37,47,61,57,36,5,14,6,-103,16,5,5,4,8,9,8,18,43,47,39,-2,-30,-23,-32,-30,-32,-26,-31,-28,-23
836,36,65,67,66,65,65,44,53,8,-91,16,4,6,2,9,10,3,45,51,52,54,-4,-11,-4,-33,-30,-18,-30,-21,-15,-11
837,62,49,39,26,27,55,64,63,7,-80,19,5,6,0,3,6,0,53,31,33,40,-2,11,17,-21,-18,3,-18,-1,7,12
838,50,3,-13,-26,-26,7,36,31,5,-66,19,1,6,2,-5,-4,-6,31,-11,-9,0,-5,33,33,2,3,28,0,16,32,35
839,7,-43,-51,-54,-52,-42,-10,-19,3,-53,18,-2,7,0,-6,-7,-6,-19,-44,-48,-45,-4,41,30,27,25,37,22,30,35,34
840,-43,-56,-60,-53,-51,-55,-51,-52,2,-39,15,-2,7,0,-4,-5,-8,-57,-53,-53,-59,-4,25,8,39,38,16,34,30,12,8
841,-60,-45,-41,-32,-28,-47,-58,-54,2,-25,12,-1,9,4,1,-1,-4,-53,-28,-26,-32,-1,-6,-21,28,27,-14,27,9,-15,-21
842,-44,-18,-11,7,6,-19,-35,-29,-1,-11,14,4,8,7,5,6,4,-20,11,12,8,-3,-32,-36,-3,-6,-30,-2,-20,-30,-30
843,-7,22,29,48,47,22,8,18,0,3,7,4,8,5,8,10,5,22,41,41,44,-2,-35,-28,-32,-32,-23,-26,-31,-24,-19
844,39,55,61,64,65,57,53,59,-2,20,8,6,6,1,5,8,0,47,48,46,58,-3,-25,-10,-37,-36,-6,-32,-27,-3,1
845,67,60,53,42,46,64,65,62,-6,33,5,5,8,-2,0,2,-4,49,26,23,42,-1,-4,11,-17,-19,16,-20,-12,14,20
846,48,28,12,-5,-1,29,32,23,-6,46,2,-1,6,0,-1,1,-7,21,-13,-15,-4,0,22,34,8,9,30,4,8,28,32
847,-5,-23,-33,-45,-44,-18,-20,-30,-9,58,2,-6,5,-1,-3,-2,-7,-23,-45,-47,-43,0,35,38,28,32,36,26,27,30,29
848,-45,-52,-57,-56,-56,-52,-53,-54,-7,73,-1,-11,3,-2,-4,-3,-6,-54,-49,-51,-55,-2,26,20,34,37,19,33,36,12,5
849,-56,-49,-48,-38,-37,-51,-57,-50,-7,86,-1,-8,4,0,2,0,-3,-50,-18,-20,-31,-1,-10,-15,22,25,-9,23,17,-18,-20
850,-42,-19,-16,1,0,-22,-37,-29,-9,97,-2,1,1,2,7,5,2,-18,19,20,5,-2,-42,-37,-5,2,-29,1,-12,-33,-34
851,-14,19,23,30,31,13,-3,4,-8,111,-3,10,1,7,10,8,9,22,40,37,39,-3,-49,-34,-31,-26,-29,-25,-31,-30,-27
852,27,43,44,45,47,40,39,45,-9,122,-4,9,1,4,4,5,7,49,36,32,47,0,-32,-11,-45,-40,-17,-41,-30,-18,-11
853,57,50,45,38,41,47,62,63,-9,133,-4,3,3,0,-1,2,2,48,13,8,31,0,-2,16,-33,-25,1,-32,-12,2,7
854,59,30,22,6,8,28,51,42,-11,144,-4,-8,2,-1,-4,-3,-2,18,-18,-19,-10,-2,24,37,2,9,23,4,14,22,28
855,20,-13,-25,-41,-39,-8,5,-8,-9,154,-4,-12,2,-3,-4,-4,-1,-20,-39,-40,-43,0,33,35,33,40,37,34,31,34,30
856,-30,-50,-58,-61,-61,-53,-42,-48,-7,163,-5,-14,3,-5,-5,-2,0,-48,-30,-32,-54,2,24,18,37,40,22,39,31,21,12
857,-51,-54,-48,-31,-35,-54,-55,-58,-6,172,-3,-4,3,-7,-5,-1,4,-42,3,3,-26,3,1,-10,17,20,-7,19,15,-9,-18
858,-47,-12,-2,13,12,-17,-38,-34,-2,179,-6,4,4,-1,0,0,6,-8,33,37,15,0,-29,-36,-7,-7,-30,-4,-9,-30,-34
859,-13,28,35,37,39,25,-5,-2,-3,184,-4,10,2,3,5,2,7,29,46,48,37,4,-45,-40,-24,-24,-36,-22,-29,-31,-31
860,19,40,40,38,36,42,27,33,-1,192,-4,10,1,4,2,8,3,42,39,36,37,5,-33,-19,-27,-28,-18,-27,-39,-14,-10
861,44,34,33,28,26,33,46,46,1,193,-3,4,3,0,-3,4,2,29,13,11,14,5,6,22,-21,-17,7,-19,-19,10,15
862,49,21,14,5,8,22,46,39,2,198,-7,0,2,-1,-7,-3,3,3,-25,-24,-16,5,41,43,0,3,26,-3,16,30,30
863,27,-5,-15,-28,-22,-7,16,4,1,203,-7,-12,3,-2,-5,-3,5,-27,-47,-49,-38,7,48,36,25,27,32,25,41,34,29
864,-13,-36,-45,-49,-43,-39,-30,-40,0,204,-10,-19,1,-3,-6,-1,1,-38,-36,-36,-35,6,28,10,41,35,21,36,37,21,13
865,-51,-45,-41,-29,-32,-46,-56,-58,1,206,-9,-5,1,-2,-2,1,4,-23,2,1,-2,5,4,-15,28,25,-1,26,11,-3,-9
866,-49,-14,-4,10,9,-16,-36,-29,-1,208,-12,10,1,2,3,3,8,12,35,35,30,5,-20,-27,-5,-5,-25,0,-15,-25,-29
867,-9,27,35,43,40,26,8,16,-2,207,-14,17,1,4,0,4,7,38,51,49,42,4,-29,-26,-31,-33,-38,-30,-26,-35,-39
868,31,49,46,48,47,46,35,42,-3,207,-14,10,-2,4,1,1,2,42,36,33,36,4,-22,-15,-38,-39,-25,-36,-26,-21,-17
869,43,41,37,26,27,43,42,39,-2,205,-9,5,-1,3,1,-1,1,28,-2,-2,13,4,-1,10,-22,-23,12,-23,-14,14,18
870,32,16,10,-1,-1,21,30,30,-2,204,-8,1,0,-1,1,-1,-1,-2,-37,-40,-22,5,25,32,4,4,37,2,6,40,41
871,19,-15,-20,-33,-33,-17,12,6,2,200,-5,-5,1,-2,2,0,-3,-36,-56,-60,-47,1,39,34,20,18,40,20,27,42,34
872,-10,-43,-47,-48,-48,-43,-19,-27,5,194,-5,-10,-1,-5,0,0,-4,-51,-47,-47,-40,3,28,20,23,21,20,23,33,16,8
873,-41,-44,-41,-35,-35,-47,-44,-47,5,190,-3,-5,1,1,4,2,-2,-31,-13,-12,-2,1,1,-13,15,11,-5,12,16,-11,-13
874,-44,-20,-11,1,0,-23,-37,-30,4,184,-2,5,0,3,7,4,0,10,30,30,38,-1,-29,-36,-1,-3,-20,0,-15,-22,-25
875,-11,17,26,35,34,15,2,15,5,176,-3,13,1,8,6,8,4,42,56,55,53,-2,-40,-34,-13,-17,-26,-12,-35,-25,-25
