,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
349,-67,-127,-124,-120,-124,-122,-92,-104,-13,-251,0,2,6,-13,-20,-27,-20,-109,-78,-74,-82,-8,-165,-136,-163,-163,-158,-156,-167,-153,-138
350,-124,-108,-92,-60,-64,-114,-126,-122,-13,-258,6,15,5,13,-1,-11,-1,-58,-8,-5,-8,-7,-85,-29,-159,-155,-73,-156,-129,-62,-32
351,-104,-24,3,43,36,-29,-82,-64,-13,-260,7,19,3,26,24,12,22,23,60,65,75,-6,43,99,-64,-62,57,-68,-30,67,95
352,-25,72,92,114,109,69,13,31,-12,-262,5,16,2,21,29,27,29,97,107,106,116,-5,153,174,67,70,160,59,89,164,174
353,70,121,124,118,120,120,96,104,-11,-264,3,4,3,5,16,23,18,118,87,84,94,-2,172,142,166,165,171,157,164,162,144
354,119,99,86,64,67,105,124,120,-6,-267,3,-8,2,-9,-4,2,-4,67,8,2,12,-2,83,19,166,163,70,164,134,51,19
355,99,30,5,-24,-22,34,82,65,-4,-265,-1,-19,1,-15,-20,-17,-23,-29,-77,-81,-76,1,-55,-110,67,61,-73,71,20,-88,-113
356,24,-61,-80,-103,-101,-55,-5,-26,-6,-264,-2,-13,-1,-15,-30,-28,-29,-101,-107,-110,-111,1,-158,-173,-73,-78,-159,-65,-107,-161,-162
357,-70,-119,-124,-121,-123,-116,-93,-105,-4,-261,-2,6,-3,-3,-23,-29,-17,-107,-75,-78,-82,4,-168,-135,-168,-171,-145,-161,-168,-138,-116
358,-125,-106,-91,-61,-67,-109,-125,-122,-3,-259,-1,17,-5,12,-4,-12,4,-59,-9,-9,-18,6,-86,-24,-166,-166,-53,-164,-132,-44,-13
359,-104,-24,1,40,33,-28,-78,-59,0,-256,0,16,-5,22,21,9,20,10,63,67,57,9,49,108,-73,-68,66,-74,-23,75,104
360,-13,80,97,116,114,74,21,40,-3,-250,-4,8,-6,19,27,25,25,78,107,106,106,10,158,179,63,68,158,57,102,159,167
361,82,129,125,119,121,129,103,113,-2,-246,-3,5,-5,4,18,22,18,106,89,88,93,12,180,145,169,169,154,161,175,145,128
362,125,101,74,48,50,101,122,117,0,-236,1,1,-7,-13,-4,7,1,68,12,11,19,13,90,21,182,177,53,176,145,37,6
363,100,8,-20,-53,-47,13,74,60,-2,-229,4,-10,-8,-25,-21,-14,-16,-18,-72,-75,-66,16,-52,-115,79,77,-78,87,26,-93,-115
364,23,-80,-102,-119,-117,-77,-10,-30,1,-219,10,-13,-7,-24,-28,-26,-21,-91,-112,-112,-105,15,-162,-183,-72,-73,-160,-60,-105,-163,-168
365,-66,-124,-127,-117,-119,-124,-92,-103,4,-207,14,4,-6,-3,-20,-21,-11,-105,-83,-81,-83,10,-177,-147,-178,-177,-150,-171,-174,-143,-125
366,-119,-98,-81,-52,-58,-102,-121,-120,6,-197,17,18,-6,16,1,-10,10,-62,-8,0,-18,11,-92,-33,-178,-173,-54,-173,-140,-42,-11
367,-99,-13,13,45,42,-18,-78,-60,6,-188,23,16,-5,24,19,15,21,12,78,84,56,13,46,106,-81,-72,76,-82,-31,84,111
368,-11,83,102,117,117,78,21,44,7,-174,26,5,-5,15,25,30,19,82,122,125,107,10,162,185,58,64,166,48,99,167,170
369,87,129,132,122,122,129,110,120,9,-160,31,-4,-6,1,17,28,11,111,93,92,97,10,188,157,164,167,161,156,175,150,129
370,133,100,88,52,58,103,125,118,11,-148,30,-7,-7,-14,2,14,4,76,8,3,26,6,101,33,183,185,56,180,156,42,7
371,93,15,-11,-51,-47,17,61,45,10,-131,27,-7,-5,-22,-14,-5,-11,-10,-82,-82,-63,4,-54,-113,100,98,-80,104,37,-92,-121
372,-1,-86,-105,-125,-123,-84,-35,-53,9,-115,22,-2,-5,-18,-25,-18,-26,-88,-119,-117,-111,1,-174,-190,-49,-51,-170,-37,-107,-172,-174
373,-90,-133,-132,-119,-122,-135,-111,-119,10,-99,22,5,-9,1,-14,-19,-20,-108,-86,-82,-93,-1,-194,-154,-176,-174,-160,-162,-186,-150,-129
374,-128,-99,-79,-44,-51,-99,-122,-118,5,-82,24,8,-10,18,7,-3,3,-62,-6,-1,-16,-2,-107,-36,-196,-186,-63,-189,-153,-44,-11
375,-92,-8,17,50,44,-15,-68,-49,7,-66,22,1,-9,24,23,20,22,23,77,81,69,-6,35,102,-92,-84,71,-95,-36,86,114
376,-3,81,96,115,113,73,32,47,9,-50,20,-2,-10,19,21,25,19,99,119,119,118,-7,155,189,54,61,171,48,96,175,182
377,89,129,129,126,126,124,112,121,12,-32,18,-3,-9,6,13,20,5,121,89,89,101,-10,194,174,154,157,176,151,174,167,147
378,131,109,91,62,63,108,126,119,12,-13,11,-1,-7,-12,4,9,-7,74,5,2,18,-10,121,59,169,166,72,166,165,58,23
379,99,18,-9,-45,-43,22,68,51,13,4,6,-3,-7,-23,-8,-4,-18,-19,-85,-86,-72,-10,-28,-99,94,91,-75,98,58,-86,-120
380,6,-82,-101,-113,-113,-79,-34,-52,16,21,7,-2,-5,-18,-23,-17,-19,-97,-123,-120,-117,-8,-166,-198,-31,-34,-177,-22,-91,-177,-184
381,-92,-118,-115,-99,-102,-116,-115,-125,14,38,1,2,-5,-3,-18,-24,-9,-114,-89,-82,-91,-9,-200,-171,-153,-153,-169,-139,-190,-159,-139
382,-132,-81,-66,-39,-42,-84,-125,-117,14,56,-1,3,-3,15,2,-12,7,-64,-4,3,-18,-12,-111,-45,-191,-190,-68,-184,-168,-54,-18
383,-85,-15,0,25,24,-20,-59,-40,17,72,-4,-1,-3,20,21,14,22,22,78,87,68,-12,38,95,-107,-102,65,-112,-45,81,108
384,5,52,63,89,82,48,34,53,19,87,-2,-4,1,14,22,24,22,98,113,120,117,-9,155,170,43,44,164,34,94,170,180
385,91,103,109,113,111,103,108,119,17,103,-3,-8,-1,6,9,14,7,119,76,79,99,-8,182,153,156,155,176,147,167,173,156
386,133,100,84,59,62,101,127,125,15,118,-4,-3,5,-7,-5,-4,-8,72,-13,-13,21,-7,116,57,164,162,89,162,150,78,44
387,103,23,-7,-40,-35,24,76,58,15,134,-6,4,8,-17,-15,-11,-21,-19,-97,-95,-72,-7,-9,-76,90,88,-58,91,61,-70,-105
388,8,-73,-88,-100,-101,-68,-29,-47,12,148,-9,13,7,-15,-19,-19,-22,-102,-116,-114,-117,-4,-138,-180,-18,-20,-173,-10,-65,-181,-192
389,-90,-102,-99,-86,-92,-104,-112,-114,8,161,-10,14,11,1,-12,-21,-10,-120,-64,-61,-90,-3,-193,-181,-110,-112,-186,-102,-166,-175,-154
390,-118,-69,-55,-34,-37,-72,-111,-96,7,174,-13,1,13,19,6,-5,10,-68,17,19,-10,-2,-129,-64,-155,-155,-82,-150,-169,-64,-29
391,-75,-11,1,17,14,-13,-53,-39,7,186,-9,-11,13,18,19,12,22,22,76,76,75,-2,21,92,-118,-116,61,-117,-64,75,104
392,-10,38,52,63,61,38,13,27,3,197,-8,-12,13,9,23,22,20,95,94,89,116,-2,151,177,-4,-2,154,-11,81,160,166
393,56,82,91,93,93,79,75,87,0,206,-8,-6,14,6,11,14,6,112,66,59,90,1,176,152,110,109,160,99,162,154,142
394,104,94,79,57,57,91,109,110,2,215,-6,0,12,3,-6,1,-8,55,1,-7,5,2,107,60,143,140,84,136,145,72,44
395,93,23,-5,-43,-42,26,70,54,1,222,-7,1,11,-9,-17,-15,-18,-38,-80,-85,-84,3,-2,-49,94,91,-38,91,58,-51,-84
396,9,-77,-94,-105,-108,-74,-23,-44,-4,228,-10,14,12,-15,-22,-24,-18,-110,-117,-121,-116,5,-106,-135,10,6,-152,9,-47,-159,-174
397,-78,-98,-93,-65,-73,-103,-97,-102,-6,236,-8,21,9,-1,-12,-17,-3,-111,-69,-70,-74,4,-164,-159,-65,-64,-180,-62,-125,-176,-162
398,-101,-37,-23,2,-5,-43,-94,-88,-5,239,-6,7,5,17,10,0,16,-46,40,42,7,4,-139,-92,-108,-102,-92,-103,-146,-82,-47
399,-61,17,24,29,24,14,-43,-33,-6,241,-7,-8,4,18,23,16,23,36,119,116,70,3,-29,36,-97,-91,54,-93,-83,63,92
400,-5,35,36,44,41,30,9,20,-8,242,-4,-11,0,6,22,24,22,83,102,95,93,-1,95,129,-31,-25,157,-30,32,157,162
401,45,57,64,74,68,57,57,68,-7,244,0,-8,-1,-1,8,18,14,88,24,19,71,-1,144,134,53,59,160,45,124,151,133
402,87,79,76,65,65,78,95,94,-5,245,4,-1,-4,-5,-5,3,-4,51,-43,-47,7,2,104,68,94,97,84,90,128,69,41
403,91,44,24,-3,-3,45,70,53,-8,245,2,3,-7,-8,-19,-13,-16,-23,-78,-79,-71,2,21,-16,72,73,-19,73,64,-35,-60
404,15,-36,-57,-72,-75,-35,-25,-46,-6,241,-1,10,-10,-5,-20,-21,-19,-95,-90,-90,-120,1,-60,-82,7,12,-109,12,-16,-116,-133
405,-83,-86,-91,-85,-87,-87,-103,-105,-1,236,-2,12,-13,3,-7,-13,-7,-110,-51,-50,-83,1,-112,-116,-47,-46,-149,-43,-78,-150,-144
406,-97,-73,-63,-42,-48,-77,-77,-65,3,235,-5,0,-12,8,11,5,11,-38,49,52,23,3,-110,-80,-76,-71,-106,-66,-104,-97,-73
407,-28,-18,1,22,19,-23,-10,3,9,229,-8,-16,-15,5,22,19,19,73,134,129,110,5,-46,-2,-63,-59,6,-57,-74,17,44
408,22,49,66,85,82,45,26,30,13,223,-15,-23,-15,-3,21,26,19,130,111,108,105,8,46,77,-16,-12,113,-13,-2,116,125
409,36,95,102,96,99,94,40,47,17,216,-20,-16,-14,-2,11,21,9,87,14,11,32,9,101,99,49,52,137,48,70,131,118
410,60,81,69,42,45,82,70,75,20,207,-25,-9,-15,-1,-5,6,-4,7,-67,-72,-36,6,87,58,81,81,85,80,91,71,49
411,76,10,-11,-38,-36,8,70,64,24,197,-24,3,-15,-5,-22,-11,-16,-49,-101,-103,-76,5,24,-10,57,52,2,55,52,-8,-26
412,34,-62,-70,-77,-77,-62,10,-7,27,187,-24,9,-16,-6,-20,-21,-22,-81,-92,-93,-93,9,-35,-58,-2,-5,-67,-2,-10,-71,-84
413,-47,-81,-75,-65,-69,-81,-63,-75,27,176,-25,10,-15,0,-11,-17,-8,-83,-40,-36,-59,8,-70,-73,-50,-53,-104,-49,-55,-103,-103
414,-91,-57,-51,-39,-40,-61,-85,-85,33,163,-28,-2,-13,1,7,0,8,-26,46,49,35,11,-68,-49,-68,-69,-91,-62,-67,-81,-66
415,-72,-29,-20,-2,-4,-31,-48,-42,37,150,-25,-12,-11,-2,17,14,14,78,117,121,123,12,-25,7,-50,-49,-23,-46,-45,-13,10
416,-18,18,32,57,55,16,18,24,39,138,-21,-14,-7,-6,17,15,8,136,118,119,117,10,43,69,3,3,54,4,9,63,74
417,52,83,90,97,101,79,78,86,38,125,-16,-10,-4,-5,9,10,2,85,47,44,26,8,87,83,63,62,92,59,65,92,90
418,95,97,82,62,65,96,104,95,38,111,-9,-2,-5,-5,-3,-1,-1,-13,-57,-64,-63,6,66,41,88,82,65,84,75,60,46
419,72,29,-2,-34,-30,30,58,39,41,96,-6,8,-3,2,-17,-15,-9,-86,-127,-130,-104,4,9,-20,55,47,2,53,37,-5,-18
420,-2,-64,-86,-99,-99,-65,-29,-41,38,81,-5,17,-1,11,-23,-25,-14,-108,-117,-116,-95,1,-45,-61,-10,-12,-50,-9,-22,-52,-61
421,-67,-99,-98,-89,-90,-100,-79,-78,37,67,-3,18,3,15,-8,-24,-6,-87,-40,-36,-47,-1,-70,-66,-55,-56,-70,-58,-57,-68,-66
422,-76,-61,-52,-31,-34,-69,-76,-66,34,51,4,4,1,8,13,-4,11,-20,53,55,35,-2,-59,-39,-64,-63,-55,-64,-61,-50,-38
423,-54,-4,6,25,20,-9,-49,-37,31,33,1,-7,5,-8,19,11,19,66,111,107,112,-6,-10,19,-45,-42,-7,-41,-33,-1,15
424,-25,46,49,60,59,41,-14,0,26,16,2,-7,4,-11,12,11,10,123,113,108,126,-7,56,76,8,9,55,6,22,55,66
425,25,69,69,66,66,67,44,60,27,2,-1,-3,4,-3,5,5,0,103,57,49,62,-8,87,82,64,63,81,59,73,77,72
426,86,58,47,35,37,61,94,102,23,-13,-3,4,5,1,4,1,-3,17,-33,-40,-44,-11,59,34,77,75,51,75,80,40,27
427,90,13,1,-17,-15,18,72,59,21,-29,-5,15,6,6,-3,0,-7,-83,-109,-111,-122,-12,-2,-30,35,36,-7,34,34,-17,-29
428,16,-35,-45,-59,-56,-31,-20,-39,19,-47,-4,22,5,16,-13,-10,-3,-134,-117,-119,-124,-13,-57,-68,-29,-29,-52,-28,-30,-56,-63
429,-74,-68,-71,-70,-69,-65,-95,-98,17,-64,-3,16,5,28,-7,-11,1,-103,-54,-54,-51,-14,-73,-67,-65,-64,-65,-66,-60,-63,-60
430,-100,-63,-54,-39,-43,-63,-91,-84,17,-82,-2,4,4,17,10,4,8,-14,40,41,40,-17,-57,-35,-61,-59,-41,-61,-56,-39,-28
431,-60,-17,0,20,18,-18,-39,-28,12,-97,-5,-4,5,-5,19,19,5,73,114,113,104,-16,-7,22,-30,-26,6,-28,-24,13,27
432,0,47,61,70,70,43,16,24,11,-113,-5,-10,2,-12,13,20,-3,117,128,121,113,-17,52,70,17,21,62,15,27,66,73
433,47,79,80,69,71,80,58,59,10,-128,-6,-14,1,-11,2,8,-2,103,67,63,65,-16,78,67,58,58,82,56,70,77,71
434,68,57,45,19,27,59,65,63,11,-142,-6,-7,3,-6,-3,4,-1,34,-30,-34,-24,-14,45,12,60,62,45,63,69,36,21
435,57,0,-12,-35,-31,1,42,31,8,-157,-9,5,1,-2,-5,1,-2,-59,-106,-109,-103,-13,-17,-44,26,25,-19,30,16,-25,-36
436,14,-46,-55,-62,-61,-47,-8,-19,10,-170,-11,15,2,8,-6,-2,-4,-118,-117,-117,-123,-9,-61,-70,-21,-20,-58,-18,-44,-64,-65
437,-36,-60,-59,-56,-57,-63,-54,-60,9,-186,-7,9,-1,14,3,1,1,-105,-60,-56,-70,-5,-69,-60,-49,-45,-65,-45,-66,-62,-57
438,-65,-45,-36,-25,-29,-44,-70,-71,9,-195,-8,-2,0,1,8,9,1,-30,28,30,26,-1,-42,-20,-44,-41,-36,-39,-50,-31,-20
439,-57,-6,5,21,16,-8,-47,-38,11,-202,-8,-12,1,-14,5,10,0,62,103,104,106,4,5,27,-13,-8,13,-5,-13,20,34
440,-6,38,51,68,62,36,13,25,10,-215,-9,-14,-2,-21,-1,2,-3,122,122,122,128,9,52,61,29,32,62,33,31,68,72
441,55,78,81,84,81,74,67,73,13,-222,-9,-10,0,-17,-4,-3,-5,119,72,68,76,11,66,53,50,54,72,55,63,70,60
442,79,71,63,47,46,72,74,68,13,-225,-6,-6,-1,-7,0,-2,-4,42,-31,-35,-19,14,39,13,35,39,26,40,51,21,5
443,52,15,1,-19,-22,20,34,18,13,-231,-5,5,0,5,-3,-4,1,-55,-115,-118,-101,14,-8,-29,-1,-1,-34,-1,7,-39,-51
444,-4,-49,-63,-74,-74,-46,-25,-32,15,-237,-4,14,1,15,-5,-6,10,-115,-119,-119,-119,17,-41,-48,-33,-35,-68,-39,-35,-67,-67
445,-48,-92,-89,-83,-87,-87,-58,-59,16,-237,0,12,0,14,-3,-6,14,-106,-51,-49,-69,21,-44,-36,-47,-48,-61,-52,-51,-54,-46
446,-62,-76,-58,-39,-45,-75,-57,-51,18,-241,4,2,2,2,0,-4,8,-37,33,37,15,24,-18,1,-32,-29,-25,-33,-33,-17,-6
447,-42,-17,4,27,24,-20,-32,-20,15,-246,5,-10,0,-9,-1,-2,-4,50,94,95,92,23,21,39,4,5,20,4,8,30,37
448,-4,46,59,73,71,44,10,25,17,-246,9,-8,-1,-12,-3,-6,-12,112,103,102,123,23,48,49,40,41,56,42,44,60,61
449,42,74,79,75,77,75,58,68,14,-246,14,-5,-2,-10,-6,-6,-7,112,54,50,79,23,41,28,55,56,58,60,52,56,49
450,80,63,59,47,50,66,81,82,14,-245,18,-1,0,-6,-7,-10,-1,41,-31,-34,-18,20,8,-10,35,35,21,40,27,16,4
451,69,32,17,0,4,31,53,46,16,-241,18,7,0,5,-2,-5,-1,-60,-104,-106,-108,19,-26,-38,-9,-10,-25,-6,-15,-29,-38
452,12,-21,-37,-57,-54,-19,-13,-26,16,-240,18,15,2,13,7,1,6,-126,-109,-109,-123,15,-44,-43,-41,-41,-48,-45,-48,-50,-49
453,-57,-74,-86,-89,-91,-72,-69,-79,14,-235,21,19,-1,17,14,10,18,-108,-46,-45,-61,10,-39,-24,-51,-49,-37,-53,-48,-37,-28
454,-88,-86,-79,-60,-65,-88,-89,-84,15,-229,25,12,-1,7,8,16,14,-28,41,42,28,5,-6,15,-40,-42,-1,-42,-20,2,12
455,-70,-32,-17,15,8,-36,-54,-38,21,-222,27,-2,-4,-7,-2,4,-2,55,97,97,89,3,29,45,-15,-16,37,-14,20,39,47
456,-12,43,56,70,68,39,14,27,20,-213,29,-7,-2,-10,-11,-13,-13,102,96,92,105,-4,52,51,25,28,55,26,49,54,53
457,54,80,75,74,73,77,66,72,19,-203,28,-12,-4,-9,-8,-11,-11,93,40,34,66,-8,43,23,60,61,35,59,55,31,20
458,78,65,53,44,44,63,75,75,21,-195,26,-9,0,-2,-1,-2,-4,35,-36,-42,-17,-11,4,-20,47,46,-5,49,24,-11,-23
459,65,31,17,6,4,29,51,46,26,-182,22,4,-2,10,2,2,3,-52,-87,-90,-96,-13,-31,-45,-2,-2,-40,2,-23,-46,-50
460,25,-8,-23,-36,-36,-8,11,-3,25,-173,18,15,-3,18,9,6,12,-112,-86,-88,-116,-14,-44,-49,-41,-41,-48,-42,-51,-51,-47
461,-29,-48,-61,-71,-70,-50,-50,-58,27,-160,16,12,-1,17,22,16,17,-96,-37,-35,-58,-12,-40,-35,-51,-51,-28,-52,-49,-27,-18
462,-79,-72,-71,-62,-65,-73,-91,-90,29,-148,11,7,-5,3,19,24,12,-23,40,40,29,-15,-23,-5,-40,-39,11,-40,-33,14,23
463,-84,-43,-27,-2,-7,-47,-70,-60,33,-132,8,1,-3,-9,0,12,-5,62,94,92,92,-16,14,38,-17,-14,46,-16,1,48,53
464,-26,28,44,62,59,22,0,15,31,-120,7,-7,-5,-10,-14,-7,-20,106,94,90,97,-14,50,61,22,25,59,23,42,57,52
465,49,76,79,77,76,72,63,72,31,-104,5,-13,-4,-11,-15,-13,-20,86,43,34,46,-13,47,34,56,59,36,59,63,27,18
466,80,67,57,44,40,68,76,73,35,-88,4,-18,-4,-9,-10,-8,-10,19,-31,-36,-28,-13,4,-13,54,56,-10,58,39,-19,-29
467,60,20,12,-9,-9,22,49,41,34,-73,6,-5,-2,2,-2,-3,1,-54,-82,-90,-85,-10,-35,-47,16,17,-43,18,-16,-50,-55
468,25,-25,-34,-43,-47,-23,13,2,32,-58,5,13,1,17,6,5,13,-94,-88,-89,-93,-6,-52,-49,-27,-26,-50,-27,-50,-54,-53
469,-15,-57,-63,-67,-67,-60,-28,-35,35,-42,4,14,-1,14,13,14,11,-79,-38,-37,-49,-4,-47,-34,-48,-45,-38,-48,-50,-38,-31
470,-55,-72,-66,-57,-62,-74,-63,-70,32,-26,4,9,1,2,10,16,5,-17,39,44,27,-4,-29,-9,-43,-41,-12,-40,-32,-3,6
471,-74,-40,-22,0,-8,-45,-65,-60,29,-11,7,2,2,-9,-3,4,-8,56,94,94,88,-1,9,32,-19,-14,29,-16,-2,40,48
472,-36,23,43,59,53,19,-13,-1,28,4,6,-9,3,-12,-15,-11,-14,98,89,89,94,2,46,59,21,25,56,25,38,66,65
473,33,74,78,80,75,69,55,62,27,19,5,-12,4,-14,-20,-20,-13,85,36,35,48,5,55,44,59,61,43,59,62,44,31
474,77,69,63,49,46,68,79,76,26,38,8,-12,7,-8,-12,-13,-7,22,-33,-33,-24,6,24,1,61,61,-8,61,48,-7,-21
475,64,24,11,-6,-11,27,51,40,21,51,8,-4,7,4,2,-4,2,-47,-82,-82,-83,8,-19,-36,15,16,-48,17,1,-46,-49
476,19,-33,-47,-63,-64,-34,-1,-7,17,66,9,10,10,13,12,6,11,-89,-86,-81,-94,9,-42,-48,-44,-43,-56,-41,-39,-51,-48
477,-25,-81,-87,-89,-90,-82,-41,-47,14,79,6,16,8,13,14,14,21,-82,-39,-29,-49,8,-43,-39,-71,-66,-41,-70,-48,-36,-27
478,-60,-84,-75,-57,-61,-85,-66,-71,12,96,8,16,8,3,8,11,12,-22,34,44,30,8,-21,-7,-53,-47,-16,-51,-35,-5,2
479,-70,-32,-15,12,10,-38,-62,-55,9,110,7,9,9,-8,-5,2,-3,58,80,87,92,7,20,34,-8,-4,24,-5,-4,35,44
480,-34,40,55,74,70,36,-11,1,3,124,8,-2,9,-12,-13,-11,-13,95,76,81,95,7,58,66,38,35,56,37,37,62,63
481,31,81,84,85,84,84,52,62,4,135,8,-8,8,-10,-13,-16,-14,75,34,37,46,6,68,53,62,62,53,65,62,52,42
482,74,73,63,51,53,77,77,76,1,146,6,-10,7,-5,-6,-13,-5,14,-25,-24,-21,5,33,1,57,54,15,56,51,8,-5
483,66,28,15,-3,-3,30,54,43,-1,154,4,-5,8,3,-1,-6,5,-52,-72,-75,-73,4,-25,-52,11,8,-28,10,-3,-35,-41
484,21,-27,-40,-53,-51,-22,-1,-12,-3,166,2,5,5,12,11,4,13,-92,-80,-78,-86,5,-61,-65,-49,-50,-45,-47,-56,-50,-50
485,-39,-68,-71,-73,-74,-62,-57,-65,-7,177,-2,16,3,15,17,15,20,-83,-33,-31,-43,3,-51,-32,-79,-78,-35,-78,-68,-38,-33
486,-86,-74,-63,-53,-53,-68,-91,-90,-3,186,-7,19,6,10,12,16,8,-24,37,37,29,1,-12,12,-62,-58,-7,-64,-37,-6,4
487,-85,-36,-19,2,0,-34,-67,-56,-5,194,-11,11,1,0,-3,6,-3,49,81,79,81,1,28,49,-4,0,33,-9,10,34,41
488,-28,26,42,60,60,28,-2,16,-3,199,-14,0,2,-8,-11,-10,-6,82,75,69,82,2,59,65,52,56,68,52,50,63,66
489,45,77,85,83,89,80,63,74,-3,206,-16,-12,-1,-12,-8,-11,-8,66,26,20,42,0,58,45,77,85,64,82,66,55,45
490,83,81,76,59,63,84,85,82,-2,209,-17,-16,-3,-10,-4,-9,-9,17,-37,-44,-15,0,20,-9,63,66,19,65,45,4,-10
491,70,42,22,-2,0,41,58,49,2,213,-17,-14,-2,3,6,1,-2,-40,-85,-90,-67,1,-39,-61,9,15,-42,13,-9,-52,-63
492,24,-29,-43,-65,-61,-27,5,-8,2,216,-11,-2,-6,17,18,13,14,-79,-83,-85,-79,1,-77,-77,-51,-47,-64,-46,-63,-71,-69
493,-32,-74,-78,-82,-82,-74,-47,-57,6,218,-11,10,-8,17,19,17,17,-69,-28,-28,-38,3,-70,-44,-88,-81,-40,-83,-77,-43,-30
494,-67,-70,-62,-48,-49,-73,-73,-73,10,218,-11,17,-8,10,9,13,7,-9,46,43,33,6,-18,15,-78,-70,1,-75,-43,2,17
495,-69,-22,-14,9,4,-27,-58,-52,13,219,-11,13,-11,2,-4,2,-5,58,85,84,79,6,43,68,-24,-17,43,-24,17,43,51
496,-30,30,38,52,49,28,-8,3,19,219,-10,6,-11,-4,-9,-6,-9,89,76,73,79,5,75,82,41,48,65,42,70,63,63
497,33,67,69,72,71,63,53,61,21,215,-9,-9,-11,-13,-10,-9,-9,69,29,24,35,4,64,51,82,84,53,83,84,48,36
498,83,77,66,60,60,74,86,87,24,212,-8,-15,-12,-17,-9,-9,-5,15,-36,-40,-31,4,19,-6,77,77,3,76,55,-4,-19
499,84,46,27,5,6,45,69,58,29,208,-10,-13,-10,-5,-2,-1,3,-48,-87,-94,-84,4,-41,-60,30,26,-56,27,-3,-59,-70
500,37,-21,-39,-60,-61,-18,11,-7,31,205,-10,-8,-10,9,13,7,14,-86,-94,-95,-89,4,-84,-84,-34,-34,-81,-35,-63,-80,-80
501,-29,-78,-86,-89,-90,-77,-54,-65,34,198,-10,5,-8,17,18,20,16,-67,-34,-32,-37,1,-82,-61,-74,-75,-60,-76,-83,-54,-42
502,-74,-82,-75,-56,-60,-84,-79,-78,36,189,-10,13,-7,13,9,18,8,-2,49,50,37,0,-36,-2,-70,-70,-5,-69,-60,9,21
503,-62,-35,-17,7,1,-36,-51,-43,33,181,-13,10,-3,5,-6,2,-6,65,96,95,82,1,30,61,-25,-22,55,-26,-1,65,70
504,-17,28,42,57,53,24,0,10,34,171,-15,-1,-1,-5,-12,-7,-13,89,81,77,77,1,78,88,28,29,80,27,59,86,80
505,33,66,68,73,73,63,46,55,26,164,-13,-8,0,-13,-12,-12,-9,67,28,24,35,-3,82,66,62,63,60,58,86,59,45
506,63,68,64,54,56,67,73,75,26,152,-12,-12,1,-14,-9,-9,-5,12,-34,-37,-31,-5,40,8,68,65,7,65,64,2,-15
507,72,32,21,1,4,36,71,58,21,141,-11,-14,2,-5,0,-6,-1,-52,-85,-87,-88,-7,-23,-51,35,32,-54,36,6,-53,-67
508,36,-26,-42,-63,-58,-23,21,4,18,131,-10,-5,6,6,8,3,8,-100,-93,-91,-100,-9,-70,-82,-22,-27,-87,-20,-54,-82,-83
509,-32,-81,-90,-94,-92,-81,-48,-62,19,117,-7,5,8,13,14,8,15,-86,-39,-33,-49,-10,-74,-62,-65,-69,-70,-66,-80,-63,-52
510,-87,-93,-82,-64,-69,-89,-85,-91,16,107,-4,10,10,13,5,5,14,-16,41,47,35,-11,-36,-9,-64,-68,-15,-65,-58,-6,13
511,-84,-42,-23,4,0,-44,-65,-55,11,92,-2,5,9,10,-4,-5,0,63,87,91,92,-7,17,40,-24,-24,48,-20,-6,55,68
512,-30,30,45,65,63,26,-3,8,7,80,-2,-2,9,1,-12,-15,-10,93,77,79,85,-9,57,70,28,29,86,28,41,88,86
513,31,78,81,88,85,76,48,57,8,67,-5,1,11,-8,-10,-17,-14,66,27,28,33,-9,74,65,60,60,77,59,67,69,58
514,67,84,75,64,63,82,70,73,-1,52,-7,2,9,-12,-7,-15,-15,6,-37,-37,-27,-9,46,19,56,54,25,57,59,13,-3
515,67,46,22,3,3,44,56,54,-5,39,-7,4,8,-7,-3,-12,-7,-52,-82,-86,-78,-7,-8,-39,24,18,-40,20,16,-48,-60
516,31,-20,-47,-62,-61,-24,6,0,-6,23,-9,7,6,4,9,-2,9,-93,-84,-85,-91,-3,-62,-70,-24,-28,-75,-28,-41,-79,-81
517,-32,-80,-91,-88,-93,-78,-56,-63,-9,11,-11,10,4,15,15,9,15,-83,-30,-28,-43,-4,-70,-57,-59,-61,-64,-60,-72,-65,-56
518,-83,-79,-74,-52,-61,-83,-95,-93,-11,-6,-12,12,4,19,12,13,11,-16,43,44,37,-5,-35,-7,-55,-57,-19,-57,-55,-13,0
519,-85,-30,-21,2,-3,-34,-75,-61,-15,-21,-12,4,1,16,-1,6,2,61,87,87,91,-2,15,39,-15,-15,34,-17,-8,35,46
520,-31,23,30,47,45,20,-12,9,-18,-38,-12,0,-1,5,-8,-5,-3,94,76,75,85,0,52,62,35,38,65,36,44,66,66
521,40,61,67,73,75,62,56,67,-17,-52,-12,2,3,-3,-14,-8,-13,70,28,22,38,2,57,49,63,64,64,66,63,60,54
522,87,80,80,71,78,85,83,86,-20,-68,-10,4,3,-10,-14,-11,-16,15,-40,-44,-26,4,27,8,58,54,30,56,46,21,8
523,83,63,46,19,27,64,68,63,-16,-84,-9,1,2,-11,-4,-6,-12,-47,-89,-92,-77,6,-19,-39,21,19,-27,21,3,-36,-50
524,38,-8,-29,-60,-52,-5,13,-1,-13,-99,-11,3,-1,-1,12,9,4,-86,-87,-88,-84,6,-61,-65,-28,-27,-68,-26,-42,-72,-76
