,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
460,11,23,21,25,1,17,16,-2,-8,-52,-48,-11,-48,-23,-54,-57,-54,-31,-5,-55,-56,0,-4,-47,-30,-51,-20,-51,-53,-51,-56,-55,-11,-60,-56,-74,-53,-56,-52,-45,-54,-52,-51,-51,-55,-56,-52,-50,-54,-52,-38,-56,-83,-48,-53,-55,-46,-54,-58,-55,-49,-48,-55,-49,-51,-52,-49,-53,-46,-47,-50,-58,-54,-47,-57,-54,-52,-53,-23,-48,-33,-53,-53,-57,-52,-55,-45,-53,-53,-54,-48,-55,-16,-20,-46,-59,-49,-28,-53,-51,-54,-53,-53,-49,-60,-50,-57,-53,-52,-56,-45,-54,-54,-47,-54,-24,-48,-32,-54,-47,-46,-55,-82,-30,-77,-19,-57,-51,-54,-55,-57,-58,-31,-61,-19,-53,-53,-57,-58,-54,-43,-57,-48,-52,-53,-32,-55,-49,-52,-54,-51,-56,-56,-52,-45,-49,-50,1,-53,-50,-33,-30,-44,3,-16,-49,-53,-53,-51,-51,-55,-51,-2,-8,-8,-8,-9,-12,-7,-9,-8,-24,-15,3,-1,-47,11,5,4,9,11,12,9,15,3,14,1,5,9,12,12,12
461,9,21,27,22,-3,18,16,-2,-3,-44,-38,32,-36,-2,-50,-49,-38,-8,42,-47,-45,44,42,-33,-7,-44,2,-36,-36,-39,-52,-46,12,-56,-50,-33,-44,-42,-38,-28,-47,-37,-36,-37,-44,-49,-43,-33,-40,-40,-18,-45,-49,-33,-49,-48,-28,-46,-50,-46,-36,-34,-49,-33,-41,-33,-36,-37,-29,-33,-37,-52,-48,-31,-52,-52,-37,-48,-3,-33,-14,-50,-47,-50,-43,-42,-29,-46,-49,-53,-37,-48,35,3,-32,-54,-38,-3,-38,-34,-39,-46,-38,-37,-50,-39,-46,-46,-40,-46,-30,-42,-50,-27,-50,0,-31,-12,-51,-31,-33,-40,-48,-9,-38,3,-54,-39,-44,-50,-53,-44,-7,-51,4,-44,-39,-54,-51,-41,-26,-53,-38,-36,-39,-9,-46,-33,-39,-46,-33,-47,-52,-40,-26,-32,-34,47,-40,-31,-9,-8,-29,47,5,-33,-43,-39,-40,-34,-47,-36,10,-1,-3,2,-5,1,3,-3,-4,-17,-13,7,-4,-50,22,18,9,2,21,24,17,6,9,24,5,6,1,24,21,5
462,16,15,21,11,-4,17,14,-4,2,-27,-18,57,-14,22,-33,-35,-18,16,74,-32,-26,72,73,-10,21,-34,29,-20,-15,-18,-42,-28,38,-40,-31,18,-30,-23,-20,-5,-32,-19,-15,-16,-27,-30,-24,-13,-17,-20,6,-27,-1,-10,-37,-33,-9,-29,-35,-28,-14,-11,-35,-13,-20,-14,-20,-16,-8,-10,-13,-32,-33,-9,-46,-43,-18,-34,23,-12,11,-38,-31,-33,-23,-21,-8,-33,-36,-39,-16,-32,67,28,-13,-42,-16,23,-18,-14,-18,-32,-20,-16,-31,-16,-25,-26,-19,-28,-9,-26,-30,-3,-37,26,-11,17,-35,-6,-9,-23,1,17,11,29,-43,-18,-23,-35,-41,-28,16,-33,28,-25,-20,-43,-39,-19,-2,-37,-18,-18,-18,14,-29,-13,-18,-31,-9,-30,-40,-21,-4,-8,-14,76,-18,-11,18,19,-9,77,32,-11,-24,-17,-20,-14,-28,-13,15,4,9,9,1,5,9,5,3,-5,-11,8,-3,-50,18,23,1,-3,17,17,20,1,-1,16,-3,-3,-3,22,19,-1
463,24,7,10,3,-3,15,12,-1,6,-3,4,74,11,45,-12,-10,7,38,88,-7,-2,86,90,16,43,-13,47,6,7,4,-20,-1,53,-17,-10,58,-7,-2,5,23,-11,5,10,6,-1,-8,-3,9,7,1,30,-5,43,16,-17,-9,17,-9,-15,-7,11,11,-13,11,5,12,4,10,20,14,10,-11,-9,15,-26,-24,5,-14,43,16,34,-16,-7,-11,1,1,16,-10,-11,-23,8,-11,86,49,12,-23,8,45,7,8,4,-11,10,7,-9,5,0,-6,5,-3,14,0,-13,19,-15,47,11,40,-12,17,13,3,48,41,54,46,-22,7,3,-12,-19,-3,43,-12,46,-1,1,-22,-18,5,21,-18,6,6,7,40,-5,12,3,-6,15,-8,-18,2,19,15,11,91,4,16,41,40,14,91,51,12,-2,9,6,10,-8,11,13,5,15,16,5,14,18,13,7,0,-10,10,-2,-55,3,5,-4,-2,3,8,18,3,-4,4,-9,-8,1,4,5,2
464,19,0,5,1,-5,14,10,0,11,17,26,71,31,56,11,11,33,53,88,15,22,86,92,32,56,14,55,27,28,27,3,19,56,4,14,82,16,24,32,42,15,25,30,30,19,14,20,30,28,22,48,17,70,39,7,11,40,13,9,17,31,34,13,36,28,38,26,26,37,35,29,12,13,33,1,-1,27,10,56,38,50,10,13,14,24,24,34,14,12,2,30,14,92,60,31,4,30,54,32,34,27,12,32,29,16,28,22,17,26,19,33,18,12,37,9,56,33,54,12,36,30,24,79,57,81,58,0,29,30,15,5,22,56,12,58,22,24,3,4,31,38,7,29,29,27,52,19,38,29,19,35,16,6,22,42,36,32,88,26,37,55,54,38,87,60,36,20,28,24,34,18,30,10,13,16,19,10,20,20,20,12,-3,-9,13,-1,-56,1,-3,-3,-2,-4,4,15,1,-5,3,-8,-3,0,2,3,4
465,4,-10,-2,-12,-7,12,7,-1,14,38,38,52,45,53,31,30,51,56,63,34,43,62,70,46,56,32,50,44,42,42,26,36,44,29,34,93,33,44,50,49,31,38,45,47,36,31,37,42,43,38,57,36,85,51,26,32,50,33,28,34,42,45,29,48,43,48,42,39,51,49,43,35,34,44,21,21,43,30,55,53,58,31,35,35,37,38,45,35,32,25,45,33,70,57,44,26,45,54,49,49,44,30,46,41,32,40,40,38,38,38,48,39,34,47,29,54,46,56,33,46,42,40,92,56,87,50,23,42,47,33,26,42,56,36,51,39,46,23,24,47,46,29,44,41,41,55,37,47,45,37,44,35,26,39,49,47,43,60,40,51,58,56,49,58,53,49,37,43,44,45,35,45,11,15,15,17,10,23,15,17,12,-5,-5,15,1,-57,10,7,0,-9,6,10,7,-7,-2,9,-5,-1,-6,8,7,-7
466,-11,-22,-14,-25,-8,8,0,-2,16,46,44,21,47,41,44,43,50,46,17,45,51,14,22,48,44,47,37,48,46,47,39,43,28,50,43,83,47,49,52,45,45,46,50,52,46,44,47,43,44,46,53,44,80,51,40,48,46,44,43,47,45,50,43,46,50,46,47,44,49,46,46,44,46,45,41,41,47,43,42,52,51,46,46,45,46,47,47,46,43,42,47,45,27,40,50,42,50,40,54,51,48,45,48,49,44,46,49,47,45,47,48,47,44,46,43,39,51,45,46,46,45,48,88,45,79,32,41,47,52,44,39,52,45,47,36,48,49,39,41,50,45,43,52,47,50,46,47,47,50,46,49,44,39,47,46,49,47,15,45,48,48,42,43,12,35,50,44,45,48,46,45,46,6,11,13,11,6,18,17,14,7,1,-3,15,4,-58,9,6,3,-14,6,8,5,-13,0,5,-3,0,-13,8,8,-9
467,-18,-27,-28,-26,-9,6,-4,2,21,46,39,-7,40,20,49,45,40,24,-29,44,46,-31,-27,40,28,48,15,43,37,46,46,41,10,53,46,46,45,43,42,30,47,43,42,42,47,46,47,37,41,41,35,41,53,38,47,51,35,47,47,47,37,41,46,36,46,31,41,35,36,37,41,44,47,35,50,46,43,49,18,43,33,50,48,47,44,45,37,47,47,47,42,46,-23,18,42,45,43,19,42,39,39,48,38,43,45,43,47,48,40,48,39,46,44,36,47,18,42,27,50,38,35,45,60,25,45,13,49,41,50,51,44,52,25,46,12,47,39,47,46,41,34,47,44,42,43,30,48,36,44,46,40,45,47,42,30,37,41,-30,42,34,27,21,32,-37,15,42,46,42,42,36,47,38,-7,2,8,6,0,9,8,8,-2,6,2,17,5,-61,-9,-8,-2,-8,-10,-6,2,-8,-2,-10,-2,-4,-6,-6,-6,-6
468,-18,-21,-23,-17,-9,3,-2,1,22,35,20,-34,23,-4,39,34,23,4,-62,37,26,-61,-59,23,1,42,-12,29,22,27,40,30,-19,44,38,-4,34,25,26,10,40,26,26,24,33,37,31,19,23,29,13,32,8,19,40,44,15,37,38,35,18,25,39,19,32,14,27,18,14,15,25,38,42,16,48,44,27,42,-5,22,12,44,36,39,32,29,17,39,40,47,25,37,-57,-7,27,44,26,-3,26,24,23,41,24,30,35,29,31,33,25,37,21,37,34,14,41,-7,23,3,41,16,17,29,14,2,-2,-14,45,22,32,41,39,39,-2,34,-13,32,25,42,42,25,15,42,29,26,30,5,38,17,28,33,21,38,39,26,13,20,21,-63,24,15,4,-5,10,-67,-11,21,33,24,28,18,35,20,-11,-7,-2,-4,-9,4,1,-3,-12,13,7,19,6,-62,-14,-14,-6,3,-12,-10,-4,-1,-5,-14,-5,-5,5,-14,-14,3
469,-11,-10,-13,-11,-12,2,-3,3,23,16,-3,-59,-2,-29,23,16,2,-20,-77,15,4,-77,-75,-3,-23,25,-36,6,-3,7,26,10,-41,26,17,-45,13,6,3,-16,22,2,5,2,11,19,11,-7,1,9,-14,13,-38,-4,22,23,-14,18,21,17,-1,1,22,-7,8,-11,2,-3,-10,-10,1,17,24,-7,31,30,5,27,-29,-4,-14,28,15,23,10,7,-6,21,22,34,3,20,-77,-33,2,28,4,-30,0,-2,-1,23,-2,7,19,6,11,13,4,15,-5,13,18,-8,23,-30,3,-24,24,-6,-6,6,-35,-21,-46,-35,32,4,6,19,22,18,-24,14,-37,12,1,26,28,1,-10,26,7,3,8,-22,18,-8,7,11,-1,14,27,5,-16,-3,-3,-76,3,-11,-22,-26,-16,-82,-35,-4,10,4,5,-10,15,-5,-15,-12,-10,-14,-12,-9,-8,-9,-16,23,10,20,7,-59,-3,-8,0,5,-6,-5,-4,5,-4,-5,2,3,8,-5,-7,2
470,0,-1,-6,-2,-9,0,-7,5,23,-8,-24,-68,-21,-47,-1,-5,-27,-43,-82,-6,-20,-83,-79,-25,-44,1,-51,-17,-22,-18,5,-13,-54,4,-7,-69,-10,-24,-24,-42,-3,-22,-20,-24,-13,-7,-13,-26,-23,-15,-36,-11,-68,-33,2,2,-39,-8,-1,-8,-26,-23,-3,-35,-15,-36,-19,-29,-36,-36,-20,-5,-1,-28,11,10,-20,2,-47,-28,-37,2,-7,-4,-14,-15,-27,-2,0,10,-19,-5,-84,-47,-21,5,-21,-49,-26,-32,-27,-1,-31,-16,-6,-18,-12,-9,-19,-9,-26,-12,-5,-30,2,-50,-23,-43,1,-28,-30,-18,-68,-46,-70,-51,12,-21,-17,-3,-1,-9,-42,-8,-54,-10,-27,6,3,-26,-34,1,-19,-22,-16,-45,-8,-38,-17,-13,-26,-10,3,-18,-44,-26,-25,-79,-22,-35,-43,-48,-43,-83,-51,-24,-11,-20,-18,-36,-7,-29,-20,-17,-12,-14,-21,-12,-12,-12,-22,31,17,20,7,-62,4,-3,6,6,1,1,-3,5,6,-4,9,5,7,2,-2,5
471,0,8,5,9,-7,-1,-13,2,25,-30,-45,-56,-40,-56,-21,-27,-49,-55,-73,-31,-46,-68,-70,-42,-54,-24,-59,-34,-40,-35,-19,-34,-55,-23,-26,-79,-31,-48,-49,-55,-27,-41,-38,-50,-31,-30,-33,-43,-42,-36,-51,-32,-83,-53,-21,-20,-56,-30,-23,-28,-44,-39,-24,-53,-37,-53,-39,-42,-54,-56,-41,-27,-22,-42,-12,-14,-39,-23,-57,-51,-52,-22,-29,-25,-34,-36,-44,-24,-24,-14,-40,-27,-73,-56,-38,-18,-40,-60,-47,-51,-50,-25,-48,-37,-27,-39,-34,-32,-39,-31,-42,-32,-29,-44,-23,-56,-41,-58,-24,-46,-44,-39,-83,-53,-78,-58,-10,-40,-37,-28,-25,-32,-51,-35,-57,-34,-51,-17,-20,-50,-47,-22,-37,-41,-35,-56,-30,-55,-35,-33,-44,-30,-20,-39,-59,-41,-41,-66,-40,-53,-51,-59,-59,-69,-56,-40,-34,-42,-40,-55,-29,-45,-16,-20,-14,-13,-23,-13,-11,-14,-23,37,18,23,11,-60,-3,-1,11,12,-4,-2,0,7,8,-7,10,6,12,-1,-5,10
472,0,20,14,20,-6,-2,-11,7,24,-44,-52,-34,-49,-53,-40,-42,-57,-55,-37,-46,-54,-33,-34,-49,-55,-46,-54,-49,-49,-47,-40,-48,-47,-46,-41,-78,-44,-60,-58,-60,-43,-49,-47,-58,-44,-44,-46,-49,-49,-49,-56,-48,-81,-59,-36,-40,-64,-42,-41,-41,-52,-47,-42,-58,-49,-58,-52,-50,-58,-61,-49,-39,-42,-48,-34,-34,-48,-41,-54,-57,-56,-41,-43,-43,-49,-46,-51,-41,-42,-36,-48,-44,-42,-51,-50,-38,-50,-53,-60,-58,-58,-42,-57,-49,-42,-49,-43,-46,-50,-45,-49,-46,-43,-48,-42,-53,-48,-58,-42,-48,-52,-50,-84,-54,-77,-53,-29,-50,-49,-44,-42,-46,-52,-54,-54,-46,-61,-37,-41,-58,-51,-39,-51,-48,-48,-59,-45,-61,-47,-47,-54,-45,-39,-53,-61,-51,-50,-26,-50,-57,-52,-58,-62,-31,-50,-49,-48,-48,-51,-62,-47,-51,-10,-17,-12,-12,-18,-11,-12,-12,-16,39,22,26,9,-59,-1,-6,9,18,-3,-3,-1,16,7,-3,13,6,21,-2,-5,16
473,18,29,25,28,-4,-3,-11,8,22,-48,-47,-8,-45,-45,-50,-47,-56,-46,15,-48,-57,19,18,-44,-45,-51,-38,-49,-46,-48,-49,-47,-33,-56,-48,-58,-49,-57,-56,-52,-52,-44,-44,-60,-47,-51,-48,-46,-42,-47,-52,-51,-67,-54,-48,-49,-56,-49,-52,-49,-45,-40,-50,-56,-48,-51,-52,-41,-51,-58,-46,-46,-49,-39,-45,-47,-47,-49,-43,-55,-49,-50,-49,-47,-51,-46,-43,-48,-50,-46,-45,-49,9,-40,-48,-49,-47,-43,-58,-60,-58,-50,-56,-48,-50,-47,-44,-52,-48,-47,-45,-48,-49,-38,-49,-39,-47,-47,-50,-43,-45,-52,-70,-43,-58,-38,-43,-46,-50,-52,-48,-49,-39,-59,-38,-51,-61,-46,-50,-55,-43,-49,-48,-45,-48,-50,-50,-55,-48,-50,-41,-49,-48,-53,-54,-42,-47,24,-47,-50,-38,-46,-62,21,-37,-44,-52,-46,-48,-60,-52,-44,-8,-16,-8,-7,-14,-6,-6,-9,-9,40,23,25,10,-59,10,3,12,18,8,10,-2,16,11,8,15,11,19,6,3,21
474,33,31,33,31,-7,0,-16,10,19,-38,-29,13,-30,-25,-46,-42,-43,-32,55,-42,-49,57,54,-26,-27,-49,-18,-35,-28,-33,-44,-34,-8,-52,-44,-14,-42,-49,-45,-29,-44,-29,-28,-46,-39,-42,-34,-27,-28,-38,-38,-40,-28,-37,-44,-43,-36,-42,-46,-39,-28,-23,-45,-40,-34,-34,-37,-23,-35,-39,-32,-37,-46,-22,-47,-48,-32,-45,-25,-40,-34,-46,-44,-41,-39,-31,-26,-44,-45,-47,-32,-40,50,-18,-31,-48,-33,-23,-45,-46,-46,-45,-42,-36,-45,-33,-31,-41,-34,-36,-25,-39,-43,-19,-44,-20,-29,-31,-45,-24,-25,-39,-33,-26,-11,-18,-44,-34,-37,-43,-46,-38,-21,-54,-17,-40,-54,-42,-48,-45,-19,-43,-37,-29,-36,-32,-43,-39,-33,-39,-25,-42,-46,-37,-35,-26,-27,58,-33,-33,-20,-25,-42,58,-13,-24,-39,-29,-35,-42,-42,-27,-3,-7,1,2,-2,-2,2,-1,-4,40,27,25,11,-59,17,10,14,9,10,14,-4,8,13,9,20,13,8,13,11,13
475,12,27,29,25,-2,0,-13,8,18,-19,-8,36,-6,0,-29,-25,-17,-8,68,-21,-25,69,67,-1,-2,-31,5,-16,-5,-12,-30,-15,14,-44,-25,35,-24,-23,-19,4,-29,-10,-5,-17,-17,-22,-15,-3,-8,-15,-18,-17,24,-6,-30,-26,-4,-22,-29,-22,-6,1,-31,-8,-16,-3,-13,1,-1,-9,-7,-18,-32,2,-35,-38,-12,-31,0,-9,-13,-27,-26,-25,-19,-8,-2,-28,-30,-36,-10,-21,72,7,-7,-34,-9,2,-16,-17,-17,-30,-15,-11,-24,-12,-8,-23,-10,-16,-1,-15,-23,7,-31,4,-7,-6,-30,0,-2,-15,16,-4,38,6,-32,-11,-16,-26,-28,-19,4,-35,5,-18,-24,-30,-35,-19,6,-28,-14,-5,-14,-7,-22,-7,-10,-19,0,-20,-31,-13,0,-2,-4,69,-10,-1,5,-1,-11,71,11,-3,-18,-5,-12,-11,-24,-2,11,4,9,11,5,10,8,9,5,36,28,23,11,-59,7,6,16,-3,7,7,-6,-4,15,4,18,12,0,6,8,-1
476,-8,14,19,9,-1,2,-8,8,13,6,18,60,18,20,-7,-2,17,16,72,4,9,76,75,23,18,-8,26,11,23,13,-8,10,31,-16,-4,63,4,11,14,33,-7,18,21,14,9,1,11,23,21,8,6,7,61,24,-8,-4,28,2,-4,7,21,27,-8,23,10,29,11,28,28,21,19,5,-9,26,-14,-17,16,-8,22,22,11,-4,-2,0,5,13,26,-3,-8,-13,18,1,77,27,18,-11,17,22,17,20,16,-7,18,15,3,13,14,2,15,8,24,8,0,34,-8,26,22,18,-6,29,24,12,53,20,66,27,-13,17,10,-3,-6,6,23,-3,28,7,13,-7,-13,16,33,-6,14,20,14,17,1,24,16,6,23,2,-8,11,32,26,21,75,18,31,26,23,25,75,29,22,4,19,13,23,1,27,21,12,10,12,15,15,14,13,17,34,30,22,8,-53,0,0,9,-1,-2,1,-6,-3,11,-4,10,10,-1,-2,2,2
477,5,2,7,-4,-1,3,-9,8,11,31,44,71,43,37,18,27,40,32,76,28,37,78,79,48,39,19,42,37,46,38,20,34,42,16,24,69,28,37,39,51,22,41,44,38,33,28,37,45,45,36,28,30,73,47,18,23,45,26,23,31,45,48,20,46,34,48,37,49,47,45,41,31,18,49,11,6,41,22,40,43,32,21,25,28,33,39,49,23,20,13,42,26,76,42,43,14,41,37,41,42,39,18,41,39,26,38,41,27,40,33,47,33,25,54,20,40,44,38,19,50,47,38,63,37,74,41,12,41,35,26,21,29,39,29,40,34,39,21,16,38,54,20,37,45,38,35,28,46,40,32,47,27,16,40,50,46,45,76,43,49,42,39,46,73,41,47,32,47,38,43,28,49,20,20,10,11,19,13,12,10,21,26,31,19,8,-48,-2,-3,-2,1,-2,-2,-13,2,3,-6,3,-3,4,-3,0,5
478,15,-11,-8,-13,2,2,-10,11,7,52,61,60,57,46,43,50,56,44,59,49,53,60,60,59,46,41,46,54,61,56,45,55,42,42,46,77,49,58,54,65,44,58,60,56,52,50,56,60,60,55,43,54,80,63,41,44,63,47,45,49,60,62,47,62,51,63,57,62,62,61,57,54,44,59,39,35,58,44,48,59,44,46,48,50,52,58,61,47,45,37,58,52,65,46,61,39,56,44,56,58,57,44,60,58,50,56,58,51,57,54,62,54,48,65,42,46,60,48,44,60,61,56,66,45,77,45,34,59,54,48,46,50,50,47,47,55,59,45,42,57,63,43,56,63,58,45,51,62,56,53,59,50,43,58,66,60,61,56,59,64,50,49,61,53,45,61,52,59,54,62,50,64,14,18,10,15,23,13,13,10,19,17,34,17,8,-46,-6,-1,-5,-6,-5,-3,-14,-5,-4,-8,-5,-1,-6,-6,0,-1
479,-3,-23,-21,-25,3,6,-7,11,5,60,61,35,60,42,57,60,68,44,18,57,71,15,18,57,44,56,41,59,60,60,61,62,33,58,61,72,58,72,68,68,59,60,61,67,60,63,60,61,61,60,47,63,80,73,59,58,71,60,61,60,62,61,60,70,57,70,62,64,68,70,60,64,58,56,56,53,62,59,42,67,44,62,62,61,59,60,60,60,58,59,62,64,23,41,61,57,60,43,70,70,69,59,72,61,63,62,67,61,60,61,61,63,60,59,57,41,60,46,59,56,58,63,71,44,75,41,55,61,58,60,62,55,46,63,40,65,70,61,60,68,58,60,62,65,62,45,64,70,60,64,56,62,59,67,71,57,60,12,61,71,46,45,70,10,38,61,61,60,60,71,62,62,24,16,11,9,20,13,11,10,17,11,34,18,6,-38,-14,-7,-3,-17,-14,-14,-11,-18,-7,-16,-5,2,-16,-12,-10,-15
480,-22,-33,-33,-32,3,3,-7,8,1,55,50,2,46,29,56,58,64,34,-24,55,73,-27,-21,45,33,60,23,52,48,50,65,56,15,68,59,40,55,71,64,53,60,50,50,63,56,60,52,48,49,53,41,56,57,62,62,60,60,56,63,55,48,47,59,63,46,60,54,51,56,62,48,62,59,45,62,63,51,59,30,59,37,62,62,59,52,50,47,59,58,63,48,61,-17,27,50,61,49,31,66,63,66,60,67,53,60,52,57,57,51,55,48,58,60,43,60,27,48,36,59,42,44,58,48,32,43,23,59,52,49,60,67,50,33,73,23,54,71,64,66,68,41,59,50,52,52,36,58,61,52,59,42,60,60,54,54,45,50,-25,55,62,34,35,60,-29,20,45,59,48,51,60,59,49,20,8,2,4,10,6,2,4,10,11,31,17,5,-33,-19,-15,-2,-18,-15,-14,-9,-16,-4,-15,-2,3,-14,-16,-14,-15
481,-14,-26,-35,-27,3,2,-11,9,-6,40,35,-16,26,6,44,45,43,16,-50,38,54,-46,-43,25,14,45,0,33,30,36,55,43,-7,68,48,-6,43,52,44,29,45,33,30,44,38,46,37,28,30,40,25,41,15,39,51,47,37,41,50,42,28,29,48,39,27,36,38,28,32,35,28,47,46,23,55,54,32,49,8,33,21,52,47,46,41,34,24,46,48,57,30,46,-44,6,33,54,29,7,45,44,44,48,44,35,46,34,38,42,32,39,28,41,46,22,48,6,27,15,47,23,24,42,7,9,1,0,52,33,29,47,55,37,7,60,0,39,49,54,56,47,21,51,32,33,34,15,41,37,36,43,24,45,51,37,29,25,31,-51,35,36,12,13,37,-51,0,25,43,32,34,38,44,30,-7,0,-8,-8,3,-6,-7,-6,0,6,29,14,4,-26,-13,-11,-3,-1,-13,-11,-9,-2,-5,-12,-6,1,-2,-9,-11,-1
482,2,-16,-25,-16,2,4,-10,9,-10,20,9,-34,4,-16,27,24,18,-9,-69,17,27,-66,-62,1,-11,22,-19,11,3,14,35,18,-28,47,27,-39,20,22,16,0,26,9,5,19,15,28,12,6,4,16,0,16,-24,11,34,28,12,22,29,20,3,2,29,14,5,8,13,4,5,10,5,29,28,-2,39,40,9,29,-16,5,-5,31,25,25,16,11,0,27,29,39,6,26,-64,-19,7,36,5,-17,18,17,17,28,21,9,25,11,16,20,12,17,3,20,25,-4,29,-16,3,-8,29,-5,-1,18,-31,-15,-33,-23,35,10,9,27,38,11,-14,34,-23,16,22,35,34,20,-7,30,8,5,9,-8,20,12,8,22,-1,23,29,16,1,0,5,-71,11,6,-13,-13,8,-67,-21,2,17,9,9,13,22,3,-24,-5,-13,-12,-5,-11,-13,-10,-9,-1,25,14,4,-20,-13,-12,-10,2,-9,-11,-7,2,-8,-11,-11,-10,3,-9,-10,1
483,-2,-11,-15,-7,3,5,-2,9,-15,-7,-17,-52,-21,-36,0,-1,-11,-29,-85,-11,-5,-80,-80,-26,-31,1,-40,-16,-22,-12,10,-6,-45,19,3,-61,-3,-5,-11,-28,0,-17,-20,-9,-11,1,-16,-21,-26,-12,-22,-10,-47,-19,9,4,-21,-3,7,-8,-24,-25,7,-17,-20,-20,-11,-24,-25,-20,-21,1,6,-29,15,19,-17,5,-37,-24,-24,8,0,-2,-10,-17,-26,1,4,16,-21,2,-77,-38,-19,14,-22,-37,-11,-6,-12,5,-10,-17,-2,-19,-13,-7,-15,-11,-23,-7,0,-33,5,-36,-23,-31,1,-31,-27,-11,-53,-34,-54,-41,11,-17,-18,1,11,-12,-35,10,-42,-11,-5,8,12,-7,-34,5,-20,-22,-17,-30,-5,-19,-16,-2,-29,-2,5,-11,-29,-26,-22,-83,-18,-22,-34,-31,-21,-84,-37,-27,-8,-20,-18,-19,-5,-24,-8,-14,-17,-18,-13,-13,-16,-17,-13,-8,24,14,1,-12,-15,-11,-9,-7,-14,-13,0,-9,-10,-11,-15,-6,-3,-15,-17,-5
484,-11,-2,-6,0,-1,5,3,10,-19,-32,-40,-53,-43,-45,-22,-29,-40,-45,-80,-36,-32,-72,-78,-48,-44,-25,-49,-41,-46,-39,-17,-36,-51,-11,-24,-78,-30,-36,-39,-52,-27,-43,-45,-37,-39,-24,-41,-47,-46,-36,-43,-33,-66,-48,-18,-22,-47,-30,-22,-31,-46,-47,-23,-44,-42,-48,-37,-47,-50,-45,-44,-27,-23,-50,-13,-6,-43,-22,-49,-49,-40,-21,-28,-27,-34,-43,-45,-26,-22,-10,-44,-28,-81,-47,-43,-15,-44,-50,-42,-41,-40,-22,-41,-42,-30,-40,-39,-31,-38,-38,-45,-37,-26,-55,-21,-47,-47,-42,-23,-50,-49,-38,-69,-48,-73,-51,-17,-42,-43,-25,-16,-37,-49,-19,-50,-36,-36,-17,-14,-41,-53,-24,-43,-43,-42,-46,-33,-46,-39,-29,-48,-30,-21,-36,-53,-50,-45,-81,-40,-48,-49,-47,-47,-79,-46,-48,-33,-45,-41,-49,-30,-47,1,-14,-19,-20,-13,-18,-20,-20,-13,-14,21,14,-2,-2,-12,-13,-6,-8,-12,-15,0,-9,-10,-10,-12,-3,-5,-11,-14,-7
485,-7,13,4,14,0,4,-1,9,-25,-53,-54,-36,-53,-46,-46,-47,-60,-48,-55,-53,-56,-47,-49,-56,-47,-47,-45,-55,-55,-56,-41,-54,-46,-36,-46,-88,-50,-56,-59,-60,-50,-57,-59,-56,-57,-48,-55,-58,-58,-50,-51,-56,-81,-61,-41,-45,-59,-48,-43,-52,-57,-58,-44,-57,-55,-59,-52,-56,-61,-59,-59,-47,-47,-58,-37,-33,-61,-45,-48,-61,-45,-45,-47,-48,-51,-56,-58,-48,-45,-37,-59,-49,-55,-45,-56,-39,-56,-48,-60,-57,-57,-46,-57,-57,-52,-55,-55,-52,-55,-54,-55,-53,-46,-58,-45,-45,-59,-48,-46,-60,-60,-54,-84,-53,-85,-48,-43,-58,-59,-48,-40,-57,-47,-48,-45,-56,-57,-41,-42,-58,-58,-48,-56,-58,-57,-50,-52,-60,-56,-50,-59,-49,-47,-55,-61,-60,-55,-50,-57,-60,-50,-47,-59,-47,-44,-60,-51,-56,-58,-62,-52,-57,-25,-10,-15,-12,-13,-14,-15,-12,-11,-19,17,13,-1,9,-3,-6,0,2,0,-2,-4,0,-1,3,-8,-1,4,-2,-6,4
