,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
486,9,21,19,25,0,3,-4,6,-28,-61,-54,-6,-53,-34,-58,-59,-60,-39,-13,-58,-65,-8,-10,-53,-35,-58,-30,-56,-55,-60,-60,-60,-25,-58,-58,-76,-56,-60,-63,-57,-58,-53,-56,-59,-59,-54,-60,-55,-57,-56,-45,-60,-78,-63,-54,-59,-58,-58,-53,-59,-52,-54,-56,-59,-55,-58,-51,-52,-60,-57,-57,-59,-59,-53,-55,-52,-59,-55,-33,-61,-41,-60,-59,-59,-55,-61,-54,-61,-58,-56,-57,-56,-16,-30,-56,-53,-59,-37,-63,-57,-60,-59,-59,-59,-57,-57,-59,-58,-55,-60,-54,-58,-53,-53,-57,-31,-54,-38,-59,-54,-54,-58,-76,-40,-71,-31,-62,-59,-60,-60,-54,-62,-40,-62,-29,-62,-63,-55,-57,-61,-48,-59,-59,-57,-58,-39,-59,-58,-57,-57,-55,-57,-60,-56,-59,-54,-54,-8,-54,-59,-38,-36,-57,-6,-29,-55,-56,-57,-59,-60,-59,-54,-44,-9,-10,-9,-8,-10,-9,-10,-8,-24,13,12,-3,24,3,2,-5,6,3,3,2,9,-4,8,-11,-6,8,4,2,10
487,19,21,23,19,1,6,0,5,-34,-54,-41,11,-39,-13,-58,-55,-57,-22,27,-50,-61,31,28,-42,-16,-54,-7,-48,-43,-48,-60,-50,2,-61,-58,-42,-51,-56,-58,-50,-54,-43,-45,-56,-51,-51,-53,-39,-45,-48,-30,-49,-49,-57,-54,-55,-53,-51,-51,-53,-40,-43,-55,-53,-43,-51,-45,-38,-50,-53,-43,-51,-57,-34,-59,-55,-46,-53,-12,-54,-24,-60,-53,-55,-46,-51,-36,-56,-54,-62,-46,-52,25,-8,-44,-56,-45,-13,-59,-53,-57,-54,-54,-45,-51,-45,-51,-50,-44,-50,-38,-51,-49,-36,-55,-8,-40,-16,-59,-40,-39,-46,-46,-18,-38,-7,-64,-44,-48,-54,-53,-51,-18,-60,-6,-55,-60,-54,-58,-57,-35,-58,-49,-44,-48,-19,-53,-54,-46,-49,-42,-53,-61,-46,-51,-41,-41,33,-45,-53,-17,-16,-53,32,-7,-39,-47,-46,-47,-54,-52,-36,-6,-1,-8,-7,-6,-10,-9,-8,0,-32,12,12,2,20,3,4,-10,0,5,3,9,2,-10,6,-16,-14,1,2,3,2
488,2,19,19,18,-2,3,1,5,-37,-40,-24,20,-19,12,-42,-39,-44,3,56,-34,-54,61,56,-20,8,-38,19,-27,-23,-30,-49,-33,24,-56,-44,2,-33,-46,-43,-20,-41,-26,-22,-41,-33,-38,-35,-22,-25,-31,-6,-32,-8,-39,-43,-41,-30,-36,-40,-36,-19,-24,-40,-36,-25,-28,-27,-19,-29,-34,-28,-38,-46,-15,-49,-49,-29,-39,12,-33,1,-47,-36,-40,-29,-32,-13,-41,-41,-48,-30,-38,54,16,-24,-40,-23,13,-44,-39,-42,-40,-41,-27,-37,-27,-31,-35,-26,-33,-18,-35,-37,-13,-41,17,-20,5,-43,-21,-20,-31,-3,8,3,16,-54,-26,-28,-41,-42,-32,8,-56,19,-38,-48,-44,-49,-44,-13,-48,-28,-24,-28,5,-37,-33,-27,-32,-21,-35,-51,-27,-27,-21,-19,60,-26,-31,9,12,-35,63,21,-20,-30,-26,-29,-37,-36,-18,40,8,0,2,7,-1,2,-1,9,-29,11,11,3,33,3,3,-14,-5,5,5,10,-8,-12,6,-18,-9,-7,6,3,-2
489,-2,22,21,22,-2,2,-2,5,-40,-19,0,32,2,37,-23,-17,-8,28,75,-12,-23,79,75,3,33,-21,42,-5,1,-7,-32,-13,49,-43,-24,40,-16,-14,-10,14,-20,-6,0,-9,-13,-18,-16,2,-1,-8,22,-11,31,1,-24,-23,8,-15,-22,-15,3,3,-23,3,-1,6,-5,3,9,5,-5,-19,-27,5,-29,-31,-5,-21,39,3,26,-28,-18,-24,-11,-9,8,-21,-23,-30,-3,-17,74,44,1,-26,-4,39,-11,-4,-10,-21,-5,-5,-18,-4,-10,-11,-4,-12,5,-14,-18,13,-23,40,3,32,-24,6,5,-12,36,32,41,42,-38,-3,-5,-20,-23,-12,34,-32,47,-16,-18,-26,-30,-13,12,-26,-5,-2,-5,31,-15,3,-5,-12,0,-17,-33,-6,13,3,1,78,-3,5,33,36,5,78,44,5,-9,-1,-7,3,-16,3,28,18,14,17,14,10,14,16,14,-28,6,11,0,50,11,5,-9,-5,8,6,3,-6,-8,14,-11,-4,-7,11,9,-2
490,11,13,17,10,0,0,-3,3,-45,5,22,42,26,56,-1,4,24,50,85,10,12,87,84,29,52,3,56,18,23,18,-13,12,60,-8,-1,64,8,20,24,33,2,20,23,25,13,6,10,26,22,16,47,13,58,29,-2,-1,33,6,0,9,28,26,1,31,22,32,23,29,34,31,21,7,-3,31,-8,-8,20,2,57,35,48,-6,8,2,13,16,31,3,1,-9,24,7,84,60,24,-7,22,58,25,29,25,4,29,20,5,21,15,9,22,13,29,11,6,37,0,56,27,55,-2,30,28,14,64,52,64,59,-14,22,20,3,-1,14,56,5,63,8,19,-8,-7,25,36,-4,20,24,18,51,9,33,19,11,24,9,-10,18,34,28,27,87,23,32,54,57,34,86,57,29,11,23,19,32,9,29,-5,15,21,21,11,26,21,25,10,-28,4,11,0,66,20,13,0,1,17,19,1,-3,-3,22,-8,-6,-4,19,16,2
491,16,-6,3,-16,-4,-1,-2,2,-48,30,43,36,46,61,23,26,35,60,74,33,27,75,73,47,62,26,61,40,42,41,12,36,58,23,24,81,34,35,37,37,26,41,45,39,33,30,34,45,44,35,64,37,76,35,19,25,36,32,26,33,46,46,26,37,45,39,42,45,36,38,42,31,23,47,15,16,43,26,60,41,60,15,31,26,37,40,51,28,25,14,45,31,76,63,44,15,45,63,37,40,33,26,38,42,29,42,37,36,42,38,47,33,32,51,27,60,49,63,26,46,46,37,81,62,78,63,12,46,40,31,23,39,61,33,65,31,30,19,17,39,53,23,44,43,41,60,32,41,42,35,44,32,18,40,38,47,47,76,44,38,63,64,39,71,61,52,39,44,43,41,32,45,7,12,17,13,9,19,16,14,10,-23,1,10,2,83,20,21,-5,2,24,19,2,0,-6,23,-10,-11,-6,26,21,2
492,0,-26,-22,-27,-3,-5,0,3,-51,45,53,17,52,53,43,48,44,56,38,49,34,37,36,55,57,46,51,50,50,50,37,49,42,34,42,86,48,41,42,56,46,50,51,46,47,50,48,50,51,45,64,50,83,50,41,48,50,48,46,48,55,50,46,49,56,51,52,50,53,52,50,48,46,51,37,38,51,46,54,58,61,39,49,44,51,53,54,46,47,36,52,48,44,53,52,37,52,53,44,48,43,46,48,53,46,53,51,51,53,52,52,48,50,54,46,52,54,61,44,48,53,51,88,57,80,51,34,57,53,48,43,51,55,42,55,44,37,42,40,43,51,45,51,50,53,58,50,52,53,48,48,48,36,51,53,53,52,36,53,52,58,56,50,31,49,54,53,52,53,51,47,50,38,14,17,15,9,13,14,16,9,-13,-2,8,3,99,11,16,-10,-5,16,13,0,-5,-13,15,-11,-14,-8,14,15,-1
493,-18,-24,-25,-22,-4,-7,-3,2,-48,46,46,-4,44,36,51,48,64,44,-10,50,54,-11,-10,43,39,51,32,50,43,48,45,49,21,44,47,65,51,62,66,68,51,44,44,64,47,50,48,43,44,44,51,49,68,67,49,49,69,49,50,51,44,43,55,66,52,69,52,42,71,71,42,45,52,37,50,52,45,54,38,74,47,46,50,47,47,49,45,51,53,52,47,51,-3,33,49,48,45,37,60,67,62,50,68,49,49,47,45,53,47,47,43,49,49,41,52,31,50,45,51,40,43,46,76,41,64,33,48,51,47,53,50,53,38,51,35,44,58,51,51,61,39,50,49,46,49,43,51,70,47,49,43,51,46,46,68,45,43,-11,46,68,41,41,68,-18,26,46,52,45,47,69,51,45,31,9,23,22,6,23,23,23,0,-6,-5,10,2,115,5,10,-6,-4,3,8,-4,-7,-10,6,-7,-1,-8,8,6,-3
494,-12,-17,-13,-17,-6,-8,0,3,-46,35,31,-17,29,11,44,38,64,23,-44,43,64,-48,-48,27,19,43,8,34,27,33,41,35,-3,64,39,20,41,67,69,39,46,29,30,67,35,42,34,25,29,30,34,37,29,57,43,44,46,40,46,38,30,26,46,58,40,52,36,27,50,58,31,40,43,22,47,49,32,46,14,59,26,41,43,40,38,33,27,45,44,46,32,42,-47,9,32,44,31,13,62,64,63,43,66,35,40,35,33,41,32,36,27,36,41,21,45,7,34,23,44,20,23,35,38,18,19,9,47,36,34,44,43,41,15,67,8,34,64,44,47,66,21,42,36,29,32,21,40,58,35,37,24,39,43,36,43,25,28,-49,35,54,19,16,56,-52,4,31,39,31,35,59,40,27,-14,-2,15,9,-6,20,14,14,-7,0,-4,8,2,133,7,5,4,0,5,4,-6,-3,1,7,7,3,-3,8,8,0
495,-3,-29,-20,-28,-4,-11,-1,3,-40,19,10,-26,9,-11,28,23,19,-5,-64,25,33,-66,-67,4,-8,29,-19,14,7,12,31,19,-30,64,24,-25,22,32,25,-10,29,11,8,29,18,24,19,4,6,9,8,20,-17,8,27,28,1,22,28,20,6,5,31,9,18,5,19,4,-2,9,11,23,30,-2,36,38,7,31,-14,12,-1,27,24,24,19,15,3,27,32,34,8,24,-68,-18,10,29,11,-14,24,25,25,29,22,16,26,14,12,23,11,19,5,19,25,-6,31,-19,13,-4,28,-2,2,16,-11,-9,-27,-20,37,13,15,26,31,22,-11,53,-20,18,30,29,33,26,-5,28,14,8,15,-5,22,9,13,18,5,22,28,14,-8,2,6,-69,11,4,-8,-12,4,-69,-21,8,22,11,14,9,24,6,-46,-10,-15,-19,-16,-8,-14,-13,-14,4,-6,6,4,148,5,5,8,5,8,10,-2,4,4,5,7,1,3,12,9,7
496,-1,-29,-27,-27,-6,-13,0,4,-39,-6,-16,-43,-20,-38,9,1,-25,-31,-72,-1,-19,-75,-75,-24,-32,5,-42,-14,-21,-12,9,-6,-51,25,2,-52,-2,-16,-18,-39,6,-17,-18,-20,-4,2,-7,-24,-20,-14,-19,-4,-54,-31,7,5,-36,1,7,-2,-21,-25,6,-33,-8,-34,-7,-24,-36,-34,-16,-3,10,-29,15,19,-21,10,-39,-29,-31,9,1,1,-7,-12,-26,4,8,16,-18,0,-75,-43,-17,8,-17,-41,-26,-23,-25,4,-29,-15,2,-15,-11,0,-18,-7,-23,-9,3,-34,9,-42,-16,-30,5,-30,-28,-10,-49,-33,-55,-44,15,-17,-11,2,7,-3,-38,5,-43,-8,-22,10,14,-22,-31,8,-15,-20,-13,-32,0,-33,-14,-6,-25,-1,9,-12,-42,-24,-22,-72,-17,-35,-34,-38,-36,-75,-45,-23,-3,-14,-13,-34,0,-26,-38,-13,-23,-23,-13,-28,-24,-26,-18,10,-9,8,4,164,0,3,0,8,-3,3,-1,7,2,-3,3,-1,7,3,3,8
497,-5,-9,-16,1,-2,-13,2,3,-32,-32,-39,-51,-44,-54,-20,-27,-41,-51,-72,-29,-42,-74,-72,-46,-49,-24,-54,-40,-47,-40,-14,-34,-61,-23,-26,-68,-30,-44,-39,-47,-22,-44,-44,-41,-33,-26,-35,-47,-44,-41,-46,-33,-68,-42,-17,-22,-46,-30,-20,-31,-46,-48,-21,-44,-36,-45,-32,-49,-44,-47,-42,-28,-19,-52,-12,-7,-42,-17,-55,-42,-51,-17,-25,-26,-33,-39,-47,-24,-18,-10,-44,-29,-77,-57,-42,-18,-41,-54,-46,-41,-45,-22,-47,-39,-29,-38,-39,-29,-43,-35,-48,-34,-26,-55,-17,-59,-42,-49,-27,-50,-49,-39,-66,-54,-70,-58,-8,-44,-39,-27,-21,-31,-53,-37,-55,-35,-44,-16,-13,-45,-54,-21,-42,-45,-43,-50,-28,-46,-41,-31,-49,-30,-18,-39,-49,-48,-48,-70,-43,-47,-50,-56,-46,-73,-57,-48,-36,-43,-38,-48,-30,-49,-18,-17,-4,-3,-20,-9,-4,-7,-21,11,-12,10,5,180,-11,-7,2,8,-9,-5,1,9,7,-12,4,5,9,-12,-9,7
498,1,21,13,21,-2,-16,1,0,-26,-52,-54,-43,-56,-56,-47,-48,-45,-56,-52,-50,-46,-52,-50,-56,-58,-44,-55,-53,-59,-58,-41,-53,-58,-41,-49,-71,-49,-50,-44,-56,-47,-57,-55,-47,-51,-47,-53,-60,-56,-55,-60,-52,-76,-49,-42,-43,-53,-50,-45,-53,-58,-57,-43,-51,-51,-51,-50,-60,-51,-51,-56,-51,-45,-63,-38,-36,-57,-42,-57,-47,-62,-44,-48,-46,-53,-55,-56,-44,-43,-36,-61,-52,-62,-58,-54,-44,-56,-57,-50,-47,-50,-45,-49,-53,-51,-54,-56,-48,-57,-52,-57,-53,-50,-64,-43,-56,-56,-58,-48,-59,-58,-56,-72,-56,-74,-58,-34,-61,-55,-48,-43,-49,-58,-48,-55,-51,-47,-41,-40,-47,-59,-48,-54,-58,-56,-60,-51,-50,-54,-54,-59,-49,-38,-55,-56,-57,-58,-48,-57,-52,-59,-57,-51,-49,-56,-59,-52,-54,-54,-53,-50,-55,-18,-17,-4,-12,-18,-3,-4,-6,-17,10,-11,12,3,196,-9,-13,12,12,-13,-10,8,11,11,-11,13,12,10,-10,-13,12
499,10,19,28,18,-3,-18,4,-1,-19,-56,-57,-23,-60,-47,-58,-57,-61,-50,-12,-58,-57,-14,-10,-55,-50,-59,-44,-61,-60,-62,-56,-59,-38,-46,-57,-65,-60,-60,-59,-73,-57,-61,-58,-59,-58,-60,-57,-63,-60,-62,-60,-61,-74,-63,-59,-54,-69,-58,-58,-58,-60,-59,-56,-68,-55,-69,-57,-61,-69,-66,-59,-59,-55,-58,-54,-54,-61,-54,-49,-61,-58,-54,-58,-55,-57,-56,-57,-56,-54,-55,-62,-63,-24,-47,-57,-60,-58,-49,-61,-61,-61,-56,-61,-56,-61,-57,-59,-58,-61,-55,-59,-58,-58,-61,-56,-46,-59,-49,-57,-59,-59,-60,-73,-46,-67,-45,-49,-64,-58,-60,-58,-56,-47,-50,-42,-57,-58,-55,-58,-59,-57,-58,-60,-61,-58,-53,-58,-64,-58,-60,-56,-60,-53,-58,-70,-57,-60,-8,-61,-65,-47,-52,-65,-5,-41,-59,-60,-54,-56,-66,-59,-55,-29,-10,-39,-44,-10,-33,-38,-37,-14,12,-12,12,3,210,2,-7,15,13,-2,-1,9,17,15,1,19,10,16,-2,-5,15
500,18,7,17,12,-1,-21,4,4,-10,-52,-49,-2,-49,-30,-60,-58,-70,-36,24,-55,-70,24,30,-47,-36,-58,-25,-55,-49,-55,-60,-55,-19,-59,-58,-36,-60,-72,-68,-61,-59,-54,-50,-71,-54,-59,-57,-51,-51,-57,-47,-57,-51,-65,-60,-54,-68,-58,-59,-58,-51,-46,-58,-71,-52,-66,-51,-49,-64,-68,-54,-58,-56,-46,-57,-60,-54,-57,-30,-65,-42,-56,-59,-55,-58,-53,-49,-57,-59,-58,-55,-62,20,-29,-49,-62,-51,-29,-69,-70,-70,-58,-70,-51,-60,-53,-52,-58,-55,-55,-49,-54,-58,-46,-58,-28,-49,-37,-59,-48,-45,-57,-53,-32,-41,-26,-53,-57,-53,-60,-61,-55,-31,-67,-23,-57,-69,-61,-61,-70,-44,-60,-55,-53,-55,-36,-56,-66,-54,-60,-49,-60,-55,-56,-64,-48,-51,32,-56,-67,-30,-32,-69,33,-23,-48,-60,-52,-51,-69,-58,-45,-14,-8,-38,-33,-7,-43,-39,-43,-12,16,-9,12,4,220,8,7,14,16,6,13,13,17,12,8,15,10,16,7,9,19
501,19,14,12,16,-1,-18,0,2,-2,-37,-28,17,-24,-12,-50,-46,-45,-17,49,-41,-56,51,55,-23,-13,-49,-6,-36,-26,-33,-54,-41,5,-71,-47,5,-47,-58,-51,-22,-48,-33,-25,-54,-37,-45,-37,-26,-25,-38,-30,-41,-7,-36,-55,-44,-33,-45,-47,-43,-26,-21,-49,-39,-29,-35,-32,-21,-31,-37,-26,-46,-51,-19,-53,-55,-32,-51,-12,-31,-24,-48,-47,-43,-40,-34,-22,-47,-48,-54,-33,-50,46,-4,-30,-58,-29,-6,-48,-49,-50,-50,-48,-32,-45,-32,-34,-42,-35,-37,-22,-37,-48,-14,-48,-5,-26,-13,-52,-17,-19,-39,-10,-9,5,-4,-51,-39,-33,-47,-53,-38,-12,-67,-3,-38,-53,-53,-56,-51,-13,-53,-34,-26,-34,-18,-44,-37,-33,-44,-22,-45,-49,-36,-28,-21,-25,58,-33,-32,-9,-13,-31,56,1,-22,-43,-28,-28,-41,-43,-20,21,-7,14,23,-3,-1,15,7,-1,12,-8,11,2,234,11,13,8,10,7,12,13,11,12,8,17,9,10,8,8,12
502,13,21,24,24,-1,-19,-3,3,8,-9,4,31,8,13,-28,-19,-2,5,69,-10,-13,68,74,14,10,-25,20,-1,7,1,-29,-11,29,-46,-19,39,-17,-14,-6,27,-27,5,8,-4,-3,-19,-6,9,8,-4,-11,-11,30,13,-30,-21,15,-15,-25,-13,8,14,-25,9,4,14,1,13,20,13,6,-17,-29,15,-35,-37,2,-25,15,16,1,-25,-18,-15,-5,0,15,-21,-22,-38,3,-21,65,19,6,-38,5,16,-2,-4,-4,-23,0,2,-15,-1,1,-13,3,-5,13,-6,-20,19,-25,19,7,9,-28,17,13,-4,28,14,40,19,-36,-3,1,-22,-30,-6,15,-33,21,-8,-8,-34,-34,-5,20,-28,-1,7,2,6,-14,12,1,-16,14,-17,-28,-1,21,14,10,75,1,19,16,10,14,72,27,11,-14,7,6,7,-16,16,42,11,42,41,12,42,45,42,13,4,-8,11,2,241,4,8,13,2,5,8,11,1,13,2,18,6,0,3,4,2
503,6,8,23,6,-2,-18,-5,2,18,23,30,39,33,36,8,14,40,29,82,23,33,84,89,40,34,10,40,28,34,30,2,23,48,-2,16,61,15,32,36,54,10,32,34,39,26,16,27,35,38,28,14,22,53,48,4,16,49,18,9,20,34,39,8,43,32,49,31,38,49,47,31,16,5,37,-2,-5,32,10,36,50,27,11,15,16,25,33,39,14,10,-3,28,15,82,42,35,-4,32,36,40,41,40,12,42,29,17,30,30,19,31,28,37,28,14,41,9,42,35,32,8,41,38,25,54,40,60,42,-5,26,30,14,5,24,39,15,41,26,35,2,2,38,44,9,30,36,31,29,19,47,31,19,38,15,8,28,52,41,37,87,28,52,40,36,49,86,45,37,17,34,33,47,20,39,38,23,12,9,24,22,13,15,19,-1,-6,10,0,252,6,3,7,-5,5,9,11,-5,8,5,11,3,-3,6,5,0
504,4,-17,1,-13,-2,-15,-6,3,32,46,49,41,52,48,36,40,57,45,80,41,61,78,84,58,51,33,50,46,52,48,34,45,49,39,38,79,40,55,58,61,34,52,51,57,45,40,45,52,56,46,39,46,73,62,31,38,57,42,35,44,50,57,33,59,50,58,48,55,60,59,52,40,33,56,26,27,52,36,49,62,45,39,42,42,47,52,55,37,36,27,45,38,84,52,51,29,49,49,59,59,58,37,59,48,41,49,50,42,48,49,55,51,39,58,36,50,52,51,34,57,53,46,70,53,78,52,28,45,50,40,31,42,52,51,48,49,60,32,30,59,59,34,49,53,50,47,43,61,52,43,53,38,35,47,61,55,51,80,51,61,51,50,62,76,50,56,43,54,53,61,40,52,27,16,-8,-5,20,-7,-8,-6,13,2,-9,9,1,262,13,11,3,-5,14,16,7,-2,6,15,8,2,0,14,13,-4
505,-5,-22,-18,-16,1,-17,-9,6,40,63,63,34,65,47,51,55,62,47,47,59,67,47,50,69,49,52,43,64,68,65,52,60,39,59,55,87,57,59,62,69,55,66,69,60,62,55,61,68,70,65,45,61,85,63,48,57,63,58,54,59,65,72,50,65,64,64,66,69,66,63,66,59,51,67,49,49,64,52,45,63,52,56,58,58,61,66,67,55,51,47,62,52,59,45,64,52,64,48,62,62,65,52,62,64,59,64,64,61,63,60,68,66,55,72,53,45,65,48,50,70,66,63,84,50,83,43,48,59,63,56,50,61,49,62,42,65,64,53,50,64,71,52,64,67,62,48,59,65,65,56,66,54,54,63,65,69,68,46,65,69,53,51,63,42,45,70,57,66,67,64,57,68,22,12,20,30,14,11,24,17,12,4,-8,8,0,268,12,16,7,-2,15,17,-1,-3,5,9,7,5,-2,13,14,-1
506,-22,-14,-13,-7,-1,-17,-8,9,51,71,66,23,66,32,64,70,68,39,3,69,70,4,2,67,39,68,30,69,69,68,65,68,26,66,69,71,69,64,69,68,69,70,70,67,68,68,70,66,71,72,39,70,79,68,64,70,64,71,66,70,64,67,65,69,70,66,71,69,69,67,70,71,66,63,61,63,71,64,33,68,44,70,69,72,70,75,65,69,66,63,67,67,15,30,68,66,68,34,68,68,67,68,70,68,71,71,73,72,69,72,69,73,69,65,68,33,67,37,64,67,66,69,78,39,72,29,64,66,70,67,64,71,39,65,31,73,67,68,62,69,62,68,69,69,69,39,68,67,69,70,67,65,69,71,68,68,68,-2,71,72,36,35,67,-5,30,68,66,70,70,66,70,63,19,16,43,47,23,41,50,45,21,3,-8,6,-2,272,-4,3,7,-5,-5,-3,-10,-1,5,-9,9,0,-2,-5,-2,-4
507,-33,-15,-10,-11,0,-15,-7,9,59,65,52,0,50,14,65,64,62,21,-39,63,71,-41,-36,46,22,66,9,55,52,55,73,61,2,69,64,30,65,67,65,48,66,54,52,66,59,63,61,51,54,59,24,62,44,58,71,68,50,65,65,63,46,46,67,59,55,56,60,47,55,56,52,66,68,42,72,72,57,66,14,56,28,73,66,68,61,58,45,68,68,71,51,66,-30,9,53,73,51,14,64,62,63,67,65,55,67,53,58,64,52,63,49,63,65,42,68,7,49,21,66,44,43,60,44,18,31,8,72,52,55,67,70,59,19,68,5,66,69,69,69,66,37,70,53,52,55,23,65,57,56,63,49,61,71,56,50,44,50,-45,56,57,17,19,56,-48,6,46,58,52,56,57,66,46,3,19,17,12,22,29,19,21,14,1,-10,7,-2,276,-21,-14,2,-8,-18,-15,-13,-7,0,-22,3,-4,-5,-21,-17,-8
508,-29,-18,-17,-18,1,-11,-11,9,68,44,28,-18,24,-11,48,45,34,-2,-69,41,46,-67,-68,19,-4,48,-20,33,23,29,58,36,-26,66,46,-17,41,42,38,14,45,26,27,37,33,44,35,25,27,36,8,40,-4,25,55,47,17,45,47,43,21,23,46,27,28,22,31,21,20,24,25,44,50,16,60,62,31,48,-14,22,6,57,42,50,37,32,21,47,49,60,27,46,-63,-19,26,62,26,-15,38,35,37,49,35,32,48,28,34,40,26,39,22,39,46,15,51,-18,22,-3,51,19,18,32,-2,-8,-17,-18,62,25,30,46,53,36,-9,59,-22,40,44,56,55,39,11,51,30,28,30,-3,38,23,31,43,20,38,56,32,15,19,24,-69,31,20,-11,-4,23,-74,-25,23,36,26,29,26,43,20,-22,-8,-29,-34,-4,-18,-28,-27,-13,-1,-11,9,-5,283,-19,-18,-1,-10,-21,-18,-12,-9,-3,-18,2,-2,-5,-19,-20,-7
509,-19,-15,-21,-13,1,-13,-17,10,76,16,2,-23,-4,-39,21,19,0,-31,-85,15,12,-83,-86,-5,-33,22,-46,3,-4,5,35,9,-49,36,19,-56,14,4,1,-17,19,1,-4,1,7,16,9,-4,-2,9,-19,13,-44,-9,30,20,-18,17,22,17,-6,-4,21,-7,1,-14,5,-8,-13,-12,-3,20,24,-11,34,36,4,22,-42,-12,-24,31,20,24,10,8,-7,20,23,36,0,22,-81,-42,-2,36,0,-40,0,-3,2,24,-1,4,20,1,9,16,2,14,-5,13,22,-13,25,-45,-5,-30,22,-11,-12,10,-47,-37,-55,-42,37,1,4,19,30,7,-36,25,-45,16,6,30,29,2,-19,25,2,0,3,-31,13,-13,4,13,-7,12,30,3,-18,-12,-3,-85,4,-10,-33,-35,-11,-85,-51,-7,13,-2,2,-10,15,-7,-31,-25,-44,-42,-26,-47,-45,-43,-26,1,-12,11,-6,285,-14,-17,3,-6,-13,-16,-13,-4,0,-17,2,-1,-6,-18,-15,-6
510,-6,-2,-10,0,-2,-14,-16,10,82,-14,-30,-23,-34,-55,-5,-8,-26,-52,-87,-17,-19,-82,-85,-35,-52,-6,-59,-28,-31,-26,8,-20,-57,-2,-7,-81,-15,-21,-26,-35,-8,-29,-32,-29,-25,-10,-17,-35,-34,-20,-45,-15,-72,-34,5,-5,-37,-11,-7,-13,-38,-34,-4,-32,-29,-35,-23,-37,-36,-33,-32,-8,-3,-42,9,11,-30,-3,-57,-37,-45,2,-9,-5,-18,-22,-39,-5,-5,8,-30,-4,-85,-57,-31,8,-33,-58,-29,-30,-27,-5,-28,-26,-11,-28,-20,-13,-25,-17,-36,-18,-10,-44,-2,-60,-34,-54,-5,-41,-40,-21,-73,-59,-77,-55,10,-28,-27,-10,1,-18,-56,-9,-59,-16,-23,1,2,-24,-46,-2,-27,-29,-26,-50,-14,-37,-26,-17,-38,-16,0,-28,-39,-41,-34,-84,-28,-35,-54,-53,-35,-89,-56,-40,-17,-31,-30,-33,-12,-38,-18,-14,-27,-23,-10,-36,-29,-29,-4,-3,-11,12,-7,290,-19,-18,1,-1,-20,-20,-9,-1,2,-25,-2,-4,-4,-21,-16,1
511,11,6,-1,6,0,-11,-18,12,86,-41,-52,-26,-56,-61,-34,-36,-46,-58,-63,-46,-36,-58,-65,-56,-61,-34,-60,-52,-56,-51,-22,-50,-59,-25,-38,-90,-43,-40,-44,-57,-38,-53,-53,-46,-50,-38,-45,-57,-56,-45,-59,-43,-87,-55,-26,-36,-55,-39,-36,-43,-57,-55,-33,-50,-53,-52,-50,-57,-54,-51,-57,-37,-31,-60,-22,-19,-52,-33,-61,-56,-57,-28,-40,-35,-46,-48,-58,-38,-34,-20,-53,-35,-69,-58,-54,-20,-52,-62,-46,-49,-44,-35,-48,-52,-36,-52,-47,-40,-51,-44,-56,-45,-38,-60,-32,-61,-55,-60,-36,-57,-58,-47,-86,-64,-86,-56,-21,-52,-52,-40,-28,-50,-59,-31,-59,-44,-42,-27,-27,-46,-60,-32,-56,-52,-51,-59,-45,-52,-53,-44,-58,-43,-29,-53,-57,-62,-56,-59,-52,-54,-59,-57,-56,-62,-62,-59,-46,-55,-53,-50,-44,-59,-12,0,-14,-14,3,-18,-15,-17,-4,-4,-13,12,-7,292,-21,-24,-5,-5,-21,-24,-7,-2,-3,-24,-4,-10,-6,-25,-22,-2
