,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
669,-20,-16,-13,-11,-14,-17,-14,-13,-16,-16,-15,-14,-15,-14,-22,-14
670,-19,-13,-14,-8,-16,-20,-13,-12,-18,-12,-13,-13,-17,-12,-21,-18
671,-17,-11,-17,-7,-12,-20,-11,-9,-18,-9,-11,-11,-20,-11,-22,-16
672,-14,-9,-18,-8,-10,-21,-10,-7,-18,-9,-7,-7,-18,-11,-21,-14
673,-11,-5,-16,-6,-9,-20,-9,-7,-20,-5,-5,-5,-21,-7,-20,-11
674,-9,-2,-17,-2,-7,-18,-5,-6,-17,-2,-3,-2,-18,-5,-15,-9
675,-7,1,-16,1,-6,-16,-5,-2,-15,0,-1,2,-17,-3,-12,-6
676,-3,0,-10,4,-4,-14,-3,-2,-13,1,3,2,-14,1,-10,-3
677,0,4,-8,3,-2,-10,0,0,-9,5,3,2,-14,3,-4,-1
678,4,5,-7,3,1,-7,0,5,-7,5,6,8,-7,5,3,-1
679,6,7,-5,4,2,-3,5,8,-3,7,6,7,-5,4,6,3
680,8,9,-1,6,4,-1,6,8,1,10,9,8,-1,9,7,5
681,9,9,3,8,7,6,8,9,7,11,11,10,3,7,10,8
682,13,10,6,10,6,9,8,11,8,11,8,9,6,8,13,9
683,13,12,9,10,9,11,8,9,11,12,7,9,11,11,15,10
684,13,14,13,9,11,16,10,10,15,11,6,9,11,12,17,11
685,13,13,16,8,10,17,7,11,14,13,6,12,18,12,20,13
686,15,16,16,9,11,17,11,11,18,14,9,9,19,12,19,10
687,15,14,17,8,12,21,11,12,19,14,6,9,20,12,19,12
688,13,10,16,10,12,21,12,10,20,11,8,9,18,13,18,13
689,16,10,18,10,13,21,14,7,17,12,9,8,20,13,18,14
690,17,11,17,10,12,21,13,9,18,10,10,12,18,10,17,14
691,13,10,17,9,11,18,13,9,19,9,9,11,18,10,14,15
692,12,9,17,9,12,18,12,10,15,10,9,11,18,11,12,16
693,9,10,15,10,12,17,13,9,12,10,10,10,14,10,10,15
694,12,10,12,10,10,13,10,8,11,10,12,10,11,10,7,15
695,9,8,10,9,9,11,10,7,9,11,10,8,10,8,5,13
696,8,8,9,8,13,8,10,9,9,10,9,8,7,10,6,12
697,8,10,7,8,11,8,9,6,4,6,10,8,6,8,3,11
698,9,8,6,10,11,5,11,7,4,8,10,9,4,7,0,10
699,3,6,2,9,9,2,11,8,2,6,10,7,6,6,-3,6
700,5,8,5,9,8,4,9,7,2,5,8,7,2,6,-4,6
701,3,6,2,8,8,-1,8,5,0,6,9,4,1,4,-3,6
702,1,4,0,4,7,0,4,5,-1,4,8,1,-2,2,-3,4
703,-2,1,0,1,4,-2,1,1,-1,0,5,-1,-3,0,-5,3
704,-5,0,0,-3,2,-2,1,1,-2,-4,1,-2,-4,-2,-4,1
705,-6,-1,-2,-7,-2,-2,-4,-1,-1,-7,-2,-5,-4,-5,-6,-1
706,-7,-3,-5,-11,-7,-5,-6,-7,-3,-9,-5,-7,-5,-3,-7,-3
707,-9,-6,-3,-11,-7,-7,-10,-8,-4,-11,-6,-14,-5,-7,-9,-8
708,-12,-9,-5,-14,-8,-6,-11,-12,-4,-16,-10,-15,-4,-12,-11,-9
709,-15,-14,-8,-19,-14,-10,-16,-15,-6,-19,-16,-19,-6,-14,-11,-13
710,-18,-18,-10,-20,-15,-11,-19,-18,-8,-19,-19,-18,-7,-17,-11,-16
711,-21,-21,-13,-22,-20,-12,-19,-22,-9,-24,-21,-21,-8,-19,-14,-21
712,-23,-21,-13,-24,-21,-14,-22,-22,-10,-23,-22,-24,-9,-23,-13,-21
713,-21,-23,-17,-23,-24,-15,-23,-22,-13,-24,-24,-25,-11,-25,-13,-26
714,-24,-24,-18,-22,-24,-15,-26,-22,-13,-24,-26,-23,-10,-25,-15,-27
715,-23,-22,-18,-19,-24,-14,-24,-22,-13,-22,-23,-23,-12,-23,-12,-25
716,-19,-22,-17,-16,-22,-14,-23,-20,-14,-20,-24,-18,-13,-23,-10,-24
717,-17,-18,-17,-14,-20,-13,-19,-19,-13,-15,-23,-16,-11,-19,-9,-23
718,-14,-14,-14,-8,-15,-10,-18,-14,-11,-12,-19,-11,-13,-15,-8,-19
719,-8,-9,-14,-6,-14,-8,-14,-10,-11,-6,-12,-8,-13,-12,-5,-14
720,-6,-8,-12,0,-9,-8,-9,-6,-7,-3,-9,-6,-11,-8,-5,-10
721,-3,-5,-12,7,-4,-7,-4,-2,-9,2,-6,-1,-10,-1,-2,-8
722,1,0,-7,6,2,-5,-1,1,-7,6,-3,3,-6,3,0,-7
723,6,2,-5,8,2,-3,4,4,-4,9,1,7,-6,6,2,-2
724,8,7,0,8,6,-1,6,7,-3,11,7,10,-4,10,2,5
725,10,12,3,11,9,4,12,12,-4,15,12,11,-1,11,5,10
726,11,13,5,11,10,7,13,12,0,15,10,15,2,12,6,11
727,12,14,7,11,13,9,14,12,3,12,13,16,5,12,5,13
728,13,14,9,12,14,8,15,14,5,12,13,15,5,13,5,13
729,14,14,10,11,13,7,14,14,4,12,14,13,8,11,7,15
730,13,12,14,12,15,7,14,13,6,13,14,14,9,12,10,15
731,11,12,13,10,13,8,13,13,7,11,14,12,9,10,10,13
732,11,11,14,9,11,8,12,12,8,9,14,9,10,7,9,10
733,9,7,15,9,11,9,10,11,10,8,12,8,11,10,9,12
734,5,9,14,8,9,9,7,10,9,6,9,6,10,8,10,8
735,3,8,14,9,8,9,9,8,11,6,7,5,11,4,9,5
736,3,6,14,6,5,11,5,5,12,3,6,1,11,3,8,4
737,2,5,15,5,5,9,1,6,15,5,3,3,12,2,9,4
738,4,7,12,6,5,9,2,5,13,5,5,2,10,2,11,3
739,6,5,12,5,3,9,4,5,11,3,4,3,11,2,8,5
740,5,3,12,7,2,9,4,6,10,3,4,4,10,2,8,2
741,5,5,12,8,4,7,2,7,13,6,5,7,9,3,8,4
742,7,6,10,6,7,9,3,9,12,9,6,6,10,5,10,4
743,6,7,9,7,7,11,5,7,11,11,5,4,9,8,9,5
744,10,7,9,8,7,9,6,8,11,11,8,8,9,6,12,6
745,10,5,9,9,11,7,7,9,11,11,11,9,12,10,11,8
746,13,7,10,12,12,10,8,13,11,12,9,11,11,13,9,8
747,14,7,7,7,11,9,8,13,8,10,10,14,9,11,10,9
748,16,7,6,7,12,7,9,15,10,11,11,13,10,11,9,11
749,14,6,5,7,12,6,11,11,9,12,9,12,6,11,6,11
750,14,4,3,5,12,5,10,8,8,10,8,8,8,8,5,12
751,11,3,3,2,11,5,8,7,3,6,7,8,4,6,1,8
752,7,-1,1,-1,9,3,5,1,2,1,4,3,1,5,-4,5
753,2,-6,-4,-5,6,-2,2,0,1,-1,0,0,-1,2,-6,3
754,-1,-8,-5,-8,1,-4,-1,-7,-3,-6,0,-6,-3,-1,-8,0
755,-6,-12,-8,-12,-3,-7,-4,-9,-6,-12,-5,-10,-7,-5,-13,-5
756,-12,-15,-14,-16,-7,-10,-9,-13,-10,-15,-11,-13,-10,-10,-19,-11
757,-17,-18,-17,-18,-10,-14,-14,-16,-13,-19,-15,-18,-14,-14,-21,-12
758,-22,-18,-20,-21,-14,-16,-19,-18,-17,-21,-16,-21,-18,-21,-24,-15
759,-25,-20,-20,-22,-18,-19,-19,-23,-19,-25,-21,-22,-23,-23,-24,-17
760,-29,-21,-21,-25,-22,-21,-21,-26,-22,-26,-23,-21,-23,-27,-27,-22
761,-31,-22,-22,-25,-22,-23,-23,-26,-23,-26,-23,-21,-25,-25,-27,-23
762,-31,-20,-22,-20,-23,-23,-22,-25,-24,-23,-21,-23,-25,-24,-24,-24
763,-26,-20,-21,-18,-24,-23,-22,-23,-25,-21,-20,-21,-26,-22,-22,-23
764,-23,-16,-21,-16,-21,-20,-20,-21,-23,-19,-20,-18,-23,-21,-19,-22
765,-22,-12,-19,-9,-20,-18,-15,-16,-22,-11,-15,-14,-20,-16,-16,-19
766,-14,-7,-15,-5,-15,-16,-13,-9,-17,-5,-12,-8,-20,-10,-13,-16
767,-8,-6,-13,1,-10,-12,-9,-3,-13,-1,-4,-1,-14,-9,-6,-12
768,-2,1,-8,5,-6,-10,-2,-1,-10,2,0,3,-10,-2,-3,-7
769,2,7,-1,10,-2,-5,-2,3,-6,7,6,9,-5,5,1,0
770,8,11,1,12,2,0,5,9,-2,11,12,15,-1,8,5,4
771,9,13,4,15,7,3,10,11,2,14,13,16,3,11,10,9
772,14,16,8,16,10,7,13,16,8,15,13,17,7,15,12,14
773,17,19,12,15,12,10,14,15,10,17,17,19,10,16,14,17
774,20,18,12,15,15,12,15,15,13,16,17,20,12,18,12,14
775,18,16,14,14,17,11,13,17,15,14,14,15,15,14,16,13
776,17,10,14,10,14,13,14,14,15,10,13,13,13,12,14,17
777,15,9,13,8,12,14,12,9,15,8,7,11,13,10,14,14
778,13,5,11,2,11,14,7,9,15,6,4,6,15,10,11,10
779,10,4,11,0,8,15,3,5,15,4,-1,1,13,7,12,7
780,8,2,12,-4,3,11,4,1,12,1,-3,-2,14,0,11,5
781,1,0,10,-6,3,10,2,-3,12,-3,-5,-5,13,-1,9,3
782,0,-3,8,-8,-1,9,-2,-5,9,-4,-7,-5,10,-1,8,1
783,-2,-6,6,-7,-3,7,-2,-4,9,-5,-7,-7,8,-5,5,-1
784,-3,-7,7,-5,-5,6,-5,-6,6,-4,-11,-8,7,-4,6,-2
785,-4,-7,4,-6,-5,7,-5,-5,6,-3,-9,-6,8,-4,4,-1
786,-2,-5,4,-1,-3,5,-4,-4,5,-3,-5,-5,4,-3,2,-2
787,-2,-4,4,2,-3,5,-2,-3,4,0,-3,0,3,0,4,0
788,0,1,2,6,-2,4,1,1,7,4,0,4,3,3,6,3
789,4,5,4,9,3,5,5,5,5,8,4,8,6,8,6,4
790,7,8,6,13,6,5,9,8,4,13,8,11,6,8,5,5
791,9,11,6,17,10,7,13,14,8,15,11,14,8,14,7,10
792,12,16,9,19,13,9,18,17,6,17,15,17,8,17,8,11
793,15,24,9,24,18,9,21,20,9,18,18,19,9,19,9,15
794,20,22,12,23,19,8,19,20,9,23,19,19,11,21,9,17
795,19,23,12,22,21,9,22,23,9,22,20,19,10,23,8,19
796,20,24,13,21,24,10,23,20,11,21,22,19,7,22,8,19
797,19,23,13,18,23,9,20,19,9,17,22,16,10,21,7,17
798,16,21,15,13,17,10,17,15,9,11,19,11,7,15,4,17
799,10,13,10,8,15,5,14,12,7,7,14,8,8,9,1,16
800,4,9,6,2,8,3,10,6,5,3,10,3,6,5,-1,12
801,0,6,1,-4,6,0,3,0,3,-6,2,-3,3,-2,-5,5
802,-6,-2,-4,-15,-1,-8,-4,-6,0,-11,-2,-10,2,-11,-12,1
803,-14,-9,-8,-21,-8,-10,-10,-14,-3,-18,-10,-17,-2,-16,-15,-7
804,-21,-14,-13,-23,-13,-13,-15,-20,-9,-24,-17,-23,-9,-23,-18,-13
805,-26,-20,-21,-30,-18,-19,-23,-23,-13,-26,-23,-28,-13,-28,-23,-21
806,-31,-28,-22,-32,-24,-21,-30,-26,-16,-30,-27,-34,-16,-31,-23,-26
807,-29,-31,-25,-33,-29,-23,-33,-32,-20,-34,-30,-34,-19,-33,-24,-32
808,-33,-35,-27,-33,-30,-23,-34,-33,-23,-34,-33,-35,-23,-36,-22,-33
809,-35,-35,-27,-32,-34,-23,-35,-33,-22,-30,-31,-31,-24,-33,-24,-35
810,-33,-35,-25,-27,-31,-25,-35,-30,-21,-27,-31,-31,-24,-31,-22,-34
811,-25,-32,-26,-22,-29,-21,-34,-26,-23,-22,-27,-26,-24,-27,-17,-33
812,-22,-27,-23,-15,-24,-19,-28,-23,-20,-17,-22,-21,-20,-21,-14,-27
813,-15,-21,-19,-8,-18,-14,-22,-16,-19,-8,-19,-12,-18,-15,-8,-23
814,-8,-14,-13,-1,-14,-8,-15,-8,-12,-2,-9,-4,-13,-10,-3,-18
815,-2,-6,-7,7,-6,-3,-8,-1,-9,4,-2,2,-9,-1,0,-7
816,5,1,0,10,-1,1,0,6,-4,11,3,8,-4,7,5,0
817,11,7,5,13,6,6,8,12,1,19,9,16,1,11,10,7
818,16,12,10,17,12,10,14,17,4,23,15,20,7,17,14,13
819,20,18,11,21,17,13,17,22,8,26,20,24,11,19,15,18
820,24,22,15,23,21,12,20,22,12,26,22,25,13,22,16,22
821,25,26,19,22,25,15,23,25,13,26,25,25,14,24,17,24
822,24,26,17,20,24,15,24,23,15,24,26,22,14,23,14,25
823,23,23,15,15,24,18,24,21,13,18,22,21,15,18,12,21
824,19,21,15,12,24,16,21,16,12,12,17,15,12,15,10,19
825,14,16,10,7,21,13,16,12,11,5,11,10,10,10,7,14
826,7,14,10,1,12,9,12,5,8,-1,8,3,8,4,-1,9
827,1,8,7,-6,7,5,5,0,6,-6,4,-4,3,-3,-2,6
828,-6,1,1,-9,4,2,-1,-4,4,-14,-3,-10,1,-8,-2,0
829,-13,-7,0,-14,-5,0,-8,-10,1,-16,-9,-13,1,-16,-4,-10
830,-17,-11,-2,-16,-11,-3,-13,-15,-4,-19,-15,-19,-3,-19,-8,-14
831,-22,-14,-5,-21,-17,-6,-15,-18,-3,-21,-18,-21,-7,-20,-7,-20
832,-22,-20,-7,-20,-20,-8,-21,-20,-4,-20,-19,-22,-8,-23,-5,-21
833,-19,-22,-3,-16,-21,-7,-21,-21,-7,-20,-22,-21,-8,-22,-1,-24
834,-19,-21,-4,-16,-23,-6,-21,-19,-6,-19,-18,-19,-4,-18,0,-23
835,-16,-20,-3,-11,-22,-3,-20,-15,-3,-10,-17,-14,-3,-14,4,-22
836,-8,-16,1,-4,-18,0,-15,-8,-1,-5,-13,-10,1,-12,8,-16
837,-4,-11,6,1,-12,4,-13,-2,2,2,-8,-2,3,-5,12,-12
838,2,-3,8,7,-5,6,-3,4,6,9,-2,5,9,2,15,-5
839,13,3,12,18,3,11,3,11,10,16,6,11,13,7,20,2
840,20,8,15,21,9,16,11,17,14,25,11,19,17,16,23,7
841,24,16,20,26,17,18,17,23,18,30,20,25,21,21,25,15
842,31,20,20,30,22,21,22,29,20,31,26,29,20,28,25,24
843,32,27,19,31,26,22,27,32,23,34,28,33,23,32,23,27
844,33,28,22,30,32,19,30,32,22,34,31,33,22,34,20,29
845,31,29,19,29,32,18,30,34,20,31,31,33,21,33,15,32
846,29,29,17,24,31,17,29,33,20,27,29,29,18,29,9,32
847,23,27,13,18,29,16,27,26,16,22,26,23,15,26,3,29
848,17,19,10,9,25,9,22,20,10,12,20,18,11,20,-2,25
849,8,12,4,2,18,2,17,11,4,5,13,10,3,14,-11,19
850,-1,9,-5,-8,10,-3,9,1,-2,-4,4,-2,-2,4,-17,12
851,-9,-1,-11,-16,5,-12,3,-5,-8,-11,-3,-8,-6,-5,-21,4
852,-20,-9,-19,-22,-6,-17,-8,-14,-15,-20,-9,-16,-16,-13,-27,-4
853,-28,-16,-23,-29,-14,-24,-13,-22,-24,-28,-21,-24,-23,-21,-30,-14
854,-34,-22,-29,-33,-20,-29,-23,-28,-29,-32,-25,-30,-26,-27,-32,-21
855,-36,-27,-33,-35,-28,-30,-28,-33,-30,-36,-33,-36,-29,-32,-36,-27
856,-40,-31,-34,-36,-31,-33,-34,-37,-34,-35,-37,-36,-32,-36,-34,-31
857,-39,-33,-33,-34,-35,-32,-35,-36,-35,-36,-36,-36,-34,-37,-33,-36
858,-38,-31,-29,-28,-35,-32,-35,-35,-35,-33,-36,-35,-34,-35,-29,-36
859,-33,-28,-25,-23,-35,-29,-35,-31,-32,-26,-30,-30,-30,-31,-24,-34
860,-28,-24,-23,-17,-31,-27,-30,-24,-28,-21,-24,-24,-26,-24,-17,-29
861,-20,-16,-16,-9,-28,-19,-24,-17,-23,-12,-18,-16,-20,-17,-9,-24
862,-12,-8,-10,-1,-19,-14,-19,-9,-15,-3,-10,-9,-14,-12,-5,-20
863,-1,-1,-3,8,-12,-4,-11,-1,-6,5,0,2,-6,-5,4,-13
864,10,9,5,16,-5,3,0,8,2,13,10,11,2,7,11,-2
865,17,17,8,19,5,9,9,15,8,21,17,21,8,16,18,8
866,26,23,17,26,15,15,15,24,15,26,23,28,15,22,23,15
867,30,28,22,32,20,20,21,31,21,33,27,35,18,27,24,22
868,35,34,24,36,26,23,28,34,24,35,30,37,22,31,22,27
869,38,33,23,35,31,22,31,34,24,35,32,37,25,34,23,31
870,42,32,22,35,34,23,33,37,24,32,32,37,26,36,20,36
871,37,31,20,31,34,22,34,34,26,30,31,34,23,33,17,37
872,33,26,14,26,34,17,32,29,21,24,29,27,19,28,11,33
873,28,23,10,19,30,12,28,24,17,18,24,20,17,22,6,30
874,22,16,6,11,24,6,21,17,13,12,17,13,11,16,0,23
875,15,8,0,3,18,2,16,12,7,6,10,5,4,11,-7,17
876,6,2,-7,-3,10,-6,10,4,0,-5,4,-4,-1,1,-11,10
877,0,-6,-12,-13,1,-11,-2,-3,-5,-11,-4,-11,-6,-5,-15,3
878,-11,-12,-17,-21,-5,-16,-9,-12,-11,-17,-11,-19,-12,-10,-20,-5
879,-18,-21,-19,-25,-13,-18,-15,-19,-14,-23,-17,-25,-15,-17,-20,-11
880,-22,-24,-23,-29,-19,-21,-19,-25,-18,-25,-23,-26,-17,-20,-18,-17
881,-27,-29,-21,-30,-25,-21,-24,-26,-20,-27,-28,-29,-20,-24,-16,-20
882,-31,-28,-19,-32,-28,-21,-27,-29,-22,-29,-31,-30,-20,-25,-13,-26
883,-28,-30,-17,-31,-30,-19,-29,-28,-17,-26,-29,-27,-16,-26,-7,-26
884,-28,-27,-12,-24,-29,-12,-30,-26,-14,-22,-29,-24,-12,-24,-2,-28
885,-26,-25,-4,-19,-26,-6,-25,-23,-11,-21,-27,-18,-6,-20,2,-25
886,-23,-20,3,-13,-23,0,-23,-17,-5,-13,-22,-13,-1,-18,12,-23
887,-17,-14,14,-6,-16,8,-14,-12,4,-7,-12,-7,6,-13,17,-18
888,-13,-8,19,2,-9,15,-6,-7,10,-3,-7,0,11,-8,21,-12
889,-5,0,27,7,-4,20,0,1,15,4,-2,7,20,-3,29,-6
890,1,7,28,14,3,26,3,8,20,8,6,9,26,5,33,0
891,8,11,34,19,10,30,12,13,26,13,11,14,30,10,32,4
892,11,17,34,22,15,32,15,14,31,16,17,17,33,14,30,11
893,17,19,34,24,18,34,20,18,33,17,20,18,36,16,28,17
894,21,22,32,24,21,32,20,21,31,20,22,19,34,18,24,18
895,20,20,27,21,21,27,21,21,27,21,21,18,29,17,15,21
896,18,18,18,19,20,22,21,18,24,17,19,14,23,17,8,19
897,18,17,10,14,18,13,19,16,18,12,17,12,15,14,0,18
898,12,13,2,9,16,6,15,11,9,9,15,7,7,9,-10,14
899,7,8,-7,6,11,-4,11,9,1,3,8,4,-2,7,-16,11
900,6,6,-13,0,6,-13,6,3,-8,-2,4,1,-12,3,-23,6
901,4,3,-21,-6,0,-20,2,1,-15,-3,0,-4,-19,-3,-29,1
902,-1,-2,-27,-8,-3,-26,-4,-4,-22,-7,-5,-9,-27,-4,-33,-3
903,-7,-5,-35,-10,-5,-31,-9,-6,-28,-9,-7,-10,-34,-9,-38,-8
904,-8,-10,-36,-11,-7,-35,-14,-8,-31,-10,-11,-11,-37,-13,-37,-11
905,-9,-10,-36,-10,-9,-35,-13,-10,-33,-10,-13,-11,-40,-15,-34,-11
906,-9,-12,-32,-6,-9,-34,-14,-11,-35,-10,-13,-9,-37,-12,-30,-12
907,-10,-10,-33,-6,-6,-32,-13,-9,-32,-9,-14,-6,-38,-11,-22,-12
908,-7,-9,-29,-5,-6,-27,-11,-9,-26,-6,-10,-4,-29,-8,-16,-12
909,-6,-7,-21,-1,-6,-21,-8,-6,-22,-2,-8,-2,-22,-6,-8,-11
910,-4,-5,-14,0,-3,-12,-6,-2,-15,3,-6,0,-15,1,1,-7
911,2,0,-4,2,-2,-3,-2,0,-7,5,-2,3,-6,2,11,-3
912,5,1,6,6,3,3,2,4,4,6,3,6,4,4,18,1
913,8,7,15,7,4,12,4,7,14,9,6,9,11,7,23,6
914,8,11,19,9,6,20,6,9,19,12,7,10,19,9,32,8
915,8,10,27,11,9,29,8,10,24,12,10,10,26,12,36,10
916,9,14,31,9,9,33,9,9,28,13,13,12,30,11,35,11
917,10,12,34,6,11,34,11,8,34,12,11,11,33,12,37,11
918,10,12,34,6,11,37,10,7,35,8,9,10,34,11,34,10
919,7,8,33,6,10,35,9,6,35,7,8,8,35,9,28,13
920,5,7,30,0,9,34,5,5,34,5,7,6,30,7,19,8
921,1,1,25,-2,5,29,3,3,29,-1,4,0,26,5,15,3
922,-3,-2,20,-6,2,18,1,-3,21,-5,-2,-4,19,0,7,1
923,-5,-6,11,-9,0,9,-4,-7,16,-8,-4,-8,13,-7,-2,-3
924,-11,-8,4,-14,-7,3,-9,-9,7,-9,-7,-11,3,-11,-10,-5
925,-12,-14,-7,-16,-9,-6,-11,-14,-1,-13,-10,-15,-4,-13,-17,-11
926,-14,-18,-13,-16,-12,-11,-14,-15,-9,-17,-10,-15,-11,-15,-21,-12
927,-14,-19,-19,-17,-14,-17,-15,-17,-14,-19,-13,-15,-19,-19,-25,-13
928,-16,-20,-23,-14,-16,-26,-19,-19,-21,-16,-17,-17,-25,-18,-26,-14
929,-14,-20,-28,-14,-16,-27,-18,-17,-26,-16,-16,-17,-30,-18,-26,-18
930,-15,-21,-27,-12,-17,-28,-19,-14,-29,-12,-15,-15,-30,-15,-29,-20
931,-11,-16,-28,-11,-15,-30,-18,-13,-30,-11,-13,-14,-31,-13,-25,-17
932,-10,-13,-27,-6,-15,-28,-13,-8,-30,-8,-10,-12,-29,-10,-21,-13
933,-5,-11,-22,-2,-12,-25,-10,-5,-27,-5,-8,-5,-25,-9,-17,-10
934,-1,-4,-17,1,-6,-20,-9,-3,-23,-1,-5,-4,-20,-5,-11,-10
935,2,-1,-11,3,-2,-14,-4,3,-16,3,-3,0,-17,-1,-4,-6
936,3,2,-4,8,-1,-8,4,7,-8,7,3,5,-10,5,-1,-1
937,7,7,2,10,2,-1,5,11,2,9,6,6,-2,8,5,4
938,10,10,5,11,5,5,10,14,6,13,9,9,4,8,11,6
939,10,13,11,13,10,10,10,15,11,14,9,12,11,14,15,8
940,10,17,16,11,11,17,12,15,15,14,11,12,17,14,17,12
941,10,18,20,9,12,17,12,14,19,14,10,14,20,14,17,11
942,10,15,22,7,11,20,13,14,22,14,12,12,20,13,18,12
943,7,15,18,7,13,20,10,9,22,10,8,10,22,14,18,11
944,5,14,19,5,9,20,10,8,20,6,6,9,21,9,15,9
945,2,9,15,3,8,18,9,5,18,7,3,8,19,8,10,6
946,2,6,11,2,7,13,5,5,13,2,3,4,15,4,6,6
947,-1,4,7,-1,5,10,4,1,9,0,1,2,12,2,3,5
948,0,2,4,-2,4,6,1,-1,6,-2,-2,1,6,-1,-3,3
949,-2,0,1,-3,2,3,1,0,1,-2,-2,-1,3,0,-6,2
950,-2,-2,-5,-3,2,1,2,-2,-3,-2,1,0,-2,-3,-7,0
951,-4,-2,-6,-3,0,-8,-1,-3,-7,-1,1,-2,-3,-2,-10,0
952,-5,-2,-7,-1,-1,-9,0,-1,-7,-2,4,-1,-8,-1,-12,-2
953,-1,-1,-10,3,3,-9,1,-2,-9,1,6,0,-8,1,-12,-1
954,2,-1,-10,3,1,-12,2,-1,-13,3,6,-1,-12,4,-11,1
955,6,1,-10,4,1,-10,4,0,-10,4,7,0,-10,2,-8,3
956,7,3,-8,4,2,-10,5,1,-9,6,7,3,-8,5,-6,5
957,5,4,-6,5,3,-7,4,3,-6,5,8,5,-6,7,-3,4
958,7,8,0,5,4,-5,6,5,-4,4,7,4,-4,6,2,4
959,6,5,1,4,3,-2,8,4,0,5,6,6,-1,4,1,5
