,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
819,-10,-1,5,-10,-8,-9,-8,-9,-8,-12,-3,-6,-5,-6,-9,-7,-12,-7,-12,-9
820,-11,-3,4,-12,-7,-12,-8,-8,-9,-11,-1,-7,-3,-4,-9,-4,-15,-3,-13,-8
821,-12,-2,1,-12,-7,-11,-9,-7,-14,-11,-3,-6,0,-3,-10,-4,-16,-1,-11,-4
822,-12,-5,0,-13,-7,-13,-9,-8,-12,-11,-3,-8,0,-3,-13,-1,-13,-3,-11,-3
823,-11,-7,-1,-12,-6,-12,-10,-7,-9,-10,1,-5,1,-3,-11,-1,-10,0,-11,-2
824,-11,-10,-3,-13,-5,-13,-11,-6,-11,-9,2,-4,4,1,-12,-1,-12,2,-10,0
825,-8,-13,-4,-12,-4,-11,-12,-6,-11,-11,2,-3,4,3,-11,2,-10,4,-9,2
826,-10,-12,-5,-11,-5,-11,-15,-7,-10,-9,2,-5,3,2,-13,2,-9,5,-8,4
827,-11,-14,-7,-12,-6,-12,-11,-8,-9,-8,5,-6,6,2,-10,1,-6,7,-10,5
828,-9,-12,-7,-12,-6,-11,-10,-7,-10,-7,5,-4,6,3,-9,4,-7,8,-10,7
829,-9,-13,-6,-9,-6,-11,-11,-5,-10,-7,9,-4,8,5,-7,3,-4,10,-12,9
830,-11,-13,-7,-13,-4,-7,-8,-4,-9,-8,6,-6,10,6,-9,3,-4,13,-9,10
831,-9,-13,-7,-10,-3,-9,-7,-4,-9,-7,7,-4,11,8,-8,4,-2,14,-8,10
832,-9,-12,-7,-8,-1,-8,-4,-4,-8,-6,10,-4,13,9,-7,4,-3,12,-7,12
833,-8,-11,-5,-6,2,-8,-5,-1,-8,-5,11,-2,15,10,-9,5,-1,12,-5,13
834,-7,-9,-4,-6,2,-9,-4,-2,-7,-5,14,0,14,13,-5,5,-1,14,-4,13
835,-7,-7,-1,-6,3,-7,-5,-2,-7,-5,15,2,14,14,-5,8,-3,15,-4,14
836,-4,-4,2,-3,5,-4,-3,2,-7,-4,13,1,13,14,-5,9,-1,15,-3,13
837,-8,0,2,-3,4,-3,-3,3,-7,-3,13,4,13,13,-3,8,0,16,-4,12
838,-8,0,6,-3,5,-2,-4,4,-5,1,11,3,12,13,-3,10,0,14,-3,11
839,-8,2,6,-3,6,-2,-4,4,-5,-2,9,4,10,12,-3,12,-2,9,-4,13
840,-9,4,10,-2,8,-3,-4,7,-3,-2,11,6,7,10,-5,11,-3,10,-3,12
841,-5,7,12,1,10,0,-2,7,-2,-1,9,6,10,8,-4,12,-1,9,-1,10
842,-6,7,14,0,9,2,-1,9,-2,-1,6,6,8,6,-3,14,-2,7,0,7
843,-6,9,15,1,10,1,2,10,1,-1,8,8,7,6,-2,10,-1,5,3,6
844,-4,10,13,-1,10,2,2,10,3,-1,6,8,4,6,-1,10,-1,3,3,5
845,-3,10,14,2,9,1,1,10,3,-1,4,6,4,6,-2,9,-2,2,4,5
846,-2,11,15,2,9,4,4,9,6,-1,3,7,4,5,1,10,1,3,5,4
847,2,7,12,3,8,5,5,8,7,-2,4,10,5,3,0,9,0,3,7,3
848,4,9,9,5,8,7,7,8,7,-1,5,7,4,4,1,9,6,3,8,2
849,5,9,8,7,5,7,8,9,7,0,6,6,1,3,3,6,3,3,10,2
850,5,9,7,10,3,7,8,8,11,-1,4,5,3,4,6,8,5,3,12,0
851,7,10,4,9,1,7,9,6,11,1,3,7,3,0,5,8,6,4,11,0
852,8,8,1,9,0,9,11,5,12,3,5,6,1,0,7,6,7,2,11,1
853,11,8,-3,9,1,9,12,2,11,4,3,4,2,2,7,5,8,2,13,0
854,9,5,-6,12,-1,10,12,3,14,8,3,1,2,2,6,6,7,1,13,0
855,11,3,-7,10,-5,12,10,0,12,8,2,2,1,-1,8,4,10,1,16,-1
856,13,4,-9,11,-4,12,12,0,14,11,0,-2,-2,0,11,3,9,-1,17,0
857,11,3,-10,10,-7,16,13,0,14,11,-2,-2,-5,-1,12,-1,9,-3,15,-2
858,13,1,-12,13,-6,14,11,-4,13,14,-1,-2,-6,-3,13,-3,10,-5,14,-3
859,12,3,-13,14,-7,14,10,-7,14,15,-7,-1,-6,-3,13,-3,14,-7,14,-1
860,11,2,-13,14,-5,13,12,-3,12,14,-7,-1,-8,-2,17,-4,10,-7,12,-4
861,12,6,-14,14,-1,11,10,-3,12,15,-7,1,-10,-5,16,-5,11,-8,12,-5
862,12,3,-11,11,-1,9,10,-4,10,15,-8,2,-10,-9,15,-8,10,-9,8,-6
863,12,3,-11,11,1,10,12,-1,8,15,-8,0,-11,-8,14,-10,12,-12,8,-8
864,13,4,-8,11,1,9,11,2,8,16,-9,0,-12,-10,13,-13,11,-11,8,-9
865,12,4,-6,6,5,7,8,2,7,11,-8,3,-10,-12,12,-12,9,-11,7,-9
866,8,3,-3,7,9,10,6,3,6,10,-10,3,-12,-10,10,-11,12,-10,5,-10
867,7,2,1,8,9,6,7,4,2,10,-11,4,-13,-8,11,-11,9,-11,4,-7
868,7,4,2,6,10,4,5,5,4,10,-9,7,-11,-11,10,-13,9,-11,3,-9
869,5,5,5,2,12,1,2,9,2,6,-9,9,-10,-10,8,-10,6,-11,1,-9
870,3,3,8,3,12,0,1,8,1,5,-8,5,-9,-11,7,-11,3,-11,-1,-8
871,2,1,7,3,8,-1,-1,9,-1,4,-10,5,-10,-10,6,-12,5,-9,-2,-10
872,1,0,7,1,8,2,-1,8,-2,1,-9,3,-8,-9,4,-12,3,-13,-4,-11
873,3,2,7,1,7,2,-3,5,-3,2,-10,3,-10,-10,1,-11,1,-10,-4,-10
874,0,0,7,0,2,0,-3,3,-6,-2,-9,-1,-11,-9,1,-10,-1,-11,-7,-11
875,-2,-2,6,-4,0,-5,-3,1,-6,-4,-7,-4,-9,-11,2,-9,-4,-9,-8,-10
876,-4,-2,6,-4,-3,-5,-8,-2,-8,-6,-8,-6,-8,-10,0,-8,-2,-9,-8,-8
877,-5,-2,3,-6,-4,-6,-7,-1,-8,-8,-4,-6,-4,-9,-3,-10,-6,-8,-6,-8
878,-7,-6,0,-8,-8,-8,-7,-4,-5,-7,-5,-8,-6,-5,-8,-6,-5,-6,-7,-7
879,-7,-4,1,-10,-7,-9,-9,-7,-10,-11,-5,-10,-4,-5,-7,-6,-9,-6,-7,-7
880,-7,-4,-3,-11,-8,-8,-9,-7,-12,-14,-2,-12,0,-1,-9,-2,-8,-5,-11,-8
881,-8,-5,-4,-10,-13,-11,-10,-8,-12,-12,-2,-12,-1,-2,-11,-3,-9,-1,-13,-5
882,-10,-7,-6,-12,-13,-14,-12,-11,-11,-15,0,-11,1,-2,-12,1,-11,2,-13,-3
883,-12,-8,-7,-13,-13,-12,-14,-13,-14,-16,2,-9,2,0,-14,2,-14,4,-15,-1
884,-11,-8,-7,-14,-14,-14,-17,-11,-12,-17,3,-12,1,1,-13,0,-13,4,-16,-1
885,-12,-7,-4,-15,-13,-16,-13,-11,-11,-18,4,-12,3,1,-15,1,-17,4,-16,-1
886,-15,-9,-1,-16,-10,-16,-14,-10,-13,-14,4,-8,4,2,-16,3,-16,3,-13,3
887,-15,-8,0,-13,-9,-14,-15,-11,-12,-13,5,-7,3,1,-16,5,-14,5,-14,2
888,-15,-7,1,-13,-8,-16,-11,-8,-12,-14,5,-7,4,1,-15,6,-16,6,-11,5
889,-15,-7,4,-14,-5,-16,-11,-8,-8,-12,5,-6,5,4,-13,5,-15,6,-10,4
890,-14,-6,3,-11,-3,-13,-9,-5,-6,-8,6,-2,8,1,-15,4,-11,6,-12,5
891,-13,-4,4,-9,-1,-11,-8,-7,-8,-7,6,-1,5,2,-15,4,-9,7,-7,7
892,-12,-5,7,-4,0,-11,-8,-4,-7,-6,6,1,4,4,-13,5,-7,7,-6,6
893,-11,-3,6,-5,2,-9,-8,-1,-3,-7,6,2,7,1,-11,6,-8,9,-4,8
894,-10,-1,9,-3,2,-8,-7,0,-1,-6,7,2,9,3,-9,5,-5,10,-4,10
895,-7,1,7,-3,1,-5,-6,4,-3,-3,10,3,10,9,-8,7,-2,11,-3,12
896,-1,4,8,0,3,-5,-1,7,0,1,8,4,13,11,-3,11,-1,13,1,13
897,-1,5,9,1,6,-1,1,6,0,3,12,4,16,14,-3,10,-1,15,1,16
898,1,4,8,1,5,1,3,6,0,5,15,4,14,17,-3,8,1,14,2,17
899,3,6,8,1,4,2,2,6,1,5,16,4,15,19,0,11,2,16,3,19
900,3,9,5,2,5,2,3,4,1,6,15,2,16,18,1,12,3,17,4,19
901,4,10,5,4,4,3,2,4,1,7,15,2,16,18,2,12,1,16,4,18
902,6,7,0,6,3,5,4,2,3,5,16,2,16,19,1,15,2,14,5,19
903,5,8,-2,7,4,5,5,2,3,4,15,2,13,19,2,16,2,11,7,16
904,5,7,-4,5,4,6,5,0,4,5,14,3,13,16,3,14,2,10,10,15
905,6,5,-5,8,2,5,6,0,8,7,12,0,10,14,5,14,4,9,9,12
906,6,8,-4,7,1,7,5,-2,9,7,10,1,11,15,3,14,3,6,7,11
907,6,4,-6,10,2,7,6,1,7,7,7,2,7,12,5,12,7,6,8,10
908,6,3,-6,10,4,7,8,2,8,8,8,4,6,10,6,10,6,4,10,7
909,9,1,-9,10,4,10,9,0,9,9,4,1,3,10,5,7,6,2,10,6
910,8,4,-10,12,3,8,12,3,12,9,1,4,1,8,9,6,9,-1,10,4
911,10,4,-7,12,7,10,13,5,12,7,1,5,-2,3,11,6,9,-4,12,2
912,12,1,-4,13,5,13,13,5,11,8,-1,5,-4,1,9,3,10,-2,10,-1
913,11,3,-5,13,8,11,13,4,14,11,-2,5,-4,0,11,2,12,-4,12,-2
914,12,5,-2,13,11,11,15,7,12,10,-5,8,-5,-2,11,2,14,-5,14,-6
915,12,2,-4,12,11,15,14,8,12,8,-6,9,-5,-5,11,1,14,-7,12,-5
916,11,3,-2,12,10,12,12,7,13,8,-7,10,-6,-5,10,-1,14,-9,12,-8
917,11,3,1,10,11,11,12,8,11,9,-8,10,-11,-5,14,-3,14,-8,11,-7
918,12,3,1,9,10,11,8,9,11,8,-10,10,-13,-9,11,-4,12,-8,11,-9
919,9,5,3,7,5,11,11,11,9,7,-12,8,-12,-8,11,-5,13,-8,10,-11
920,8,6,5,8,4,11,12,9,9,8,-12,7,-14,-10,11,-9,10,-11,7,-10
921,6,6,6,8,6,10,7,8,7,9,-15,8,-13,-12,11,-14,10,-12,6,-12
922,5,3,6,8,3,8,5,6,5,6,-12,7,-15,-11,9,-16,7,-14,5,-14
923,3,4,3,7,4,7,5,4,6,4,-13,3,-13,-12,9,-17,6,-13,3,-14
924,2,3,5,4,3,7,3,3,3,3,-14,1,-16,-11,6,-17,4,-15,3,-14
925,1,0,4,2,0,3,1,0,2,2,-12,1,-13,-14,7,-18,4,-13,-1,-14
926,-1,0,3,2,-1,3,0,1,1,2,-12,1,-14,-13,4,-20,2,-11,-2,-13
927,-2,-1,3,1,0,-1,-1,3,0,3,-13,-2,-12,-14,4,-22,1,-12,-3,-12
928,-4,-1,2,1,-2,0,-1,-1,-1,4,-13,-1,-11,-13,4,-17,2,-12,-3,-11
929,-3,-1,0,-1,-1,-3,0,-2,-3,2,-13,-2,-9,-13,1,-16,-1,-6,-4,-9
930,-3,-1,2,-5,-1,-1,-5,-1,0,0,-9,0,-10,-10,2,-17,-4,-8,-3,-9
931,-3,0,1,-1,-3,-1,-3,-3,-3,1,-6,-1,-8,-8,0,-15,-2,-8,-4,-8
932,-1,-1,-1,-2,0,-2,-2,0,-3,-2,-5,0,-6,-7,0,-9,-3,-6,-5,-5
933,0,-4,3,-3,1,-4,-4,-3,-3,-2,-7,-1,-5,-6,0,-8,-6,-4,-5,-6
934,-1,-3,0,-5,1,-5,-7,0,-4,-2,-2,0,-5,-7,2,-5,-4,-6,-3,-2
935,-1,-4,0,-4,3,-5,-5,1,-6,-6,-5,0,-4,-2,0,-4,-5,-3,-1,-2
936,-2,-6,1,-3,3,-5,-6,0,-6,-8,-5,-1,-1,-4,-3,-3,-5,-1,-4,-4
937,-3,-6,0,-5,3,-6,-5,0,-5,-8,-2,0,-4,-2,-3,-1,-5,-3,-6,-5
938,-3,-5,1,-5,2,-5,-6,-1,-6,-9,-3,2,-4,-2,-3,0,-6,-3,-5,-2
939,-4,-5,2,-6,2,-5,-9,-2,-5,-10,-2,2,-2,-1,-5,2,-6,-1,-4,0
940,-5,-5,1,-7,1,-8,-8,0,-6,-13,-1,-1,2,1,-5,-1,-6,3,-5,0
941,-4,-3,4,-7,-2,-9,-9,2,-6,-14,1,-1,5,1,-4,-1,-7,3,-7,1
942,-5,-3,1,-7,-4,-7,-10,-1,-6,-13,2,-1,7,2,-7,3,-6,2,-8,1
943,-6,-3,5,-8,-4,-7,-10,-2,-9,-11,5,-2,6,2,-7,4,-10,5,-8,0
944,-4,-3,6,-9,-6,-7,-10,-3,-9,-11,5,-4,7,3,-9,7,-9,5,-9,2
945,-7,-2,6,-9,-9,-9,-11,-4,-10,-10,7,-6,9,5,-10,8,-9,6,-8,6
946,-6,-3,3,-11,-9,-10,-11,-5,-10,-12,9,-6,10,8,-10,9,-9,7,-10,7
947,-8,-2,5,-9,-9,-9,-8,-6,-8,-11,7,-8,12,12,-13,10,-9,12,-10,8
948,-10,-1,6,-10,-13,-11,-11,-8,-7,-11,11,-9,14,11,-12,12,-12,13,-9,10
949,-11,0,5,-9,-16,-11,-10,-11,-10,-9,11,-13,12,12,-11,13,-10,12,-9,11
950,-10,1,4,-10,-17,-9,-8,-10,-11,-9,13,-12,13,11,-13,11,-11,14,-9,13
951,-11,-2,5,-11,-18,-9,-8,-12,-8,-8,13,-13,11,14,-13,14,-10,14,-7,11
952,-10,1,4,-11,-17,-6,-10,-12,-9,-6,12,-15,11,12,-11,12,-13,12,-8,10
953,-10,-2,2,-9,-18,-6,-7,-15,-6,-5,11,-14,10,12,-11,13,-8,10,-7,11
954,-9,-2,2,-8,-15,-4,-6,-13,-3,-5,9,-14,9,10,-9,12,-6,9,-5,11
955,-11,0,0,-6,-13,-5,-5,-14,-4,-3,8,-10,8,9,-10,11,-6,11,-6,12
956,-9,-1,-3,-6,-10,-6,-4,-14,-3,-1,5,-10,9,7,-7,9,-3,8,-4,10
957,-7,-3,-2,-4,-7,-5,1,-13,-1,0,6,-9,6,5,-6,8,-3,7,-3,8
958,-5,-4,-3,-2,-1,-6,1,-10,-1,2,8,-6,10,6,-4,7,-2,6,2,8
959,-5,-3,-6,0,-1,-4,1,-6,1,3,6,-4,8,7,-5,5,1,8,0,10
