,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
385,7,8,-9,2,2,4,11,4,6,-2,13,7,6,11,11,-7,5,9,10,13,27,3,9,10,-1,-1,7,6
386,6,5,-14,1,-7,0,13,0,-1,-2,10,4,1,8,7,-13,2,4,5,10,31,-3,6,6,-6,-5,2,2
387,1,1,-18,-3,-8,0,17,-1,-4,-8,5,1,-1,2,3,-17,-1,2,1,10,33,-11,2,2,-10,-10,-1,2
388,-3,-2,-20,-5,-14,-3,20,-6,-7,-11,2,-3,-7,1,0,-20,-5,-2,-2,9,34,-15,-1,-3,-11,-14,-6,-2
389,-6,-4,-20,-7,-18,-6,19,-7,-12,-13,0,-6,-10,-2,-4,-23,-10,-6,-4,9,33,-19,-5,-6,-14,-17,-9,-5
390,-7,-8,-27,-12,-22,-10,21,-10,-16,-14,-4,-9,-12,-7,-7,-24,-10,-9,-7,7,32,-23,-7,-7,-14,-19,-10,-8
391,-9,-9,-25,-16,-22,-10,18,-12,-18,-16,-7,-10,-16,-11,-11,-26,-13,-13,-12,6,28,-27,-10,-10,-16,-19,-14,-10
392,-9,-10,-22,-15,-24,-13,16,-12,-19,-17,-11,-12,-14,-14,-14,-24,-14,-15,-12,6,21,-27,-14,-17,-14,-18,-15,-12
393,-12,-13,-18,-15,-25,-16,16,-14,-19,-15,-13,-16,-18,-17,-16,-24,-19,-19,-16,3,17,-26,-16,-17,-16,-22,-16,-16
394,-13,-13,-17,-13,-20,-14,12,-13,-20,-16,-14,-18,-18,-20,-16,-22,-17,-19,-15,2,7,-25,-17,-16,-17,-18,-18,-20
395,-11,-15,-12,-15,-16,-12,8,-13,-19,-16,-16,-17,-18,-21,-17,-16,-16,-18,-16,1,-2,-22,-17,-17,-14,-14,-18,-20
396,-12,-14,-7,-13,-15,-14,1,-11,-17,-13,-17,-16,-19,-19,-18,-12,-16,-19,-17,0,-10,-20,-18,-20,-10,-11,-18,-20
397,-11,-10,-4,-9,-14,-13,-1,-11,-15,-10,-19,-15,-17,-18,-17,-10,-14,-17,-14,-2,-18,-16,-17,-18,-5,-11,-17,-20
398,-10,-12,-1,-8,-9,-11,-7,-11,-11,-8,-18,-15,-13,-16,-14,-4,-9,-15,-11,-2,-26,-10,-16,-14,-2,-6,-11,-16
399,-9,-10,3,-5,-4,-6,-11,-8,-10,-3,-13,-12,-9,-13,-9,1,-8,-13,-12,-1,-33,-4,-12,-11,2,0,-11,-14
400,-7,-8,4,-2,-1,-3,-15,-6,-6,3,-9,-7,-6,-12,-8,5,-5,-12,-7,-2,-37,1,-11,-8,5,4,-8,-11
401,-4,-4,7,1,1,-1,-17,-2,0,7,-7,-8,-1,-4,-7,8,-3,-7,-4,-3,-41,7,-5,-3,10,8,-3,-8
402,-1,-2,12,5,5,4,-22,0,3,9,-5,-5,3,-2,-2,13,2,1,-1,-4,-43,12,-2,2,13,14,1,-1
403,1,3,16,7,8,6,-24,6,7,13,1,1,7,4,0,13,6,2,2,-5,-40,14,1,5,18,19,5,1
404,5,8,12,12,9,8,-25,8,12,16,2,7,13,7,5,14,10,9,5,-5,-39,17,7,7,22,22,11,6
405,9,12,11,16,13,12,-23,9,18,21,8,11,16,11,9,15,16,12,11,-5,-33,17,8,13,25,24,13,10
406,12,16,14,23,15,19,-21,12,21,23,10,15,19,17,15,16,19,15,18,-7,-26,14,12,18,29,27,17,14
407,17,20,13,26,14,24,-18,18,28,26,17,18,24,18,20,15,21,18,20,-7,-18,15,18,24,30,28,22,21
408,19,24,9,27,9,27,-13,22,30,29,18,20,29,24,22,12,24,22,23,-6,-9,13,21,26,30,32,26,22
409,24,27,9,29,10,29,-5,23,31,30,22,24,34,27,26,12,31,26,27,-6,-2,12,24,30,27,31,28,26
410,25,29,5,29,11,28,2,26,32,28,25,27,31,26,28,12,30,29,29,-6,7,8,27,31,26,30,30,29
411,28,29,6,26,7,28,7,27,31,26,25,31,31,28,30,8,29,28,28,-5,17,5,29,33,23,28,31,29
412,28,28,3,26,5,28,13,26,31,22,30,28,31,27,30,6,29,29,30,-3,27,4,30,31,20,21,30,32
413,29,28,3,24,4,26,18,25,29,19,28,26,28,28,28,2,26,31,28,0,32,0,28,29,12,17,26,30
414,24,27,-1,19,3,24,24,24,22,14,32,25,22,23,25,0,22,29,26,-1,40,-3,27,25,9,9,23,26
415,23,22,-4,15,-3,19,26,23,19,8,28,21,22,20,23,-2,19,23,20,0,43,-2,23,22,4,3,21,25
416,19,16,-5,8,-3,14,30,18,13,2,25,16,13,15,17,-4,16,17,15,4,42,-3,21,19,-4,-4,16,19
417,12,10,-8,2,-5,9,31,13,7,-4,20,11,9,10,15,-4,7,11,10,4,41,-5,14,13,-15,-10,8,11
418,7,5,-8,-5,-7,1,30,7,3,-9,15,4,0,6,8,-5,1,7,4,2,40,-5,8,7,-19,-19,1,8
419,0,-1,-6,-9,-8,-5,26,0,-6,-16,8,-1,-6,-2,3,-6,-8,0,-3,5,36,-5,0,2,-24,-20,-6,1
420,-4,-7,-5,-17,-5,-11,21,-7,-14,-21,1,-8,-13,-9,-6,-7,-12,-8,-7,5,28,-4,-6,-5,-30,-26,-13,-5
421,-11,-14,-6,-22,-5,-18,13,-12,-19,-27,-5,-13,-17,-15,-12,-4,-16,-14,-16,3,22,-1,-9,-13,-34,-33,-21,-12
422,-16,-20,-3,-28,-5,-22,9,-19,-24,-32,-12,-20,-21,-20,-19,-5,-24,-19,-23,3,15,-2,-18,-22,-34,-33,-24,-22
423,-22,-26,-2,-28,-3,-25,1,-22,-31,-34,-20,-23,-27,-27,-25,-2,-30,-27,-26,0,4,-2,-22,-29,-36,-34,-30,-26
424,-26,-32,1,-30,1,-31,-6,-28,-35,-34,-25,-29,-28,-33,-29,2,-33,-32,-31,0,-5,3,-28,-32,-37,-34,-33,-31
425,-30,-33,3,-35,2,-32,-12,-31,-37,-34,-26,-33,-32,-34,-32,2,-37,-36,-35,-2,-12,3,-34,-37,-35,-36,-35,-36
426,-33,-34,4,-33,5,-34,-17,-33,-35,-33,-33,-36,-34,-37,-37,4,-38,-39,-36,-4,-20,6,-36,-39,-32,-31,-38,-38
427,-33,-33,8,-33,3,-34,-22,-32,-37,-31,-35,-35,-34,-37,-35,5,-37,-38,-37,-5,-28,7,-39,-38,-27,-30,-40,-38
428,-32,-34,10,-29,7,-32,-29,-35,-37,-29,-37,-33,-35,-35,-36,7,-34,-36,-36,-8,-33,8,-39,-40,-22,-28,-38,-36
429,-29,-30,12,-26,7,-30,-32,-35,-34,-20,-37,-34,-30,-36,-32,9,-31,-33,-33,-9,-34,9,-37,-35,-15,-18,-35,-34
430,-24,-25,10,-17,11,-24,-34,-30,-27,-14,-34,-28,-26,-30,-31,11,-26,-29,-27,-11,-33,11,-35,-32,-9,-11,-30,-28
431,-20,-21,13,-12,11,-15,-36,-24,-22,-9,-33,-24,-21,-24,-25,9,-20,-24,-22,-12,-30,10,-29,-26,-1,-5,-23,-22
432,-16,-14,12,-6,12,-9,-35,-18,-14,-3,-27,-17,-13,-18,-18,11,-13,-19,-17,-16,-28,11,-24,-19,5,3,-20,-18
433,-11,-8,10,-1,12,-3,-32,-11,-7,5,-21,-11,-7,-13,-13,12,-5,-13,-11,-14,-23,10,-16,-12,13,8,-13,-14
434,-7,-3,11,5,10,0,-26,-7,-1,13,-15,-4,1,-6,-9,9,0,-5,-5,-13,-18,11,-6,-3,20,15,-5,-5
435,3,5,9,12,10,8,-20,0,5,19,-8,5,5,1,-1,11,6,1,2,-12,-9,12,1,4,23,21,4,3
436,8,11,8,17,7,13,-13,7,13,24,1,11,14,8,6,6,12,9,9,-9,-5,11,7,12,29,25,11,12
437,15,13,7,20,6,20,-4,14,20,25,10,18,21,14,13,7,19,17,16,-6,4,9,14,20,32,30,17,16
438,17,21,5,24,6,25,3,19,25,27,14,24,23,21,19,6,24,23,22,-3,10,9,19,26,32,32,21,22
439,22,23,3,26,5,26,12,20,30,29,20,25,27,24,24,6,27,26,27,-1,16,7,25,30,28,31,27,25
440,25,27,0,27,4,26,21,25,32,29,23,28,29,28,27,1,27,30,27,3,19,5,29,35,25,29,30,31
441,26,27,-4,25,4,27,27,29,30,24,28,29,28,30,29,2,28,30,29,8,24,2,28,36,23,24,34,31
442,24,28,-4,23,0,25,32,30,25,22,30,31,27,31,30,-1,28,31,30,12,27,1,32,33,17,19,32,31
443,24,26,-7,19,-3,23,38,28,27,17,30,29,26,30,29,-2,23,27,27,16,30,-3,29,29,11,17,30,29
444,24,23,-10,14,-4,19,39,23,23,11,28,26,21,23,26,-6,21,26,23,17,31,-5,29,25,4,11,26,24
445,22,18,-11,8,-6,15,38,18,16,5,28,19,17,22,20,-7,15,21,19,19,30,-8,25,24,-2,4,20,23
446,14,13,-10,3,-8,7,37,16,11,-1,22,13,10,17,15,-9,7,14,11,20,27,-9,19,17,-6,-2,15,15
447,9,7,-15,-2,-10,3,32,11,5,-6,17,6,2,12,11,-11,1,11,5,21,24,-9,11,9,-12,-7,7,7
448,2,3,-14,-9,-11,-4,29,4,0,-12,11,0,-4,4,4,-12,-7,2,1,22,20,-15,7,4,-18,-14,1,1
449,-5,-3,-15,-14,-11,-9,23,-3,-4,-14,5,-6,-5,-2,-2,-15,-12,-3,-5,21,17,-15,0,-4,-22,-19,-5,-6
450,-8,-8,-15,-14,-12,-14,13,-8,-14,-17,-3,-11,-14,-11,-9,-14,-16,-10,-12,17,10,-14,-6,-10,-24,-22,-11,-9
451,-12,-12,-15,-18,-11,-16,7,-14,-17,-19,-9,-15,-18,-16,-13,-13,-19,-17,-16,13,4,-16,-13,-14,-25,-24,-16,-16
452,-16,-17,-15,-19,-13,-18,-3,-19,-20,-21,-12,-20,-22,-20,-17,-13,-21,-23,-20,10,-2,-15,-18,-17,-26,-23,-20,-19
453,-19,-19,-12,-17,-15,-19,-10,-20,-23,-18,-17,-20,-22,-21,-20,-14,-22,-26,-21,7,-7,-16,-22,-21,-21,-20,-26,-21
454,-19,-18,-10,-15,-13,-18,-17,-22,-23,-16,-20,-22,-18,-22,-23,-12,-22,-25,-23,1,-10,-15,-26,-22,-17,-15,-26,-25
455,-19,-18,-10,-13,-10,-18,-22,-23,-21,-14,-22,-21,-17,-24,-21,-8,-21,-24,-22,-3,-14,-11,-22,-25,-11,-9,-25,-23
456,-18,-17,-8,-9,-8,-16,-25,-22,-19,-7,-20,-20,-19,-20,-20,-5,-18,-22,-20,-7,-17,-8,-23,-22,-5,-4,-23,-23
457,-14,-14,-5,-6,-6,-9,-28,-19,-15,-4,-20,-20,-14,-17,-17,-4,-13,-18,-15,-10,-19,-6,-18,-16,5,3,-19,-20
458,-10,-10,-2,-2,-3,-4,-29,-12,-10,2,-18,-12,-6,-14,-13,0,-6,-13,-13,-12,-23,-5,-15,-11,8,9,-13,-16
459,-5,-1,1,5,-2,1,-32,-7,-2,9,-10,-7,-2,-10,-6,3,-1,-8,-6,-14,-24,-2,-10,-7,16,16,-7,-6
460,1,3,5,10,0,6,-29,0,2,14,-9,-2,5,-4,-2,4,7,-3,0,-18,-24,-1,-5,0,20,19,0,-1
461,7,8,6,16,5,11,-24,4,7,18,-2,5,12,3,5,6,14,2,6,-18,-24,5,3,7,24,25,7,3
462,14,15,7,19,8,16,-20,12,13,21,3,9,16,8,10,6,18,10,13,-15,-23,8,8,12,27,28,16,10
463,17,17,8,23,8,20,-14,18,19,24,10,14,20,15,14,10,25,15,21,-13,-22,8,17,17,30,29,19,17
464,20,21,11,23,8,26,-9,19,23,26,15,19,23,23,19,12,27,18,24,-9,-19,11,23,22,29,27,24,20
465,24,24,9,26,11,26,1,26,24,27,20,24,28,26,26,11,27,24,28,-9,-17,11,26,27,24,28,27,23
466,24,27,9,28,13,27,7,29,29,28,24,30,27,29,29,12,30,26,30,-2,-12,11,28,30,21,26,30,26
467,25,27,10,24,9,29,12,31,28,24,29,29,27,31,29,11,28,28,31,-1,-7,9,31,29,18,21,31,29
468,27,26,8,22,9,27,19,29,27,20,28,28,25,30,27,9,26,27,26,2,-2,10,30,29,12,16,32,28
469,24,22,6,16,8,24,22,27,25,12,29,29,23,29,28,7,22,27,25,8,6,9,28,26,9,10,28,26
470,20,18,5,13,5,20,24,24,20,9,27,25,19,26,24,5,16,25,20,11,11,7,24,22,1,3,23,22
471,16,13,5,8,2,12,27,16,15,3,21,20,15,22,16,5,11,18,14,13,13,5,18,19,-3,-1,16,17
472,14,9,3,0,1,6,25,13,9,-4,18,14,8,15,13,4,5,11,7,13,20,4,10,12,-11,-10,12,11
473,7,2,2,-5,-1,-1,23,7,3,-10,15,7,3,7,6,-1,-3,7,2,13,24,3,5,6,-15,-12,3,5
474,1,-2,-1,-9,-2,-5,19,-1,-5,-15,7,-2,-5,4,-1,-3,-7,3,-5,13,27,-1,-1,1,-18,-19,-1,1
475,-4,-9,-3,-12,-2,-12,19,-7,-10,-18,2,-7,-11,-4,-7,-2,-11,-5,-11,14,31,-2,-7,-5,-22,-22,-7,-5
476,-10,-12,-3,-19,-3,-15,15,-12,-14,-23,-3,-13,-15,-9,-11,-4,-17,-11,-17,10,32,-6,-12,-11,-22,-26,-12,-15
477,-14,-13,-2,-22,-5,-19,12,-19,-19,-26,-8,-19,-20,-15,-17,-6,-20,-16,-19,8,30,-6,-16,-20,-24,-24,-18,-18
478,-17,-18,-4,-22,-5,-21,7,-23,-23,-27,-11,-24,-23,-18,-21,-6,-25,-21,-22,7,28,-7,-22,-20,-26,-28,-24,-21
479,-19,-22,-2,-23,-2,-24,0,-27,-27,-27,-18,-27,-23,-22,-25,-5,-25,-25,-25,6,28,-6,-23,-26,-26,-26,-27,-27
480,-19,-19,-3,-22,-4,-25,-5,-27,-29,-27,-23,-31,-24,-24,-28,-4,-27,-27,-27,1,25,-4,-29,-27,-25,-23,-29,-28
481,-21,-21,0,-22,-3,-23,-8,-30,-33,-26,-26,-30,-26,-24,-27,-2,-26,-28,-26,-2,18,-3,-29,-27,-22,-20,-28,-29
482,-22,-22,1,-19,0,-22,-11,-30,-31,-24,-26,-29,-23,-26,-25,1,-25,-27,-26,-4,14,3,-32,-26,-18,-15,-29,-27
483,-22,-20,3,-17,1,-21,-14,-29,-27,-20,-28,-28,-20,-24,-24,3,-22,-26,-24,-5,10,3,-30,-24,-15,-14,-27,-25
484,-20,-15,7,-10,3,-19,-19,-26,-22,-15,-25,-23,-17,-22,-20,5,-20,-25,-20,-7,3,2,-23,-20,-8,-10,-26,-21
485,-16,-12,7,-7,6,-14,-21,-22,-19,-8,-23,-22,-11,-20,-18,4,-14,-22,-19,-8,-7,4,-21,-17,-3,-5,-21,-17
486,-12,-9,11,-5,8,-10,-23,-15,-14,-1,-19,-17,-7,-16,-12,8,-9,-17,-14,-8,-12,6,-18,-12,1,-2,-15,-15
487,-8,-5,10,2,7,-6,-23,-11,-10,2,-14,-12,-3,-12,-10,11,-6,-12,-6,-9,-13,7,-11,-7,4,5,-10,-8
488,-6,-2,8,5,11,-1,-25,-7,-4,4,-9,-6,1,-10,-4,11,1,-6,-1,-10,-19,10,-6,-4,10,8,-6,-7
489,-1,2,9,7,10,2,-23,0,1,9,-4,-2,5,-6,0,9,2,-4,3,-11,-23,12,-2,0,12,12,-2,-1
490,0,5,7,8,9,6,-19,6,4,13,1,3,8,-1,3,10,4,1,5,-9,-25,14,3,3,15,15,3,3
491,5,8,7,12,10,7,-18,7,8,16,3,6,10,2,8,8,9,5,9,-8,-28,15,6,6,16,14,8,7
492,6,9,9,12,9,13,-15,10,10,15,7,10,13,7,10,11,13,10,10,-9,-28,12,10,10,18,15,9,9
493,11,8,9,14,7,12,-13,15,14,17,8,12,14,10,13,7,14,12,16,-8,-29,10,13,13,15,15,12,11
494,15,11,4,15,8,13,-10,17,17,15,13,15,16,11,12,3,15,15,17,-6,-27,8,13,14,16,16,14,12
495,17,12,3,15,3,14,-3,16,17,15,16,14,13,13,12,4,16,14,17,-4,-24,7,15,13,15,13,16,14
496,18,12,1,10,3,16,0,17,15,12,20,14,14,14,13,1,15,12,18,1,-19,4,15,16,14,11,19,16
497,13,12,0,7,2,14,2,15,16,9,18,13,14,13,14,-2,14,13,15,2,-12,2,14,14,12,8,18,15
498,13,9,-5,6,-1,12,6,14,13,8,16,12,11,11,10,-3,12,14,10,5,-5,0,16,12,7,7,17,11
499,9,5,-4,3,-4,8,13,14,12,5,15,9,7,10,9,-5,8,12,10,6,0,-4,12,11,5,4,13,9
500,6,4,-7,0,-8,5,16,12,8,1,11,7,4,11,7,-7,6,10,8,9,9,-7,10,10,0,1,13,8
501,4,1,-10,-1,-8,3,19,11,6,2,9,6,2,8,6,-7,2,6,8,8,14,-9,9,7,-1,0,9,5
502,1,1,-10,-3,-9,1,21,6,2,-3,7,6,-2,6,2,-8,-1,3,4,7,18,-12,3,5,-3,-2,2,3
503,-1,-3,-6,-3,-10,0,25,1,1,-4,3,2,-2,4,-1,-9,-2,2,1,9,22,-12,1,3,-4,-7,0,1
504,-1,-3,-7,-7,-9,-4,26,-1,-3,-7,-1,-3,-4,1,-3,-8,-5,-1,0,10,26,-15,-1,-1,-6,-8,-1,0
505,-3,-5,-4,-6,-6,-6,24,-4,-4,-7,-3,-5,-4,-4,-3,-8,-9,-2,-1,8,27,-14,-2,-2,-9,-9,-3,-2
506,-7,-3,-1,-6,-5,-4,23,-7,-5,-8,-5,-7,-5,-4,-6,-7,-9,-5,-5,10,25,-13,-2,-4,-10,-8,-6,-5
507,-7,-5,0,-6,-4,-4,20,-9,-6,-8,-8,-6,-5,-5,-6,-4,-9,-7,-9,11,23,-12,-5,-6,-10,-5,-8,-6
508,-9,-5,1,-6,-4,-7,18,-12,-7,-8,-9,-8,-5,-8,-7,-2,-9,-6,-7,7,20,-7,-8,-7,-9,-3,-7,-10
509,-10,-4,0,-6,-2,-6,14,-11,-7,-5,-7,-10,-3,-9,-8,1,-10,-7,-9,7,15,-3,-6,-7,-4,-2,-7,-10
510,-8,-2,4,-4,-1,-5,12,-11,-6,-6,-6,-7,-1,-7,-7,2,-6,-7,-6,4,12,-2,-6,-6,-5,0,-8,-8
511,-6,0,5,-3,2,-6,5,-9,-5,-4,-8,-7,1,-7,-5,4,-5,-6,-4,1,5,1,-7,-5,-2,2,-6,-6
512,-2,0,6,1,4,-4,0,-7,-3,-2,-4,-6,4,-7,-5,6,-2,-5,-3,-2,-4,4,-6,-4,2,3,-5,-6
513,-1,-1,7,3,5,0,-6,-5,-2,3,-3,-3,5,-6,-3,6,-2,-2,-2,-4,-9,4,-4,-5,0,4,-4,-5
514,0,1,6,6,6,2,-13,-5,0,5,-1,-3,4,-3,-2,8,-1,-1,-1,-6,-15,6,-6,-3,6,7,-2,-3
515,2,3,5,8,3,3,-16,-1,1,5,0,0,6,-2,-1,10,0,0,2,-7,-19,11,-4,2,6,9,-1,0
516,3,5,7,10,5,4,-20,2,8,8,3,2,7,0,3,8,4,4,3,-11,-23,11,-1,5,8,11,4,4
517,7,7,4,10,7,9,-25,2,6,10,6,5,8,2,2,6,6,5,4,-13,-26,12,-1,6,11,11,6,5
518,9,8,3,11,7,11,-25,2,6,12,4,9,11,3,6,6,9,6,6,-13,-27,13,4,8,10,11,8,8
519,11,13,2,13,5,11,-25,6,9,12,7,9,12,6,10,6,10,6,8,-15,-27,13,6,9,11,11,10,7
520,13,11,-1,14,2,12,-26,11,11,12,8,11,12,8,12,2,16,10,11,-15,-24,10,12,7,12,10,9,10
521,12,13,-4,12,2,14,-26,12,10,11,8,12,12,11,12,2,14,10,13,-14,-22,10,12,9,12,8,8,11
522,13,13,-5,12,-1,14,-23,14,9,10,9,12,12,12,11,-1,13,8,12,-15,-17,9,12,9,9,7,8,13
523,14,15,-6,10,-2,14,-20,13,11,10,8,12,10,11,12,-3,12,9,12,-15,-12,2,13,6,9,6,8,13
524,14,11,-6,9,-1,13,-18,13,9,9,9,13,10,9,10,-2,12,9,11,-10,-3,-1,13,7,8,4,6,12
525,11,9,-9,10,-4,11,-12,13,8,6,12,10,8,11,11,-5,10,9,12,-10,5,-3,16,3,6,6,7,11
526,11,7,-7,7,-6,10,-8,13,6,5,8,11,8,11,11,-5,7,7,10,-7,10,-4,12,4,5,4,4,8
527,10,6,-8,5,-7,7,0,12,7,4,9,9,5,7,9,-6,7,5,8,-3,17,-4,9,3,4,0,2,8
528,7,6,-9,4,-7,6,4,9,3,1,5,8,3,5,6,-7,7,4,6,-1,24,-7,8,3,-2,-1,3,6
529,6,3,-7,2,-7,5,12,6,4,-2,5,5,2,6,5,-8,2,4,4,2,30,-10,8,2,-3,-3,-1,4
530,5,2,-7,-2,-7,1,16,5,3,-6,1,5,0,5,4,-7,-2,2,2,3,31,-9,8,1,-6,-6,-1,-1
531,1,-1,-4,-6,-7,-2,20,2,0,-6,0,2,-5,2,0,-7,-3,1,-1,10,35,-10,4,1,-8,-10,-2,-5
532,-1,-2,-2,-8,-6,-6,21,0,-4,-9,-1,-2,-7,-2,-5,-4,-6,-2,-3,15,37,-10,0,-2,-11,-7,-3,-5
533,-4,-7,-2,-6,-4,-7,24,0,-3,-12,-2,-3,-9,-3,-7,-5,-10,-3,-6,16,35,-7,-4,-4,-12,-7,-5,-7
534,-7,-9,-1,-11,-4,-7,22,-5,-7,-14,-5,-4,-10,-5,-7,-5,-13,-7,-8,19,32,-6,-5,-7,-15,-9,-7,-9
535,-7,-11,2,-13,-2,-13,20,-8,-11,-13,-5,-6,-12,-9,-11,-2,-13,-6,-10,21,29,-6,-9,-6,-14,-12,-10,-13
536,-9,-14,1,-13,1,-14,19,-12,-11,-15,-8,-9,-13,-8,-13,-1,-14,-11,-14,22,26,-4,-12,-9,-15,-15,-13,-13
537,-8,-13,4,-16,2,-15,12,-12,-13,-16,-12,-13,-17,-11,-13,3,-12,-11,-14,22,20,0,-14,-9,-16,-13,-12,-13
538,-12,-13,6,-15,2,-14,5,-14,-14,-16,-15,-13,-18,-12,-14,5,-16,-14,-16,19,12,3,-15,-12,-17,-13,-13,-16
539,-13,-13,9,-15,5,-16,0,-15,-14,-13,-13,-16,-16,-14,-15,6,-18,-14,-16,16,4,5,-12,-13,-17,-13,-16,-15
540,-13,-13,8,-15,8,-14,-4,-17,-15,-14,-15,-15,-16,-15,-15,8,-16,-14,-17,15,-2,6,-15,-11,-15,-9,-13,-16
541,-12,-13,9,-14,10,-12,-13,-16,-14,-14,-16,-17,-15,-15,-16,6,-16,-14,-16,10,-9,9,-15,-11,-12,-6,-13,-17
542,-16,-12,10,-11,9,-12,-17,-15,-12,-14,-15,-17,-15,-13,-17,7,-13,-14,-14,4,-18,7,-14,-11,-13,-6,-15,-16
543,-15,-12,8,-9,10,-11,-21,-14,-13,-10,-17,-17,-10,-15,-15,6,-12,-15,-14,-1,-21,8,-14,-13,-7,-6,-12,-14
544,-11,-9,4,-8,6,-10,-22,-13,-13,-9,-13,-13,-10,-14,-11,6,-11,-13,-11,-5,-25,8,-13,-9,-6,-1,-10,-11
545,-10,-6,5,-5,9,-5,-26,-12,-8,-7,-11,-13,-8,-12,-11,6,-8,-9,-7,-13,-30,8,-9,-10,-3,3,-9,-7
546,-7,-3,4,-1,9,-2,-28,-11,-7,-4,-9,-10,-2,-11,-6,6,-4,-8,-6,-20,-31,7,-9,-5,-1,5,-7,-5
547,-5,2,4,1,8,-2,-26,-8,-5,1,-7,-8,-1,-8,-4,8,-1,-8,-5,-22,-30,8,-5,-4,1,7,-7,-3
548,-3,0,5,5,6,2,-26,-4,-2,1,-5,-4,3,-6,0,4,1,-3,0,-25,-27,6,-3,0,6,9,-4,0
549,2,2,2,9,3,4,-24,0,1,5,1,-2,3,0,3,4,5,1,1,-29,-26,6,0,2,11,13,1,2
550,2,5,2,12,0,4,-19,2,2,7,3,1,8,2,6,3,7,2,4,-29,-20,6,4,5,12,15,4,6
551,7,6,1,11,1,7,-12,5,5,10,7,4,6,4,8,0,8,5,9,-29,-14,2,6,10,11,14,6,7
552,9,7,-1,12,2,7,-4,7,7,11,10,7,8,6,10,0,10,7,10,-24,-7,3,8,11,11,13,10,11
553,8,8,-4,12,-3,10,2,9,9,14,12,8,10,11,13,-2,13,10,13,-22,-3,3,11,12,12,13,12,11
554,10,8,-3,11,-3,12,9,10,11,13,12,9,11,13,12,-1,14,9,10,-16,-2,1,11,13,10,14,16,13
555,8,8,-2,10,-3,13,14,10,11,13,11,10,10,13,12,-3,11,13,11,-12,4,0,11,12,9,12,14,15
556,10,9,-1,9,-4,12,20,10,11,9,12,10,8,12,11,-4,13,11,12,-1,8,0,13,13,9,7,12,13
557,9,8,-2,6,-3,11,27,11,9,8,12,11,8,13,9,-1,11,11,9,6,12,-2,10,14,5,6,10,12
558,9,6,-2,5,-3,7,30,11,9,6,13,12,6,12,8,-1,8,11,10,13,16,2,11,12,3,5,8,12
559,6,4,0,2,-1,4,32,12,11,3,8,9,5,8,7,-4,7,7,9,19,15,0,7,8,-2,3,6,9
560,5,3,-1,-2,-3,6,33,10,8,-1,6,8,1,6,7,0,7,5,7,22,15,0,5,7,-4,-1,5,6
561,4,0,-1,0,-3,4,32,9,3,-2,3,6,0,4,4,-1,5,5,1,30,15,-1,6,3,-4,-2,3,4
562,1,-3,0,-3,0,0,30,8,2,-4,2,4,-2,3,1,0,0,2,0,33,13,-1,2,2,-8,-6,1,0
563,-1,-1,0,-6,0,0,28,4,-1,-5,0,-1,-3,-1,0,1,-2,-2,-1,36,12,1,1,0,-8,-5,0,-2
564,-2,-2,2,-6,-1,-2,22,1,-4,-7,-4,-2,-3,-2,-1,3,-3,-1,-4,39,9,-1,0,-1,-9,-6,-2,-2
565,-4,-5,1,-6,1,-3,16,-3,-5,-5,-4,-6,-5,-3,-4,1,-8,-4,-6,39,7,0,-4,-2,-8,-8,-2,-5
566,-4,-3,1,-7,1,-4,10,-5,-7,-7,-5,-9,-9,-3,-4,2,-8,-6,-6,34,4,-3,-4,-4,-7,-7,-6,-6
567,-5,-2,2,-7,2,-5,4,-7,-11,-5,-4,-10,-7,-6,-4,3,-9,-7,-7,31,3,-1,-7,-4,-4,-7,-9,-8
568,-5,-5,4,-5,1,-5,-1,-11,-11,-4,-5,-10,-4,-7,-7,4,-8,-8,-9,24,0,2,-7,-6,-2,-3,-6,-8
569,-2,-5,3,-4,1,-6,-11,-11,-10,-1,-6,-8,-5,-6,-8,3,-7,-7,-9,16,-2,1,-9,-4,-1,-1,-6,-7
570,-4,-3,1,-1,2,-6,-16,-11,-7,-1,-5,-8,-4,-5,-6,1,-7,-5,-7,5,-5,0,-6,-4,2,-2,-5,-6
571,-2,-1,1,1,2,-3,-22,-11,-6,2,-4,-5,-2,-1,-4,1,-2,-3,-6,-3,-5,1,-5,-1,3,3,-1,-6
572,-1,2,2,5,-1,0,-26,-9,-4,4,-2,-2,3,1,-2,1,-3,-2,-2,-11,-8,2,-4,2,5,6,1,-2
573,2,6,-2,7,1,1,-28,-10,0,5,3,0,3,4,0,3,0,0,0,-19,-11,-1,-3,4,6,11,2,0
574,3,6,-1,9,2,3,-29,-6,2,7,4,2,7,7,2,0,4,4,3,-27,-12,-1,-1,6,8,10,1,2
575,2,7,-4,9,-3,5,-30,-2,6,10,7,3,9,9,3,1,3,2,4,-32,-14,-2,0,5,8,11,4,1
576,8,9,-4,9,-3,9,-27,-1,8,10,7,6,11,8,6,-4,5,4,6,-36,-13,-2,2,8,11,11,4,4
577,9,8,-4,12,-3,6,-27,3,7,9,9,5,12,8,9,-5,7,7,7,-40,-13,1,6,11,11,12,6,7
578,11,10,-2,10,-4,10,-24,6,8,9,9,4,13,11,9,-2,9,8,9,-38,-13,0,9,11,10,11,6,6
579,9,13,-4,9,-3,12,-21,8,10,8,8,8,14,9,12,-2,10,8,11,-38,-9,1,7,9,8,11,6,9
