,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
777,-5,-5,4,-9,0,-7,-5,5,-5,-12,0,-3,-5,-6,-3,1,-8,-5,-2,-13,-8,-3,-5,-4,-14,-15,-6,-3
778,-7,-8,6,-13,3,-8,-4,-2,-5,-12,-5,-6,-10,-10,-6,4,-8,-10,-5,-18,-6,0,-6,-8,-14,-16,-11,-6
779,-11,-14,6,-14,3,-11,-3,-6,-12,-14,-6,-10,-12,-11,-10,3,-11,-12,-9,-22,-3,1,-10,-11,-17,-21,-11,-9
780,-12,-14,3,-14,5,-11,-1,-8,-15,-16,-9,-13,-13,-16,-10,6,-12,-16,-13,-28,-3,2,-13,-13,-17,-20,-15,-11
781,-15,-15,4,-15,3,-15,0,-13,-16,-16,-12,-15,-14,-17,-17,6,-13,-18,-12,-26,0,6,-14,-15,-11,-19,-18,-14
782,-16,-13,1,-12,6,-15,2,-13,-20,-14,-12,-17,-16,-18,-18,4,-14,-18,-16,-27,0,10,-16,-19,-13,-18,-19,-15
783,-12,-15,1,-10,8,-13,2,-14,-21,-13,-14,-15,-18,-18,-16,3,-13,-19,-14,-22,2,9,-16,-17,-13,-17,-19,-16
784,-15,-14,0,-10,6,-13,4,-13,-20,-12,-15,-17,-17,-17,-16,3,-12,-17,-15,-18,4,8,-16,-17,-9,-14,-17,-15
785,-13,-12,1,-7,4,-11,6,-14,-15,-11,-12,-14,-16,-14,-13,2,-12,-17,-13,-15,4,8,-16,-17,-5,-7,-16,-17
786,-10,-13,1,-5,0,-9,6,-10,-14,-7,-13,-12,-12,-13,-12,1,-10,-16,-14,-11,3,7,-14,-15,-2,-5,-12,-15
787,-7,-7,0,-4,2,-6,10,-10,-11,-2,-13,-8,-10,-12,-11,-1,-8,-15,-9,-5,7,6,-12,-12,1,-1,-9,-12
788,-4,-5,-1,-3,0,-6,10,-9,-7,0,-12,-6,-6,-9,-7,-3,-6,-7,-7,3,7,3,-8,-8,5,1,-3,-12
789,-3,-3,-2,1,-1,-3,9,-5,-4,4,-10,-1,-5,-4,-5,-4,-3,-6,-6,9,5,0,-5,-6,6,6,-2,-7
790,-1,0,-5,3,-2,2,12,-3,0,7,-6,2,-3,1,-3,-4,1,-2,0,17,3,1,-3,-2,6,9,2,-6
791,4,3,-8,5,-6,6,10,0,3,10,-5,4,3,2,-2,-6,4,0,4,23,4,1,1,2,11,14,6,-2
792,9,2,-6,7,-6,7,10,4,8,10,-1,7,6,7,4,-6,6,5,5,26,2,-2,5,4,12,13,6,0
793,10,7,-4,8,-7,7,7,6,9,12,5,7,10,8,8,-7,8,9,8,32,-1,-4,7,8,13,15,12,3
794,12,7,-3,10,-6,9,4,8,12,15,6,9,11,12,9,-5,8,11,7,34,-2,-2,8,10,12,17,12,4
795,14,10,-4,11,-6,10,2,9,12,12,9,12,10,13,10,-5,10,13,10,32,0,-5,8,13,13,16,15,10
796,14,12,-2,10,-5,7,-1,12,14,10,8,12,13,14,12,-2,13,15,11,31,-3,-5,13,14,12,13,15,11
797,13,10,0,8,-3,10,-4,12,14,11,10,12,12,13,11,-1,11,14,11,29,-3,-5,14,15,10,10,14,12
798,14,7,1,7,-2,7,-7,11,14,9,11,12,11,14,10,1,7,14,9,25,-4,-2,12,13,8,8,11,12
799,10,9,-1,3,0,5,-7,8,12,6,11,12,6,11,8,1,7,11,9,22,-7,-1,11,12,4,6,10,13
800,8,6,1,1,1,4,-8,8,9,2,9,8,5,10,6,3,5,9,9,16,-7,0,10,12,-1,0,8,11
801,7,2,2,-2,2,2,-9,4,9,0,7,6,7,7,6,5,6,6,6,9,-5,1,7,8,-4,-2,6,7
802,3,1,4,-6,4,-2,-11,3,4,-3,8,5,1,3,4,5,2,3,2,2,-6,2,5,4,-8,-5,2,5
803,0,0,2,-6,4,-3,-11,0,-1,-5,6,2,-1,-2,5,4,-1,0,0,-6,-5,2,4,1,-10,-9,-5,2
804,-6,-3,2,-6,3,-5,-10,-2,-4,-8,2,-2,-4,-3,-1,3,-8,-2,-3,-14,-4,2,-3,-4,-13,-12,-6,2
805,-10,-7,1,-8,5,-6,-10,-4,-6,-8,1,-7,-8,-6,-5,2,-9,-6,-6,-18,-4,1,-4,-7,-13,-13,-9,-4
806,-12,-5,0,-11,2,-10,-9,-6,-10,-8,-3,-10,-10,-9,-6,2,-8,-7,-9,-24,-1,2,-7,-11,-13,-11,-14,-5
807,-12,-9,-3,-9,1,-10,-6,-9,-9,-8,-6,-10,-14,-10,-9,1,-11,-11,-12,-27,1,1,-7,-13,-14,-10,-16,-10
808,-10,-10,-3,-9,-2,-13,-4,-9,-10,-8,-9,-13,-15,-12,-12,-1,-13,-14,-12,-29,3,3,-11,-13,-13,-9,-15,-13
809,-12,-10,-6,-10,0,-12,-2,-12,-11,-9,-11,-13,-13,-12,-11,-1,-13,-12,-13,-32,4,-2,-11,-16,-12,-10,-16,-12
810,-11,-9,-6,-7,-2,-9,-2,-10,-10,-7,-13,-14,-14,-11,-12,-3,-9,-11,-13,-29,3,-2,-11,-16,-8,-6,-14,-12
811,-10,-7,-5,-5,-3,-8,0,-10,-10,-5,-12,-12,-11,-12,-9,-6,-6,-15,-13,-29,4,-1,-9,-16,-4,-4,-14,-9
812,-9,-6,-8,-2,-7,-4,3,-8,-7,-4,-11,-12,-7,-10,-9,-6,-7,-9,-11,-27,7,-3,-9,-14,3,-1,-9,-10
813,-7,-3,-5,-1,-5,-1,2,-5,-5,0,-11,-9,-3,-7,-8,-8,-3,-9,-6,-23,6,-4,-7,-11,3,3,-8,-7
814,-2,-1,-4,5,-5,2,5,-4,-4,3,-7,-4,-1,-5,-2,-5,0,-5,-4,-18,5,-5,-3,-4,8,6,-3,-2
815,2,3,-4,7,-5,3,7,0,-2,5,-3,0,3,-1,-1,-5,4,-2,2,-10,4,-5,1,-2,12,9,0,0
816,4,6,-3,9,-4,7,9,3,3,8,-2,0,5,0,4,-2,5,1,3,-6,5,-2,3,1,12,11,4,4
817,8,9,-4,11,-3,11,8,7,7,11,4,4,5,3,6,2,9,5,8,2,3,-1,7,7,13,16,7,7
818,11,8,1,12,0,12,6,10,9,16,5,10,8,9,9,2,11,7,11,7,2,-1,9,10,15,14,12,12
819,14,11,2,13,1,15,5,13,12,16,8,12,14,13,11,1,15,10,13,10,5,-1,11,12,15,13,12,14
820,15,14,5,14,-1,16,2,15,13,14,11,14,15,15,14,3,17,13,15,13,1,3,13,13,16,10,16,14
821,17,13,5,14,1,15,2,17,12,15,13,16,13,15,13,5,18,17,18,15,-1,4,15,17,15,9,17,14
822,16,10,6,9,5,15,-3,17,15,12,14,18,14,16,14,3,16,15,16,18,-1,3,16,18,12,9,19,15
823,17,11,7,8,6,14,-7,15,13,10,15,16,12,14,16,6,12,15,13,17,-1,5,14,18,8,5,19,14
824,15,9,8,4,5,13,-7,15,11,7,16,16,10,17,14,8,10,14,12,19,-2,8,13,15,5,4,14,13
825,12,7,8,1,8,9,-8,13,8,3,15,14,7,13,9,6,9,11,10,18,-3,6,13,13,3,1,12,11
826,9,1,7,0,8,6,-11,10,4,1,11,9,4,13,7,5,4,8,8,14,-2,9,11,10,-2,-3,10,10
827,5,0,6,-4,7,0,-11,9,0,-3,10,9,2,12,5,7,1,7,4,12,1,9,7,6,-7,-5,6,6
828,1,-3,7,-8,7,-2,-12,4,-3,-9,5,3,-3,6,3,5,0,4,3,10,0,7,3,4,-11,-10,2,2
829,-3,-5,4,-10,4,-5,-10,0,-3,-12,1,-1,-5,0,-1,2,-4,2,0,6,0,7,1,0,-14,-13,0,-1
830,-6,-8,2,-13,2,-9,-10,-5,-6,-14,-1,-2,-10,-4,-5,3,-10,-1,-5,4,2,4,-2,-3,-18,-16,-5,-5
831,-10,-13,3,-16,2,-14,-7,-9,-9,-16,-4,-7,-12,-9,-8,2,-14,-6,-11,-1,3,2,-7,-5,-19,-17,-7,-8
832,-12,-14,0,-16,1,-14,-6,-13,-9,-18,-7,-12,-15,-10,-11,0,-13,-11,-11,-3,1,-1,-9,-9,-20,-15,-12,-11
833,-16,-15,0,-16,-3,-16,-5,-15,-12,-17,-9,-14,-15,-14,-12,-1,-15,-13,-14,-7,2,-1,-13,-13,-20,-16,-17,-14
834,-15,-17,-2,-15,-3,-17,-4,-15,-12,-18,-13,-15,-16,-16,-13,-3,-19,-15,-16,-11,4,-1,-16,-13,-20,-14,-16,-16
835,-18,-17,-2,-15,-3,-17,-2,-17,-13,-17,-15,-16,-17,-17,-15,-4,-16,-16,-16,-16,7,-5,-15,-15,-17,-14,-17,-17
836,-18,-17,-4,-14,-3,-15,0,-19,-12,-14,-16,-17,-16,-17,-15,-4,-17,-16,-16,-15,8,-5,-17,-15,-17,-11,-16,-17
837,-16,-15,-3,-13,-5,-14,2,-17,-14,-12,-15,-20,-16,-15,-14,-2,-17,-14,-15,-17,7,-5,-18,-15,-16,-7,-17,-16
838,-15,-11,-3,-8,-4,-11,5,-14,-14,-12,-14,-19,-11,-14,-12,-5,-12,-12,-14,-18,7,-5,-16,-13,-10,-5,-13,-15
839,-13,-11,-4,-4,-5,-8,4,-12,-10,-8,-11,-18,-10,-13,-12,-5,-11,-10,-11,-15,5,-4,-13,-12,-5,-2,-12,-11
840,-10,-9,-3,-1,-4,-4,8,-11,-9,-5,-13,-15,-6,-10,-11,-4,-7,-8,-8,-13,5,-1,-12,-9,-3,0,-11,-10
841,-6,-4,-3,0,-4,0,8,-8,-5,-1,-8,-11,-1,-8,-5,-3,-3,-7,-6,-15,2,-4,-7,-5,5,2,-7,-10
842,-4,-1,-1,1,-4,-1,9,-4,-3,3,-6,-8,1,-3,-2,-4,-2,-3,-4,-14,4,-6,-4,0,8,7,-3,-4
843,-1,2,-1,6,-2,4,6,2,-3,6,-4,-6,6,-2,0,-1,2,0,-1,-11,0,-2,-1,0,8,7,1,-3
844,3,6,1,5,1,7,7,7,-1,8,-2,1,4,-1,4,0,5,2,4,-8,-2,0,3,3,10,10,3,3
845,4,11,-1,7,0,8,8,9,1,9,1,5,7,2,4,1,8,4,7,-5,-2,1,5,3,13,11,3,5
846,6,10,-1,7,-2,11,5,11,2,9,6,8,8,8,9,0,9,7,9,-2,-6,1,9,7,13,10,5,9
847,9,10,0,10,-2,12,6,11,2,10,6,9,8,10,9,3,11,9,11,1,-8,2,9,8,12,8,9,8
848,10,11,2,9,1,13,3,12,6,9,8,9,7,11,11,0,9,8,10,7,-8,4,12,8,10,8,10,8
849,11,11,0,7,-1,12,3,11,7,6,6,11,8,10,10,-3,8,10,9,11,-8,2,13,7,10,6,10,10
850,8,6,1,5,-2,10,0,11,6,7,8,8,7,12,8,-2,6,9,8,13,-9,5,9,6,8,4,8,10
851,9,5,-1,2,-1,6,-2,8,4,5,8,8,8,12,8,-1,6,6,8,19,-8,3,11,6,4,3,9,9
852,8,5,-3,0,0,6,-2,7,6,2,5,6,5,8,7,-2,5,6,6,20,-6,2,8,3,1,3,4,8
853,7,1,-5,-1,-3,4,-2,4,4,-1,5,5,3,7,4,-3,5,6,6,23,-6,1,5,0,1,-1,3,6
854,4,0,-4,-3,-5,0,-1,0,2,-2,5,4,0,6,0,-5,2,4,5,26,-4,0,4,3,0,-6,3,3
855,1,-3,-5,-5,-2,2,-3,-1,2,-4,3,2,-1,6,1,-5,-1,1,2,26,0,-2,3,2,0,-5,2,3
856,-1,-2,-5,-6,-4,-2,0,-5,3,-7,1,0,-3,2,-1,-7,-1,0,-1,24,2,-6,0,2,-4,-5,-2,-1
857,-3,-3,-5,-4,-4,-2,-3,-5,2,-6,-2,-2,-6,0,-2,-6,-1,-2,-2,25,3,-6,1,-1,-5,-6,-3,-3
858,-5,-5,-6,-5,-6,-4,-2,-7,2,-5,-4,-2,-6,-1,-3,-7,-5,-3,-5,24,7,-9,-3,-3,-4,-4,-2,-4
859,-4,-5,-3,-5,-4,-5,-2,-8,5,-6,-5,-3,-7,1,-5,-6,-6,-4,-5,21,9,-8,-5,-3,-3,-4,-4,-7
860,-4,-4,-4,-6,-4,-6,-1,-9,4,-5,-8,-7,-6,-2,-4,-5,-4,-4,-5,17,10,-10,-7,-6,-3,-2,-5,-7
861,-5,-5,-2,-7,-7,-4,0,-8,1,-2,-7,-6,-7,-1,-5,-3,-2,-4,-4,11,9,-9,-8,-3,0,-3,-7,-5
862,-5,-4,-3,-5,-5,-5,0,-4,0,-1,-6,-6,-5,-1,-4,-2,-3,-4,-4,5,10,-10,-4,-5,1,0,-3,-8
863,-3,-3,-1,-2,-5,-4,3,-5,2,0,-5,-5,-5,0,-5,-2,-2,-2,-5,1,10,-8,-4,-3,2,1,-1,-6
864,-1,-1,2,-2,-1,-1,1,-6,3,1,-4,-4,-2,-3,-3,0,-3,-1,-4,-5,10,-6,-3,-2,2,2,-1,-4
865,0,0,5,1,1,1,1,-3,3,2,-5,-1,1,-1,-1,2,1,-1,-3,-12,9,-4,0,-1,3,1,-1,-2
866,-1,2,4,4,2,0,0,-1,4,3,-1,-2,5,-1,2,3,2,2,0,-19,8,-1,-1,2,6,1,1,1
867,0,4,6,7,4,3,-1,2,6,4,2,2,8,1,2,7,2,5,1,-26,5,1,3,1,7,2,2,3
868,5,5,7,6,5,3,-1,2,7,4,2,2,8,2,3,9,5,5,5,-31,3,3,-2,6,7,5,3,3
869,5,6,7,6,9,6,0,4,7,7,5,3,9,1,5,8,4,4,5,-35,4,7,0,6,6,3,6,4
870,5,9,7,8,7,5,-2,8,8,6,5,5,9,2,7,8,5,7,5,-35,1,8,0,8,6,3,6,4
871,4,10,7,8,10,3,0,6,6,5,7,6,7,2,7,11,8,5,5,-36,-3,10,1,7,5,3,5,6
872,6,8,6,7,7,3,-2,11,7,7,7,6,10,2,5,8,6,8,5,-34,-4,12,2,6,4,1,6,9
873,6,6,3,6,6,4,-2,9,7,4,8,5,8,4,7,4,5,6,5,-32,-6,11,3,5,1,3,4,8
874,5,4,0,5,5,3,-2,7,1,2,8,5,4,1,5,2,4,7,5,-30,-5,12,3,4,2,1,4,6
875,2,3,0,3,4,-1,-5,6,1,0,7,3,1,-1,6,2,4,4,6,-24,-7,8,3,3,0,-1,3,7
876,2,1,-6,0,2,0,-3,5,-2,3,6,5,-1,0,4,0,3,1,2,-18,-8,8,2,1,-1,-1,-1,2
877,0,1,-7,-3,1,0,-3,3,-2,-2,4,2,-3,-2,1,-4,0,-1,1,-12,-9,7,0,0,-4,0,-1,2
878,-2,-2,-10,-1,-2,-2,-4,1,-3,-2,3,-1,-3,-1,0,-5,0,-4,1,-3,-9,4,-4,-2,-4,-4,-2,-1
879,-2,-2,-9,-4,-7,-2,-3,1,-3,-4,1,-3,-4,-2,0,-9,-2,-5,-2,3,-9,-2,-2,-4,-4,-3,-3,-4
880,-3,-5,-10,-5,-10,-4,-2,-1,-7,-4,-1,-5,-7,-2,-2,-9,-3,-6,-4,12,-7,-3,-1,-6,-7,-2,-5,-4
881,-4,-6,-12,-7,-9,-5,-3,-4,-7,-3,-4,-3,-8,-5,-2,-9,-4,-7,-5,17,-5,-6,-3,-5,-6,-4,-5,-5
882,-5,-4,-11,-6,-11,-3,-5,-6,-8,-5,-3,-3,-7,-5,-4,-10,-5,-7,-6,22,-3,-8,-2,-6,-5,-4,-7,-7
883,-6,-7,-6,-4,-10,-3,-2,-5,-8,-3,-8,-3,-5,-6,-6,-9,-5,-7,-8,25,-4,-9,-3,-8,-3,-4,-6,-9
884,-5,-7,-5,-4,-9,-3,0,-7,-7,-2,-7,0,-6,-6,-4,-8,-5,-5,-6,30,3,-7,-5,-8,-3,-3,-7,-9
885,-1,-6,-7,-5,-8,-3,2,-6,-7,-1,-8,-2,-7,-6,-7,-4,-3,-5,-6,32,6,-9,-3,-7,-2,0,-4,-8
886,-2,-7,-2,-2,-7,-3,2,-6,-5,1,-9,-3,-5,-4,-5,-3,-4,-5,-5,29,7,-8,-2,-7,0,0,-2,-8
887,-1,-3,1,0,-2,-1,2,-3,-4,1,-8,0,-3,0,-5,-1,-1,-2,-3,28,10,-7,-2,-5,2,2,1,-7
888,-1,-2,2,0,-1,1,2,-3,-2,5,-6,0,-3,0,-4,1,0,-1,-1,23,12,-3,-1,-2,4,0,3,-6
889,0,3,4,1,2,2,4,-3,0,4,-3,1,0,1,-1,2,1,-1,-2,20,15,-1,0,-2,5,1,3,-3
890,1,3,9,2,6,1,6,-1,2,4,-3,1,2,2,-1,7,3,0,0,14,17,1,1,2,2,1,5,-2
891,2,4,10,2,9,-1,6,0,3,3,-2,3,-1,2,0,10,3,0,-2,8,15,6,2,2,0,1,4,0
892,3,2,12,3,11,2,3,2,2,2,1,6,0,2,2,12,0,2,1,0,14,6,4,5,1,1,2,3
893,5,5,13,2,11,4,5,1,3,2,0,3,-1,3,3,15,2,4,0,-5,16,8,3,4,-1,1,1,5
894,4,1,14,2,10,4,3,2,3,3,3,3,1,3,3,14,2,2,3,-12,14,11,2,2,-3,-3,0,4
895,3,1,14,0,12,1,2,3,4,0,1,2,-1,3,2,13,0,2,3,-17,13,10,1,1,-3,-3,-1,3
896,0,3,12,-1,13,0,3,0,0,0,3,0,-2,2,1,13,-1,3,0,-22,10,13,0,1,-3,-2,-2,5
897,0,0,10,-4,12,-4,-1,1,1,-3,2,0,-2,1,-1,12,-2,3,-3,-22,8,10,-2,-1,-4,-3,-3,1
898,-1,-2,8,-6,9,-4,-3,-1,0,-2,1,-4,-3,-1,-1,10,-3,2,-4,-25,4,9,-1,-1,-6,-3,-4,0
899,-4,-3,6,-5,9,-4,-3,-4,0,-5,-1,-5,-5,-2,-3,7,-5,-2,-2,-26,-1,7,-2,-4,-8,-4,-5,-2
900,-5,-4,3,-4,8,-4,-7,-4,-2,-7,-1,-5,-6,-2,-3,2,-6,-3,-6,-23,-4,6,-5,-5,-6,-1,-8,-3
901,-5,-5,0,-2,6,-6,-10,-5,-3,-5,-2,-5,-7,-3,-2,1,-5,-3,-5,-18,-7,5,-6,-6,-6,1,-8,-2
902,-6,-5,-3,-2,3,-6,-10,-5,-5,-5,-5,-5,-6,-5,-4,-2,-7,-4,-3,-12,-11,2,-7,-7,-4,-3,-7,-2
903,-7,-3,-4,-1,0,-3,-9,-5,-4,-3,-5,-6,-2,-4,-4,-5,-4,-3,-4,-5,-13,0,-6,-7,-2,-1,-7,-3
904,-7,-4,-3,-2,-3,-3,-10,-4,-4,-3,-7,-4,-3,-4,-6,-5,-3,-3,-3,2,-15,-1,-5,-7,1,1,-5,-2
905,-5,-2,-6,1,-5,-2,-10,-4,-1,0,-5,-2,-3,-6,-2,-7,-1,-4,-1,7,-18,-5,-4,-4,2,3,-3,0
906,-4,0,-8,1,-6,0,-9,-1,-1,2,-1,-1,0,-3,0,-7,1,-2,-1,13,-16,-7,-2,-3,4,4,-1,0
907,-2,-2,-9,2,-7,0,-8,-1,0,2,-2,-3,0,-1,1,-9,2,-1,5,20,-19,-6,-1,-2,6,3,2,0
908,1,0,-7,6,-6,5,-6,1,3,3,-2,1,3,1,3,-8,4,0,5,24,-16,-6,0,2,7,6,3,2
909,3,2,-9,7,-9,7,-5,3,5,6,0,-1,4,3,2,-10,5,0,5,26,-15,-8,4,4,8,10,4,5
910,2,4,-8,7,-8,7,-2,5,5,7,3,4,6,4,4,-9,7,-2,9,28,-14,-9,6,5,9,9,9,6
911,4,5,-4,8,-6,8,0,7,4,7,5,6,7,4,7,-6,9,4,7,31,-12,-8,6,7,10,7,8,9
912,4,7,-3,9,-6,8,2,8,6,9,5,5,6,7,6,-5,10,5,11,28,-10,-6,8,10,8,8,9,8
913,6,9,-1,8,-5,11,4,10,6,9,6,8,8,8,8,-2,8,6,10,24,-4,-5,9,11,8,8,11,8
914,6,4,0,8,-5,10,9,8,7,8,7,8,7,7,8,-1,9,8,11,21,-1,-5,9,10,8,5,10,11
915,7,5,0,10,-2,10,12,9,8,8,8,8,9,9,8,1,9,9,9,19,1,-3,9,10,5,4,9,11
916,9,4,-1,7,-1,7,12,10,7,7,9,9,7,10,9,2,7,7,8,13,4,0,8,8,5,4,12,10
917,9,4,0,4,2,5,13,9,6,6,6,9,5,7,6,4,7,7,7,6,8,-1,11,7,5,1,7,8
918,7,5,3,1,-1,5,15,7,3,3,5,10,3,6,4,2,6,7,6,3,10,0,8,4,2,-1,8,6
919,7,3,2,1,2,2,16,4,2,2,5,7,3,6,4,3,6,6,6,-5,14,2,5,5,0,-4,5,3
920,5,1,0,-2,0,1,16,3,2,0,2,7,1,4,4,0,1,5,1,-11,15,2,4,1,-3,-4,4,3
921,3,3,1,-4,1,0,15,4,2,-3,0,5,-1,2,2,0,0,1,0,-16,16,0,2,3,-3,-3,2,1
922,1,-1,-2,-5,0,-2,11,2,2,-4,3,3,-3,0,1,2,-1,-2,0,-19,15,-1,1,0,-7,-6,-1,-4
923,0,-3,-2,-4,1,-4,12,-2,2,-4,0,1,-3,0,-4,1,-4,-4,-2,-25,14,1,-2,1,-10,-4,-1,-3
924,-1,-4,-2,-7,-2,-5,8,-3,1,-6,-2,1,-7,-3,-5,-2,-3,-3,-3,-28,17,1,-1,-4,-12,-4,-3,-5
925,-2,-3,-1,-8,-2,-7,3,-1,0,-6,-2,-2,-6,-1,-6,-1,-5,-4,-7,-31,14,-1,-6,-4,-10,-8,-3,-7
926,-3,-5,-2,-9,-2,-7,0,-7,-5,-8,-2,-3,-6,-4,-7,-3,-6,-7,-4,-28,9,0,-8,-1,-8,-5,-5,-7
927,-4,-5,-3,-7,-2,-6,-2,-8,-6,-6,-4,-4,-6,-4,-8,-1,-6,-5,-5,-28,6,-3,-7,-4,-9,-4,-5,-7
928,-3,-4,-2,-4,-4,-7,-9,-7,-4,-5,-5,-6,-7,-6,-5,0,-6,-4,-6,-24,4,-4,-8,-4,-10,-4,-5,-6
929,-6,-5,2,-6,-3,-8,-10,-6,-5,-5,-6,-5,-4,-5,-5,2,-4,-5,-8,-18,5,-3,-7,-3,-7,-4,-4,-5
930,-4,-3,2,-3,-3,-5,-13,-5,-3,-5,-5,-6,-3,-6,-5,2,-5,-7,-7,-15,3,-2,-6,-5,-6,0,-3,-7
931,-5,-2,1,-1,-3,-1,-14,-4,-5,-5,-4,-7,-2,-5,-3,2,-7,-5,-5,-9,3,0,-6,-5,-4,-2,-3,-6
932,-7,2,4,-1,0,-2,-16,-4,-5,-3,-2,-7,-1,-4,-3,2,-4,-3,-1,-3,1,1,-3,1,-1,3,1,-5
933,-7,-1,5,-3,3,-3,-18,-1,-4,-3,-4,-7,0,-4,-2,3,-2,-3,-2,2,-2,1,-3,3,-1,2,-2,-3
934,-4,0,6,-2,2,-2,-18,1,-4,-3,-1,-4,2,-1,-3,4,-2,-2,-2,5,-5,2,-3,2,-1,3,-2,-2
935,-4,0,5,0,5,-1,-18,0,-4,-2,-2,-4,2,-1,-2,6,-1,0,1,7,-8,5,1,1,0,4,-1,-2
936,-2,2,7,3,5,1,-18,1,-2,-2,0,-2,2,-1,2,4,1,0,0,10,-11,5,3,0,1,3,0,0
937,-3,-2,7,1,6,0,-17,4,-3,-2,1,2,2,-1,1,8,4,-1,1,14,-9,8,-1,-1,3,1,0,2
938,-1,0,5,-1,6,0,-14,5,-3,0,0,1,0,0,2,7,2,1,2,13,-10,11,1,0,4,1,0,3
939,-1,1,3,0,6,-1,-13,5,-1,-1,2,2,0,1,4,6,1,1,2,10,-9,8,3,2,2,0,0,4
940,-2,0,1,1,6,0,-8,5,-5,1,3,0,0,-1,6,2,2,0,3,12,-11,8,2,2,3,1,0,3
941,-1,1,-2,0,3,-2,-5,6,-4,-2,1,-1,0,-2,3,1,2,2,0,11,-6,6,1,2,0,-2,0,1
942,0,1,-3,-1,2,-1,-2,5,-3,-3,0,-3,-2,-1,1,-1,1,-1,1,9,-5,1,2,2,-2,-2,0,-1
943,-3,0,-5,-2,-2,-1,3,3,-3,-2,-1,-3,-1,-5,1,-4,0,-3,-1,6,-6,0,3,0,-2,-4,-2,-2
944,-2,-4,-7,-3,-5,-2,5,0,-3,-3,0,-1,-5,-3,-1,-5,0,-4,-2,3,-3,-2,1,-2,-4,-5,-4,-3
945,-3,-3,-10,-5,-5,-3,8,-3,-4,-5,-2,-3,-6,-3,-2,-10,-4,-5,-1,2,3,-6,-1,-4,-4,-5,-4,-2
946,-7,-6,-11,-4,-8,-5,11,-2,-5,-3,-4,-3,-7,-5,-4,-12,-6,-7,-1,1,5,-9,2,-6,-3,-7,-5,-3
947,-6,-5,-12,-6,-10,-4,13,-7,-3,-3,-6,-4,-7,-6,-5,-14,-6,-6,-4,-3,7,-15,-3,-5,-2,-6,-7,-4
948,-6,-8,-13,-5,-13,-5,15,-8,-4,-4,-7,-6,-2,-5,-5,-15,-5,-7,-5,-4,9,-16,-3,-7,-2,-4,-8,-9
949,-4,-7,-13,-6,-15,-5,11,-9,-3,-3,-7,-3,-6,-3,-4,-15,-5,-9,-5,-7,11,-17,-4,-7,-2,-5,-7,-7
950,-5,-6,-14,-3,-14,-5,15,-9,0,-3,-7,-5,-4,-5,-6,-13,-4,-6,-5,-8,12,-19,-6,-9,2,-5,-4,-6
951,-2,-4,-14,-2,-14,-3,13,-8,-1,-2,-7,-5,-4,-6,-5,-12,-5,-6,-4,-7,13,-18,-5,-7,0,-5,-5,-7
952,-1,-4,-12,-1,-13,-2,14,-8,0,0,-4,-6,-5,-2,-4,-11,-3,-5,-3,-6,14,-19,-3,-4,4,-3,-3,-6
953,-3,-1,-7,2,-13,-1,13,-10,0,2,-6,-3,-3,0,-3,-5,-1,-4,-2,-5,14,-15,-1,-4,4,-2,-2,-5
954,-3,-1,-4,3,-6,3,9,-6,4,3,-5,-1,3,2,-4,-2,0,-2,-2,-5,11,-12,1,-3,5,-1,0,-1
955,0,-2,1,3,-5,2,7,-4,6,6,-5,4,5,7,-3,3,2,0,0,-5,7,-8,2,-2,6,4,3,0
956,0,1,6,5,-1,3,5,-1,5,6,-3,3,7,8,2,6,3,3,0,-1,5,-2,2,4,9,5,3,2
957,2,4,10,5,3,3,1,1,6,10,0,6,9,8,4,10,3,6,1,0,5,1,1,6,7,6,3,4
958,5,5,15,5,8,3,0,4,7,9,4,6,8,9,3,15,6,7,2,2,0,6,2,4,8,2,7,5
959,5,7,19,6,13,7,-2,5,9,9,4,7,9,11,6,17,7,9,6,5,-1,14,2,8,8,5,8,6
