,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
649,-5,42,25,39,30,41,29,32,26,22,31,25,38,29,26,23,25,27,-15,25,32,4,42,-30,28,25,41,6,26,30,27,39,23,29,25,29,46,30,20,28,34,25
650,9,44,28,42,30,39,31,40,27,27,36,26,40,27,28,26,29,31,-1,26,41,10,40,-24,29,30,43,7,29,34,31,45,29,29,27,37,46,36,26,30,42,28
651,22,43,29,42,24,36,33,45,28,28,41,28,42,26,31,30,29,30,11,30,40,14,38,-13,26,29,39,14,27,35,28,44,29,30,31,40,42,39,31,26,44,32
652,30,39,26,37,22,29,32,43,28,28,44,29,40,25,28,31,28,29,25,30,40,17,35,-1,24,31,36,17,24,29,26,36,28,31,31,41,39,42,29,26,44,32
653,36,35,26,31,19,18,29,43,22,26,41,22,34,20,29,30,28,25,34,28,36,18,28,14,18,30,30,19,24,29,25,34,29,27,31,39,35,38,28,21,42,30
654,42,26,22,27,11,11,25,36,19,24,35,22,29,15,25,25,24,22,39,27,31,24,18,23,14,25,22,23,19,26,22,28,24,23,28,35,21,32,28,17,33,26
655,45,16,18,16,5,0,21,32,13,18,30,13,19,9,18,21,21,17,42,21,24,25,10,32,4,23,12,26,13,17,13,16,18,18,24,31,11,25,25,10,25,24
656,44,11,10,8,-2,-8,12,23,8,14,21,7,10,2,14,16,13,11,44,15,13,23,0,38,-1,14,2,23,6,9,8,6,15,11,19,23,4,18,18,3,19,15
657,42,1,3,-5,-7,-16,5,13,1,9,13,1,2,-8,5,9,7,2,45,8,3,23,-11,43,-5,9,-6,19,-3,1,1,0,9,3,12,16,-6,10,14,-4,10,8
658,39,-9,-4,-12,-14,-23,-1,0,-5,1,4,-5,-9,-12,1,1,0,-2,41,1,-7,21,-20,43,-12,2,-16,18,-5,-2,-6,-11,-2,-6,5,5,-17,0,7,-8,-1,2
659,35,-18,-9,-20,-18,-29,-9,-7,-10,-4,-4,-11,-18,-15,-4,-3,-10,-10,38,-4,-14,16,-26,43,-19,-3,-23,10,-15,-12,-11,-23,-9,-7,-2,-6,-26,-7,1,-13,-12,-5
660,30,-24,-16,-29,-19,-37,-17,-15,-16,-12,-14,-18,-25,-20,-15,-10,-13,-15,31,-7,-23,10,-29,42,-20,-8,-27,7,-20,-19,-18,-28,-11,-11,-9,-14,-30,-19,-7,-18,-20,-12
661,23,-33,-19,-35,-24,-34,-19,-20,-18,-15,-22,-19,-32,-23,-16,-17,-17,-21,30,-13,-28,4,-34,38,-20,-15,-32,-1,-23,-21,-23,-31,-19,-17,-15,-23,-38,-26,-11,-22,-26,-16
662,12,-35,-20,-39,-26,-38,-20,-29,-18,-22,-28,-21,-37,-24,-21,-21,-22,-23,22,-16,-33,-1,-35,33,-23,-20,-36,-6,-26,-24,-25,-37,-20,-22,-18,-32,-41,-28,-18,-27,-32,-20
663,-1,-36,-23,-37,-24,-35,-24,-33,-19,-25,-33,-23,-37,-23,-22,-23,-24,-24,11,-21,-36,-13,-35,29,-22,-21,-37,-11,-25,-26,-26,-36,-21,-22,-19,-32,-40,-29,-22,-26,-37,-25
664,-3,-36,-25,-36,-23,-32,-26,-34,-20,-23,-36,-20,-37,-22,-26,-26,-23,-24,4,-23,-35,-16,-34,26,-19,-25,-34,-18,-23,-27,-23,-36,-23,-22,-23,-34,-38,-33,-25,-24,-38,-25
665,-12,-35,-21,-33,-22,-26,-22,-37,-18,-28,-36,-22,-36,-21,-26,-25,-20,-22,-2,-24,-34,-19,-30,9,-16,-25,-32,-23,-21,-24,-21,-32,-24,-20,-23,-35,-37,-33,-27,-22,-36,-22
666,-21,-30,-21,-30,-17,-18,-20,-34,-14,-23,-38,-17,-30,-14,-22,-24,-19,-19,-11,-23,-29,-24,-23,4,-11,-22,-29,-24,-19,-22,-20,-31,-23,-19,-21,-31,-29,-29,-27,-20,-33,-21
667,-28,-24,-17,-23,-8,-13,-18,-31,-12,-19,-32,-14,-25,-10,-20,-21,-16,-16,-21,-19,-28,-25,-15,-3,-6,-20,-21,-23,-15,-17,-13,-24,-20,-13,-21,-30,-20,-28,-27,-14,-27,-18
668,-33,-18,-11,-15,-1,-2,-11,-24,-8,-15,-28,-8,-20,-2,-16,-14,-11,-10,-29,-20,-24,-26,-9,-11,-1,-18,-12,-25,-9,-9,-6,-14,-15,-11,-18,-26,-12,-26,-22,-7,-22,-13
669,-37,-10,-4,-5,1,8,-3,-19,-3,-9,-19,-6,-12,2,-13,-8,-6,-5,-33,-14,-13,-23,1,-19,2,-9,-5,-20,-3,-4,-2,-8,-9,-6,-9,-21,-5,-17,-16,-3,-15,-9
670,-45,0,-1,1,8,14,0,-10,1,-3,-12,-1,-1,7,-3,-1,-1,2,-36,-8,-4,-20,10,-27,7,-6,4,-16,2,0,-1,3,-2,-2,-4,-14,7,-7,-13,1,-7,-5
671,-44,9,3,10,12,20,4,0,8,2,-4,6,8,12,3,1,5,3,-44,-2,3,-18,14,-32,15,1,14,-13,5,5,8,10,0,4,-1,-3,16,-1,-5,9,4,1
672,-44,15,9,18,16,24,12,7,10,5,5,10,14,18,5,8,8,9,-43,3,9,-11,22,-37,17,5,18,-10,13,10,15,18,5,8,3,3,22,6,-1,13,11,5
673,-42,21,15,23,18,28,15,14,16,11,15,14,20,18,11,11,12,12,-42,10,18,-3,26,-42,18,8,21,-3,17,18,15,24,10,12,6,12,31,14,6,13,17,12
674,-36,27,17,26,19,30,16,23,18,16,19,17,28,21,15,16,15,15,-41,14,23,3,28,-44,20,15,27,6,17,18,18,27,15,16,14,22,33,18,10,17,23,16
675,-29,27,17,29,22,31,20,29,18,16,26,18,29,19,16,17,18,15,-35,16,24,7,30,-45,24,17,27,8,21,19,18,31,17,16,15,26,33,20,13,22,29,19
676,-21,30,21,31,21,30,23,29,19,20,30,21,28,20,18,18,16,17,-28,17,29,15,32,-43,20,19,29,15,23,21,17,30,18,16,16,29,33,25,17,22,31,19
677,-10,25,25,29,18,25,20,28,18,21,33,21,28,18,20,23,20,21,-20,21,30,20,27,-36,17,20,25,18,23,22,19,26,23,18,20,27,31,26,18,21,32,18
678,0,27,22,24,16,18,18,30,16,20,28,18,26,14,20,22,20,18,-9,20,27,20,20,-27,14,21,24,23,21,20,17,24,24,18,20,32,27,22,20,20,28,21
679,13,20,18,22,11,13,18,25,15,20,29,15,23,13,19,21,15,15,3,20,23,23,16,-20,13,22,19,21,18,17,15,20,20,15,20,27,20,22,20,15,24,20
680,21,15,15,17,9,6,15,23,9,14,25,9,18,7,14,17,14,13,14,17,20,24,10,-9,8,17,12,24,12,14,12,17,16,12,18,24,16,20,19,12,20,18
681,32,8,10,7,6,0,12,19,7,13,17,4,13,5,14,15,10,10,22,15,15,26,3,2,2,13,8,27,8,9,7,9,12,9,12,21,10,12,16,6,14,13
682,38,1,6,1,2,-8,8,13,0,7,12,3,6,-1,7,12,7,6,32,11,8,24,0,11,-2,13,2,22,5,5,5,6,9,6,8,11,0,9,12,5,9,10
683,45,-6,3,-3,-2,-14,3,6,-2,4,5,0,-2,-2,5,7,3,0,37,7,1,21,-5,22,-3,6,-6,20,0,4,-1,-3,6,-1,5,2,-6,0,10,-1,0,4
684,47,-10,-1,-10,-5,-17,0,-1,-3,-2,-1,-3,-7,-3,0,0,-3,-2,45,3,-3,20,-10,31,-6,3,-9,16,-6,-1,-5,-10,3,-1,0,-2,-13,-4,2,-8,-5,1
685,47,-14,-5,-18,-7,-22,-5,-9,-8,-5,-7,-7,-12,-7,-4,-3,-2,-7,46,-4,-11,10,-14,39,-8,-1,-15,10,-8,-5,-6,-16,-2,-3,-4,-7,-19,-9,-2,-6,-9,-4
686,47,-19,-8,-21,-11,-23,-5,-14,-10,-5,-16,-7,-19,-11,-8,-5,-6,-11,48,-4,-15,4,-21,43,-10,-2,-18,1,-9,-8,-7,-18,-7,-6,-5,-14,-21,-12,-4,-9,-14,-5
687,46,-23,-8,-24,-15,-26,-7,-18,-13,-10,-19,-12,-23,-15,-9,-8,-6,-11,49,-6,-17,-3,-21,45,-16,-6,-19,-5,-11,-9,-11,-22,-10,-9,-6,-18,-25,-16,-6,-9,-19,-8
688,41,-21,-14,-24,-16,-24,-12,-22,-14,-14,-24,-13,-24,-14,-8,-10,-10,-15,45,-10,-20,-7,-23,46,-15,-9,-22,-8,-13,-13,-15,-24,-12,-13,-7,-20,-25,-20,-6,-13,-23,-10
689,35,-21,-16,-22,-17,-21,-17,-24,-18,-14,-26,-14,-26,-16,-15,-14,-11,-17,43,-16,-21,-10,-25,47,-17,-10,-20,-14,-14,-15,-14,-24,-13,-12,-13,-23,-24,-21,-10,-14,-21,-14
690,28,-20,-19,-20,-16,-17,-19,-21,-17,-15,-25,-16,-26,-18,-14,-17,-13,-19,36,-19,-23,-15,-19,44,-17,-15,-21,-19,-17,-15,-16,-23,-16,-15,-15,-25,-24,-20,-10,-17,-23,-17
691,19,-16,-19,-20,-17,-11,-19,-21,-16,-16,-25,-15,-22,-17,-15,-17,-16,-18,30,-17,-22,-14,-17,40,-15,-16,-15,-19,-19,-16,-17,-20,-17,-17,-13,-23,-21,-19,-13,-20,-23,-19
692,7,-11,-19,-16,-15,-9,-21,-20,-18,-18,-23,-15,-20,-18,-18,-14,-16,-18,18,-18,-19,-19,-11,33,-15,-16,-11,-18,-19,-19,-16,-15,-17,-18,-19,-24,-16,-15,-14,-15,-20,-20
693,-2,-7,-18,-12,-12,-2,-20,-15,-14,-13,-19,-16,-16,-14,-15,-18,-16,-21,5,-20,-13,-19,-5,24,-12,-18,-3,-18,-14,-15,-16,-10,-18,-15,-19,-19,-7,-12,-11,-17,-17,-19
694,-12,-5,-16,-6,-12,1,-17,-13,-13,-14,-15,-15,-9,-12,-16,-17,-16,-17,-3,-18,-5,-17,1,15,-11,-17,-3,-18,-12,-14,-13,-5,-17,-13,-19,-14,-4,-6,-16,-14,-12,-19
695,-25,-1,-13,-2,-8,5,-15,-7,-9,-10,-10,-11,-4,-8,-10,-14,-11,-15,-14,-18,0,-15,4,8,-6,-16,3,-13,-11,-11,-14,-1,-13,-11,-15,-6,-2,-2,-15,-11,-7,-17
696,-35,3,-11,5,-6,12,-13,-1,-7,-8,-3,-8,3,-6,-10,-10,-9,-15,-23,-12,6,-15,10,-3,-4,-12,10,-13,-9,-10,-8,2,-11,-7,-14,-3,5,3,-14,-8,0,-12
697,-41,6,-7,11,0,15,-11,4,-7,-7,1,-8,6,-2,-9,-11,-6,-8,-36,-10,9,-14,15,-16,-1,-11,14,-13,-1,-5,-6,8,-9,-3,-17,-1,10,7,-11,-4,3,-8
698,-45,10,-3,14,3,16,-6,8,0,-4,9,-3,12,1,-5,-7,-4,-4,-40,-5,14,-11,14,-24,5,-10,16,-10,0,-3,-1,9,-6,0,-8,8,15,13,-7,-2,6,-4
699,-52,15,2,17,10,19,-4,12,3,-2,11,4,17,5,0,-1,1,-1,-45,-2,17,-7,17,-34,8,-3,19,-8,4,0,4,11,-3,5,-3,14,16,15,-5,4,15,-5
700,-56,16,5,17,13,21,0,19,7,4,16,9,16,7,1,2,4,3,-48,0,15,-8,18,-40,14,2,21,-7,9,6,7,17,1,4,0,15,18,16,1,7,15,-1
701,-48,16,10,17,17,20,8,20,11,7,17,11,18,13,4,6,7,9,-49,7,16,-2,19,-47,15,4,22,-4,12,9,12,17,5,10,5,18,19,18,3,11,15,6
702,-48,16,14,22,18,15,14,19,17,10,21,15,18,17,8,11,9,15,-44,9,19,-3,20,-50,18,9,20,-2,15,12,15,18,9,14,6,20,20,20,5,15,19,9
703,-39,16,14,20,21,14,17,21,18,15,23,18,20,23,15,13,16,17,-40,14,17,-2,17,-49,21,14,17,-1,17,15,18,16,13,17,9,20,22,19,11,19,22,14
704,-32,12,19,17,23,12,18,20,20,17,23,20,17,20,15,17,16,22,-32,15,17,1,12,-50,22,16,16,1,19,19,21,14,17,17,12,19,18,18,14,21,20,14
705,-21,9,22,12,23,6,23,17,20,19,23,21,17,19,18,21,20,23,-24,21,11,4,10,-42,20,18,12,3,21,22,24,12,18,19,17,18,15,16,19,20,14,20
706,-11,8,22,10,21,1,22,12,21,20,18,23,14,19,18,23,21,22,-18,24,8,2,6,-34,19,22,7,8,22,20,23,7,21,17,19,11,12,12,17,22,15,21
707,1,6,20,7,19,1,19,11,19,20,15,22,10,15,19,21,22,21,-8,20,2,5,3,-27,17,21,4,9,20,18,21,4,23,18,17,10,7,8,20,23,11,20
708,13,0,19,1,17,-2,18,4,17,19,9,19,6,14,18,20,21,18,6,19,-1,8,-1,-18,14,20,1,11,19,17,18,1,19,14,20,5,1,5,22,19,3,19
709,22,-5,18,-3,14,-6,16,0,14,14,9,15,-1,13,16,19,15,15,16,19,-3,10,-3,-8,10,18,-4,13,14,15,15,0,18,12,17,3,-4,1,19,14,0,15
710,31,-5,15,-8,11,-7,12,-1,9,14,1,10,2,6,17,18,15,14,21,17,-9,12,-5,7,6,16,-8,13,8,10,11,-6,16,9,14,2,-3,-4,17,11,-2,12
711,40,-6,10,-7,4,-8,9,-4,5,10,0,8,-4,2,10,12,10,10,33,13,-11,12,-10,15,1,14,-9,12,6,5,9,-4,12,5,11,-2,-8,-6,14,8,-4,9
712,45,-7,8,-8,-4,-13,5,-6,2,1,-1,3,-7,-2,5,6,5,4,42,7,-13,11,-9,23,-3,6,-14,11,3,4,4,-8,8,2,9,-4,-11,-10,10,3,-5,7
713,47,-10,2,-11,-4,-13,1,-8,-2,-2,-5,-5,-8,-6,1,4,0,1,43,3,-15,11,-13,35,-9,5,-14,12,-2,-2,-3,-12,2,1,5,-9,-11,-13,6,-4,-8,3
714,51,-11,-3,-15,-10,-14,-6,-12,-9,-3,-8,-7,-13,-15,-5,0,-8,-4,47,1,-17,11,-13,41,-14,2,-15,9,-7,-6,-6,-13,0,-6,-2,-11,-14,-13,1,-10,-9,-3
715,50,-11,-8,-14,-16,-14,-9,-13,-15,-7,-14,-12,-15,-19,-9,-8,-12,-8,49,-7,-14,10,-14,44,-17,-5,-15,8,-13,-9,-12,-12,-7,-12,-4,-16,-15,-16,0,-13,-13,-6
716,49,-13,-14,-14,-24,-17,-12,-15,-17,-14,-13,-15,-11,-20,-13,-9,-19,-13,50,-10,-14,10,-14,47,-25,-10,-16,6,-18,-14,-17,-15,-13,-16,-9,-15,-17,-14,-8,-19,-14,-11
717,40,-12,-20,-18,-24,-14,-19,-15,-24,-16,-16,-21,-15,-25,-14,-15,-21,-18,45,-15,-17,11,-16,51,-28,-15,-16,8,-24,-20,-21,-16,-16,-19,-15,-10,-17,-18,-14,-24,-15,-19
718,35,-13,-23,-17,-30,-12,-25,-15,-27,-21,-17,-24,-15,-32,-21,-23,-25,-26,41,-21,-15,13,-12,50,-29,-22,-12,8,-28,-26,-26,-14,-21,-24,-21,-12,-18,-19,-17,-27,-16,-21
719,27,-13,-27,-12,-30,-11,-26,-16,-29,-28,-15,-28,-16,-31,-26,-26,-29,-26,30,-26,-11,15,-10,45,-30,-24,-9,5,-27,-27,-29,-14,-28,-29,-26,-13,-16,-14,-24,-30,-16,-24
720,14,-8,-30,-13,-29,-9,-30,-12,-31,-28,-15,-31,-12,-29,-27,-30,-32,-29,18,-28,-10,11,-7,36,-30,-29,-8,5,-30,-29,-32,-10,-30,-33,-27,-14,-12,-12,-26,-32,-15,-27
721,1,-6,-32,-9,-28,-7,-30,-11,-36,-31,-14,-31,-9,-29,-29,-31,-30,-30,10,-29,-8,10,-7,29,-27,-30,-4,4,-32,-29,-29,-9,-32,-32,-30,-11,-11,-9,-29,-31,-10,-31
722,-11,-5,-28,-7,-22,-1,-29,-7,-30,-29,-11,-28,-8,-25,-27,-34,-28,-30,-3,-33,-3,5,-3,16,-20,-33,-3,2,-28,-26,-25,-2,-32,-30,-32,-7,-7,-9,-29,-29,-8,-32
723,-22,-2,-28,-1,-18,2,-26,-6,-23,-26,-7,-23,-4,-17,-26,-29,-26,-26,-15,-28,0,1,2,8,-13,-32,2,0,-20,-17,-22,-4,-33,-22,-28,-9,-2,-4,-30,-26,-6,-28
724,-34,3,-20,0,-10,2,-23,-4,-16,-19,-3,-15,1,-9,-23,-24,-19,-19,-26,-24,1,-4,8,-4,-4,-25,8,-3,-14,-11,-16,0,-23,-16,-25,-7,3,0,-27,-16,-2,-24
725,-44,7,-15,3,-3,8,-14,1,-9,-13,0,-7,4,0,-15,-19,-11,-13,-33,-19,4,-8,9,-15,5,-17,11,-8,-5,-1,-7,3,-17,-12,-19,-2,5,0,-21,-3,0,-17
726,-48,8,-4,13,10,12,-5,5,5,-5,5,-1,10,9,-8,-10,-5,-4,-42,-14,9,-10,15,-26,11,-9,11,-9,3,4,1,7,-9,-1,-13,2,8,6,-14,2,4,-9
727,-56,11,5,14,16,14,4,9,12,2,9,8,13,18,3,-3,5,5,-49,-3,16,-14,18,-35,17,-1,16,-11,10,9,8,14,-2,6,-2,6,14,10,-5,8,5,-1
728,-54,16,11,13,19,18,9,10,19,11,11,17,17,21,11,7,14,11,-54,9,15,-19,18,-40,24,6,20,-12,17,15,16,16,8,14,5,11,19,13,4,18,12,4
729,-55,16,18,19,25,19,17,15,25,19,14,23,17,26,18,11,18,18,-52,14,19,-22,22,-49,29,12,21,-17,26,21,24,19,16,21,12,14,22,18,11,27,17,14
730,-54,20,24,22,26,19,22,18,28,24,18,27,21,30,23,18,23,21,-53,19,22,-23,20,-55,28,18,20,-19,28,27,26,17,19,24,20,17,24,23,17,27,17,20
731,-45,17,24,22,31,19,23,19,27,29,22,30,20,32,26,26,28,25,-47,26,23,-23,20,-53,30,24,21,-18,28,28,28,16,23,29,25,20,23,22,22,26,20,24
732,-34,17,27,19,28,17,25,23,27,33,22,30,20,31,27,28,32,24,-40,27,19,-26,17,-50,31,25,19,-18,31,28,33,19,26,30,26,21,20,21,26,29,20,27
733,-21,12,29,17,25,17,29,21,28,32,21,29,18,27,26,28,26,26,-31,27,19,-24,14,-46,25,27,17,-16,31,28,30,17,29,30,29,20,17,22,28,29,18,29
734,-10,12,31,15,25,10,25,17,23,30,19,26,15,23,28,28,28,29,-21,25,15,-20,12,-38,18,28,13,-16,28,25,30,15,29,28,27,15,17,20,28,25,17,28
735,5,9,24,9,21,6,22,15,18,25,16,24,14,21,26,30,26,23,-6,27,10,-14,6,-27,14,26,10,-7,26,19,24,10,27,26,25,17,13,16,27,24,13,27
736,18,6,23,9,16,2,19,15,14,23,15,20,7,13,20,24,20,19,9,19,8,-8,3,-18,13,25,7,-3,19,14,21,6,26,19,22,14,9,14,23,17,9,24
737,29,2,17,5,11,-1,15,11,9,15,10,13,6,9,17,21,14,15,20,16,2,-1,0,-4,8,20,0,3,15,11,14,1,19,13,18,8,6,8,21,13,6,20
738,40,-5,12,-1,1,-6,9,6,6,11,7,8,3,6,12,14,9,12,31,16,-1,4,-6,9,0,15,-4,7,9,4,8,-3,15,8,14,4,0,5,16,6,4,14
739,45,-6,5,-7,-3,-12,2,3,-5,6,1,4,-4,-1,4,11,7,3,43,9,-5,8,-12,23,-7,9,-11,10,2,0,2,-7,11,2,8,-2,-3,-2,11,-1,-1,9
740,52,-11,-2,-11,-9,-16,1,-3,-10,1,-3,-4,-10,-9,3,4,-1,-3,50,3,-11,14,-17,34,-12,3,-18,14,-4,-6,-5,-11,0,-6,5,-7,-8,-6,6,-6,-5,5
741,54,-17,-6,-15,-14,-20,-4,-8,-15,-6,-5,-9,-12,-15,-8,-4,-8,-7,54,-3,-14,21,-21,44,-17,-2,-21,19,-10,-9,-10,-19,-5,-9,0,-12,-15,-11,-1,-11,-10,-4
742,52,-20,-13,-20,-23,-24,-12,-13,-18,-14,-10,-15,-16,-18,-12,-9,-15,-15,56,-8,-22,20,-26,50,-20,-9,-26,19,-15,-15,-16,-19,-10,-16,-7,-14,-16,-15,-5,-16,-16,-12
743,48,-23,-16,-22,-22,-28,-14,-16,-22,-17,-16,-19,-22,-22,-16,-15,-17,-16,53,-15,-25,24,-26,54,-24,-14,-27,20,-17,-15,-18,-24,-13,-18,-15,-20,-21,-19,-13,-20,-18,-15
744,41,-25,-20,-26,-23,-32,-21,-21,-26,-23,-22,-25,-25,-25,-19,-18,-20,-21,51,-21,-26,26,-29,54,-26,-19,-31,23,-21,-20,-21,-26,-19,-23,-17,-24,-26,-23,-16,-24,-25,-18
745,33,-27,-22,-29,-26,-28,-21,-27,-26,-26,-24,-25,-29,-27,-21,-18,-24,-25,41,-21,-29,27,-30,53,-25,-24,-32,28,-25,-21,-26,-30,-21,-25,-17,-27,-28,-27,-21,-26,-28,-24
746,20,-28,-25,-27,-26,-25,-23,-26,-27,-29,-27,-28,-31,-27,-26,-22,-27,-25,32,-24,-32,26,-27,48,-27,-22,-31,26,-23,-25,-24,-31,-22,-26,-23,-29,-28,-30,-22,-28,-30,-26
747,7,-29,-26,-27,-23,-20,-25,-31,-25,-27,-31,-24,-29,-25,-22,-26,-25,-25,18,-25,-32,25,-25,39,-24,-26,-28,20,-23,-21,-23,-28,-26,-27,-24,-31,-25,-33,-24,-24,-29,-26
748,-5,-24,-24,-22,-24,-12,-23,-29,-20,-26,-28,-25,-25,-23,-25,-24,-24,-27,6,-26,-27,21,-17,29,-21,-25,-22,16,-23,-19,-24,-23,-25,-27,-26,-30,-24,-32,-24,-22,-28,-27
749,-16,-16,-22,-16,-19,-4,-23,-24,-22,-24,-25,-24,-20,-21,-23,-21,-22,-21,-7,-25,-23,13,-7,15,-16,-25,-13,12,-24,-17,-22,-15,-22,-26,-21,-26,-17,-28,-24,-22,-24,-26
750,-27,-7,-20,-8,-14,4,-24,-17,-15,-20,-21,-20,-11,-16,-21,-23,-21,-21,-19,-24,-14,8,0,4,-11,-21,0,4,-20,-16,-19,-8,-22,-18,-22,-21,-10,-22,-23,-19,-17,-24
751,-34,-1,-14,2,-11,12,-17,-8,-9,-18,-13,-16,-4,-13,-18,-20,-16,-16,-27,-22,-8,3,8,-10,-9,-17,7,-6,-15,-9,-14,1,-18,-16,-16,-14,-3,-12,-20,-14,-10,-20
752,-42,8,-13,7,-9,21,-13,-1,-3,-15,-4,-10,5,-6,-13,-16,-12,-10,-36,-14,2,-6,16,-23,-2,-14,13,-10,-14,-8,-9,8,-15,-11,-12,-4,4,-4,-18,-9,-1,-15
753,-46,18,-8,16,-4,24,-7,5,-5,-11,4,-6,13,-3,-8,-11,-5,-8,-45,-6,11,-14,20,-33,-1,-9,20,-17,-10,-7,-4,16,-8,-6,-10,7,13,5,-12,-5,8,-11
754,-47,23,-5,21,3,29,-3,15,0,-5,9,-4,21,0,-5,-7,0,-3,-51,-4,18,-19,26,-38,6,-5,25,-22,-3,-2,-1,23,-4,-3,-6,11,17,12,-6,-1,17,-8
755,-43,26,-2,26,5,29,1,21,7,-3,19,1,23,6,-1,-3,2,0,-47,1,25,-21,30,-48,10,-3,29,-23,0,2,3,24,-2,0,-1,19,18,21,-2,4,18,-2
756,-41,28,6,27,12,28,6,26,11,0,25,6,27,11,4,4,6,6,-45,2,28,-25,32,-50,15,2,30,-24,5,8,9,27,2,6,4,26,20,26,-1,9,24,0
757,-34,30,10,26,17,27,10,30,13,10,26,12,28,13,11,6,11,9,-42,8,29,-27,30,-47,18,7,28,-25,12,8,12,29,8,11,9,31,23,28,5,11,28,4
758,-21,27,13,26,18,25,14,31,18,15,27,14,27,19,14,10,14,14,-31,13,31,-24,28,-45,20,9,28,-25,16,16,18,28,12,12,14,31,23,32,9,16,30,11
759,-11,26,17,24,21,18,17,29,22,15,30,18,27,24,18,15,18,18,-20,14,31,-25,27,-40,24,14,22,-23,20,19,20,27,14,17,18,31,21,34,12,20,29,14
760,3,24,19,20,23,15,22,27,26,21,29,23,23,27,21,19,20,23,-9,17,26,-21,22,-29,25,21,19,-18,22,21,21,22,19,23,20,29,18,31,14,23,26,20
761,12,17,23,19,25,12,22,26,25,24,24,26,17,24,22,20,28,25,2,19,23,-18,18,-18,28,20,14,-16,27,22,28,20,24,25,20,24,15,26,20,25,23,20
762,21,13,24,10,24,6,25,22,26,23,20,27,15,26,23,24,26,26,12,20,17,-14,10,-6,28,20,9,-10,28,23,28,15,25,26,26,21,10,22,23,25,17,25
763,31,9,25,6,25,-3,27,13,25,25,18,26,10,26,26,26,23,26,22,23,13,-6,6,4,24,24,4,-2,27,22,27,6,26,26,23,18,5,19,23,25,13,27
764,35,3,23,1,23,-9,23,11,22,26,11,24,7,21,26,26,24,23,29,23,7,0,-3,16,24,25,0,5,27,22,26,0,26,25,21,13,1,11,23,23,9,24
765,43,-7,22,-4,18,-12,21,4,20,24,6,23,1,19,23,25,21,19,37,21,0,10,-10,28,20,23,-7,10,24,19,24,-4,22,23,21,5,-5,4,27,21,3,22
766,44,-11,22,-12,13,-20,20,-1,16,19,1,17,-9,16,20,23,19,18,45,19,-5,14,-11,32,11,23,-13,16,20,17,23,-8,22,18,20,0,-9,-2,23,17,-1,22
767,45,-16,17,-15,8,-20,16,-8,11,19,-6,12,-12,11,17,19,14,16,45,17,-12,18,-18,40,6,19,-14,22,14,12,14,-16,18,16,17,-5,-12,-9,20,11,-9,21
768,44,-21,10,-19,2,-23,11,-11,4,15,-13,9,-17,2,8,14,14,7,48,13,-18,23,-22,44,3,17,-19,25,8,6,9,-20,14,9,13,-13,-13,-18,15,7,-13,15
769,38,-24,6,-24,-4,-28,6,-16,-2,6,-17,3,-23,-4,3,9,4,1,44,3,-24,27,-25,47,-4,9,-24,26,4,4,2,-24,9,0,9,-17,-18,-22,14,2,-18,12
770,31,-27,-3,-24,-9,-29,2,-22,-5,1,-18,-5,-25,-6,-1,4,-5,-3,38,2,-25,29,-24,47,-10,3,-23,26,-3,-4,-4,-31,2,-1,2,-23,-22,-24,5,-5,-21,6
771,19,-30,-7,-25,-11,-25,-5,-25,-11,-4,-24,-10,-25,-14,-7,-3,-5,-10,30,-2,-30,28,-25,44,-14,-3,-25,26,-9,-8,-8,-26,-2,-4,-6,-23,-19,-30,-3,-10,-23,-3
772,8,-27,-13,-24,-14,-21,-12,-25,-14,-11,-26,-13,-26,-17,-11,-8,-11,-12,18,-8,-28,23,-26,37,-15,-9,-24,21,-15,-11,-14,-24,-7,-11,-9,-26,-19,-31,-6,-12,-27,-7
773,-5,-27,-12,-21,-17,-21,-15,-27,-17,-15,-24,-17,-25,-19,-16,-10,-17,-19,7,-14,-26,21,-22,25,-18,-13,-22,16,-15,-13,-15,-24,-13,-18,-13,-31,-18,-32,-11,-14,-23,-10
774,-21,-20,-17,-22,-17,-16,-16,-25,-16,-17,-25,-19,-22,-17,-16,-15,-17,-18,-4,-15,-27,16,-21,17,-18,-18,-20,10,-18,-12,-18,-23,-16,-20,-17,-27,-16,-30,-14,-18,-24,-15
775,-29,-18,-19,-19,-19,-10,-19,-22,-18,-16,-22,-18,-17,-19,-19,-18,-19,-19,-16,-16,-24,11,-17,5,-19,-16,-13,3,-18,-15,-16,-20,-18,-19,-17,-25,-14,-26,-19,-19,-21,-18
776,-33,-14,-17,-13,-17,-5,-17,-19,-19,-17,-17,-20,-17,-18,-22,-20,-17,-21,-24,-18,-21,2,-11,-8,-20,-17,-11,-6,-17,-15,-15,-14,-18,-20,-20,-26,-11,-23,-17,-20,-17,-19
777,-37,-11,-18,-8,-19,-4,-17,-18,-16,-18,-16,-20,-10,-18,-20,-18,-20,-18,-31,-19,-14,-4,-7,-17,-17,-17,-6,-10,-18,-15,-17,-10,-19,-19,-17,-21,-5,-20,-18,-21,-14,-17
778,-39,-5,-19,-4,-16,-1,-18,-11,-17,-19,-11,-21,-5,-18,-20,-16,-17,-17,-34,-18,-10,-10,-3,-25,-14,-18,-2,-14,-17,-14,-16,-5,-17,-17,-20,-13,0,-13,-19,-20,-9,-20
