,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
257,11,25,24,22,23,24,25,21,24,23,19,23,20,21,24,22,23,24,7,26,25,1,22,3,20,24,19,-9,23,27,23,24,25,24,25,20,21,21,25,24,19,26
258,12,23,24,21,20,19,23,23,22,24,24,23,19,21,25,25,23,24,7,27,26,-1,19,1,13,24,16,-9,23,21,21,23,26,21,24,23,18,25,25,23,21,26
259,13,23,22,19,12,16,20,23,19,22,19,20,17,17,23,22,21,21,7,25,22,-4,18,6,10,23,12,-6,20,19,17,22,24,20,24,24,15,23,25,19,22,22
260,17,16,18,13,6,12,17,21,15,19,18,14,15,9,18,21,17,19,13,22,19,-4,11,6,4,22,11,-10,15,16,14,15,19,16,22,17,11,20,25,16,16,18
261,14,14,14,9,0,3,13,16,10,10,16,7,8,2,12,16,13,14,12,16,15,-8,8,8,0,18,4,-8,7,9,7,9,16,10,19,15,8,14,20,10,14,16
262,13,8,4,3,-9,-3,5,11,3,8,12,1,3,-2,9,9,8,4,12,13,9,-7,1,12,-6,11,-1,-7,0,2,0,1,9,4,14,11,5,9,15,1,9,11
263,12,0,-3,-2,-12,-9,-5,7,-5,2,7,-5,-1,-9,3,3,0,-1,11,5,5,-5,-5,14,-9,4,-9,-2,-6,-5,-6,-3,4,0,2,6,0,4,9,-4,3,2
264,9,-6,-7,-7,-15,-13,-11,0,-7,-6,-3,-8,-6,-11,-1,-5,-6,-10,11,-5,-1,-2,-10,14,-11,-4,-11,-1,-10,-9,-14,-10,-6,-7,-1,0,-8,-1,3,-8,-2,-4
265,3,-11,-11,-13,-19,-20,-11,-7,-7,-11,-4,-13,-12,-14,-10,-7,-10,-13,10,-10,-5,-5,-13,15,-19,-9,-15,1,-15,-14,-18,-15,-14,-13,-7,-6,-14,-6,-7,-15,-7,-8
266,1,-16,-16,-17,-18,-21,-18,-11,-16,-13,-11,-15,-18,-17,-15,-11,-14,-18,6,-11,-12,-5,-20,14,-20,-13,-21,4,-17,-18,-21,-18,-16,-15,-14,-10,-17,-13,-12,-15,-13,-15
267,-4,-23,-19,-21,-18,-23,-19,-16,-17,-15,-16,-17,-21,-17,-16,-17,-17,-19,-1,-16,-19,0,-25,11,-17,-17,-21,5,-18,-16,-18,-19,-17,-17,-14,-18,-23,-17,-9,-15,-19,-14
268,-10,-24,-17,-22,-17,-26,-20,-23,-18,-18,-20,-19,-24,-17,-17,-17,-17,-20,-4,-18,-19,1,-23,3,-17,-17,-23,6,-19,-18,-20,-24,-18,-18,-16,-19,-26,-18,-15,-17,-22,-19
269,-16,-22,-17,-22,-17,-21,-20,-21,-17,-17,-22,-17,-23,-16,-17,-18,-17,-19,-12,-18,-22,1,-22,4,-13,-17,-24,8,-19,-19,-19,-24,-17,-15,-19,-22,-24,-24,-17,-16,-24,-20
270,-17,-23,-21,-20,-16,-16,-19,-21,-17,-17,-23,-13,-26,-16,-20,-18,-19,-20,-16,-20,-23,1,-20,-3,-11,-19,-18,6,-19,-16,-16,-23,-18,-12,-20,-23,-21,-20,-15,-14,-24,-19
271,-19,-22,-16,-14,-13,-10,-16,-24,-15,-17,-22,-12,-25,-15,-17,-17,-18,-17,-17,-20,-23,2,-16,-11,-9,-19,-16,5,-12,-13,-14,-16,-17,-13,-21,-23,-21,-19,-16,-12,-24,-15
272,-19,-19,-14,-13,-11,-4,-14,-21,-12,-13,-18,-10,-21,-12,-13,-13,-17,-13,-20,-15,-17,2,-10,-15,-6,-15,-11,7,-12,-10,-12,-16,-14,-11,-16,-21,-18,-17,-19,-12,-21,-13
273,-20,-12,-13,-9,-8,0,-13,-16,-13,-11,-16,-9,-12,-11,-9,-12,-9,-14,-23,-13,-14,3,-5,-18,-7,-13,-7,3,-10,-10,-9,-12,-11,-6,-15,-18,-12,-15,-15,-8,-17,-12
274,-18,-6,-11,-4,-7,5,-11,-8,-12,-9,-13,-9,-8,-9,-9,-10,-8,-13,-21,-13,-8,-1,0,-17,-3,-12,0,-3,-8,-8,-6,-2,-13,-6,-12,-14,-5,-10,-11,-8,-14,-10
275,-12,-1,-8,2,-5,10,-7,-6,-10,-8,-7,-6,-2,-4,-10,-8,-11,-8,-17,-9,-1,-1,6,-20,-3,-10,4,-4,-4,-8,-7,4,-11,-4,-11,-7,-3,2,-11,-5,-6,-7
276,-13,9,-7,4,-3,17,-6,0,-7,-6,-2,-5,4,-2,-4,-6,-6,-6,-12,-7,4,-5,11,-20,-4,-9,11,-3,-3,-3,-5,8,-7,-3,-7,0,4,6,-12,-3,-1,-6
277,-10,15,-5,12,-1,23,-3,6,-6,-3,5,-1,10,-1,-2,-6,-4,-6,-8,-2,11,-3,15,-14,-3,-9,18,-2,-2,-2,-1,12,-6,0,-6,6,10,9,-8,-2,6,-6
278,-4,18,-3,20,-1,23,0,12,-6,-4,11,-1,12,-1,-5,-4,-2,-2,-7,-4,15,-1,19,-12,1,-7,21,-4,0,-2,2,17,-3,0,-5,12,16,13,-6,2,12,-4
279,-1,21,-1,21,1,23,2,17,-3,-2,16,0,19,0,-2,-1,-4,-1,-2,-2,18,0,23,-9,2,-2,20,0,1,-2,2,18,-2,0,1,16,21,19,-5,0,17,-2
280,4,25,1,25,1,26,3,20,-1,3,20,2,22,3,-2,1,2,2,3,1,20,3,23,-6,5,-2,23,3,3,1,4,23,2,3,-1,20,21,20,-3,3,18,1
281,7,25,4,23,8,24,4,24,1,4,21,5,21,4,0,1,5,3,8,4,20,8,22,-2,8,-1,22,8,5,2,5,25,3,6,1,21,24,22,2,6,20,3
282,13,24,8,27,7,20,9,21,5,5,23,6,23,9,4,4,6,4,11,7,23,14,22,4,9,2,24,12,5,7,5,22,3,4,4,21,27,26,4,6,21,5
283,15,25,9,22,9,15,10,23,7,4,28,8,22,11,5,7,11,10,13,7,23,17,21,9,10,4,22,14,7,8,7,24,6,7,5,21,25,29,4,8,25,4
284,20,22,9,18,11,12,9,23,7,8,23,11,22,10,7,6,9,11,17,8,24,16,14,13,12,5,19,16,7,9,13,22,9,12,6,23,24,28,6,9,26,7
285,22,16,11,15,10,4,11,21,12,10,24,13,19,12,5,9,9,15,22,10,19,17,8,15,14,10,13,12,13,10,15,18,10,10,8,20,19,24,8,14,21,9
286,17,13,15,12,11,-1,11,18,13,11,20,11,15,13,7,12,13,14,22,12,16,17,6,19,12,12,6,11,12,13,13,12,11,11,12,18,14,20,8,12,17,13
287,16,5,13,5,11,-5,12,13,16,9,16,13,10,14,13,14,12,16,21,13,9,14,-3,20,12,16,2,11,8,13,15,5,13,13,17,11,6,14,13,13,12,9
288,14,-1,13,-1,13,-11,11,9,16,9,9,11,-1,10,11,13,12,13,19,9,1,11,-7,17,11,13,-4,7,10,11,14,-1,12,14,15,8,-2,6,13,14,6,12
289,12,-7,14,-6,10,-16,13,-1,18,9,4,8,-6,10,10,11,12,14,18,9,-4,6,-11,15,10,13,-12,2,10,14,14,-7,11,12,14,1,-8,0,15,11,-2,11
290,3,-8,13,-10,9,-20,11,-8,16,12,0,9,-10,10,13,15,9,16,12,11,-10,4,-13,15,8,15,-15,-1,10,12,10,-12,12,12,14,-8,-13,-9,15,10,-8,9
291,-1,-11,10,-13,8,-18,10,-9,12,9,-8,10,-15,7,10,13,9,10,6,11,-14,-2,-19,11,10,14,-19,-4,8,14,11,-16,10,10,11,-11,-13,-16,14,8,-13,10
292,-1,-15,7,-15,7,-18,11,-15,14,9,-10,10,-19,5,9,10,8,7,3,7,-17,-3,-19,6,7,12,-16,-5,8,16,11,-16,11,8,10,-15,-16,-17,13,7,-17,9
293,-6,-16,12,-16,9,-19,12,-17,14,6,-11,9,-20,5,8,7,9,8,-1,5,-17,-6,-15,2,7,10,-18,-10,9,15,8,-15,8,6,9,-18,-19,-20,11,5,-19,7
294,-12,-17,7,-19,5,-17,8,-16,13,8,-16,8,-17,8,12,7,9,7,-6,9,-17,-10,-17,-5,8,11,-18,-11,6,13,7,-16,8,5,11,-17,-19,-19,11,5,-20,10
295,-15,-18,6,-16,4,-14,6,-13,9,6,-19,7,-19,3,9,7,10,6,-10,9,-15,-14,-14,-6,4,13,-16,-15,5,11,7,-14,8,8,8,-17,-18,-20,10,7,-19,8
296,-15,-15,8,-14,3,-11,6,-13,9,4,-21,7,-17,2,9,5,7,5,-18,8,-16,-16,-10,-12,2,9,-13,-18,4,10,6,-12,8,5,8,-18,-15,-19,10,4,-19,7
297,-15,-13,5,-12,2,-10,5,-13,8,4,-18,4,-14,3,9,5,6,3,-19,7,-12,-17,-9,-14,-2,5,-9,-19,3,4,1,-12,7,6,8,-16,-16,-16,7,1,-18,6
298,-16,-8,2,-11,0,-7,2,-11,2,2,-18,0,-14,-1,8,2,4,1,-21,7,-10,-21,-8,-21,-4,5,-8,-19,-1,0,-1,-9,6,1,7,-13,-12,-17,5,1,-13,4
299,-14,-9,-2,-8,-4,-5,1,-9,-1,4,-15,-2,-13,-6,4,0,1,-3,-20,2,-7,-21,-5,-20,-5,5,-5,-20,-3,-2,-3,-8,3,-1,2,-10,-13,-13,6,1,-10,1
300,-13,-7,-2,-5,-8,-5,-1,-10,-8,2,-12,-5,-11,-7,1,-2,0,-3,-18,-2,-5,-20,-2,-19,-7,2,-6,-19,-7,-6,-3,-6,-1,-1,-2,-7,-10,-11,2,-4,-10,-1
301,-9,-4,-6,-7,-12,-6,-6,-7,-8,-1,-10,-7,-7,-6,-2,-6,-3,-7,-15,-4,-5,-20,-2,-18,-7,-2,-2,-14,-11,-11,-8,-3,-6,-6,-3,-7,-8,-12,-1,-8,-7,-6
302,-2,-3,-7,-6,-12,-5,-7,-5,-13,-1,-9,-9,-8,-9,-6,-7,-6,-12,-11,-6,-4,-14,-3,-16,-9,-5,-3,-10,-13,-13,-10,-5,-9,-7,-9,-5,-5,-7,-5,-10,-3,-8
303,-1,-4,-6,-3,-14,-2,-11,-2,-16,-5,-9,-12,-7,-14,-9,-12,-7,-12,-6,-13,-2,-9,-1,-15,-13,-12,-4,-4,-14,-16,-13,-1,-12,-10,-11,-2,-1,-5,-6,-10,-4,-13
304,2,-2,-11,-2,-21,-1,-13,-2,-16,-8,-3,-15,-2,-17,-9,-13,-10,-13,-1,-12,-1,-5,2,-10,-16,-15,0,0,-17,-21,-17,0,-14,-12,-11,-1,-2,-3,-9,-17,-4,-12
305,7,1,-14,2,-19,1,-14,0,-22,-13,-3,-16,-1,-18,-13,-12,-13,-17,3,-14,2,0,5,-4,-17,-15,1,5,-19,-24,-17,0,-17,-15,-16,-3,1,0,-10,-15,0,-15
306,11,3,-17,3,-20,1,-17,-1,-24,-15,-1,-18,3,-17,-17,-17,-16,-20,8,-19,2,6,4,2,-16,-19,5,7,-18,-22,-20,3,-19,-19,-19,-2,4,1,-11,-18,1,-17
307,12,2,-21,7,-20,4,-19,1,-22,-19,1,-17,7,-18,-18,-19,-18,-20,14,-20,4,13,6,7,-17,-21,4,15,-21,-23,-19,3,-21,-20,-23,0,3,3,-14,-17,2,-19
308,11,5,-18,6,-17,7,-17,4,-21,-19,4,-16,6,-15,-16,-17,-18,-20,17,-21,5,15,10,12,-17,-20,5,21,-18,-24,-19,2,-23,-18,-21,5,7,6,-17,-15,3,-20
309,11,7,-18,10,-13,10,-19,3,-21,-17,4,-15,8,-13,-19,-18,-18,-19,13,-19,6,18,10,16,-13,-19,7,22,-16,-21,-19,6,-20,-16,-21,7,11,9,-19,-16,4,-18
310,11,7,-15,12,-10,8,-18,7,-18,-17,7,-13,10,-10,-18,-16,-18,-16,13,-18,11,22,9,15,-6,-19,8,21,-13,-16,-13,11,-18,-13,-19,6,12,10,-16,-13,7,-18
311,12,10,-12,10,-4,10,-14,7,-10,-14,10,-9,8,-3,-14,-16,-15,-13,14,-17,11,30,10,14,-2,-17,10,26,-7,-9,-9,14,-16,-11,-17,9,12,14,-16,-11,6,-17
312,6,12,-5,11,1,11,-9,11,-3,-9,12,0,10,2,-10,-9,-8,-8,13,-11,8,28,12,12,2,-11,10,24,-3,-3,-4,11,-11,-3,-13,12,12,16,-15,-5,10,-11
313,4,11,0,10,6,13,-1,13,1,-1,12,1,11,3,-7,-6,-1,-3,9,-6,5,25,8,15,5,-7,12,23,4,5,5,12,-5,0,-9,10,13,14,-12,2,13,-7
314,4,8,7,13,7,10,4,11,8,2,14,6,10,10,1,1,2,5,7,1,6,23,8,11,10,0,11,18,6,9,7,13,-1,2,-2,11,11,14,-2,6,10,1
315,4,9,11,10,12,8,8,12,13,5,17,7,10,12,7,7,5,10,6,4,8,19,8,8,13,4,8,12,12,11,9,11,5,8,4,12,10,14,1,9,13,6
316,0,10,13,8,15,9,12,10,16,9,11,12,10,18,10,12,11,12,3,9,9,12,5,5,17,9,8,6,16,19,10,9,8,11,7,12,11,14,6,12,9,13
317,-2,9,16,7,19,10,14,10,20,15,10,16,9,16,13,13,13,14,4,15,9,5,6,4,18,15,10,-2,18,22,17,10,8,14,12,10,8,11,12,18,9,13
318,-5,11,19,10,19,9,17,8,22,14,11,17,9,20,16,17,16,20,0,18,8,-2,9,3,20,14,10,-4,18,23,17,10,16,15,15,10,9,10,13,19,8,17
319,-4,13,22,8,21,8,20,9,24,16,12,21,13,24,17,21,17,19,0,21,9,-10,8,1,22,19,8,-13,20,24,20,7,17,18,18,7,9,11,16,23,8,18
320,-7,14,23,10,25,6,23,9,25,18,7,23,9,25,18,23,24,24,-2,21,7,-10,7,-3,23,22,10,-15,23,27,23,9,23,20,20,11,8,10,19,25,10,20
321,-5,14,26,9,22,6,25,8,27,23,6,27,7,26,22,25,25,26,-3,22,8,-13,4,-4,22,21,9,-18,24,28,27,9,23,21,23,9,7,8,25,26,7,24
322,-3,12,28,7,17,0,29,8,28,22,8,25,4,24,24,27,25,27,-2,24,8,-19,2,-6,19,25,5,-20,24,24,25,4,24,24,26,6,3,8,21,24,9,26
323,-4,8,25,4,15,-3,22,5,21,21,5,22,4,20,23,25,24,24,-3,22,5,-24,1,-4,16,25,5,-20,19,23,21,3,22,24,24,6,2,3,25,21,7,25
324,2,3,21,3,11,-6,19,4,20,20,4,17,-1,12,19,22,21,17,1,22,4,-25,-3,-1,10,23,2,-23,16,17,18,0,19,21,23,4,1,1,27,18,4,24
325,5,-4,20,-1,4,-10,16,1,12,13,3,12,-3,7,17,18,17,12,5,17,2,-27,-4,-6,2,18,-5,-23,10,12,12,-1,17,13,20,1,-5,0,23,11,0,19
326,5,-3,10,-3,-4,-11,11,-3,7,9,2,5,-3,1,12,12,10,6,5,13,0,-28,-7,-3,-5,14,-7,-21,3,5,3,-7,11,8,15,-2,-7,-4,16,0,-5,13
327,4,-8,1,-6,-9,-13,1,-3,-1,4,-3,-2,-5,-7,4,7,3,-1,4,8,-4,-25,-11,1,-12,10,-9,-20,-4,-4,2,-8,7,4,9,-2,-8,-7,13,-5,-5,7
328,8,-11,-8,-8,-15,-15,-7,-4,-10,-7,-7,-10,-10,-16,-4,-1,-3,-7,5,0,-10,-21,-13,2,-17,-1,-12,-17,-9,-10,-9,-10,0,-6,1,-7,-12,-11,5,-10,-9,-1
329,6,-13,-12,-9,-20,-19,-10,-9,-14,-12,-7,-13,-11,-17,-8,-10,-10,-14,6,-8,-10,-19,-13,3,-21,-7,-12,-15,-16,-16,-16,-13,-9,-12,-6,-9,-14,-10,-3,-18,-11,-7
330,1,-17,-18,-15,-21,-20,-19,-11,-18,-19,-11,-20,-13,-23,-15,-14,-13,-17,3,-15,-14,-12,-18,2,-23,-13,-15,-9,-19,-20,-22,-17,-16,-18,-13,-8,-18,-15,-11,-20,-13,-15
331,0,-21,-23,-18,-25,-17,-23,-14,-22,-20,-14,-20,-16,-23,-19,-18,-14,-21,0,-17,-18,-8,-20,3,-23,-18,-18,-5,-24,-21,-22,-18,-19,-21,-18,-10,-20,-19,-17,-22,-18,-20
332,-1,-26,-23,-18,-25,-19,-26,-17,-26,-23,-17,-25,-21,-23,-21,-21,-19,-24,-2,-23,-19,0,-19,-1,-24,-21,-20,0,-23,-25,-22,-20,-23,-23,-21,-18,-20,-18,-19,-23,-19,-22
333,-3,-22,-25,-21,-24,-17,-24,-19,-23,-24,-19,-27,-18,-25,-21,-23,-21,-24,-2,-27,-21,6,-17,-2,-22,-24,-20,8,-25,-24,-27,-19,-24,-27,-19,-19,-19,-17,-23,-26,-18,-23
334,-8,-23,-27,-18,-24,-13,-26,-20,-25,-24,-20,-24,-17,-22,-24,-24,-23,-24,-6,-24,-20,9,-18,-2,-20,-21,-16,12,-26,-24,-27,-19,-26,-25,-24,-18,-18,-19,-25,-24,-20,-25
335,-10,-21,-24,-19,-21,-8,-24,-17,-22,-25,-20,-22,-21,-21,-21,-25,-24,-23,-8,-26,-24,10,-14,-4,-18,-24,-15,11,-21,-21,-24,-12,-26,-26,-23,-16,-16,-20,-27,-22,-17,-25
336,-10,-13,-19,-13,-16,-3,-16,-17,-20,-21,-17,-20,-17,-18,-20,-26,-22,-20,-8,-22,-18,16,-7,-4,-14,-23,-7,15,-19,-18,-21,-11,-26,-21,-23,-13,-11,-16,-25,-20,-19,-21
337,-13,-8,-17,-8,-11,1,-13,-16,-15,-17,-14,-18,-13,-12,-18,-19,-17,-15,-12,-19,-11,15,-1,-6,-8,-20,-3,16,-14,-15,-16,-6,-20,-18,-18,-11,-5,-14,-26,-14,-17,-19
338,-12,-1,-15,-4,-7,5,-10,-9,-8,-13,-11,-10,-5,-5,-15,-14,-12,-12,-13,-12,-6,14,3,-5,0,-17,3,18,-7,-9,-12,0,-16,-12,-17,-4,-2,-8,-21,-6,-10,-13
339,-9,1,-7,6,4,10,-4,-4,-2,-8,-5,-2,1,3,-9,-12,-8,-6,-11,-11,0,17,6,-7,4,-13,7,16,-1,-2,-2,4,-13,-7,-13,-1,2,1,-16,2,-3,-12
340,-7,8,1,6,8,11,1,1,2,-4,1,4,6,9,0,-3,-2,2,-9,-6,6,16,12,-7,11,-6,11,16,4,4,4,7,-4,1,-5,4,9,7,-12,7,3,-4
341,-2,13,7,9,13,14,8,3,9,3,5,12,10,15,4,4,6,8,-6,3,9,16,13,-7,18,0,17,20,11,11,9,8,2,8,3,8,12,8,-1,12,8,4
342,1,14,11,13,20,16,12,9,13,11,8,16,13,19,9,9,13,14,2,9,12,16,17,-5,24,6,20,17,18,14,16,16,9,15,7,13,16,12,6,21,13,10
343,4,18,18,19,21,19,19,11,19,18,12,21,16,23,14,15,13,20,3,11,16,15,19,-2,25,11,19,12,22,19,19,16,13,20,12,14,18,15,11,24,14,18
344,8,18,22,20,25,18,24,15,24,22,16,24,19,28,21,21,21,27,6,19,20,14,19,3,27,19,24,11,24,23,24,17,20,25,19,15,22,19,17,28,17,20
345,10,26,26,22,29,20,28,21,24,24,19,29,21,29,23,24,26,28,9,21,20,9,23,6,27,23,26,6,28,26,30,22,25,27,24,16,23,19,21,31,19,23
346,14,27,28,26,27,21,31,22,27,27,19,31,23,28,24,25,25,28,14,25,22,2,24,7,26,26,26,-1,28,23,32,24,26,27,27,17,24,23,26,30,20,29
347,12,28,29,25,25,18,30,24,25,27,24,26,24,26,26,29,26,27,17,26,26,0,24,12,22,28,22,-5,28,24,29,23,28,27,29,19,25,27,25,25,24,27
348,15,24,26,23,22,14,27,24,25,25,24,23,24,23,27,27,25,24,16,27,25,-3,17,17,19,26,21,-9,23,21,27,19,28,24,30,22,24,23,30,22,23,26
349,19,21,20,19,18,9,24,24,18,21,26,22,21,17,23,26,22,20,17,25,24,-6,12,16,14,26,14,-17,21,17,24,17,26,17,26,20,19,24,25,20,23,22
350,19,14,17,15,8,0,18,18,14,20,23,16,14,10,21,21,16,18,18,19,17,-9,6,15,6,21,7,-21,17,14,14,12,21,14,23,19,13,19,21,14,17,22
351,15,7,9,4,-1,-6,11,14,7,13,19,8,10,5,14,14,11,11,18,18,12,-12,0,19,-1,15,1,-20,5,6,9,6,15,10,18,12,5,15,20,3,7,19
352,12,2,4,-1,-6,-11,0,9,0,5,13,-1,1,-4,6,11,3,2,16,11,5,-16,-5,16,-9,10,-6,-23,0,-2,2,-1,10,1,9,8,0,6,12,-1,3,9
353,9,-5,-2,-8,-12,-12,-4,2,-6,-1,6,-8,-6,-11,-1,1,-4,-3,9,2,-1,-17,-14,15,-12,1,-13,-27,-5,-8,-5,-6,1,-7,1,3,-8,0,4,-9,-2,3
354,6,-12,-7,-14,-18,-17,-11,-7,-10,-8,-4,-15,-13,-17,-9,-5,-12,-7,12,-4,-7,-15,-20,11,-17,-5,-19,-25,-12,-11,-13,-14,-5,-12,-3,-7,-14,-5,-2,-16,-8,-3
355,0,-13,-14,-21,-23,-21,-16,-10,-13,-15,-11,-19,-18,-20,-13,-12,-14,-13,6,-9,-15,-16,-24,7,-20,-12,-23,-18,-17,-17,-19,-19,-12,-18,-10,-11,-18,-11,-9,-19,-15,-9
356,-6,-17,-17,-21,-23,-21,-20,-15,-14,-18,-15,-22,-23,-19,-17,-18,-17,-20,-2,-12,-16,-16,-24,7,-21,-14,-23,-16,-22,-20,-19,-19,-17,-20,-15,-20,-21,-19,-14,-22,-17,-14
357,-10,-20,-19,-21,-21,-23,-24,-18,-15,-19,-19,-24,-25,-22,-18,-19,-19,-18,-7,-17,-20,-14,-24,1,-21,-18,-28,-13,-21,-18,-21,-20,-18,-23,-19,-21,-24,-22,-18,-20,-20,-18
358,-14,-23,-19,-22,-17,-24,-24,-20,-15,-22,-23,-21,-23,-16,-20,-22,-20,-17,-11,-19,-19,-13,-22,-2,-19,-18,-24,-9,-19,-17,-21,-22,-22,-21,-17,-22,-22,-25,-18,-21,-21,-20
359,-20,-23,-18,-24,-17,-22,-22,-22,-14,-19,-23,-18,-24,-15,-18,-20,-17,-18,-14,-16,-23,-15,-21,-9,-15,-16,-25,-6,-17,-15,-18,-23,-18,-20,-19,-22,-21,-24,-19,-19,-21,-19
360,-25,-22,-14,-21,-11,-18,-18,-20,-12,-18,-26,-16,-24,-12,-15,-20,-14,-16,-19,-13,-24,-12,-19,-10,-12,-17,-21,-6,-16,-10,-14,-21,-16,-18,-18,-23,-18,-26,-18,-12,-24,-18
361,-23,-20,-13,-17,-9,-11,-17,-21,-8,-14,-22,-15,-21,-8,-12,-16,-11,-14,-21,-11,-23,-7,-15,-11,-7,-14,-16,1,-14,-8,-11,-19,-14,-14,-14,-25,-19,-25,-16,-11,-21,-15
362,-24,-17,-10,-14,-5,-8,-13,-20,-3,-12,-21,-7,-19,-3,-11,-10,-7,-10,-23,-12,-18,-5,-8,-18,1,-13,-11,4,-9,-6,-7,-16,-11,-12,-11,-20,-13,-24,-15,-5,-19,-16
363,-21,-10,-7,-10,-1,1,-8,-15,-1,-8,-20,-4,-13,4,-6,-12,-4,-6,-25,-5,-14,-2,-5,-21,6,-6,-6,6,-4,0,-2,-10,-6,-4,-8,-17,-7,-19,-10,-2,-15,-10
364,-19,-5,2,-1,8,6,1,-10,2,-3,-17,2,-7,8,-2,-6,1,0,-25,-3,-9,0,2,-22,11,-2,1,7,3,7,4,-3,-2,3,-1,-16,-4,-13,-6,3,-10,-5
365,-14,1,7,2,11,10,7,-4,6,3,-9,8,-1,13,2,1,7,8,-19,3,1,4,10,-23,16,0,8,15,7,12,7,5,3,9,4,-7,3,-7,0,10,-4,1
366,-7,10,12,9,18,18,12,0,10,10,-2,14,8,19,9,9,11,11,-14,8,6,8,14,-21,18,11,14,18,11,14,13,8,8,14,9,1,9,1,7,14,6,5
367,-1,13,13,13,22,23,15,9,14,18,5,19,10,22,15,13,16,16,-7,10,12,11,19,-19,22,13,20,20,19,20,19,14,12,19,11,6,12,8,11,21,12,11
368,6,17,18,19,22,24,22,14,17,21,12,24,17,22,17,16,20,18,0,14,17,15,22,-12,25,17,24,22,22,22,22,17,16,23,18,12,16,13,16,21,13,18
369,10,22,21,24,21,24,21,16,20,22,19,24,20,24,22,22,23,22,5,20,20,21,28,-6,24,22,28,25,23,23,25,22,19,24,22,18,20,22,19,21,16,20
370,14,28,21,25,22,25,22,21,16,26,19,23,22,23,24,19,23,24,11,21,23,25,27,0,21,22,28,29,24,22,24,28,24,25,24,22,25,24,22,21,21,21
371,18,23,22,26,21,24,22,26,14,25,23,24,24,20,23,22,21,22,17,23,25,29,24,5,19,22,26,30,22,18,23,28,24,24,21,26,23,27,25,21,25,22
372,20,24,21,25,16,21,21,27,16,21,26,19,22,19,20,21,19,21,19,22,26,31,27,10,18,22,25,29,20,19,17,27,23,22,20,29,19,25,21,18,25,22
373,24,24,16,26,10,15,17,25,11,23,26,16,22,16,18,20,16,18,20,21,24,30,22,16,11,20,21,29,16,15,14,22,19,16,20,28,19,27,18,14,22,21
374,24,20,15,20,5,11,14,23,5,17,26,10,19,7,14,15,14,13,21,17,22,26,18,20,3,16,18,26,12,7,12,21,17,13,16,26,14,25,15,9,22,18
375,26,16,13,13,0,3,9,22,0,11,22,6,17,-1,13,10,8,7,23,14,18,26,10,21,-2,11,11,22,5,4,6,16,11,6,11,25,11,21,13,3,18,14
376,23,11,7,6,-7,-3,2,17,-1,5,20,0,12,-4,5,6,2,2,26,10,12,20,5,24,-8,5,2,17,-2,-5,2,7,7,0,6,20,6,20,6,-2,12,9
377,20,2,-1,-3,-6,-8,-5,12,-7,-1,12,-5,4,-8,-3,-1,-4,-6,26,4,4,14,-3,29,-13,0,-7,7,-8,-11,-8,0,1,-6,-1,15,0,12,3,-6,10,1
378,18,-8,-5,-9,-15,-13,-9,4,-11,-4,6,-9,-5,-14,-10,-7,-10,-10,24,-3,-5,5,-11,28,-17,-9,-11,-1,-13,-16,-9,-7,-7,-10,-4,7,-7,4,-1,-11,2,-4
379,12,-12,-8,-14,-19,-20,-11,-3,-14,-12,1,-14,-12,-18,-13,-9,-14,-10,23,-8,-8,-4,-13,24,-20,-13,-16,-10,-15,-18,-13,-13,-13,-15,-10,0,-13,-1,-10,-14,-7,-7
380,3,-16,-14,-20,-21,-21,-14,-9,-16,-13,-6,-17,-15,-19,-17,-13,-17,-12,15,-15,-15,-13,-19,24,-22,-15,-21,-16,-20,-22,-18,-16,-14,-16,-13,-7,-13,-7,-15,-18,-14,-13
381,-3,-18,-20,-21,-20,-21,-19,-15,-19,-16,-15,-21,-16,-20,-21,-17,-20,-19,8,-16,-18,-17,-21,19,-20,-17,-19,-22,-19,-21,-20,-20,-16,-18,-17,-13,-17,-13,-18,-18,-17,-19
382,-10,-21,-20,-20,-18,-21,-17,-19,-17,-20,-17,-20,-19,-17,-22,-19,-21,-19,0,-22,-19,-20,-20,14,-15,-21,-21,-27,-17,-17,-19,-21,-19,-20,-18,-17,-20,-18,-20,-16,-18,-19
383,-15,-18,-17,-17,-17,-19,-15,-23,-14,-18,-19,-17,-18,-15,-19,-18,-21,-16,-5,-20,-19,-23,-18,4,-14,-19,-20,-26,-19,-16,-19,-22,-19,-18,-17,-22,-19,-19,-19,-17,-20,-19
384,-19,-16,-16,-17,-15,-16,-16,-22,-12,-20,-18,-17,-14,-12,-19,-16,-17,-16,-13,-20,-19,-26,-16,-2,-13,-19,-16,-25,-17,-13,-16,-18,-16,-14,-16,-20,-15,-22,-19,-15,-18,-20
385,-21,-15,-14,-13,-9,-11,-12,-18,-9,-15,-20,-12,-13,-11,-17,-16,-15,-15,-18,-17,-19,-25,-14,-9,-8,-19,-12,-24,-14,-9,-12,-17,-14,-13,-14,-20,-9,-21,-16,-13,-16,-16
386,-24,-13,-10,-7,-6,-8,-9,-20,-3,-12,-15,-9,-11,-4,-15,-11,-13,-10,-19,-16,-14,-23,-9,-13,-5,-14,-8,-22,-9,-4,-8,-15,-13,-11,-12,-18,-8,-15,-15,-8,-15,-14
