,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
472,-1,2,-8,-7,-4,-10,-9,6,1,10,-3,4,1,5,4,-13,-13,-14,0,-1,-3,-7,-2,15,9,19,10,-5,-3,-15,11,12,14,-2,-1,-2,-15,-7,-3,5,-3,3,3,-8,-8,-8,-6,-11,-10,-5,2,-6,3,-1,0,-3,15,-1,2,-3,-20,0,0,8,-2,-4,5,0,9,0,10,14,5,-8,12,-1,7,12,13,13,14,13,8,8,17,15,14,10,16,11,15,12,15,10,-4,14,6,12,19,14,10,14,14,16,21,7,17,17,-3,4,-1,4,1,8,12,21,21,21,20,22,11,5,7,4,4,4,4,3
473,-3,9,-13,-10,-6,-9,-8,4,-2,10,-7,6,0,6,5,-13,-14,-13,-1,2,-1,-8,-8,21,16,22,11,-3,-1,-17,13,12,14,-2,1,0,-11,-5,1,1,-4,0,2,-6,-12,-7,-1,-6,-5,-1,2,-7,1,-4,0,-3,15,1,1,-5,-20,1,1,8,-4,-4,2,-6,11,-3,12,14,7,-10,14,-2,8,12,15,14,14,15,11,9,17,15,13,9,12,11,16,13,16,14,-2,14,7,12,19,13,10,15,15,16,22,8,18,18,-1,5,4,6,1,8,13,22,20,22,16,23,8,2,5,2,3,4,4,-1
474,-7,10,-14,-11,-8,-7,-10,2,-8,10,-8,3,-5,4,7,-13,-14,-13,-2,0,-5,-6,-16,22,19,22,12,-3,2,-17,14,11,14,0,3,0,-9,-3,3,-1,-4,0,1,-8,-9,-6,0,1,0,4,0,-8,-1,-6,0,-3,12,0,2,-4,-22,3,2,8,-4,-5,1,-7,14,-8,13,14,11,-13,15,0,7,13,15,14,14,16,15,8,18,13,13,10,12,10,13,16,16,12,4,12,10,13,18,13,12,17,15,16,22,11,17,18,-2,5,6,3,0,8,12,24,20,19,16,23,9,3,3,2,4,1,0,-4
475,-10,10,-16,-11,-9,-10,-9,1,-12,11,-9,2,-8,5,9,-12,-13,-11,-1,-1,-4,-6,-21,22,21,25,11,-6,2,-21,14,12,13,2,8,5,-5,-2,3,-2,-3,-1,-1,-5,-7,-4,6,2,4,9,2,-2,-4,-6,-6,-4,6,-1,3,-8,-20,2,4,8,-3,-6,2,-12,15,-12,13,15,9,-15,14,3,7,12,15,16,15,15,16,12,19,14,15,13,11,12,17,14,16,14,5,12,11,15,17,14,12,16,17,17,23,12,16,19,0,8,9,4,1,7,14,22,15,17,14,20,5,1,1,-1,2,-3,-3,-8
476,-16,9,-19,-11,-9,-10,-10,2,-14,13,-14,-1,-10,1,10,-10,-14,-8,-2,-3,-5,-8,-24,17,20,22,13,-5,1,-19,14,9,10,3,8,5,0,2,4,-4,-6,-3,-1,-4,-8,-4,9,6,8,12,2,2,-1,-7,-7,-7,2,0,5,-11,-19,0,3,4,-3,-9,2,-13,16,-13,12,12,10,-16,12,3,10,12,13,13,13,15,13,12,17,11,17,11,5,14,14,14,15,15,9,10,11,16,15,14,12,17,15,16,21,12,14,17,0,7,11,6,1,8,14,22,15,15,13,20,6,-2,2,-2,1,-5,-3,-10
477,-18,3,-19,-11,-9,-10,-9,-1,-15,11,-14,-1,-14,-4,7,-8,-11,-5,-3,-1,-5,-9,-28,14,20,16,12,-2,2,-17,11,10,9,5,10,8,6,4,6,-6,-6,-4,-3,-1,-7,-4,8,7,10,13,4,2,-3,-8,-7,-9,-4,1,1,-10,-19,1,3,5,-2,-5,0,-12,18,-14,12,10,13,-17,12,3,11,12,13,11,13,17,11,12,17,10,14,14,4,12,12,12,14,15,11,8,10,15,15,15,13,13,15,16,18,14,10,18,3,5,12,6,5,8,14,23,15,18,8,18,3,-4,-2,-3,-1,-6,-3,-11
478,-20,1,-18,-10,-9,-10,-10,-5,-18,11,-19,-3,-18,-6,8,-5,-11,-5,-4,-4,-8,-5,-31,13,16,14,11,0,2,-15,11,7,7,5,8,9,8,4,9,-6,-8,-5,-7,-1,-6,0,10,11,12,16,2,4,-5,-10,-10,-9,-7,1,2,-10,-23,2,5,5,1,-5,2,-14,19,-10,10,7,12,-14,9,4,13,8,12,10,10,15,15,11,16,8,12,11,3,12,11,11,13,15,15,6,13,13,12,11,13,11,10,13,16,12,11,15,3,7,15,6,5,7,13,19,15,15,10,13,4,-8,-5,-4,-2,-8,-7,-11
479,-19,-3,-20,-8,-8,-10,-9,-7,-22,12,-20,-6,-21,-7,7,-2,-13,2,-5,-6,-9,-5,-29,10,12,7,8,3,2,-13,9,3,5,6,8,8,12,4,10,-6,-5,-7,-7,0,-4,0,10,13,13,14,1,6,-4,-7,-8,-9,-14,4,4,-10,-21,1,5,1,2,-3,3,-15,17,-10,9,4,12,-12,3,7,13,8,13,9,9,12,13,11,13,6,11,11,0,13,6,9,10,16,16,5,13,11,9,10,14,10,10,14,16,13,9,14,4,9,16,9,7,9,12,16,13,13,6,12,0,-7,-5,-7,-2,-6,-5,-11
480,-21,-4,-18,-5,-9,-7,-6,-9,-21,10,-23,-9,-21,-14,7,3,-7,6,-8,-8,-12,-7,-29,6,8,2,5,6,1,-11,5,2,2,6,6,6,16,9,6,-8,-8,-9,-9,-1,-4,-1,11,12,13,15,5,7,-5,-9,-9,-10,-22,6,5,-12,-17,5,4,1,0,-2,3,-12,12,-8,7,1,13,-9,0,8,14,9,9,6,7,12,12,13,13,4,11,11,-3,11,5,5,10,15,17,1,11,11,9,7,13,9,6,10,13,14,8,10,4,9,18,10,9,10,12,16,13,11,5,10,-2,-8,-6,-5,-2,-7,-4,-10
481,-15,-10,-14,-3,-10,-4,-1,-12,-21,11,-22,-11,-23,-14,6,8,-5,10,-8,-10,-13,-5,-26,0,5,-6,3,7,0,-9,1,-3,-2,5,5,5,16,7,5,-9,-9,-11,-10,-2,-3,-2,11,16,14,12,4,9,-6,-9,-7,-11,-25,8,6,-8,-21,5,7,2,2,1,3,-9,7,-6,3,-4,10,-7,-2,8,14,5,6,6,6,8,12,12,11,1,8,11,-4,10,4,4,8,11,16,-3,12,5,5,4,13,5,4,7,11,14,5,7,6,8,20,10,8,8,11,15,11,7,1,9,-1,-6,-4,-6,-2,-8,-3,-5
482,-13,-14,-11,-1,-9,0,3,-13,-21,9,-19,-12,-21,-15,9,11,0,15,-8,-12,-14,-5,-19,-5,3,-10,-3,10,-2,-6,0,-5,-5,4,2,4,16,7,2,-9,-10,-9,-8,-3,0,0,10,12,11,11,3,9,-4,-7,-10,-7,-29,9,3,-7,-21,7,6,1,5,0,3,-7,6,-4,1,-9,6,-2,-7,9,14,4,5,2,3,8,12,13,8,-1,7,11,-5,9,0,0,5,8,14,-2,11,5,4,1,12,5,0,3,9,14,4,3,10,6,22,10,9,9,11,12,9,9,0,7,-3,-2,-2,-7,-5,-7,-3,-2
483,-10,-13,-9,2,-4,1,4,-15,-17,7,-19,-13,-20,-17,7,16,0,17,-13,-13,-16,-5,-10,-9,-3,-12,-4,14,-2,-6,-2,-8,-7,2,-2,3,16,5,2,-8,-12,-9,-9,-3,-1,0,8,11,8,9,2,10,-3,-3,-9,-3,-29,8,5,-5,-19,8,10,-1,4,3,6,-5,2,-2,-1,-13,4,1,-10,12,16,3,4,1,2,5,9,14,5,-4,4,10,-6,8,0,-3,3,7,14,-5,13,2,1,0,13,1,-1,1,7,11,0,1,10,7,22,12,11,10,8,9,8,6,-1,4,-3,1,-2,-6,-6,-7,0,2
484,-6,-15,-5,7,0,5,4,-15,-15,6,-19,-13,-18,-16,4,21,6,24,-14,-15,-18,-6,-3,-13,-6,-10,-6,14,-1,-2,-3,-11,-8,0,-3,-1,15,1,2,-11,-11,-5,-9,-5,-2,-2,7,9,6,2,2,7,0,-2,-4,-3,-31,8,6,0,-17,12,11,1,2,6,6,0,-4,1,-7,-17,1,5,-14,14,14,2,0,-1,0,2,7,15,4,-7,2,11,-6,7,-5,-4,2,2,10,-5,15,1,-1,0,12,1,-4,1,4,13,-2,-2,10,6,22,13,10,8,4,11,9,6,-1,4,-5,5,0,-3,-5,-6,3,6
485,0,-14,0,8,1,8,8,-15,-14,9,-15,-15,-16,-15,4,25,12,26,-17,-16,-18,-2,6,-13,-7,-13,-6,17,-3,-4,-6,-11,-10,-1,-4,-2,13,0,-5,-7,-10,-6,-6,-5,-3,-4,5,6,4,0,3,6,1,0,-3,-1,-28,10,7,4,-17,10,12,3,5,5,6,4,-9,4,-9,-20,-4,9,-14,15,15,1,-2,0,-2,-1,4,11,2,-4,1,12,-3,7,-6,-3,-2,1,11,-4,14,1,-4,-3,10,0,-7,-4,0,14,-2,-4,13,8,23,11,11,7,6,8,5,3,-4,2,-5,9,1,-6,-6,-4,6,9
486,3,-13,2,10,5,13,11,-16,-10,8,-11,-10,-13,-16,5,31,16,33,-17,-17,-17,-1,15,-13,-8,-13,-9,12,-5,-6,-11,-11,-14,-1,-6,-2,8,-4,-4,-8,-6,-6,-8,-6,-4,-4,3,6,3,0,3,5,0,1,1,3,-25,8,8,4,-16,10,11,6,4,5,9,5,-11,6,-13,-23,-8,9,-16,17,12,-1,-4,-4,-4,-3,2,10,4,-5,-1,9,-1,4,-6,-4,-4,-3,7,-5,14,-2,-4,-5,8,-2,-4,-5,-3,12,-4,-5,15,6,21,11,10,7,4,7,2,2,-4,1,-7,13,5,-6,-4,-2,7,12
487,6,-10,1,12,5,12,15,-15,-7,7,-6,-6,-8,-12,7,35,23,37,-16,-18,-17,-1,24,-11,-8,-9,-12,13,-3,-6,-13,-13,-15,-3,-9,-2,6,-4,-7,-7,-5,-6,-11,-10,-5,-9,0,5,-2,0,3,3,2,2,3,6,-23,9,6,8,-16,10,10,2,4,5,10,9,-13,11,-15,-23,-12,11,-18,17,13,-2,-4,-5,-2,-4,0,10,1,-6,0,8,-1,1,-5,-6,-7,-2,5,-8,11,-4,-8,-2,7,-6,-7,-5,-3,11,-5,-8,14,7,20,12,11,5,1,6,5,1,-6,-2,-9,17,6,-7,-3,-5,7,17
488,13,-4,4,13,7,14,14,-13,1,5,-2,-4,-4,-10,5,39,31,42,-17,-19,-14,0,28,-5,-10,-3,-12,10,-2,-6,-15,-12,-14,-6,-8,-4,4,-7,-8,-7,-4,-8,-8,-12,-5,-8,-3,0,-3,-1,0,2,5,5,6,4,-13,9,5,8,-16,13,10,1,3,3,10,8,-18,11,-17,-23,-16,11,-16,14,10,-3,-3,-4,-1,-5,-2,9,1,-9,-2,5,1,0,-7,-7,-5,-3,2,-7,8,-5,-10,-5,8,-4,-9,-8,-7,9,-7,-9,12,7,17,12,13,3,-1,4,3,1,-6,-2,-11,18,8,-4,-1,-5,8,18
489,12,1,7,15,9,15,12,-9,3,4,2,-2,0,-4,3,42,33,47,-18,-20,-11,2,33,-1,-6,0,-14,5,1,-9,-17,-13,-12,-6,-8,-4,1,-7,-11,-5,-4,-8,-8,-10,-7,-10,-3,-2,-3,-4,0,1,6,7,8,5,-5,7,4,10,-15,11,8,4,3,4,10,6,-22,13,-18,-20,-18,11,-17,14,8,-5,-5,-5,-1,-5,-5,8,-4,-6,-4,5,0,1,-9,-7,-6,-7,1,-4,7,-5,-13,-6,5,-4,-9,-9,-8,6,-7,-7,12,8,13,11,10,-1,-3,2,1,-1,-9,-5,-9,20,11,-6,-4,-6,11,19
490,9,7,7,17,11,17,16,-7,6,5,5,-1,3,0,4,43,37,44,-14,-16,-8,3,38,2,0,3,-14,0,1,-9,-16,-11,-13,-7,-10,-6,-1,-6,-7,-3,0,-5,-4,-12,-7,-9,-3,-2,-6,-4,2,0,7,9,8,8,0,6,4,10,-14,11,8,2,2,4,13,8,-21,12,-18,-17,-20,12,-14,14,4,-4,-6,-4,-2,-4,-5,8,-2,-4,-4,3,0,-1,-6,-5,-5,-7,-2,-4,7,-8,-16,-7,1,-6,-8,-10,-5,3,-5,-7,9,9,12,10,11,1,-4,0,0,-4,-9,-4,-9,18,10,-4,-5,-4,13,18
491,9,13,9,19,13,17,14,0,9,5,9,3,8,3,8,44,41,42,-10,-12,-2,2,39,8,3,9,-11,-5,1,-11,-14,-9,-11,-6,-9,-7,-3,-7,-6,-4,1,-2,-2,-14,-9,-14,-6,-4,-7,-6,-3,-3,7,11,9,8,8,4,1,12,-16,11,6,3,2,6,12,9,-21,12,-15,-12,-18,8,-13,12,2,-1,-5,-2,-3,-4,-4,5,-3,-5,-2,-2,1,-3,-4,-5,-4,-9,-4,-5,4,-6,-15,-5,0,-4,-8,-9,-5,5,-3,-7,10,9,7,7,6,-1,-6,0,-1,-3,-9,-6,-11,15,12,-6,-4,-6,13,17
492,13,21,8,14,11,13,13,1,11,9,12,5,8,4,5,42,46,39,-9,-7,0,5,40,14,4,16,-11,-8,3,-11,-12,-8,-6,-6,-6,-5,-7,-6,-7,-2,1,-1,1,-10,-10,-13,-6,-7,-5,-3,-4,-6,7,11,9,6,16,2,-2,13,-14,8,5,2,3,6,9,9,-21,10,-16,-10,-18,8,-8,11,1,0,-3,-1,-4,-3,-5,2,-3,-2,-3,-4,2,-5,-2,-5,-3,-9,-5,-1,2,-5,-17,-3,-1,-3,-7,-10,-6,0,-2,-6,6,9,5,6,6,-6,-6,-1,-1,-5,-11,-6,-10,13,12,-5,-3,-7,13,13
493,10,28,6,11,12,11,13,4,13,7,12,7,13,8,4,37,47,36,-6,-4,6,6,38,18,10,21,-7,-14,6,-11,-10,-4,-4,-2,-2,-1,-8,-3,-4,-2,2,-2,3,-11,-11,-11,-4,-6,-5,-7,-4,-9,7,11,9,6,22,3,-2,10,-13,4,5,-5,0,5,10,6,-18,8,-16,-5,-17,6,-6,9,0,3,-1,2,-2,-2,-5,-1,-6,1,-2,-8,-3,-7,0,-4,-2,-7,-5,0,-1,-4,-19,-2,-3,-2,-4,-8,-1,-2,-1,-7,5,9,2,2,3,-8,-9,-1,-2,-9,-12,-9,-11,12,11,-4,-4,-6,14,11
494,4,32,6,10,9,11,10,8,13,5,13,10,15,10,4,33,46,29,1,-2,12,5,31,21,14,22,-7,-19,8,-12,-7,1,1,-1,-3,0,-5,-2,-3,3,6,2,5,-10,-10,-11,-6,-6,-6,-4,-3,-11,10,9,8,6,26,0,-1,8,-14,3,3,-3,-2,4,10,5,-13,7,-11,-1,-14,1,1,6,-3,4,1,1,2,0,-5,-3,-1,1,-2,-9,-3,-9,0,-3,-1,-6,-6,0,-3,-3,-22,-3,-4,-2,-3,-4,-1,-4,1,-3,3,9,0,-2,0,-7,-7,-4,-3,-9,-12,-8,-11,6,7,-3,-3,-8,11,5
495,0,34,5,5,11,9,9,9,12,4,12,13,15,12,5,26,42,20,6,5,14,7,27,24,19,28,-2,-21,10,-11,-4,0,3,0,1,1,-6,0,1,5,8,5,7,-8,-8,-8,-7,-7,-5,-9,-4,-13,7,7,8,5,33,-2,-3,8,-14,2,0,-6,-3,1,7,3,-10,5,-8,4,-11,-1,3,3,-4,4,-1,1,0,-1,-4,-6,-1,1,1,-13,-4,-10,0,-1,0,-2,-5,1,-7,-1,-21,0,-9,-2,-2,-1,-2,-5,2,0,2,9,-3,-5,-3,-6,-8,-6,-5,-11,-13,-10,-9,0,7,-3,-3,-6,7,-2
496,2,35,3,4,9,5,6,8,11,4,13,11,14,13,3,18,39,11,11,10,20,8,16,27,20,30,0,-24,13,-8,1,2,7,1,4,2,-2,1,4,6,7,6,10,-5,-9,-4,-5,-9,-5,-6,-4,-15,5,7,6,3,34,-6,-5,5,-15,-3,-3,-7,0,0,3,1,-4,4,-4,7,-9,-1,7,0,-8,4,3,3,3,3,-5,-7,-2,1,3,-15,-7,-12,1,-1,0,-3,-4,3,-8,1,-23,1,-11,2,1,-2,-1,-9,-2,0,-2,11,-4,-6,-6,-7,-9,-6,-7,-12,-11,-13,-10,-7,7,-4,-2,-4,6,-9
497,-1,35,4,3,6,4,3,14,12,2,14,12,15,14,3,10,33,5,14,15,24,9,10,26,21,28,1,-26,14,-6,3,6,9,7,5,8,0,4,5,10,9,9,12,-2,-7,-2,-6,-7,-5,-4,-4,-15,2,5,4,3,29,-6,-7,2,-13,-5,-5,-11,-1,0,3,-2,-3,3,1,10,-3,-5,10,-2,-9,3,4,4,4,3,-3,-11,1,1,3,-16,-8,-14,3,-1,1,-4,-4,1,-11,-1,-21,2,-14,2,1,0,0,-11,1,0,-4,11,-8,-11,-5,-8,-6,-8,-11,-13,-14,-14,-11,-12,4,-4,-2,-7,3,-16
498,-4,32,2,1,6,0,0,12,7,-1,10,11,12,12,4,0,28,-7,18,19,26,8,-4,25,20,25,5,-26,12,-3,8,7,11,6,7,9,1,6,10,9,11,13,16,0,-2,1,-5,-6,-3,-8,-4,-18,2,0,2,1,27,-9,-10,-1,-16,-4,-6,-13,-2,-3,1,-4,2,0,6,12,2,-7,12,-5,-9,5,3,5,3,3,-3,-10,1,3,3,-17,-9,-15,2,1,1,-2,-2,2,-14,-1,-22,1,-16,4,4,0,-1,-15,0,2,-6,10,-6,-12,-5,-9,-2,-13,-12,-14,-16,-16,-12,-19,3,-2,-2,-4,-1,-22
499,-7,28,3,-4,2,-3,-3,10,7,-2,9,9,10,10,3,-11,19,-16,21,22,24,9,-13,25,20,20,9,-25,13,0,10,12,12,10,8,7,4,6,8,13,15,15,16,3,2,6,-5,-5,-2,-2,-3,-20,2,0,-1,-1,26,-12,-11,-2,-15,-7,-9,-14,-2,-2,-3,-6,9,-3,7,17,6,-9,13,-6,-13,3,4,3,2,2,-2,-14,-3,-1,2,-17,-13,-15,1,1,2,0,-3,-1,-12,0,-20,-1,-17,2,3,4,-5,-16,1,3,-8,7,-6,-13,-10,-8,-2,-14,-15,-14,-16,-16,-11,-24,-1,-1,-4,-3,-2,-25
500,-5,23,3,-7,3,-6,-4,9,3,-4,5,4,8,9,3,-21,10,-27,22,24,24,11,-21,19,15,17,11,-24,14,2,11,12,12,10,11,11,4,7,9,18,16,16,18,8,4,11,-4,-5,-1,-4,-3,-23,0,-4,-2,-4,22,-13,-12,-4,-15,-8,-9,-16,1,-2,-6,-6,9,-5,10,15,9,-9,13,-7,-13,4,2,4,1,4,1,-16,-5,0,3,-19,-16,-13,2,-1,0,1,-3,0,-14,1,-19,0,-17,5,2,3,-7,-16,1,1,-11,6,-7,-15,-10,-9,-2,-15,-15,-15,-16,-15,-9,-27,-5,0,-1,-3,-6,-30
501,-7,18,2,-7,2,-7,-6,9,1,-7,3,3,5,7,6,-31,-1,-36,22,25,21,11,-27,13,13,10,10,-20,13,8,11,10,11,10,10,10,6,9,9,18,15,19,22,12,9,15,-4,-7,-1,-4,-4,-21,-3,-5,-3,-6,15,-14,-11,-7,-17,-9,-8,-18,1,-5,-8,-6,10,-9,11,16,11,-10,12,-9,-16,4,2,4,-1,3,1,-15,-6,0,3,-17,-16,-15,-1,-3,2,1,-3,-1,-16,0,-19,0,-20,1,2,2,-8,-16,2,0,-11,5,-5,-13,-12,-9,2,-17,-19,-19,-15,-17,-10,-29,-7,1,-1,-2,-10,-33
502,-6,8,6,-8,-2,-9,-6,6,-3,-6,2,1,3,3,7,-39,-12,-44,22,25,19,8,-34,10,7,2,11,-17,10,12,13,10,10,11,8,8,7,8,9,19,15,20,21,16,11,19,-3,-4,-1,-6,0,-22,-4,-7,-4,-6,8,-13,-13,-6,-14,-7,-7,-18,3,-4,-8,-6,11,-7,14,12,12,-9,12,-9,-15,2,0,3,-1,3,2,-18,-6,0,1,-17,-19,-14,-3,-3,1,1,0,-2,-16,-1,-16,-2,-20,1,0,2,-11,-16,1,-1,-11,3,-5,-13,-10,-6,2,-17,-19,-17,-17,-17,-8,-33,-11,1,0,-1,-13,-31
503,-4,2,5,-7,0,-8,-5,3,-3,-5,0,-2,1,0,7,-46,-22,-49,19,28,13,9,-39,-1,1,-5,10,-11,11,14,12,8,8,9,7,6,12,9,7,22,17,20,22,19,13,20,-1,-3,-3,-6,0,-20,-8,-6,-5,-7,0,-12,-11,-5,-15,-9,-7,-20,3,-2,-10,-6,12,-6,12,11,14,-9,7,-7,-16,1,-1,-2,-1,3,-3,-15,-7,-2,-1,-17,-23,-14,-3,-2,1,2,-2,-4,-18,0,-12,-3,-19,2,-3,0,-14,-18,-3,-1,-10,4,-4,-12,-10,-4,2,-17,-20,-17,-17,-19,-10,-31,-12,0,2,2,-16,-29
504,-1,-5,7,-8,-1,-8,-5,0,-4,-8,-1,-6,-2,-1,7,-51,-31,-52,16,22,7,9,-40,-5,-4,-10,7,-7,11,19,10,3,6,9,6,5,12,9,4,19,15,17,20,22,18,22,-1,-3,-2,-4,0,-18,-10,-8,-6,-6,-8,-11,-9,-4,-16,-8,-6,-18,5,-3,-8,-4,11,-7,12,8,12,-7,4,-7,-15,-1,-2,-4,-4,2,-1,-17,-7,-3,-1,-14,-22,-12,-5,-4,1,-1,0,-5,-18,-2,-10,-4,-19,0,-1,1,-14,-19,-2,-3,-12,2,-2,-10,-10,-4,3,-17,-21,-19,-17,-18,-7,-30,-16,3,-1,1,-18,-26
505,3,-12,5,-8,-1,-8,-7,-3,-2,-8,-1,-7,0,-2,7,-52,-42,-54,14,15,0,7,-40,-12,-11,-15,6,-3,10,21,7,1,5,6,4,5,10,7,3,18,14,18,18,21,19,24,0,-3,-2,-4,0,-17,-7,-7,-7,-7,-17,-9,-5,-5,-15,-7,-4,-15,6,-1,-10,-1,10,-4,9,6,11,-7,4,-8,-15,-2,-5,-7,-5,-3,-2,-17,-7,-6,-4,-12,-23,-7,-5,-8,-3,-1,1,-5,-16,-4,-8,-6,-18,-1,-4,-2,-17,-17,-3,-4,-11,0,-4,-9,-8,-2,3,-17,-19,-18,-17,-15,-5,-23,-19,3,-1,6,-17,-23
506,8,-16,5,-7,0,-8,-5,-3,-2,-8,0,-7,-3,-4,8,-54,-47,-54,8,13,-1,7,-38,-18,-15,-21,2,2,7,21,5,-1,1,4,2,0,8,4,2,19,13,17,18,20,22,22,-2,-1,1,-4,3,-17,-4,-8,-7,-6,-19,-9,-2,-5,-16,-5,-5,-10,6,-1,-13,0,7,0,6,1,11,-4,0,-8,-14,-6,-5,-9,-4,-6,-4,-16,-12,-9,-6,-11,-23,-8,-7,-10,-5,-1,-3,-5,-15,-5,-5,-8,-15,-5,-4,-3,-18,-16,-5,-3,-10,-2,-4,-8,-6,-5,6,-20,-20,-18,-17,-16,-6,-21,-20,6,0,7,-18,-18
507,14,-20,9,-4,-2,-7,-3,-5,2,-9,2,-7,-3,-7,10,-51,-51,-50,4,7,-7,9,-35,-26,-20,-25,-1,6,5,21,0,-5,-5,1,-1,-1,7,1,1,17,10,16,16,19,20,21,-3,-1,0,-3,4,-15,-5,-8,-8,-8,-25,-3,-1,-4,-13,-6,-2,-7,7,1,-10,2,6,-1,2,-3,10,2,-5,-8,-11,-8,-6,-7,-7,-7,-7,-13,-11,-9,-7,-9,-21,-8,-9,-10,-5,-3,-7,-7,-12,-6,-2,-9,-13,-5,-6,-6,-21,-16,-8,-4,-8,-5,-6,-7,-4,-4,7,-19,-21,-19,-14,-17,-4,-14,-21,4,1,7,-20,-11
508,17,-21,9,-2,-2,-5,-3,-8,6,-7,3,-4,1,-6,10,-46,-54,-44,-4,1,-15,10,-27,-28,-23,-30,-5,11,3,22,-3,-7,-9,-2,-2,-1,6,0,-3,14,7,11,10,18,18,23,-4,-1,-1,-1,2,-13,-4,-4,-9,-4,-25,0,4,-3,-14,-2,2,-4,7,4,-9,3,5,0,-1,-6,5,2,-8,-8,-11,-8,-7,-10,-6,-9,-8,-11,-14,-9,-10,-8,-19,-3,-11,-10,-9,-4,-6,-10,-12,-8,0,-11,-11,-8,-8,-6,-21,-11,-9,-6,-5,-5,-3,-4,-3,-2,6,-18,-21,-17,-12,-15,-8,-7,-20,4,-1,6,-18,-6
509,19,-23,6,0,-1,-3,-3,-6,9,-6,6,-5,1,-5,10,-40,-55,-35,-9,-5,-17,10,-17,-27,-24,-30,-7,14,-1,20,-6,-9,-7,-4,-2,-3,2,-1,-2,14,4,8,10,16,18,17,-2,-1,1,0,3,-11,-2,-3,-4,-4,-25,3,9,-3,-12,-2,0,1,7,4,-8,5,0,1,-4,-10,1,2,-11,-11,-10,-10,-7,-11,-7,-9,-6,-11,-14,-11,-11,-6,-15,-4,-13,-11,-8,-7,-5,-9,-10,-9,2,-11,-9,-10,-10,-8,-21,-11,-9,-8,-5,-7,-4,-2,-3,0,6,-20,-19,-19,-10,-14,-4,3,-19,4,-2,9,-15,1
510,20,-21,6,-3,-4,-4,0,-8,8,-5,7,-1,4,-5,9,-30,-51,-26,-13,-11,-22,10,-12,-28,-23,-27,-10,15,-3,18,-10,-12,-12,-3,-4,-6,1,-5,-5,8,0,6,5,14,17,13,-1,3,-1,0,2,-11,-1,-1,-2,0,-24,2,9,0,-12,2,2,6,8,2,-6,7,-3,5,-8,-13,-4,5,-15,-9,-8,-10,-10,-11,-10,-12,-8,-8,-14,-12,-9,-6,-13,-4,-14,-10,-10,-9,-8,-12,-8,-9,6,-13,-3,-13,-9,-10,-23,-6,-12,-10,-6,-9,-5,-1,-3,-2,4,-16,-19,-17,-10,-13,-2,10,-16,4,-1,8,-14,8
511,19,-18,3,-1,-3,-2,1,-5,10,-1,12,0,5,-2,11,-22,-48,-15,-20,-17,-23,7,-6,-26,-23,-25,-13,18,-5,15,-14,-12,-15,-5,-7,-7,-4,-8,-7,2,-1,0,2,11,16,12,-2,1,0,3,4,-8,2,1,-1,1,-21,5,13,0,-13,2,4,10,7,4,-5,7,-7,5,-10,-14,-8,5,-16,-10,-6,-10,-9,-12,-11,-13,-11,-9,-14,-9,-11,-5,-9,-2,-13,-8,-10,-9,-10,-10,-5,-12,8,-14,-1,-10,-8,-12,-22,-3,-10,-9,-5,-11,-6,0,-4,-2,1,-14,-17,-14,-10,-13,-1,15,-12,4,0,7,-10,14
512,20,-15,-1,2,-2,0,1,-2,11,-3,12,2,8,1,11,-11,-41,-7,-22,-20,-23,7,3,-23,-20,-19,-12,17,-6,13,-15,-11,-16,-5,-9,-8,-5,-7,-6,-2,-7,-4,-4,7,13,9,-1,4,1,5,4,-7,5,4,1,2,-17,11,12,2,-12,4,4,13,5,4,-3,5,-10,6,-12,-13,-9,2,-16,-10,-5,-9,-9,-11,-10,-15,-12,-3,-13,-10,-10,-4,-5,-2,-14,-11,-12,-8,-12,-9,-5,-10,12,-11,-1,-11,-10,-9,-20,-2,-8,-9,-2,-11,-8,2,-3,-1,-1,-15,-12,-12,-7,-10,0,21,-12,2,0,5,-7,19
513,20,-9,-2,3,-4,1,2,0,14,0,15,5,11,2,10,-1,-32,3,-24,-22,-27,6,10,-17,-17,-16,-13,16,-6,10,-18,-12,-13,-7,-7,-9,-7,-8,-8,-9,-11,-7,-9,4,11,5,0,5,4,6,3,-7,7,4,5,4,-9,12,13,3,-13,5,7,15,2,4,-1,4,-14,5,-10,-12,-12,2,-14,-11,-2,-11,-8,-9,-7,-12,-13,-2,-12,-9,-11,-3,-3,-2,-12,-8,-11,-9,-14,-11,-3,-11,14,-13,0,-12,-8,-13,-19,0,-8,-8,0,-12,-10,2,-3,-2,-4,-14,-10,-10,-5,-10,3,25,-6,3,1,5,-4,24
