,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
880,10,7,-4,3,7,12,15,-9,6,10,5,13,1,6,10,13,10,15
881,11,9,-3,7,9,13,15,-4,5,13,6,13,4,9,13,14,12,18
882,14,9,2,8,12,18,15,0,7,14,6,17,7,10,15,17,13,19
883,16,9,5,12,15,17,19,6,11,14,8,20,4,9,14,19,14,22
884,16,11,10,13,16,19,20,10,12,16,8,22,6,11,18,19,15,25
885,17,12,12,11,18,21,22,13,14,19,10,21,5,13,17,22,18,26
886,20,12,11,12,19,21,21,17,15,20,12,24,10,13,18,21,20,26
887,21,13,13,14,23,20,23,19,16,19,16,25,11,15,18,22,19,25
888,20,15,12,14,23,19,23,22,15,21,15,23,13,16,20,20,18,22
889,22,18,14,16,23,20,19,21,16,20,14,20,15,16,19,19,19,23
890,22,16,15,17,20,18,20,21,20,19,17,21,14,16,21,19,21,20
891,19,21,17,19,20,16,20,25,21,17,21,20,17,17,19,19,18,18
892,19,17,20,19,20,15,14,24,21,19,22,16,15,17,19,14,16,16
893,16,19,20,20,18,15,15,26,23,17,23,15,18,19,18,15,15,12
894,17,23,20,21,17,13,15,24,22,17,21,12,19,20,14,13,15,11
895,13,21,21,23,14,14,14,24,21,14,22,12,21,19,13,9,15,8
896,13,20,23,24,14,10,10,24,20,12,23,7,22,20,14,5,12,6
897,14,19,20,22,11,7,8,25,18,11,23,7,21,18,10,5,11,2
898,10,18,22,22,8,5,7,23,14,7,19,4,20,18,9,3,8,2
899,7,15,20,21,7,4,4,20,17,3,20,1,17,16,8,1,6,-1
900,7,12,16,18,4,2,5,19,14,3,17,0,17,16,4,0,4,-1
901,5,8,15,15,4,-1,1,14,11,2,13,-3,18,12,3,-1,1,-2
902,3,6,13,15,3,-2,-3,13,8,0,12,-5,15,10,1,-4,-1,-7
903,1,3,11,13,1,-4,-6,10,6,-3,9,-6,13,10,0,-8,-1,-8
904,0,0,9,13,-2,-6,-10,7,4,-3,4,-7,11,7,-4,-9,-7,-10
905,-2,-2,8,9,-5,-9,-10,5,1,-9,3,-11,8,5,-5,-13,-9,-12
906,-5,-6,4,6,-9,-12,-10,0,-3,-10,2,-10,4,2,-7,-14,-11,-15
907,-10,-7,2,3,-10,-15,-14,-1,-5,-12,-1,-14,2,2,-11,-14,-14,-15
908,-10,-10,1,2,-12,-17,-17,-5,-8,-12,-2,-17,0,-2,-14,-17,-13,-19
909,-14,-12,-4,-2,-15,-20,-19,-9,-9,-13,-4,-18,-1,-6,-16,-18,-17,-20
910,-15,-17,-5,-5,-15,-18,-22,-11,-8,-16,-7,-20,-4,-9,-17,-20,-19,-20
911,-17,-18,-6,-8,-17,-21,-21,-10,-13,-16,-11,-20,-5,-9,-18,-19,-17,-20
912,-18,-21,-8,-9,-18,-21,-18,-12,-17,-16,-12,-20,-10,-12,-19,-18,-19,-20
913,-19,-22,-10,-14,-20,-22,-19,-15,-19,-16,-14,-18,-12,-15,-21,-20,-20,-21
914,-18,-22,-13,-17,-21,-20,-19,-15,-21,-15,-18,-18,-13,-16,-22,-16,-19,-20
915,-20,-22,-14,-18,-20,-22,-19,-17,-22,-16,-22,-16,-19,-20,-22,-16,-19,-19
916,-18,-23,-16,-22,-18,-22,-16,-21,-23,-15,-21,-16,-18,-22,-20,-15,-19,-20
917,-18,-23,-15,-22,-17,-19,-16,-20,-25,-13,-23,-17,-20,-22,-19,-16,-18,-19
918,-17,-22,-20,-24,-16,-18,-14,-19,-24,-17,-24,-14,-25,-24,-19,-15,-19,-15
919,-16,-23,-19,-26,-17,-18,-15,-20,-23,-16,-26,-13,-27,-24,-19,-15,-19,-14
920,-16,-22,-20,-23,-17,-14,-16,-20,-21,-15,-26,-12,-25,-24,-19,-15,-16,-16
921,-15,-20,-20,-23,-16,-13,-14,-20,-21,-14,-25,-14,-25,-24,-19,-12,-15,-12
922,-15,-18,-21,-24,-18,-10,-13,-20,-19,-16,-23,-12,-25,-24,-18,-11,-14,-12
923,-15,-17,-24,-24,-17,-10,-12,-17,-18,-14,-24,-9,-23,-23,-15,-12,-13,-11
924,-15,-13,-24,-21,-14,-6,-9,-18,-17,-11,-23,-8,-20,-21,-13,-9,-12,-6
925,-13,-11,-23,-21,-13,-1,-9,-16,-12,-10,-18,-6,-18,-17,-10,-8,-9,-2
926,-10,-10,-20,-18,-10,2,-5,-14,-11,-7,-15,-3,-18,-14,-7,-2,-5,-2
927,-8,-6,-17,-16,-8,6,-3,-11,-7,-8,-14,0,-14,-13,-5,1,-3,1
928,-6,-3,-15,-11,-4,3,2,-12,-4,-2,-10,2,-11,-8,-1,3,-1,4
929,-3,1,-14,-9,-2,7,4,-10,-3,0,-5,5,-7,-6,3,7,4,5
930,-1,2,-13,-3,0,11,7,-9,3,2,0,7,-6,-3,7,7,7,7
931,3,4,-9,-1,5,12,10,-9,3,6,1,9,-2,-1,9,8,9,10
932,5,8,-7,2,8,15,14,-5,5,10,3,13,0,4,12,11,12,14
933,8,8,-6,3,9,16,15,-2,7,13,7,14,3,7,16,14,15,13
934,13,10,0,5,11,18,16,-2,8,14,8,17,6,8,16,14,18,16
935,15,12,3,6,15,19,17,1,10,16,11,17,7,10,18,14,18,17
936,15,14,5,9,16,20,21,3,12,19,12,17,10,11,21,19,22,20
937,17,14,5,11,16,19,21,6,15,18,14,18,13,13,20,22,23,21
938,20,18,8,14,18,25,21,8,17,21,17,20,14,14,21,22,22,22
939,21,19,9,14,18,25,23,9,18,20,17,21,16,15,22,21,22,23
940,24,19,9,16,19,23,24,9,19,22,20,22,18,19,21,22,25,24
941,25,19,12,17,21,23,23,14,21,19,22,24,20,19,19,22,23,23
942,24,23,14,17,23,21,23,16,22,21,19,22,21,20,20,22,20,23
943,23,20,13,19,23,21,21,15,22,26,21,22,21,21,20,22,23,23
944,24,17,15,19,22,19,22,18,20,24,19,21,22,21,22,22,21,22
945,24,19,18,19,22,19,20,21,20,26,20,19,21,20,19,21,19,20
946,24,17,21,20,22,17,17,20,19,24,22,19,22,20,20,17,18,18
947,20,16,20,20,20,14,17,18,20,22,20,14,21,19,16,17,15,14
948,17,14,18,17,18,9,16,18,17,20,19,14,19,19,13,13,14,12
949,17,13,20,16,18,7,13,19,16,20,17,11,16,17,11,12,10,7
950,15,13,19,14,16,5,9,17,13,13,15,7,15,16,10,10,7,6
951,11,12,17,14,11,0,6,18,13,12,13,5,11,14,6,5,5,2
952,9,8,17,14,6,-2,2,17,12,6,12,-2,10,14,2,-1,3,-3
953,5,7,17,10,5,-5,-1,16,12,3,10,-4,10,15,1,-2,-2,-4
954,1,6,16,8,2,-9,-4,16,14,-1,9,-7,9,10,-4,-5,-5,-6
955,-2,7,13,8,-3,-10,-7,16,11,-6,9,-9,7,9,-7,-7,-6,-8
956,-6,7,10,5,-7,-12,-7,14,7,-8,5,-11,6,9,-9,-11,-11,-13
957,-7,1,9,3,-11,-13,-9,12,7,-11,5,-14,4,7,-11,-14,-14,-14
958,-11,-1,5,3,-13,-16,-11,10,5,-16,3,-16,1,4,-14,-17,-14,-15
959,-15,-4,4,2,-15,-17,-15,6,3,-16,2,-18,3,1,-18,-19,-16,-16
