,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
818,-8,-18,9,9,-9,-10,-6,-6,-9,-9,-8,12,-5,-16,-6,-3,-17,-2,-11,-5,-13,-8,-5,-15,-18,-20,-10,-16,-5,-15,-16,-4,-10,-6,-16,-10,-6,-6,-3,-17,-5,-18,-16,-7,-16,-19,-12,-18,-9,-11,-4,-17,-5,-18,-9,-18,-20,-17,-13,-5,-16,-16,-18,-14,-3,-12,-17,-11,-11,-17,-21,-13,-15,-6,-20,-15,-16,-9,-19,-19,-1,-10,-17,-3,-20,-19,-10,-15,-10,-14,-13,-14,-6,-12,-18,-13,-17,-18,-12,-15,-17,-4,-12,-19,-12,-17,-4,-14,-12,-12,-6,-18
819,-4,-20,7,10,-10,-8,-5,-6,-6,-9,-8,14,-4,-15,-7,-4,-19,-5,-10,-5,-16,-8,-4,-15,-15,-20,-10,-17,-6,-16,-15,-5,-9,-4,-19,-10,-4,-2,-6,-18,-5,-19,-18,-9,-14,-21,-10,-18,-7,-12,-4,-18,-6,-18,-7,-17,-19,-16,-14,-6,-18,-16,-18,-11,-5,-14,-18,-11,-10,-18,-21,-14,-15,-4,-19,-17,-17,-8,-20,-19,-3,-8,-19,-1,-20,-19,-11,-18,-12,-13,-11,-14,-4,-12,-18,-11,-17,-18,-11,-17,-19,-4,-11,-19,-11,-19,-3,-13,-12,-13,-6,-15
820,-3,-19,8,9,-10,-5,-7,-4,-5,-10,-7,14,-5,-16,-5,-3,-19,-3,-8,-4,-15,-4,-5,-19,-19,-20,-10,-17,-5,-17,-17,-5,-7,-4,-19,-9,-1,0,-5,-17,-2,-19,-20,-7,-16,-21,-12,-18,-7,-9,-4,-17,-5,-17,-7,-18,-22,-16,-16,-4,-16,-20,-16,-11,-2,-12,-22,-12,-9,-15,-17,-16,-14,-4,-19,-18,-18,-6,-18,-15,-2,-7,-20,-3,-21,-18,-8,-19,-11,-10,-8,-13,-5,-15,-18,-12,-16,-19,-10,-20,-20,-5,-11,-20,-11,-18,-3,-13,-10,-11,-6,-17
821,3,-19,10,6,-9,-5,-3,-1,-6,-6,-8,14,-4,-14,-5,-2,-17,-3,-7,-3,-17,-4,-4,-18,-20,-21,-11,-17,-4,-16,-18,-4,-7,-4,-19,-7,1,-1,-7,-17,-3,-20,-21,-5,-15,-21,-8,-18,-7,-7,-6,-17,-4,-19,-6,-16,-18,-16,-17,-4,-18,-19,-16,-8,-1,-10,-22,-11,-8,-20,-18,-16,-10,-3,-20,-17,-16,-5,-20,-17,0,-7,-21,-5,-22,-20,-6,-20,-9,-10,-9,-13,-5,-17,-18,-12,-16,-20,-9,-19,-19,-6,-8,-19,-10,-16,-3,-12,-10,-10,-4,-14
822,8,-18,9,8,-6,-4,-3,-1,-7,-7,-4,10,-2,-14,-5,-2,-14,-1,-4,-3,-18,-2,-3,-17,-19,-16,-10,-16,-4,-16,-15,-2,-7,-1,-18,-4,1,-1,-6,-16,-4,-19,-20,-5,-16,-20,-7,-18,-7,-5,-6,-15,-2,-17,-4,-18,-20,-16,-19,-4,-17,-19,-16,-8,-2,-10,-21,-9,-6,-19,-16,-19,-9,-3,-19,-19,-18,-7,-18,-15,2,-6,-20,-6,-21,-19,-4,-20,-7,-7,-7,-8,-3,-18,-18,-9,-15,-19,-8,-20,-19,-3,-9,-21,-6,-20,-3,-13,-7,-10,-4,-12
823,13,-16,5,9,-6,-1,-2,-3,-4,-4,-3,12,-1,-13,-4,1,-14,0,-3,-4,-17,-2,0,-19,-16,-15,-9,-14,-4,-17,-15,0,-5,0,-20,-3,2,-2,-4,-16,-2,-20,-19,-5,-17,-18,-6,-18,-4,-3,-4,-18,-3,-13,-2,-17,-22,-15,-19,-2,-17,-19,-15,-5,-3,-10,-20,-7,-7,-20,-17,-20,-9,-3,-18,-20,-15,-5,-17,-13,1,-7,-20,-4,-20,-20,-2,-19,-6,-10,-7,-10,-3,-18,-18,-8,-16,-21,-9,-19,-19,-2,-8,-21,-5,-19,-6,-11,-5,-11,-4,-9
824,16,-15,3,6,-5,-1,3,-1,-1,-4,-2,8,3,-10,-2,2,-14,-1,-5,-3,-16,1,-3,-18,-16,-14,-6,-14,1,-18,-15,-2,-4,0,-16,-3,3,-2,-6,-15,-1,-15,-17,-2,-17,-18,-5,-14,-3,-5,-2,-15,-1,-15,-1,-15,-20,-14,-19,-2,-19,-19,-15,-6,-3,-9,-20,-9,-7,-18,-13,-17,-11,-2,-18,-19,-16,-1,-15,-15,-1,-6,-19,-3,-20,-20,-3,-19,-4,-6,-5,-7,-4,-18,-17,-6,-15,-16,-7,-20,-19,-1,-7,-21,-7,-16,-5,-12,-3,-9,-5,-8
825,18,-13,8,5,-2,0,1,0,0,-4,-2,5,2,-11,-1,3,-11,1,-2,-1,-17,0,-1,-17,-16,-12,-4,-12,-1,-17,-15,-1,-3,2,-14,0,3,0,-4,-17,-2,-10,-15,-2,-17,-17,-5,-11,0,-3,-5,-16,0,-13,-1,-11,-21,-14,-19,-1,-18,-18,-13,-5,-2,-8,-18,-8,-3,-20,-13,-20,-7,-4,-15,-20,-16,-2,-11,-15,0,-4,-17,-5,-19,-21,-1,-19,-4,-5,-6,-6,-4,-17,-18,-6,-14,-18,-5,-19,-14,-2,-8,-19,-5,-15,-3,-9,0,-10,-1,-8
826,21,-8,4,3,1,2,1,0,-1,-1,-1,4,2,-10,1,1,-9,3,-1,1,-17,3,-2,-13,-12,-10,-3,-10,-1,-15,-13,0,-1,3,-13,2,3,1,-3,-16,0,-12,-15,1,-16,-14,-3,-11,-3,0,-3,-15,-1,-13,-1,-10,-18,-10,-18,1,-17,-17,-9,-5,-3,-8,-16,-7,-2,-18,-12,-19,-3,-2,-15,-20,-13,-1,-9,-13,-1,-1,-13,-4,-15,-16,1,-21,-4,-5,-5,-4,-1,-17,-16,-5,-10,-15,-5,-18,-13,-2,-6,-17,-4,-15,-3,-8,0,-9,-4,-7
827,23,-4,0,4,3,2,3,0,0,2,0,2,2,-8,0,6,-6,3,0,0,-17,4,0,-14,-10,-8,-1,-8,-1,-12,-13,2,0,3,-11,5,3,2,-2,-14,3,-12,-13,0,-13,-14,-1,-10,-2,0,-1,-13,0,-10,-1,-10,-16,-10,-14,0,-17,-17,-8,-4,-2,-7,-15,-5,-3,-17,-11,-17,-2,-2,-13,-21,-12,1,-6,-14,-2,1,-13,-4,-13,-15,3,-20,-1,-2,-5,-3,-1,-16,-14,-7,-9,-15,-1,-17,-11,-2,-5,-15,-3,-13,-1,-5,0,-8,-2,-4
828,23,0,1,4,3,4,3,3,3,2,2,2,3,-6,3,5,-7,3,2,4,-12,2,1,-12,-11,-5,-1,-4,-3,-12,-8,-4,0,3,-9,5,6,3,1,-12,2,-11,-12,5,-9,-10,-1,-7,0,1,-1,-14,-2,-10,0,-6,-13,-8,-13,0,-14,-14,-7,-2,-3,-4,-17,-3,-1,-16,-8,-17,-1,-1,-11,-18,-9,4,-6,-11,1,2,-13,-5,-11,-16,2,-16,-1,-2,-2,0,-4,-16,-14,-2,-8,-14,-1,-14,-11,-2,-3,-14,-2,-10,-3,-4,2,-6,-3,-6
829,21,4,2,4,4,3,5,2,3,3,4,-1,5,-4,1,4,-4,5,2,3,-11,1,2,-8,-8,-4,3,-2,-2,-8,-5,-3,-1,1,-10,8,6,4,2,-10,1,-10,-10,3,-7,-7,1,-3,-1,3,-2,-11,0,-5,0,-2,-11,-7,-13,0,-11,-11,-8,0,-1,-2,-15,-1,0,-15,-5,-14,0,-3,-13,-16,-9,5,-5,-9,-3,2,-10,-4,-11,-16,3,-13,-1,2,-2,0,-2,-16,-11,-2,-4,-11,2,-11,-10,-3,-3,-13,-3,-8,-4,-2,4,-2,-3,-5
830,20,6,2,1,4,6,5,1,6,2,4,-3,3,-3,4,6,-3,2,5,2,-10,3,4,-6,-7,-3,4,-3,-1,-6,-6,-2,0,2,-8,9,8,3,1,-7,1,-8,-8,1,-5,-7,0,0,0,4,-2,-13,-1,-5,0,-1,-10,-4,-10,-2,-10,-9,-4,4,-5,1,-10,-1,3,-11,-5,-12,2,-1,-8,-13,-8,6,-5,-6,-2,3,-9,-6,-9,-12,4,-12,3,2,2,2,-3,-14,-8,3,-1,-11,3,-14,-7,-4,-2,-11,-1,-9,-4,1,3,-1,-3,-3
831,18,7,0,0,5,7,3,1,4,3,6,-2,2,0,5,5,-2,2,6,3,-10,3,2,-6,-3,-1,4,-1,1,-5,-7,-4,3,2,-6,11,8,1,5,-5,4,-5,-6,1,-4,-2,3,3,1,6,0,-8,0,-4,0,1,-9,0,-9,-1,-10,-7,-2,2,-4,2,-10,0,3,-10,-6,-11,5,-1,-6,-14,-8,9,-3,-4,-2,6,-6,-5,-9,-10,4,-12,5,3,4,3,-2,-12,-7,4,-2,-8,5,-10,-4,-4,-2,-10,0,-6,-4,2,4,0,-4,-2
832,13,8,-1,-2,4,5,3,2,4,4,4,-4,3,2,6,4,0,4,6,3,-6,0,1,-4,-3,0,4,0,1,-4,-5,-4,4,-1,-3,12,11,2,5,-4,5,-5,-3,3,-2,-1,7,7,1,8,-2,-6,-2,-4,2,4,-7,-2,-7,-2,-7,-6,0,2,-4,4,-8,2,7,-9,-2,-9,7,-4,-3,-11,-4,13,-1,-3,-3,5,-5,-4,-5,-7,3,-9,7,3,6,8,-2,-10,-7,6,2,-3,5,-6,0,-5,1,-6,3,-4,-5,2,5,2,-5,-1
833,10,6,-2,-3,3,5,3,2,4,5,5,-5,4,1,6,5,2,3,8,2,-5,0,4,-2,-2,3,4,0,3,0,0,-4,2,-1,-3,10,10,1,2,-2,2,-1,-1,3,-3,0,5,5,1,9,-3,-3,0,0,0,6,-6,1,-6,-1,-6,-7,2,5,-5,6,-7,3,7,-8,-1,-7,8,-4,-5,-9,-4,11,1,-1,-2,7,-3,-4,-2,-5,6,-8,8,8,9,10,0,-6,-6,8,4,-4,7,-3,1,-6,5,-3,6,-1,-7,4,8,6,-5,-1
834,3,4,-1,-1,2,5,3,2,3,6,5,-4,2,5,5,5,4,3,7,1,-4,2,3,-1,1,6,3,6,3,1,-2,-1,2,0,1,15,10,-1,3,0,3,1,2,1,-3,1,7,8,1,11,-3,-1,0,3,-1,5,-4,4,-5,-1,-4,-3,3,5,-5,8,-3,7,9,-3,3,-3,11,-4,-1,-7,-1,14,3,2,-4,9,-1,-3,2,-4,11,-3,10,9,9,12,-4,-3,-2,11,5,-3,11,-3,0,-4,6,-1,8,2,-4,6,7,7,-7,4
835,-4,4,-1,-4,3,6,4,1,4,5,6,-2,1,6,7,3,6,1,7,0,1,0,2,4,5,6,3,5,4,1,1,-3,1,-1,4,18,12,-1,2,2,0,3,4,2,1,3,9,10,0,14,-1,1,1,4,0,9,-1,4,-2,-1,0,0,4,5,-6,12,-2,7,12,-2,5,-1,10,-3,2,-5,-2,15,5,4,-5,11,0,-2,3,-2,11,-2,15,13,11,14,-4,-5,1,11,7,1,10,-2,3,-3,8,1,9,3,-5,10,8,9,-5,5
836,-10,3,-2,-6,2,3,2,2,4,4,3,-1,3,10,6,3,8,2,8,0,3,0,-1,5,3,10,3,5,0,4,0,-2,3,0,4,20,14,-2,2,2,-1,5,5,2,4,5,11,12,-1,18,-1,1,1,5,-3,11,2,3,0,-2,1,4,7,9,-5,12,-1,11,11,-2,5,-1,14,-3,3,-1,1,19,4,6,-5,12,2,-2,3,-1,11,0,14,13,14,14,-2,-3,5,16,6,3,13,0,6,-4,11,3,11,5,-7,10,11,10,-1,6
837,-11,0,-3,-8,3,3,4,5,4,4,4,-2,1,11,5,-1,12,0,7,-1,2,-1,0,5,7,10,3,9,-1,6,4,-3,2,1,6,19,15,-2,2,8,-1,7,7,1,4,9,14,9,-3,19,-2,3,-1,9,0,13,4,6,3,-3,4,5,10,12,-6,16,2,12,15,-1,5,3,13,-4,3,-1,2,19,3,8,-8,16,5,-2,6,2,12,3,16,15,14,13,-5,1,4,16,9,4,15,3,8,-3,15,6,13,6,-6,14,10,12,-4,12
838,-18,-1,-5,-6,3,2,4,5,1,4,2,0,0,14,2,1,11,0,5,0,3,-1,3,9,9,12,2,12,-2,8,7,-2,0,3,9,23,18,-1,1,9,-1,8,8,2,6,10,16,12,0,20,-2,5,-4,10,-3,11,6,8,7,0,6,8,11,14,-6,18,6,15,17,3,7,4,14,-4,4,2,4,19,8,10,-6,16,7,-2,9,5,13,4,17,14,15,16,-4,2,5,16,12,6,17,4,10,-4,14,6,15,8,-5,13,12,15,-2,12
839,-23,-2,-4,-6,2,1,3,5,-2,3,3,0,-1,13,0,-1,12,0,4,-1,5,-1,-1,8,10,15,2,13,0,8,7,-2,0,2,11,22,18,-2,1,6,-3,8,10,-1,8,12,20,13,0,21,-3,8,-2,10,-5,13,9,10,8,-3,7,9,11,16,-6,21,5,15,17,5,10,5,14,-5,6,3,5,21,11,11,-7,19,8,-3,7,5,13,7,17,17,16,17,-5,6,8,21,13,8,17,8,12,-3,15,11,16,10,-5,14,15,14,-4,14
840,-26,-4,-7,-6,4,1,2,4,-1,5,3,0,-1,11,0,-1,12,-1,4,-1,8,-3,0,8,13,13,2,15,1,12,9,-4,-2,0,10,22,19,-2,2,11,-4,12,11,-2,10,15,21,13,-3,19,-2,9,-2,11,-1,14,10,11,8,-4,9,12,12,15,-6,18,7,17,14,5,10,7,16,-3,10,7,7,22,11,12,-4,19,10,-2,8,6,14,8,16,20,18,19,-4,5,11,19,14,10,17,8,15,-3,17,9,20,11,-4,16,16,16,-4,16
841,-27,-6,-5,-6,2,-1,2,5,1,2,3,-1,1,15,-3,1,13,0,4,-2,8,-1,-1,11,12,12,-1,14,-1,13,10,-2,-1,1,12,22,18,-3,0,12,-2,13,14,-1,12,14,19,10,-2,19,-3,10,-2,11,-4,14,11,12,10,-2,10,12,11,18,-4,18,8,19,17,8,10,10,19,-3,11,10,10,19,13,13,-3,19,12,0,9,10,17,11,18,19,19,20,-5,9,11,19,15,9,18,10,14,-2,19,11,24,14,-1,17,19,18,-5,19
842,-27,-6,-6,-6,1,-2,2,5,-3,-1,-1,0,1,14,-1,-1,14,-1,3,-1,13,-3,1,11,13,13,-1,14,-2,13,11,1,-1,3,11,20,18,-4,2,14,0,13,12,-3,11,13,18,9,0,21,-1,10,-2,13,-5,15,12,12,11,-1,12,12,11,18,-3,19,10,19,18,10,14,10,21,-3,13,12,12,19,15,13,-3,20,14,2,11,8,18,13,21,21,19,20,-3,12,11,21,15,13,21,12,16,-2,20,12,22,14,1,19,20,19,-3,21
843,-27,-5,-6,-6,2,-2,0,3,-3,-2,0,1,1,16,-3,0,14,-2,1,1,14,-3,1,13,11,13,2,16,-1,13,13,-1,-4,3,11,21,18,-2,2,15,0,14,11,-2,12,17,19,9,-1,21,-1,12,-3,13,-2,17,15,13,11,0,13,13,15,18,-3,17,9,17,20,8,13,12,18,-1,13,16,11,19,13,14,-4,18,12,0,12,10,18,11,20,19,19,19,-3,11,14,21,17,14,20,14,15,2,19,12,22,14,3,18,20,21,-6,21
844,-24,-2,-7,-8,0,0,1,1,0,-2,1,2,4,15,-1,0,12,-2,1,1,14,-1,2,14,11,14,1,14,1,15,14,0,-4,4,14,19,17,-2,1,16,-1,15,12,-2,12,16,21,11,0,19,-2,13,-3,14,-4,16,17,13,12,1,13,12,15,20,0,18,11,20,16,12,13,13,18,0,15,16,12,17,17,14,0,19,15,3,13,12,17,13,20,19,19,18,-2,12,13,21,17,14,20,13,16,2,18,15,22,16,1,19,21,21,-6,21
845,-23,1,-11,-8,-3,0,1,4,-2,-2,-2,2,2,17,0,0,13,1,2,0,12,0,1,17,15,13,0,14,0,15,15,2,-2,4,14,17,15,-1,2,17,0,14,15,2,12,15,20,9,1,20,-3,12,-2,14,-3,16,15,15,13,1,17,15,16,21,3,19,12,19,17,14,15,15,19,2,18,14,15,16,16,12,0,16,14,2,14,14,20,14,17,19,19,16,0,14,13,20,18,12,18,14,18,4,20,16,21,16,2,19,21,18,-5,22
846,-22,5,-8,-6,-1,-1,0,5,-1,-2,0,3,2,15,0,-1,13,1,0,2,12,2,2,16,15,14,1,15,2,14,14,2,-2,4,17,14,15,2,2,19,2,12,15,-1,14,14,17,9,0,18,-1,16,-1,15,-1,15,13,16,14,0,18,15,15,23,5,17,14,19,16,16,15,17,19,2,16,14,15,14,16,13,4,16,15,4,17,14,18,17,16,18,18,17,2,15,14,18,20,15,14,16,19,7,18,16,18,16,4,21,18,17,-5,21
847,-17,5,-11,-7,-2,1,0,5,0,0,-1,4,1,14,0,1,13,4,3,2,12,2,3,17,14,15,0,15,0,14,14,4,-2,5,17,11,11,3,2,19,4,14,15,3,16,14,20,10,1,17,-1,15,1,15,-1,15,14,17,14,3,16,15,15,23,6,14,14,18,15,17,17,18,18,2,17,15,15,13,17,14,6,16,16,5,15,14,18,17,16,15,19,17,3,15,16,16,20,14,14,16,18,7,18,19,16,14,6,19,16,19,-2,20
848,-16,5,-13,-5,1,1,2,5,0,-1,-1,2,2,13,1,1,13,3,3,1,11,2,3,17,14,14,3,15,2,15,17,7,-2,8,16,8,9,3,-1,17,3,16,13,4,15,12,17,10,1,14,3,15,2,16,0,18,15,15,18,5,16,17,17,19,5,14,16,15,16,14,14,16,15,4,16,15,18,11,16,15,6,12,17,8,14,15,16,16,15,14,19,13,1,15,16,14,18,16,14,17,16,7,16,18,13,16,4,17,15,19,0,21
849,-15,8,-12,-6,-1,0,2,6,1,-1,1,-1,4,13,1,3,13,3,3,3,11,2,4,18,13,12,3,14,2,16,15,6,1,9,15,8,6,4,0,19,3,15,12,4,17,12,15,11,3,11,4,14,5,16,0,14,14,16,16,6,16,18,18,17,7,11,18,15,13,14,15,17,15,7,17,15,17,9,15,16,8,11,16,9,16,15,16,17,13,11,14,11,4,18,15,12,17,17,11,17,17,8,15,16,11,17,7,15,13,20,2,19
850,-13,10,-12,-4,0,3,3,4,0,-1,2,-1,1,14,2,6,14,4,2,4,9,3,4,15,11,12,3,12,4,14,16,7,3,7,16,4,2,5,2,17,6,15,12,3,16,14,13,11,4,9,3,15,8,14,2,13,13,16,16,7,16,17,17,14,9,11,15,15,11,17,16,17,11,7,21,16,17,7,16,14,7,9,16,9,14,15,16,19,11,10,12,10,5,18,15,13,18,18,10,16,14,11,15,15,9,15,9,15,11,17,3,17
851,-11,9,-11,-5,0,3,4,6,1,0,3,-2,1,12,3,8,14,4,4,4,10,4,3,16,13,10,3,12,6,16,13,9,2,7,14,1,-1,8,3,14,6,15,14,3,16,10,9,9,4,5,5,13,9,15,5,12,16,14,15,8,15,12,15,11,10,10,15,11,10,18,15,17,10,6,19,16,19,3,14,15,10,7,14,12,14,17,9,16,9,8,10,9,4,18,15,9,17,18,9,16,14,12,12,17,9,16,9,14,7,14,5,15
852,-8,11,-12,-2,1,4,6,4,4,3,3,-1,2,10,4,11,9,4,6,6,10,5,3,16,12,8,5,13,6,13,13,9,4,9,13,-3,-3,8,5,14,7,13,15,3,15,13,7,9,5,3,5,14,9,11,5,12,13,13,16,10,15,13,15,7,11,8,14,8,9,17,14,17,7,8,19,16,19,1,11,16,10,2,16,12,14,19,8,16,5,7,5,4,6,19,16,7,17,15,6,18,15,11,9,16,6,14,9,11,6,12,6,13
853,-8,10,-14,1,1,5,4,6,5,2,5,-2,1,8,5,11,10,6,3,6,9,6,5,14,12,7,4,8,7,13,13,8,3,10,14,-5,-6,9,6,12,8,12,13,4,15,11,5,7,7,0,9,15,9,13,7,10,14,14,16,12,15,15,12,5,12,9,14,8,5,16,14,17,3,9,15,15,18,-1,14,15,11,-2,14,13,15,17,7,15,1,6,5,4,8,16,16,3,14,16,5,17,15,13,8,14,6,15,10,8,2,11,8,11
854,-6,9,-16,0,3,4,6,6,2,0,5,-4,2,8,7,9,9,5,7,7,7,6,5,13,11,8,6,7,8,13,15,8,4,8,13,-9,-7,10,7,13,9,14,8,5,12,12,3,10,6,-5,9,14,7,11,7,9,13,11,16,9,15,13,11,3,12,5,15,6,3,12,14,17,1,10,13,16,16,-6,10,13,14,-4,12,11,13,16,4,15,-1,2,2,-2,10,16,17,1,15,14,2,14,13,11,6,13,6,13,11,5,-1,10,11,7
855,-7,9,-14,0,3,8,4,6,5,4,4,-5,1,8,7,9,8,6,7,4,8,7,5,11,11,5,6,9,9,12,11,10,4,8,10,-10,-10,8,8,10,7,11,9,6,13,9,0,10,9,-5,7,11,9,11,10,7,12,11,15,12,14,15,10,2,12,2,13,4,0,14,12,16,-1,10,13,15,14,-8,11,13,11,-7,11,12,13,15,0,15,-5,2,0,-3,13,16,15,-3,13,12,0,11,13,10,1,13,3,12,11,3,-3,5,10,4
856,-6,8,-13,1,3,4,6,7,5,4,7,-4,0,5,8,7,4,5,7,5,8,6,4,12,10,4,5,7,7,10,8,8,5,4,11,-12,-13,8,10,10,7,10,9,6,12,8,-5,9,10,-8,6,13,11,9,8,8,11,11,12,14,13,13,10,-1,13,-1,15,0,-2,11,11,14,-3,11,12,13,13,-9,11,12,15,-8,11,11,12,16,-2,12,-5,-4,-3,-6,15,17,14,-5,9,12,-4,13,11,10,0,12,0,11,11,0,-5,3,12,3
857,-9,8,-15,1,4,5,5,6,5,4,3,-4,1,3,7,6,5,5,8,3,6,9,7,10,7,3,5,5,7,7,5,7,8,4,9,-15,-15,9,8,9,7,9,8,2,10,6,-6,6,8,-9,7,11,9,4,8,6,11,7,11,10,9,10,8,-3,13,-1,13,-1,-5,14,9,14,-5,9,11,13,13,-11,8,11,13,-10,10,12,11,14,-3,13,-8,-3,-4,-6,13,18,13,-7,5,13,-2,10,9,8,-3,10,-5,11,11,0,-8,-2,12,2
858,-10,5,-17,3,3,7,4,5,4,6,2,-3,1,2,6,4,2,3,5,3,7,5,5,8,8,3,4,5,5,8,5,5,8,2,7,-17,-17,11,7,7,7,4,6,1,8,7,-9,4,6,-10,7,10,9,5,12,1,13,8,11,9,8,5,8,-6,13,-6,11,-5,-7,12,6,11,-8,8,8,13,11,-12,7,9,11,-12,8,9,9,13,-9,12,-12,-6,-8,-9,14,17,13,-8,2,10,-4,10,9,7,-4,10,-7,10,8,-3,-9,-4,13,-4
859,-10,4,-14,5,4,7,4,5,4,7,0,-5,-1,1,5,3,-1,3,5,7,7,5,4,7,7,-1,5,3,7,7,3,3,7,2,6,-18,-16,9,6,7,4,3,4,2,6,3,-11,5,7,-13,8,10,10,6,10,0,10,9,11,9,8,4,6,-9,11,-7,10,-8,-11,10,6,6,-9,11,7,10,10,-14,5,8,10,-16,7,9,9,10,-12,11,-15,-9,-9,-13,11,14,11,-10,-1,5,-8,8,7,5,-7,8,-6,9,6,-5,-10,-7,13,-4
860,-9,2,-16,4,5,4,2,4,4,5,0,-6,-1,0,3,3,-2,1,8,3,4,5,6,5,4,-3,4,0,5,5,4,3,8,0,4,-17,-18,9,6,5,4,4,3,1,3,1,-14,3,5,-15,8,7,7,3,6,-1,8,5,9,6,7,5,4,-12,10,-12,10,-12,-10,8,4,7,-13,7,2,13,7,-15,2,4,7,-17,6,6,6,5,-15,8,-16,-12,-12,-14,11,10,9,-11,-2,4,-11,8,4,5,-10,5,-12,8,5,-9,-12,-10,14,-7
861,-11,0,-17,2,3,2,3,3,3,2,-1,-5,-1,-1,2,-1,-3,-1,6,1,2,3,1,3,3,-5,4,0,6,1,0,1,4,-3,3,-21,-20,7,5,2,3,1,3,1,3,-2,-16,0,6,-16,7,7,7,-2,5,-5,8,1,6,4,4,3,4,-12,8,-16,7,-13,-13,5,1,6,-15,4,-1,9,5,-17,3,2,9,-17,3,6,4,1,-15,7,-19,-12,-15,-15,8,12,6,-15,-3,6,-13,6,2,3,-12,4,-11,2,3,-12,-14,-11,11,-10
862,-11,2,-21,4,2,4,2,3,4,2,-1,-3,-3,-2,4,-4,-6,-1,4,2,3,-1,2,-1,0,-5,2,-2,7,-2,-2,-2,4,-3,1,-22,-21,4,3,1,-2,-2,1,-2,2,-4,-15,0,3,-19,5,4,6,-6,4,-8,5,1,5,1,3,-2,-1,-15,5,-15,6,-16,-14,3,0,4,-16,3,0,8,2,-17,0,0,7,-21,1,4,2,2,-14,6,-20,-14,-16,-16,5,7,5,-16,-5,4,-16,5,1,-2,-14,1,-13,2,4,-14,-14,-15,12,-11
863,-10,-1,-23,3,3,2,0,1,1,1,-1,-5,-3,-4,0,-3,-9,-3,2,0,1,-2,-1,-1,0,-7,0,-6,5,-4,-3,-2,4,-7,-4,-22,-19,2,4,-2,-4,-2,-1,-1,-1,-4,-17,-1,1,-19,3,3,6,-5,6,-7,1,-2,4,-1,1,-3,-5,-16,5,-16,4,-15,-13,2,-3,1,-14,3,-1,5,1,-16,-2,-2,2,-21,-1,0,-1,-1,-18,3,-20,-16,-18,-15,2,4,4,-17,-8,0,-17,0,-2,-2,-16,1,-16,1,0,-15,-18,-16,10,-13
864,-9,0,-23,2,2,0,1,-2,2,-2,-2,-3,-2,-8,-2,-8,-9,-4,3,-2,1,-2,-2,-3,-1,-9,-3,-7,2,-5,-4,-4,4,-9,-5,-19,-19,1,1,-3,-2,-4,-3,-3,-5,-4,-19,-6,0,-19,2,0,0,-8,3,-7,-3,-4,2,-2,-1,-3,-7,-15,2,-15,1,-19,-15,0,-4,-2,-16,-1,-5,2,-1,-17,-4,-4,0,-20,-3,0,-1,-2,-19,1,-19,-18,-19,-17,4,1,3,-18,-8,0,-19,-1,-4,-4,-16,-2,-15,-2,-1,-17,-15,-16,8,-16
865,-4,-2,-23,6,1,0,-4,-2,4,-2,-4,-2,-4,-9,-1,-8,-10,-5,1,-2,-3,-1,-3,-6,-4,-10,-2,-8,-1,-7,-6,-5,3,-8,-8,-20,-19,-1,-3,-5,-6,-7,-6,-4,-5,-5,-19,-11,-1,-16,2,-4,-1,-8,2,-12,-5,-8,1,-4,-4,-5,-8,-17,0,-17,-1,-19,-17,-2,-5,-1,-17,-1,-6,-1,-6,-19,-4,-7,0,-19,-5,-1,-5,-5,-18,0,-20,-18,-20,-17,-2,-2,0,-20,-10,-1,-21,-4,-7,-4,-19,-3,-18,-6,-4,-17,-16,-15,5,-17
866,1,-5,-24,5,2,0,-5,-2,0,-2,-4,1,-7,-9,-2,-11,-9,-7,0,-5,-3,-5,-5,-8,-5,-11,-5,-9,1,-7,-9,-8,1,-10,-10,-19,-17,-1,-3,-8,-7,-10,-7,-6,-6,-8,-22,-10,-4,-17,-1,-7,-3,-10,0,-15,-6,-9,0,-5,-4,-7,-12,-19,-3,-19,-3,-20,-18,-5,-12,-3,-15,-4,-9,-2,-8,-19,-8,-9,-3,-19,-8,0,-6,-6,-17,-2,-18,-17,-21,-17,-2,-5,-1,-20,-13,-4,-22,-4,-9,-5,-18,-4,-17,-4,-6,-19,-18,-14,3,-16
867,6,-9,-25,6,0,-5,-6,-4,-3,-3,-3,-2,-7,-11,-3,-13,-12,-8,-3,-7,-6,-7,-6,-9,-8,-13,-7,-10,-1,-10,-9,-9,1,-8,-14,-18,-14,-3,-3,-12,-8,-12,-9,-5,-9,-9,-21,-11,-4,-16,-1,-7,-4,-14,-2,-15,-11,-11,-2,-6,-5,-8,-14,-17,-3,-18,-5,-19,-20,-6,-12,-8,-15,-6,-11,-3,-11,-18,-10,-11,-3,-17,-10,-4,-7,-7,-17,-4,-18,-20,-22,-17,-8,-7,-4,-20,-12,-8,-21,-7,-8,-8,-19,-10,-17,-5,-5,-19,-18,-16,1,-19
